ori_tissue,ori_cell_type,prompt,corrected_tissue,corrected_cell,reason,status
eoe tissue,cd3+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: eoe tissue
    - 原始细胞类型: cd3+ t cell

    候选匹配:
候选组织 1: skin
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t-cells'
  候选细胞 4: cell_ontology_class='t cell', free_annotation='t_cells'

候选组织 2: blood
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",未确定,"t cell
```","原始数据中的""eoe tissue""可能指食管组织（esophageal tissue），但候选匹配中没有直接对应的组织类型。在候选组织中，""skin""和""blood""均不符合。由于缺乏明确的组织匹配，我们暂时无法修正组织类型。对于细胞类型，原始数据中的""cd3+ t cell""明确指向T细胞，且候选匹配中所有选项均一致描述为""t cell""，因此可以标准化为""t cell""。",found
eoe tissue,cd3+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: eoe tissue
    - 原始细胞类型: cd3+ t cell

    候选匹配:
候选组织 1: skin
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t-cells'
  候选细胞 4: cell_ontology_class='t cell', free_annotation='t_cells'

候选组织 2: blood
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"t cell
```","原始组织 ""eoe tissue"" 表述模糊，无法直接匹配到明确的组织类型。在候选组织中，""skin"" 和 ""blood"" 都是可能的选择，但根据原始细胞类型 ""cd3+ t cell""（一种T细胞），T细胞广泛分布于血液和皮肤等组织中。然而，血液中的T细胞更为典型和集中，因此选择 ""blood"" 作为修正组织更合理。对于细胞类型，所有候选细胞均指向 ""t cell""，且表述一致，因此选择标准形式 ""t cell""。",found
eoe tissue,tissue lymphocyte,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: eoe tissue
    - 原始细胞类型: tissue lymphocyte

    候选匹配:
候选组织 1: lymph_node
  候选细胞 1: cell_ontology_class='erythrocyte', free_annotation='erythrocyte'
  候选细胞 2: cell_ontology_class='erythrocyte', free_annotation='erythrocytes'
  候选细胞 3: cell_ontology_class='endothelial cell', free_annotation='enodthelial cell'
  候选细胞 4: cell_ontology_class='endothelial cell', free_annotation='endothelial cell'
  候选细胞 5: cell_ontology_class='t cell', free_annotation='t lymphocytes'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",lymph_node,"t cell
```",原始数据中的“eoe tissue”可能是输入错误或缩写，无法直接匹配到明确的组织类型。候选组织“lymph_node”更符合原始细胞类型“tissue lymphocyte”的背景，因为淋巴细胞（lymphocyte）通常富集于淋巴结（lymph node）。在细胞类型方面，原始标注“tissue lymphocyte”与候选细胞5“t cell”最为接近，且“t lymphocytes”是合理的自由注释形式。,found
eoe tissue,tissue lymphocyte,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: eoe tissue
    - 原始细胞类型: tissue lymphocyte

    候选匹配:
候选组织 1: lymph_node
  候选细胞 1: cell_ontology_class='erythrocyte', free_annotation='erythrocyte'
  候选细胞 2: cell_ontology_class='erythrocyte', free_annotation='erythrocytes'
  候选细胞 3: cell_ontology_class='endothelial cell', free_annotation='enodthelial cell'
  候选细胞 4: cell_ontology_class='endothelial cell', free_annotation='endothelial cell'
  候选细胞 5: cell_ontology_class='t cell', free_annotation='t lymphocytes'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",lymph_node,"t cell
```","原始数据中的""eoe tissue""可能是输入错误或缩写，无法直接匹配到明确的组织类型。然而，根据原始细胞类型""tissue lymphocyte""以及候选细胞中多次出现的免疫相关细胞（如T细胞和内皮细胞），最可能的组织来源是淋巴结（lymph_node）。在候选细胞中，""t lymphocytes""（T淋巴细胞）与原始数据中的""tissue lymphocyte""最为接近，且符合淋巴结中常见的细胞类型。",found
eoe tissue,th2 cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: eoe tissue
    - 原始细胞类型: th2 cell

    候选匹配:
候选组织 1: skin
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t_cells'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cell'

候选组织 2: trachea
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",skin,"t cell
```",原始数据中的“eoe tissue”可能指食管组织（esophagus），与候选组织中的“trachea”（气管）相比，更接近于“skin”（皮肤）作为炎症或免疫相关研究的常见组织类型。原始细胞类型“th2 cell”是T细胞的一种亚型，属于“t cell”大类，且候选匹配中明确标注了“t cell”及其相关注释，因此最合适的修正是将细胞类型标准化为“t cell”。综合判断，选择“skin”作为组织类型，因其更符合免疫相关研究背景。,found
eoe tissue,th2 cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: eoe tissue
    - 原始细胞类型: th2 cell

    候选匹配:
候选组织 1: skin
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t_cells'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cell'

候选组织 2: trachea
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",trachea,"t cell
```","原始数据中的""eoe tissue""可能指嗜酸性食管炎（Eosinophilic Esophagitis, EoE）相关的组织，这种疾病通常与Th2细胞的免疫反应密切相关。在候选匹配中，trachea（气管）组织比skin（皮肤）更符合EoE的病理背景，因为EoE主要影响食管及其邻近组织，而气管属于类似的呼吸道/消化道上皮组织范畴。对于细胞类型，原始数据明确标注为""th2 cell""，而所有候选细胞均标注为""t cell""，这与Th2细胞作为T细胞的一个亚群一致。因此，修正结果应选择与EoE病理最相关的组织和精确的细胞类型。",found
eoe tissue,th2 cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: eoe tissue
    - 原始细胞类型: th2 cell

    候选匹配:
候选组织 1: skin
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t_cells'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cell'

候选组织 2: trachea
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",trachea,"t cell
```","原始数据中的“eoe tissue”可能是指与嗜酸性食管炎（Eosinophilic Esophagitis, EoE）相关的组织，这种疾病通常涉及食管。然而，候选匹配中没有直接提到食管组织，而“trachea”（气管）在解剖学上更接近食管且与免疫反应相关，因此更适合作为修正组织。关于细胞类型，“th2 cell”是明确的辅助T细胞2型，属于T细胞的一种亚型，候选匹配中的“cell_ontology_class='t cell'”与其一致，且标注为“free_annotation='t cell'”最为简洁和标准化。",found
eoe tissue,t lymphocyte,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: eoe tissue
    - 原始细胞类型: t lymphocyte

    候选匹配:
候选组织 1: lymph_node
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t lymphocytes'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell'

候选组织 2: blood
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t lymphocytes'

候选组织 3: eye
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t lymphocytes'

候选组织 4: skin
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t lymphocytes'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",lymph_node,"cell_ontology_class='t cell', free_annotation='t lymphocytes'
```",原始数据中的组织类型“eoe tissue”可能是输入错误或非标准命名，需要结合候选匹配进行修正。原始细胞类型“t lymphocyte”明确指向T淋巴细胞，这在所有候选细胞中均一致（cell_ontology_class='t cell'）。然而，T淋巴细胞广泛分布于多种组织中，因此需根据组织类型的合理性进行选择。淋巴结（lymph_node）是T淋巴细胞的主要分布和功能场所之一，相较于血液（blood）、眼睛（eye）和皮肤（skin），更符合标准化标注的优先选择。,found
esophageal tissue,th1 cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophageal tissue
    - 原始细胞类型: th1 cell

    候选匹配:
候选组织 1: trachea
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='tracheal goblet cell', free_annotation='tracheal goblet cell'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cell'
  候选细胞 4: cell_ontology_class='t cell', free_annotation='t-cells'
  候选细胞 5: cell_ontology_class='endothelial cell', free_annotation='endothelial cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",esophageal tissue,"t cell
```","原始组织为 ""esophageal tissue""（食管组织），而候选匹配中的 ""trachea""（气管）并不符合原始数据的描述，因此组织类型应保持为食管组织。关于细胞类型，原始标注为 ""th1 cell""（Th1细胞），这是一种特定亚型的 T 细胞。在候选匹配中，虽然没有明确标注为 Th1 细胞，但多个候选标注提到 ""t cell"" 或其变体（如 ""t cells"" 和 ""t-cells""）。根据语义一致性，最接近的匹配是 ""t cell""，因为 Th1 细胞属于 T 细胞的一个亚群。",found
esophageal tissue,th2 cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophageal tissue
    - 原始细胞类型: th2 cell

    候选匹配:
候选组织 1: trachea
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t-cells'
  候选细胞 4: cell_ontology_class='tracheal goblet cell', free_annotation='tracheal goblet cell'
  候选细胞 5: cell_ontology_class='t cell', free_annotation='t_cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",esophageal tissue,"th2 cell
```",原始数据中的组织类型为“esophageal tissue”，而候选匹配中提供的“trachea”与食管组织不符，因此不采用候选组织。原始细胞类型标注为“th2 cell”，这是一种特定的功能性T细胞亚型，属于T细胞的大类。在候选细胞中，有多个标注为“t cell”的选项，这与TH2细胞的广义分类一致。综合来看，原始组织标注无需更改，而细胞类型应更具体地保留为“th2 cell”以反映其功能性亚型。,found
esophageal tissue,th2 cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophageal tissue
    - 原始细胞类型: th2 cell

    候选匹配:
候选组织 1: trachea
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t-cells'
  候选细胞 4: cell_ontology_class='tracheal goblet cell', free_annotation='tracheal goblet cell'
  候选细胞 5: cell_ontology_class='t cell', free_annotation='t_cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",esophageal tissue,"t cell
```","原始组织为 ""esophageal tissue""，而候选匹配中提供的 ""trachea"" 与食管组织不符，因此组织类型应保持为原始标注。原始细胞类型为 ""th2 cell""，属于 T 细胞的一个亚型，但候选匹配中没有明确的 ""th2 cell"" 类型；最接近的是多个标注为 ""t cell"" 的选项，这些可以作为合理的上位分类替代。",found
esophageal tissue,th2 cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophageal tissue
    - 原始细胞类型: th2 cell

    候选匹配:
候选组织 1: trachea
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t-cells'
  候选细胞 4: cell_ontology_class='tracheal goblet cell', free_annotation='tracheal goblet cell'
  候选细胞 5: cell_ontology_class='t cell', free_annotation='t_cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",esophageal tissue,"t cell
```","原始组织为 ""esophageal tissue""，与候选组织 ""trachea"" 不匹配，因此保留原始组织。原始细胞类型 ""th2 cell"" 是一种特定的 T 细胞亚型，而候选细胞中多次出现通用的 ""t cell"" 类型（包括其不同标注形式）。由于没有更具体的匹配，且 TH2 细胞属于 T 细胞的一个亚群，选择通用的 ""t cell"" 作为修正后的细胞类型是合理的。",found
esophageal tissue,th1 cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophageal tissue
    - 原始细胞类型: th1 cell

    候选匹配:
候选组织 1: trachea
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='tracheal goblet cell', free_annotation='tracheal goblet cell'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cell'
  候选细胞 4: cell_ontology_class='t cell', free_annotation='t-cells'
  候选细胞 5: cell_ontology_class='endothelial cell', free_annotation='endothelial cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",esophageal tissue,"cell_ontology_class='t cell', free_annotation='t cells'
```","原始组织为 ""esophageal tissue""（食管组织），而候选匹配中的 ""trachea""（气管）与食管在解剖学上属于不同的器官，因此候选组织不适用。原始细胞类型为 ""th1 cell""（Th1细胞），这是一种特定亚型的T细胞，但候选细胞中没有明确标注为 ""th1 cell"" 的选项。然而，候选细胞 1、3 和 4 都被分类为 ""t cell""（T细胞），这与 Th1 细胞的大类一致，因此可以接受这些候选细胞作为修正结果。",found
esophageal tissue,th2 cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophageal tissue
    - 原始细胞类型: th2 cell

    候选匹配:
候选组织 1: trachea
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t-cells'
  候选细胞 4: cell_ontology_class='tracheal goblet cell', free_annotation='tracheal goblet cell'
  候选细胞 5: cell_ontology_class='t cell', free_annotation='t_cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",esophageal tissue,"t cell
```",原始组织为食管组织 (esophageal tissue)，而候选匹配中的气管 (trachea) 与食管在解剖学上是不同的组织类型，因此候选组织不适用。原始细胞类型为 Th2 细胞，这是一种特定的 T 细胞亚型，属于 T 细胞的大类。候选细胞中多次出现 T 细胞 (t cell) 的标注，虽然没有明确提到 Th2 细胞，但 Th2 细胞可以归类为 T 细胞的一个子集。因此，最合适的修正是保留原始组织并选择 T 细胞作为细胞类型。,found
esophageal tissue,th2 cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophageal tissue
    - 原始细胞类型: th2 cell

    候选匹配:
候选组织 1: trachea
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t-cells'
  候选细胞 4: cell_ontology_class='tracheal goblet cell', free_annotation='tracheal goblet cell'
  候选细胞 5: cell_ontology_class='t cell', free_annotation='t_cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",esophageal tissue,"t cell
```","原始组织为 ""esophageal tissue""（食管组织），而候选匹配中提供的 ""trachea""（气管）并不符合原始数据的描述，因此组织类型应保持为食管组织。关于细胞类型，原始标注为 ""th2 cell""（Th2细胞），这是一种特定亚型的T细胞，但候选匹配中没有明确提到Th2细胞。然而，所有候选细胞1至5中多次出现 ""t cell""（T细胞）这一更广义的分类，且没有更具体的匹配选项。因此，最合适的修正是将细胞类型归类为 ""t cell""，以确保准确性和一致性。",found
esophageal tissue,th2 cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophageal tissue
    - 原始细胞类型: th2 cell

    候选匹配:
候选组织 1: trachea
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t-cells'
  候选细胞 4: cell_ontology_class='tracheal goblet cell', free_annotation='tracheal goblet cell'
  候选细胞 5: cell_ontology_class='t cell', free_annotation='t_cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",esophageal tissue,"t cell
```","原始组织为 ""esophageal tissue""，与候选组织 ""trachea"" 不匹配，因此需要保留原始组织。原始细胞类型为 ""th2 cell""，这是一种特定的 T 细胞亚型，而候选细胞中多次出现 ""t cell"" 的标注，这表明更通用的 T 细胞分类是合适的。尽管没有明确的 TH2 标注，但基于语义接近性，选择 ""t cell"" 是最合理的标准化结果。",found
eoe tissue,t cells (il5 producers),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: eoe tissue
    - 原始细胞类型: t cells (il5 producers)

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t-cells'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cell'

候选组织 2: skin
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'

候选组织 3: blood
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"t cell (il5 producer)
```","原始组织 ""eoe tissue"" 可能是 ""esophagus"" 的缩写或拼写错误，因为 ""EOE"" 通常指嗜酸性食管炎（Eosinophilic Esophagitis），这与食管组织相关。原始细胞类型 ""t cells (il5 producers)"" 明确指向 T 细胞的一个亚型，即能够产生 IL-5 的 T 细胞。候选匹配中所有选项的细胞类型均为 ""t cell""，因此细胞类型的修正较为明确。综合来看，候选组织中没有直接提到食管，但可以根据背景知识推断最接近的组织为 ""skin"" 或 ""blood"" 中的 T 细胞来源。然而，IL-5 产生型 T 细胞更常与黏膜免疫相关，因此选择 ""blood"" 作为修正组织更为合理。",found
eoe tissue,t cells (ffar3+),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: eoe tissue
    - 原始细胞类型: t cells (ffar3+)

    候选匹配:
候选组织 1: fat
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t_cells'
  候选细胞 4: cell_ontology_class='t cell', free_annotation='t-cells'

候选组织 2: eye
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",fat,"t cell
```","原始组织 ""eoe tissue"" 可能是输入错误或非标准命名，候选组织中没有直接匹配的选项。根据候选匹配提供的组织类型，""fat"" 和 ""eye"" 是仅有的两个选项。由于原始数据未提供足够的信息来明确区分这两者，且 ""t cells"" 在两种组织中均存在，因此需要进一步推测。通常情况下，T细胞在脂肪组织（fat）中更为常见，尤其是在免疫调节和炎症相关研究中。因此选择 ""fat"" 作为修正组织。对于细胞类型，原始标注 ""t cells (ffar3+)"" 提供了额外标记信息，但候选匹配中的 ""t cell"" 是标准化的细胞本体分类，因此采用候选匹配的 ""t cell"" 作为修正细胞类型。",found
blood,cd4+ t cells,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: cd4+ t cells

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd4-positive', free_annotation=''
  候选细胞 2: cell_ontology_class='cd8-positive', free_annotation=''
  候选细胞 3: cell_ontology_class='cd4-positive', free_annotation=''
  候选细胞 4: cell_ontology_class='naive thymus-derived cd4-positive', free_annotation=''

候选组织 2: skin
  候选细胞 1: cell_ontology_class='cd4-positive helper t cell', free_annotation='cd4 helper t cell'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd4-positive
```",原始数据明确指出组织为 blood，细胞类型为 cd4+ t cells。候选匹配中，候选组织 1 的 tissue 类型与原始数据一致（blood），且候选细胞 1 和候选细胞 3 的 cell_ontology_class='cd4-positive' 符合原始数据的描述。候选组织 2 的 tissue 类型为 skin，与原始数据不符，因此排除。在候选组织 1 中，候选细胞 4 提供了更具体的注释 'naive thymus-derived cd4-positive'，但没有明确证据表明原始数据特指 naive 亚群，因此选择更通用的 'cd4-positive' 注释。,found
liver metastasis (liv.mets),spp1+ tams,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: liver metastasis (liv.mets)
    - 原始细胞类型: spp1+ tams

    候选匹配:
候选组织 1: liver
  候选细胞 1: cell_ontology_class='plasma cell', free_annotation='plasma cells'
  候选细胞 2: cell_ontology_class='plasma cell', free_annotation='plasma_cells'
  候选细胞 3: cell_ontology_class='plasma cell', free_annotation='plasma cell'
  候选细胞 4: cell_ontology_class='hepatocyte', free_annotation='hepatocyte'
  候选细胞 5: cell_ontology_class='plasma cell', free_annotation='plasma'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",liver metastasis,"spp1+ tams
```","原始组织标注为 ""liver metastasis (liv.mets)""，表明这是肝脏转移癌组织，而非正常肝组织。因此，候选匹配中的 ""liver"" 并不准确，应保留原始标注以反映病理状态。原始细胞类型标注为 ""spp1+ tams""，指的是表达 SPP1 的肿瘤相关巨噬细胞（TAMs）。然而，候选匹配中没有直接对应 TAMs 的选项，而 plasma cell 和 hepatocyte 均不符合描述。因此，原始细胞类型的标注更为具体且准确，应予以保留。",found
liver metastasis (liv.mets),spp1+ tams,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: liver metastasis (liv.mets)
    - 原始细胞类型: spp1+ tams

    候选匹配:
候选组织 1: liver
  候选细胞 1: cell_ontology_class='plasma cell', free_annotation='plasma cells'
  候选细胞 2: cell_ontology_class='plasma cell', free_annotation='plasma_cells'
  候选细胞 3: cell_ontology_class='plasma cell', free_annotation='plasma cell'
  候选细胞 4: cell_ontology_class='hepatocyte', free_annotation='hepatocyte'
  候选细胞 5: cell_ontology_class='plasma cell', free_annotation='plasma'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",liver,"spp1+ tams
```",原始数据中提到的组织是“liver metastasis (liv.mets)”，这表明样本来源于肝脏转移灶，而非正常肝组织。因此，“liver”作为候选组织并不完全准确，但它是目前最接近的选项。对于细胞类型，原始数据标注为“spp1+ tams”，这指的是表达SPP1的肿瘤相关巨噬细胞（TAMs）。然而，候选匹配中并未提供与巨噬细胞或TAMs相关的选项，而“plasma cell”和“hepatocyte”均不符合描述。基于现有候选列表，无法准确匹配细胞类型，因此保留原始标注以反映研究意图。,found
