pmid,species,tissue_type,cell_name,markers
32377375,Human,Blood,Natural killer cell,"['CD4', 'CD8A', 'CD3E', 'NCAM1']"
32377375,Human,Blood,T cell,"['CD4', 'CD3E', 'CD8A', 'NCAM1']"
32403085,Mouse,Peripheral blood,Conventional dendritic cell(cDC),"['CD1a', 'CD11c']"
32405063,Human,Blood,Lymphocyte,"['CD79A', 'NKG7', 'CD3D']"
32405063,Human,Blood,Myeloid cell,"['IL1B', 'CXCL8', 'CD14']"
32405063,Human,Undefined,B cell,['CD79A']
32405063,Human,Undefined,CD8+ T cell,"['CD3E', 'CD8A']"
32405063,Human,Undefined,Natural killer cell,['NKG7']
32439707,Human,Eye,Lymphatic endothelial cell,"['PECAM1', 'LYVE1', 'MMRN1', 'FLT4', 'PROX1']"
32439707,Human,Eye,Trabecular meshwork cell,"['CHI3L1', 'MYOC', 'MGP', 'aquaporin-1']"
32439707,Human,Eye,Vascular endothelial cell,"['KDR', 'VWF', 'EFNB2', 'DLL4', 'EFNB2', 'FLT1', 'DLL4', 'VWF', 'EPHB4', 'EPHB4', 'FLT1', 'KDR']"
32532891,Human,Gastrointestinal tract,B cell,"['MS4A1', 'CD79A']"
32532891,Human,Gastrointestinal tract,Endocrine cell,['CHGA']
32532891,Human,Gastrointestinal tract,Endothelial cell,"['VWF', 'ENG']"
32532891,Human,Gastrointestinal tract,Epithelial cell,"['EPCAM', 'KRT18', 'KRT8']"
32532891,Human,Gastrointestinal tract,Fibroblast,"['ACTA2', 'COL1A2']"
32532891,Human,Gastrointestinal tract,Macrophage,['CD14']
32532891,Human,Gastrointestinal tract,Mast cell,['CPA3']
32532891,Human,Gastrointestinal tract,Parietal cell,['ATP4A']
32532891,Human,Gastrointestinal tract,T cell,"['CD3D', 'CD3E', 'CD2']"
32614947,Human,Undefined,Endothelial cell,['CD144']
32614947,Human,Undefined,Granulocyte,"['AZU1', 'PRNT3']"
32614947,Human,Undefined,Hematopoietic stem cell,"['CD180', 'CD34', 'CD33', 'CD132', 'CD44', 'IL3RA', 'CD52']"
32614947,Human,Undefined,Leukocyte,"['Mac-1', 'LFA-1', 'CD11a-d']"
32614947,Human,Undefined,Macrophage,['25F9']
32614947,Human,Undefined,Megakaryocyte,"['PF4', 'CD41', 'GP9']"
32614947,Human,Undefined,Mesoderm cell,['FRZB']
32614947,Human,Undefined,Multipotent progenitor cell,"['CD132', 'CD34', 'CD52', 'CD180', 'CD33', 'CD44', 'IL3RA']"
32614947,Human,Undefined,Naive 1 progenitor cell,"['CD18', 'CD44']"
32614947,Human,Undefined,Naive progenitor cell,"['ITGB2', 'CD44', 'CD33']"
32614947,Human,Undefined,Primitive hematopoiesis cell,['HBE1']
32614947,Human,Undefined,Progenitor cell,"['AZU1', 'CD18', 'GP9', 'CD44', 'KLF1', 'CD326', 'CD9', 'GATA2', 'ICAM2', 'KIT', 'PF4', 'GYPA', 'PRNT3']"
32614947,Human,Undefined,Red blood cell (erythrocyte),"['MYC', 'KLF1', 'EPCAM', 'CD235a', 'GYPA']"
32614947,Human,Yolk sac,Progenitor cell,['SPINK1']
32709844,Mouse,Esophagus,Memory T cell,"['Tcf7', 'Il7r', 'Ccr7']"
32712105,Human,Esophagus,Fibroblast,"['CTGF', 'SERPINE1', 'ACTA2', 'TAGLN', 'PLN', 'COL1A1']"
32712105,Human,Esophagus,Myofibroblast,"['PLN', 'SERPINE1', 'CTGF', 'COL1A1', 'TAGLN', 'ACTA2']"
32855417,Mouse,Esophagus,Mesoderm,"['Sfrp2', 'Wnt4', 'Nkx6-1']"
32855417,Mouse,Heart,Mesoderm,"['Isl1', 'Mtus2']"
32855417,Mouse,Lung,Mesoderm,"['Wnt2', 'Gata4', 'Nkx6-1']"
32855417,Mouse,Pharynx,Mesoderm,"['Prrx1', 'Tbx1']"
32855417,Mouse,Stomach,Mesoderm,"['Barx1', 'Hlx']"
32855417,Mouse,Trachea,Mesoderm,"['Nkx6-1', 'Wnt2', 'Gata4']"
33187533,Human,Retinal pigment epithelium,B cell,['CD79A']
33187533,Human,Retinal pigment epithelium,Effector T(Teff) cell,"['CD2', 'NKG7', 'CD8B']"
33187533,Human,Retinal pigment epithelium,Effector natural killer cell,"['CD2', 'NKG7', 'CD8B']"
33187533,Human,Retinal pigment epithelium,Macrophage,"['AIF1', 'CD68', 'CD163', 'CD14']"
33187533,Human,Retinal pigment epithelium,Mast cell,"['KIT', 'CPA3']"
33293583,Human,Esophagus,Cancer cell,"['CD19', 'CD1C', 'IL3RA', 'KLRD1', 'IGHG1', 'CD3G', 'VCAN', 'CD68', 'CD163']"
33307245,Human,Eye,Retinal pigment epithelial cell,"['RPE65', 'RBP1', 'CSTV', 'CRYAB', 'CRABP1', 'TIMP3', 'BEST1', 'RLBP1', 'CST3', 'ENPP2', 'VEGFA', 'RGR', 'HNRNPH1', 'SERPINF1', 'TYRP1', 'TYR', 'PMEL', 'PLTP', 'TTR']"
33307245,Human,Retina,Retina cell,"['CPODXL', 'SPP1', 'STAC2', 'PCDH9']"
33332284,Human,Head and neck,Conventional CD4 T cell,"['CD3E', 'CD3G', 'CD3D']"
33513359,Human,Retinal organoid,Cone cell,"['ARR3', 'PDE6H']"
33513359,Human,Retinal organoid,Photoreceptor cell,"['RCVRN', 'CRX']"
33513359,Human,Retinal organoid,Rod cell,"['GNGT1', 'GNAT1']"
33545035,Human,Esophagus,Conventional dendritic cell(cDC),"['FCER1A', 'HLA-DQA1']"
33545035,Human,Esophagus,Langerhans cell,"['CD207', 'CD1A']"
33545035,Human,Esophagus,Macrophage,['CD163']
33545035,Human,Esophagus,Mast cell,['KIT']
33545035,Human,Esophagus,Monocyte,"['CD68', 'CD16', 'CD14']"
33545035,Human,Esophagus,Plasmacytoid dendritic cell(pDC),['LILRA4']
33712461,Mouse,Eye,Neuron,"['RBPMS', 'ISL1', 'Brn3a', 'Brn3b']"
33730555,Human,Lacrimal gland,Acinar cell,"['PRR27', 'HTN1', 'LTF', 'SCGB2A1']"
33730555,Human,Lacrimal gland,Ductal cell,"['LCN2', 'WFDC2']"
33730555,Human,Lacrimal gland,Endothelial cell,"['PECAM1', 'CDH5']"
33730555,Human,Lacrimal gland,Epithelial cell,"['FOXC1', 'AQP5', 'PAX6']"
33730555,Human,Lacrimal gland,Lymphocyte,"['PTPRC', 'CD2']"
33730555,Human,Lacrimal gland,Myoepithelial cell,"['MYH11', 'TPM2', 'KRT5', 'ACTA2', 'MYLK']"
33836603,Mouse,Retina,Microglial cell,"['Trem2', 'Aif1', 'Csf1r']"
33882290,Human,Esophagus,Classical barrett’s esophagus cell,"['KRT20', 'KRT7', 'AGR2', 'VIL1', 'KRT8']"
33882290,Mouse,Esophagus,Barrett’s esophagus cell,"['Vil1', 'Agr2']"
33882290,Mouse,Esophagus,Columnar cell,"['Muc5ac', 'Tff1', 'Krt8', 'Krt18', 'Cldn18', 'Krt7']"
33882290,Mouse,Esophagus,Squamous cell,"['Krt14', 'Krt5', 'Krt13', 'Trp63', 'Krt4']"
33947861,Mouse,Airway epithelium,Epithelial cell,['H3K4me3']
33958447,Human,Lateral ganglionic eminence,D1-MSN(medium spiny neuron),"['TAC1', 'ISL1', 'EBF1', 'hfb_G_000352']"
33958447,Human,Lateral ganglionic eminence,D2-MSN(medium spiny neuron),"['GRIK3', 'SIX3', 'SP9', 'SIX3-AS1']"
33958447,Human,Lateral ganglionic eminence,Early progenitor cell,['GSX2']
33958447,Human,Lateral ganglionic eminence,GABAergic neuron,['GAD2']
33958447,Human,Lateral ganglionic eminence,Intermediate progenitor cell,['ASCL1']
33958447,Human,Lateral ganglionic eminence,LGE-lineage cell (lateral ganglionic eminence),['MEIS2']
33958447,Human,Lateral ganglionic eminence,Mature MSN(medium spiny neuron),['CTIP2']
33958447,Human,Lateral ganglionic eminence,Medium spiny neuron(MSN),['FOXP1']
33958447,Human,Lateral ganglionic eminence,Neuron,['DCX']
33958447,Human,Lateral ganglionic eminence,pre-MSN(medium spiny neuron),['OCT6']
33972733,Mouse,Esophagus,Basal cell,"['Itgb1', 'Itga6', 'Krt14', 'KRT14']"
33972733,Mouse,Esophagus,Basal progenitor cell,"['Itga6', 'Krt14', 'Itgb1']"
33972733,Mouse,Esophagus,Fibroblast,"['Col1a1', 'Pdgfra', 'Fn1', 'Col1a2']"
33972733,Mouse,Esophagus,Suprabasal cell,['KRT4']
33984282,Mouse,Cornea,Corneal cell,"['Krt12', 'Slurp1']"
33984282,Mouse,Eye,Basal cell,"['Itgb4', 'Itgb1', 'Ccnd1']"
33984282,Mouse,Eye,Suprabasal cell,"['Cdkn1a', 'Dsg1a', 'Cld4']"
34163487,Human,Blood,Memory B cell,"['TCRβ', 'TCRα']"
34171432,Human,Gall bladder,Exhausted CD8+ T cell,"['PDCD1', 'LAG3', 'CTLA4']"
34171432,Human,Gall bladder,M2 macrophage,"['CD206', 'CD163', 'IL10', 'CD163']"
34171432,Human,Gall bladder,Regulatory T(Treg) cell,['FOXP3']
34171432,Human,Gall bladder,Squamous cell,"['TP63', 'S100A7']"
34183838,Human,Blood,B cell,['CD19']
34183838,Human,Blood,Dendritic cell,['HLA-DR']
34183838,Human,Blood,Memory CD4+ T cell,['CD45RO']
34183838,Human,Blood,Monocyte,"['CD14', 'CD16']"
34183838,Human,Blood,Natural killer cell,['CD56']
34183838,Human,Blood,Regulatory CD4+ T cell,"['CD25', 'CD4']"
34183838,Human,Blood,T cell,"['CD8', 'CD3']"
34192657,Human,Esophagus,B cell,"['CD79A', 'IGKC']"
34192657,Human,Esophagus,Cancer cell,"['KRT5', 'SOX2', 'EPCAM']"
34192657,Human,Esophagus,Endothelial cell,"['RAMP2', 'VWF']"
34192657,Human,Esophagus,Epithelial cell,"['SPRR3', 'KRT13']"
34192657,Human,Esophagus,Fibroblast,"['DCN', 'COL1A1']"
34192657,Human,Esophagus,Follicular B cell,['MS4A1']
34192657,Human,Esophagus,Mast cell,"['TPSB2', 'CPA3']"
34192657,Human,Esophagus,Myeloid cell,"['C1QB', 'LYZ']"
34192657,Human,Esophagus,Naive T(Th0) cell,"['CCR7', 'LEF1', 'TCF7']"
34192657,Human,Esophagus,Plasma cell,"['IGHG4', 'IGHG1']"
34192657,Human,Esophagus,T cell,"['CD3D', 'CD3E']"
34224783,Human,Peripheral blood,Monocyte,['CD14']
34225455,Human,Serum,Cancer cell,"['HER2', 'MCAM', 'LNGFR', 'MCSP']"
34262563,Human,Peripheral blood,Memory T cell,"['S100A4', 'IL32', 'S100A10', 'LGALS3', 'ALOX5AP', 'MYL12A', 'S100A6', 'LGALS1']"
34262563,Human,Peripheral blood,Naive T(Th0) cell,"['FABP5', 'SELL', 'PTMA', 'NCL', 'HSPD1', 'NPM1', 'HSP90AB1', 'HMGA1']"
34273276,Mouse,Retina,Capillary cell,"['Mfsd2a', 'Slc22a8']"
34273276,Mouse,Retina,Myofibroblast,"['Tagln', 'Vim', 'Rock2']"
34273276,Mouse,Retina,Superficial retinal vascular plexus (S-tip cell),"['Plvap', 'Esm1']"
34273276,Mouse,Retina,Venous cell,"['Ptgis', 'Hmgn2']"
34280556,Human,Artery,Endothelial cell,['CLDN5']
34280556,Human,Choriocapillaris,Choriocapillaris cell,['CA4']
34280556,Human,Choroid,Hematopoietic stem cell,['CD34']
34280556,Human,Eye,Endothelial cell,"['CD31', 'VWF', 'GJA4', 'SEMA3G']"
34280556,Human,Eye,Haematopoietic progenitor cell,['CD34']
34282123,Human,Blood,Central memory CD8+ T cell,"['SELL', 'CD27', 'CCR7']"
34282123,Human,Blood,Naive CD4+ T cell,"['TCF7', 'LEF1', 'SELL', 'CCR7']"
34282123,Human,Blood,Naive CD8+ T cell,"['CCR7', 'SELL', 'TCF7', 'LEF1']"
34282123,Human,Blood,Regulatory CD4+ T cell,"['IL2RA', 'TIGIT', 'CTLA4', 'FOXP3']"
34282123,Human,Blood,Terminal effector CD8+ T cell,"['NKG7', 'GZMA', 'PRF1', 'GZMB']"
34282123,Human,Blood,Transitional CD8+ T cell,['GZMK']
34284135,Human,Blood,Yolk sac-derived myeloid-biased progenitor cell(YSMP),"['CD44', 'CD45', 'PTPRC', 'CD34', 'MYB']"
34322127,Human,Blood,Effector regulatory T(eTreg) cell,"['GNLY', 'CD8+', 'PRF1', 'GZMH', 'GZMA']"
34324441,Human,Peripheral blood,Activated CD4+ T cell,"['CD69', 'STAT3', 'SOCS3', 'ICOS']"
34324441,Human,Peripheral blood,Activated CD8+ T cell,"['CD3E', 'CD8A', 'GZMB', 'NKG7', 'GZMH', 'CCL5']"
34324441,Human,Peripheral blood,CD4+ T cell,"['RORA', 'LTB', 'TNFAIP3', 'CD4', 'IL7R']"
34324441,Human,Peripheral blood,Gamma delta(γδ) T cell,"['TRDV2', 'GNLY', 'NKG7', 'TRGV9', 'CCL5']"
34324441,Human,Peripheral blood,Immature B cell,"['HLA-DPB1', 'HLA-DRB1', 'HLA-DRA', 'CD79A', 'CD74', 'CD83']"
34324441,Human,Peripheral blood,Mature B cell,"['LYN', 'CD37', 'CD74', 'HLA-DRA', 'CD79A', 'IGHM']"
34324441,Human,Peripheral blood,Monocyte,"['PSAP', 'S100A6', 'TYROBP', 'CST3', 'OAZ1', 'LYZ']"
34324441,Human,Peripheral blood,Natural killer cell,"['NKG7', 'CD7', 'GZMB', 'CD56', 'CCL5', 'GNLY']"
34324441,Human,Peripheral blood,Regulatory T(Treg) cell,"['CTLA4', 'IL32', 'FOXP3', 'IL10RA', 'IL2RA']"
34326311,Human,Blood,Natural killer cell,"['KLRC2', 'FGFBP2']"
34385390,Human,Esophagus,Residual embryonic cell,"['KRT7', 'MUC4']"
34385390,Human,Esophagus,Stem cell,['OLFM4']
34385390,Human,Esophagus,Transitional basal progenitor cell,"['P63', 'KRT7', 'KRT5']"
34385390,Human,Intestine,Stem cell,['OLFM4']
34389613,Human,Esophagus,Duodenal epithelial cell,['PIGR']
34389613,Human,Esophagus,Endothelial cell,['VWF']
34389613,Human,Esophagus,Esophageal epithelial cell,['KRT5']
34389613,Human,Esophagus,Fibroblast,['COL3A1']
34389613,Human,Esophagus,Granulocyte,['CLC']
34389613,Human,Esophagus,Mast cell,['CPA3']
34389613,Human,Esophagus,Myeloid cell,['CSF1R']
34389613,Human,Esophagus,Plasma cell,['IGHA1']
34389613,Human,Esophagus,T cell,['TRBC2']
34408142,Mouse,Tendon,Tenocyte,"['TNMD', 'Mkx', 'COL1A2', 'Scx', 'COL1A1', 'PAX1', 'FMOD']"
34416169,Mouse,Retina,Neuron,"['Pea15a', 'Gad2', 'Calb2', 'Avpr1a', 'Sst', 'Gad1', 'Drd1', 'Dlk2', 'Syt10', 'C1q13', 'Calb1', 'Avp', 'Nms', 'Rgs16', 'Cck', 'Penk', 'Rorb', 'Vipr2', 'Lhx1', 'Vip', 'Slc32a1', 'Vgf', 'Scg2', 'Slc17a6', 'Prok2']"
34416429,Human,Esophagus,Epithelial cell,"['EPCAM', 'CDH1', 'TFF3']"
34416429,Human,Esophagus,Glandular Barrett's esophagus cell,['TFF3']
34416429,Human,Esophagus,Goblet cell,"['TFF2', 'MUC5AC', 'TFF1', 'MUC2', 'TFF3']"
34416429,Human,Esophagus,Stratified esophageal cell,['TP63']
34487375,Mouse,Eye,Astrocyte,"['Gfap', 'Aqp4']"
34487375,Mouse,Eye,Endothelial cell,"['Lum+', 'Dcn']"
34487375,Mouse,Eye,Ependymocyte,"['Tctex1d4', 'Tmem212']"
34487375,Mouse,Eye,Extra-SCN hypothalamic neuron,"['Sst', 'Gal']"
34487375,Mouse,Eye,Microglial cell,"['Ly86', 'C1qa']"
34487375,Mouse,Eye,Oligodendrocyte,"['Mog', 'Plp1']"
34487375,Mouse,Eye,Putative SCN neuron,"['Avp', 'Nms']"
34487375,Mouse,Eye,Radial glial cell,"['Ccnb1', 'Ube2c']"
34487375,Mouse,Eye,Suprachiasmatic neuronal cell,"['GRP', 'VIP', 'CCK', 'AVP', 'C1ql3']"
34488842,Human,Blood,B cell,['Cd79a']
34488842,Human,Blood,Monocyte,['LYZ']
34488842,Human,Blood,Platelet,['Tubb1']
34489433,Human,Esophagus,B cell,"['MS4A1', 'CD79A', 'MZB1', 'JCHAIN', 'CD19']"
34489433,Human,Esophagus,Endothelial cell,"['PECAM1', 'CDH5', 'ENG', 'VWF']"
34489433,Human,Esophagus,Epithelial cell,"['SFN', 'EPCAM', 'KRT5', 'KRT14']"
34489433,Human,Esophagus,Fibroblast,"['COL1A2', 'COL1A1', 'COL3A1', 'DCN', 'FN1', 'COL6A1']"
34489433,Human,Esophagus,Fibroblastic reticular cell,"['PDPN', 'CCL21']"
34489433,Human,Esophagus,Myeloid cell,"['IL3RA', 'LYZ', 'LAMP3', 'CLEC4C', 'CD14', 'TPSAB1', 'CD68']"
34489433,Human,Esophagus,Pericyte,"['RGS5', 'ACTA2', 'MCAM']"
34489433,Human,Esophagus,T cell,"['CD3E', 'CD3D', 'CD3G', 'CD2']"
34552068,Human,Retina,T cell,"['TRAC', 'CD3D']"
34584087,Human,Eye,Activated T cell,['CD69']
34584087,Human,Eye,Amacrine cell,"['TFAP2B', 'GAD2']"
34584087,Human,Eye,Bipolar cell,"['GRM6', 'PCP2']"
34584087,Human,Eye,Ciliary body cell,['AQP1']
34584087,Human,Eye,Cone cell,"['PDE5H', 'ARR3']"
34584087,Human,Eye,Corneal epithelial cell,"['KRT12', 'KRT14', 'TGFBI']"
34584087,Human,Eye,Fibroblast,"['MYOC', 'MGP']"
34584087,Human,Eye,Iris puttative stem cell,"['ZIC2', 'LHX2', 'RAX']"
34584087,Human,Eye,Melanocyte,"['MLANA', 'PMEL']"
34584087,Human,Eye,Monocyte,"['CD74', 'CD14']"
34584087,Human,Eye,Mueller glia cell,"['DKK3', 'CRABP1']"
34584087,Human,Eye,Retina ganglion cell,"['POU4F1', 'SNCG']"
34584087,Human,Eye,Retinal pigment epithelial cell,"['BEST1', 'RPE65']"
34584087,Human,Eye,Rod cell,"['RHO', 'SAG', 'GNAT1']"
34584087,Human,Eye,Schwann cell,"['CD9', 'PLP1', 'LGI4']"
34584087,Human,Eye,Smooth muscle cell,"['MYH11', 'MYL9']"
34783307,Human,Eye,CD4+ T cell,"['CD4', 'CD3G']"
34783307,Human,Eye,CD8+ T cell,"['CD8A', 'TRBC2']"
34783307,Human,Eye,Classical dendritic cell a(cDCa),"['ITGAX', 'AXL']"
34783307,Human,Eye,Classical dendritic cell b(cDCb),"['MRC1', 'CLEC10A']"
34783307,Human,Eye,Gamma delta(γδ) T cell,"['TRDC', 'NKG7']"
34783307,Human,Eye,Granulocyte,"['CD33', 'S100A12']"
34783307,Human,Eye,Mature dendritic cell,"['CD83', 'LAMP3']"
34783307,Human,Eye,Myeloid cell,"['S100A8', 'CCL2']"
34783307,Human,Eye,Naive B cell,['MS4A1']
34783307,Human,Eye,Natural killer cell,"['GNLY', 'IL7R']"
34783307,Human,Eye,Plasma cell,['IGHG1']
34783307,Human,Eye,Plasmacytoid dendritic cell(pDC),"['CLEC4C', 'IL3RA']"
34783307,Human,Eye,Regulatory T(Treg) cell,"['IL2RA', 'FOXP3']"
34783308,Mouse,Retina,Dilator muscle cell,['OTX']
34783308,Mouse,Retina,Endothelial cell,['ERG']
34783308,Mouse,Retina,Muscle cell,['SOX10']
34783308,Mouse,Retina,Sphincter 1 cell,"['Ttn', 'NeuN', 'Nptx2', 'Ctnna3', 'Rbfox3', 'Ckm']"
34783308,Mouse,Retina,Stroma 1 cell,['SOX10']
34783308,Mouse,Retina,Stroma 2 cell,['TFAP2B']
34912329,Mouse,Eye,Lymphocyte,"['Cds1', 'Cxcl13', 'Tap1', 'Serpinb9', 'Tmsb10', 'C1qa']"
34928015,Mouse,Retina,Bipolar cell,['PKC-α']
34928015,Mouse,Retina,Ganglion cell,['RBPMS']
34928015,Mouse,Retina,Photoreceptor cell,['Recoverin']
34938292,Human,Esophagus,Cancer cell,['PD-L1']
35020946,Human,Gall bladder,Cancer cell,['APOBEC3A']
35030321,Human,Retinal pigment epithelium,Epithelial cell,"['RPE65', 'BEST1', 'TYR', 'RLBP1', 'CRX', 'RAX']"
35075189,Mouse,Esophagus,Epithelial cell,"['Trp63', 'Krt1541', 'Sox2']"
35075189,Mouse,Salivary gland,Epithelial cell,"['Sox9', 'Vim29', 'Trp63', 'Irf628']"
35075189,Mouse,Thymus,Epithelial cell,"['Grhl3', 'Cldn4', 'Cldn3']"
35108658,Human,Esophagus,Basal cell,"['CD104', 'SOC2', 'CD73']"
35141048,Human,Corneal endothelium,Endothelial cell,"['SLC4A11', 'AQP1', 'TJP1', 'CDH2', 'ATP1A1', 'COL8A1']"
35191836,Mouse,Retina,Amacrine cell,"['Tfap2b', 'Tfap2a']"
35191836,Mouse,Retina,Anterior segment cell,"['Mgp', 'Bgn']"
35191836,Mouse,Retina,Cone photoreceptor cell,"['Otx2', 'Crx']"
35191836,Mouse,Retina,Microglial cell,"['P2ry12', 'C1qa']"
35191836,Mouse,Retina,Retinal ganglion cell,"['Rbpms', 'Slc17a6']"
35242144,Human,Eye,Effector memory T cell,"['PDL-1', 'TNFR1', 'PD-1', 'CTLA-4', 'RIPK3', 'RIPK1']"
35280984,Human,Cornea,T cell,"['CD3D', 'LCK', 'CD3E']"
35303421,Human,Gut,Regulatory T(Treg) cell,"['IL10', 'IL23R', 'IL1R1']"
35309305,Mouse,Retina,Antigen-presenting cell,['MHC-II']
35309305,Mouse,Retina,M1 macrophage,"['TNF-α', 'CD86', 'IL-1β', 'IL-6', 'CD32']"
35309305,Mouse,Retina,M2 macrophage,"['Ym1', 'Arg1', 'TGF-β', 'IL-10', 'CD206', 'IGF-1']"
35309305,Mouse,Retina,Microglial cell,"['TMEM119\xa0', 'P2RY12']"
35361907,Mouse,Conjunctiva,B cell,"['Ebf1', 'H2-Ab1', 'Cd74', 'Cd79a', 'Igkc']"
35361907,Mouse,Conjunctiva,Conjunctival cell,"['Marcksl1', 'H2-Ab1', 'Cd74']"
35361907,Mouse,Conjunctiva,Conventional dendritic cell(cDC),"['Naaa', 'Cd74', 'Ifi205', 'H2-Ab1', 'Cst3']"
35361907,Mouse,Conjunctiva,Gamma delta(γδ) T cell,"['Cxcr6', 'Icos', 'Trdc', 'II17a']"
35361907,Mouse,Conjunctiva,Lymphocyte,"['IL-13', 'IL-5']"
35361907,Mouse,Conjunctiva,Lymphoid cell,"['Cxcr6', 'Areg', 'Gata3', 'II5']"
35361907,Mouse,Conjunctiva,Macrophage,"['MHCII', 'H2-Ab1', 'Cd209a', 'CD209a', 'Cd74', 'Lyz2']"
35361907,Mouse,Conjunctiva,Mast cell,"['Egr1', 'Fos', 'Mcpt4', 'Cma1', 'Apoe', 'Cpa3']"
35361907,Mouse,Conjunctiva,Migratory dendritic cell,"['CCR7', 'FASCIN1', 'Ccl22', 'Tbc1d4', 'Ccl5', 'Cd74', 'Ccr7', 'Marcksl1', 'H2-Ab1', 'Cst3']"
35361907,Mouse,Conjunctiva,Monocyte,"['Mafb', 'Cd74', 'APOE', 'H2-Ab1', 'Apoe', 'Lyz2', 'CSF1R']"
35361907,Mouse,Conjunctiva,Myeloid cell,"['CD11b', 'Ccr2', 'CD11c']"
35361907,Mouse,Conjunctiva,Natural killer cell,"['AZW112010', 'Gzma', 'Ccl5']"
35361907,Mouse,Conjunctiva,T cell,"['Icos', 'Cd28', 'Ctla4']"
35443762,Mouse,Esophagus,Basal cell,"['Krt15', 'Trp63', 'Sox2']"
