species,tissue_type,cell_name,marker,pmid
Human,gastric tissue,"cell_ontology_class='endothelial cell', free_annotation='endothelial cells'
```",SELE,32060101
Human,large_intestine,"mast cell
```",PTPRC,32060101
Human,small_intestine,"cell_ontology_class='cd4-positive'
```",CD3D,32060101
Human,small_intestine,"cell_ontology_class='cd4-positive'
```",CD4,32060101
Human,small_intestine,"cell_ontology_class='cd4-positive'
```",IL7R,32060101
Human,gastric tissue,"t cell
```",CD3D,32060101
Human,gastric tissue,"t cell
```",CD8A,32060101
Human,gastric tissue,"t cell
```",CD8B,32060101
Human,gastric tissue,"regulatory T cell
```",FOXP3,32060101
Human,gastric tissue,"regulatory T cell
```",IL2RA,32060101
Human,pancreas,"nk cell
```",NKG7,32060101
Human,pancreas,"nk cell
```",GNLY,32060101
Human,large_intestine,"b cell
```",MS4A1,32060101
Human,gastric tissue,"plasma cell
```",Immunoglobulin genes,32060101
Human,gastric tissue,"mast cell
```",TPSAB1,32060101
Human,gastric tissue,"macrophages
```",CD68,32060101
Human,gastric tissue,"macrophages
```",CD14,32060101
Human,gastric tissue,"macrophages
```",FCGR3A,32060101
Human,small_intestine,"gut endothelial cell
```",TFF3,32060101
Human,small_intestine,"gut endothelial cell
```",FABP1,32060101
Human,small_intestine,"gut endothelial cell
```",SPINK4,32060101
Human,small_intestine,"gut endothelial cell
```",MUC13,32060101
Human,small_intestine,"gut endothelial cell
```",REG4,32060101
Human,small_intestine,"epithelial cell
```",KRT7,32060101
Human,small_intestine,"epithelial cell
```",KRT17,32060101
Human,small_intestine,"epithelial cell
```",SOX4,32060101
Human,small_intestine,"epithelial cell
```",HES1,32060101
Human,large_intestine,"cd4-positive helper t cell
```",CD4,32060101
Human,small_intestine,"cd8-positive
```",CD8A,32060101
Human,gastric tissue (未提供更合适的候选组织，需手动标注),"t cell
```",Treg,32060101
Human,large_intestine,"b cell
```",HLA-B,32060101
Human,small_intestine,"cell_ontology_class='cd8-positive'
```",GZMB,32060101
Human,small_intestine,"cell_ontology_class='cd8-positive'
```",GZMA,32060101
Human,small_intestine,"cell_ontology_class='cd8-positive'
```",PRF1,32060101
Human,small_intestine,"cell_ontology_class='cd8-positive'
```",IFNG,32060101
Human,small_intestine,"cell_ontology_class='cd8-positive'
```",NKG7,32060101
Human,gastric tme,"t cell
```",PDCD1,32060101
Human,gastric tme,"t cell
```",TIGIT,32060101
Human,gastric tme,"t cell
```",CD96,32060101
Human,gastric tme,"t cell
```",HAVCR2 (TIM3),32060101
Human,gastric tme,"t cell
```",LAG3,32060101
Human,gastric tme,"t cell
```",CTLA4,32060101
Human,gastric tme,"t cell
```",VSIR,32060101
Human,gastric tme,"t cell
```",ICOS,32060101
Human,gastric tme,"t cell
```",TNFRSF18 (GITR),32060101
Human,gastric tme,"t cell
```",CD27,32060101
Human,gastric tme,"t cell
```",TNFRSF9,32060101
Human,gastric tme,"t cell
```",CD40,32060101
Human,gastric tme,"t cell
```",CD226,32060101
Human,gastric tme,"t cell
```",TNFRSF4,32060101
Human,gastric tme,"t cell
```",CXCL13,32060101
Human,liver,"T cell
```",CXCL13,32060101
Human,liver,"T cell
```",RBPJ,32060101
Human,liver,"T cell
```",NR3C1,32060101
Human,liver,"T cell
```",BATF,32060101
Human,blood,"T cell
```",CD45RO,32060101
Human,blood,"t cell
```",CD3,32060101
Human,tumor,"exhausted effector t cells
```",PDCD1,32060101
Human,skin,"regulatory T cell
```",MKI67,32060101
Human,skin,"regulatory T cell
```",TYMS,32060101
Human,blood,"naive thymus-derived cd4-positive
```",CCR7,32060101
Human,blood,"naive thymus-derived cd4-positive
```",SELL,32060101
Human,thymus,"cd4-positive helper t cell
```",GZMA,32060101
Human,thymus,"cd4-positive helper t cell
```",GZMB,32060101
Human,thymus,"cd4-positive helper t cell
```",CXCL13,32060101
Human,thymus,"cd4-positive helper t cell
```",BATF,32060101
Human,thymus,"cd4-positive helper t cell
```",HLA genes,32060101
Human,Blood,NK cell,CD3-CD7+GZMB+,32114394
Human,blood,"t cell
```",CD3D,32114394
Human,blood,"t cell
```",CD3E,32114394
Human,blood,"t cell
```",IL32,32114394
Human,blood,"t cell
```",CD2,32114394
Human,blood,"t cell
```",IFITM1,32114394
Human,blood,"t cell
```",GIMAP7,32114394
Human,blood,"t cell
```",CD247,32114394
Human,blood,"t cell
```",LCK,32114394
Human,blood,"myeloid progenitor
```",Lyz,32114394
Human,blood,"myeloid progenitor
```",S100A9,32114394
Human,blood,"myeloid progenitor
```",S100A8,32114394
Human,blood,"myeloid progenitor
```",S100A12,32114394
Human,blood,"myeloid progenitor
```",CD14,32114394
Human,blood,"myeloid progenitor
```",FCN1,32114394
Human,blood,"myeloid progenitor
```",CST4,32114394
Human,blood,"myeloid progenitor
```",SERPINA1,32114394
Human,blood,"myeloid progenitor
```",MNDA,32114394
Human,blood,"myeloid progenitor
```",LST1,32114394
Human,blood,"myeloid progenitor
```",MS4A6A,32114394
Human,blood,"memory b cell
```",CD79A,32114394
Human,blood,"memory b cell
```",CD79B,32114394
Human,blood,"memory b cell
```",MS4A1,32114394
Human,blood,"memory b cell
```",BANK1,32114394
Human,blood,"memory b cell
```",VPREB3,32114394
Human,blood,"memory b cell
```",FCER2,32114394
Human,blood,"memory b cell
```",ADAM28,32114394
Human,blood,"cd3-cd7+gzmb+ cells
```",CD3-CD7+GZMB+,32114394
Human,eye,"retinal pigment epithelial cell
```",PDGFRB,32231223
Human,eye,"retinal pigment epithelial cell
```",NCAM1,32231223
Human,eye,"retinal pigment epithelial cell
```",GD2,32231223
Human,eye,"retinal pigment epithelial cell
```",CXCR4,32231223
Human,eye,"retinal pigment epithelial cell
```",PDGFRB,32231223
Human,eye,"retinal pigment epithelial cell
```",ITGB4,32231223
Human,eye,"limbal stem cell
```",GD2,32231223
Human,eye,"limbal stem cell
```",CXCR4,32231223
Human,eye,"retinal pigment epithelial cell
```",PDGFRB,32231223
Human,eye,"retinal pigment epithelial cell
```",BEST1,32231223
Human,eye,"retinal pigment epithelial cell
```",TYR,32231223
Human,eye,"retinal pigment epithelial cell
```",RPE65,32231223
Human,eye,"retinal pigment epithelial cell
```",POU5F1,32231223
Human,eye,"retinal pigment epithelial cell
```",MAP2,32231223
Human,eye,"retinal pigment epithelial cell
```",TUBB3,32231223
Human,eye,"retinal pigment epithelial cell
```",MITF,32231223
Human,skin,"pigment cell (melanocyte)
```",PDGFRB,32231223
Human,skin,"pigment cell (melanocyte)
```",GD2,32231223
Human,skin,"pigment cell (melanocyte)
```",CXCR4,32231223
Human,retina,"retinal pigment epithelial cell
```",BEST1,32231223
Human,retina,"retinal pigment epithelial cell
```",PDGFRB,32231223
Human,retina,"retinal pigment epithelial cell
```",PDGFRB,32231223
Human,retina,"retinal pigment epithelial cell
```",BEST1,32231223
Human,retina,"retinal pigment epithelial cell
```",MITF,32231223
Human,retina,"retinal pigment epithelial cell
```",RLBP1,32231223
Human,retina,"retinal pigment epithelial cell
```",RPE65,32231223
Human,eye,"radial glial cell
```",NCAM1,32231223
Human,retina,"retinal pigment epithelial cell
```",MITF,32231223
Human,retina,"retinal pigment epithelial cell
```",RLBP1,32231223
Human,retina,"retinal pigment epithelial cell
```",PMEL,32231223
Human,retina,"retinal pigment epithelial cell
```",TYR,32231223
Human,retina,"retinal pigment epithelial cell
```",RPE65,32231223
Human,retina,"retinal pigment epithelial cell
```",BEST1,32231223
Human,retina,"retinal pigment epithelial cell
```",PDGFRB,32231223
Human,retina,"retinal pigment epithelial cell
```",BEST1,32231223
Human,retina,"retinal pigment epithelial cell
```",MITF,32231223
Human,retina,"retinal pigment epithelial cell
```",RLBP1,32231223
Human,blood,"hematopoietic stem cell
```",TRA,32231223
Human,eye,"radial glial cell
```",SIX3,32231223
Human,eye,"radial glial cell
```",PAX6,32231223
Human,eye,"radial glial cell
```",LHX2,32231223
Human,eye,"radial glial cell
```",OTX2,32231223
Human,eye,"cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
```",MITF,32231223
Human,eye,"cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
```",BEST1,32231223
Human,eye,"cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
```",RLBP1,32231223
Human,eye,"cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
```",PMEL,32231223
Human,eye,"cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
```",TYR,32231223
Human,eye,"cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
```",RPE65,32231223
Human,eye,"radial glial cell
```",SIX6,32231223
Human,eye,"radial glial cell
```",VSX2,32231223
Human,eye,"radial glial cell
```",PAX6,32231223
Human,eye,"radial glial cell
```",OTX2,32231223
Human,eye,"radial glial cell
```",SIX3,32231223
Human,eye,"radial glial cell
```",LHX2,32231223
Human,eye,"radial glial cell
```",RAX,32231223
Human,eye,"radial glial cell
```",ZIC1,32231223
Human,retina,"retinal pigment epithelial cell
```",MYOZ2,32231223
Human,retina,"retinal pigment epithelial cell
```",CASQ2,32231223
Human,retina,"retinal pigment epithelial cell
```",MYOD1,32231223
Human,retina,"retinal pigment epithelial cell
```",KLHL41,32231223
Human,eye,"cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
```",CD56 (NCAM1),32231223
Human,eye,"cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
```",PDGFRB,32231223
Human,eye,"cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
```",ITGB4,32231223
Human,eye,"cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
```",CXCR4,32231223
Human,eye,"cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
```",GD2,32231223
Human,blood,"naive thymus-derived cd4-positive
```",CD4,32286271
Human,blood,"t cell
```",CCR7,32286271
Human,blood,"cell_ontology_class='t cell', free_annotation='t cells'
```",CCR7,32286271
Human,blood,"t cell
```",CCR7,32286271
Human,blood,"cell_ontology_class='t cell', free_annotation='t cells'
```",FOXP3,32286271
Human,peripheral blood mononuclear cells (PBMCs),"b cell
```",CD19,32286626
Human,blood,"t cells
```",IL7R,32286626
Human,blood,"monocyte
```",LYZ,32286626
Human,blood,"monocyte
```",FCGR3A,32286626
Human,blood,"monocyte
```",CD14,32286626
Human,blood,"plasmacytoid dendritic cell
```",FCER1A,32286626
Human,blood,"nk cell
```",GNLY,32286626
Human,trabecular meshwork and associated structures,"beam a cells
```",FABP4,32341164
Human,trabecular meshwork and associated structures,"B cell
```",TMEFF2,32341164
Human,trabecular meshwork and associated structures,"junctional cells (jct)
```",CHI3L1,32341164
Human,trabecular meshwork and associated structures,"junctional cells (jct)
```",ANGPTL7,32341164
Human,trabecular meshwork,"schwalbe line cell
```",AQP1,32341164
Human,trabecular meshwork and associated structures,"trabecular meshwork cells
```",MYOC,32341164
Human,trabecular meshwork and associated structures,"trabecular meshwork cells
```",MGP,32341164
Human,trabecular meshwork and associated structures,"trabecular meshwork cells
```",PDPN,32341164
Human,trabecular meshwork and associated structures,"trabecular meshwork cells
```",RARRES1,32341164
Human,vasculature,"endothelial cell
```",PECAM1,32341164
Human,vasculature,"endothelial cell
```",CDH5,32341164
Human,vasculature,"endothelial cell
```",CLDN5,32341164
Human,vasculature,"endothelial cell
```",VWF,32341164
Human,vasculature,"endothelial cell
```",PLAT,32341164
Human,vasculature,"cell_ontology_class='endothelial cell', free_annotation='endothelium'
```",CCL21,32341164
Human,vasculature,"cell_ontology_class='endothelial cell', free_annotation='endothelium'
```",FLT4,32341164
Human,vasculature,"cell_ontology_class='endothelial cell', free_annotation='endothelium'
```",PROX1,32341164
Human,vasculature,"cell_ontology_class='endothelial cell', free_annotation='endothelium'
```",LYVE1,32341164
Human,vasculature,"cell_ontology_class='endothelial cell', free_annotation='endothelium'
```",POSTN,32341164
Human,vasculature,"cell_ontology_class='endothelial cell', free_annotation='endothelium'
```",TFF3,32341164
Human,conventional outflow pathway,"trabecular meshwork cells
```",PDPN,32341164
Human,conventional outflow pathway,"trabecular meshwork cells
```",RARRES1,32341164
Human,vasculature,"cell_ontology_class='epithelial cell', free_annotation='epithelial cells'
```",TMEFF2,32341164
Human,vasculature,"cell_ontology_class='epithelial cell', free_annotation='epithelial cells'
```",PPP1R1B,32341164
Human,conventional outflow pathway,"junctional cells of the trabecular meshwork (JCT)
```",ANGPTL7,32341164
Human,conventional outflow pathway,"junctional cells of the trabecular meshwork (JCT)
```",CHI3L1,32341164
Human,eye,"cell_ontology_class='fibroblast', free_annotation='fibroblasts'
```",ADH1B,32341164
Human,conventional outflow pathway,"Schwalbe's line cells
```",AQP1,32341164
Human,eye,"cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
```",POU6F2,32341164
Human,eye,"endothelial cell
```",POU6F2,32341164
Human,trabecular meshwork,"trabecular meshwork cells (including beam cells and juxtacanalicular tissue cells)
```",LOXL1,32341164
Human,eye,"cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
```",CACNA1A,32341164
Human,trabecular meshwork,"tm cell types (c3, c5, and c8)
```",PDPN,32341164
Human,gastric cancer,"cancer stem cells (CSCs)
```",YAP1,32345613
Human,gastric cancer,"cancer stem cells (CSCs)
```",SOX9,32345613
Human,gastric cancer,"cancer stem cells (CSCs)
```",ALDH1A1,32345613
Human,pancreas,"pancreatic ductal cell
```",YAP1,32345613
Human,pancreas,"pancreatic ductal cell
```",EpCAM,32345613
Human,pancreas,"pancreatic ductal cell
```",Cytokeratin,32345613
Human,pancreatic cancer tissue,"nonepithelial cell
```",VIM,32345613
Human,pancreatic cancer tissue,"t cell
```",CD3,32345613
Human,pancreas,"pancreatic ductal cell
```",EpCAM,32345613
Human,pancreatic cancer tissue,"immune cell
```",PTPRC,32345613
Human,pancreas,"cell_ontology_class='macrophage', free_annotation='macrophage'
```",CD163,32345613
Human,pancreas,"pancreatic stellate cell
```",VIM,32345613
Human,pancreas,"pancreatic ductal cell
```",YAP1,32345613
Human,pancreas,"pancreatic ductal cell
```",EpCAM,32345613
Human,pancreas,"pancreatic ductal cell
```",Cytokeratin,32345613
Human,pancreatic cancer tissue,"nonepithelial cell
```",VIM,32345613
Human,pancreatic cancer tissue,"t cell
```",CD3,32345613
Human,pancreas,"pancreatic ductal cell
```",EpCAM,32345613
Human,pancreatic cancer tissue,"immune cell
```",PTPRC,32345613
Human,pancreas,"cell_ontology_class='macrophage', free_annotation='macrophage'
```",CD163,32345613
Human,pancreas,"pancreatic stellate cell
```",VIM,32345613
Human,Liver,T cell,CD3D,32351704
Human,Liver,NK cell,KLRF1,32351704
Human,lung,"b cell
```",CD19,32351704
Human,Liver,Plasma cell,SDC1,32351704
Human,Liver,Monocyte,CD14,32351704
Human,liver,"macrophage
```",FCGR3A,32351704
Human,liver,"t lymphocytes
```",MT2A,32351704
Human,liver,"t lymphocytes
```",MT1X,32351704
Human,liver,"t lymphocytes
```",GZMA,32351704
Human,liver,"t lymphocytes
```",NKG7,32351704
Human,liver,"t lymphocytes
```",CCL4,32351704
Human,liver,"t lymphocytes
```",KLRB1,32351704
Human,liver,"t lymphocytes
```",IER2,32351704
Human,liver,"natural killer cells
```",CD69,32351704
Human,liver,"natural killer cells
```",CXCR6,32351704
Human,liver,"cd8-positive tissue-resident memory t cell
```",CD69,32351704
Human,liver,"cd8-positive tissue-resident memory t cell
```",CXCR6,32351704
Human,liver,"cell_ontology_class='t cell', free_annotation='t cells'
```",CD69,32351704
Human,liver,"cell_ontology_class='t cell', free_annotation='t cells'
```",CXCR6,32351704
Human,liver,"cell_ontology_class='t cell', free_annotation='t cells'
```",CD69,32351704
Human,liver,"cell_ontology_class='t cell', free_annotation='t cells'
```",CXCR6,32351704
Human,liver,"t cell
```",MT2A,32351704
Human,liver,"t cell
```",XCL2,32351704
Human,liver,"t cell
```",CCL3,32351704
Human,liver,"t cell
```",CCL4,32351704
Human,liver,"t cell
```",ICAM1,32351704
Human,liver,"t cell
```",VCAM1,32351704
Human,liver,"t cell
```",ITGAD,32351704
Human,liver,"t cell
```",EOMES,32351704
Human,liver,"t cell
```",IKZF2,32351704
Human,liver,"cell_ontology_class='t cell', free_annotation='t cells'
```",SLC4A10,32351704
Human,liver,"cell_ontology_class='t cell', free_annotation='t cells'
```",KLRB1,32351704
Human,liver,"cell_ontology_class='t cell', free_annotation='t cells'
```",CXCR6,32351704
Human,liver,"cell_ontology_class='t cell', free_annotation='t cells'
```",CCR5,32351704
Human,liver,"cell_ontology_class='t cell', free_annotation='t cells'
```",CCR6,32351704
Human,liver,"cell_ontology_class='t cell', free_annotation='t cells'
```",ZBTB16,32351704
Human,liver,"t cell
```",KLRB1,32351704
Human,liver,"t cell
```",GZMK,32351704
Human,liver,"t cell
```",CD160,32351704
Human,liver,"t cell
```",CXCR6,32351704
Human,liver,"t cell
```",EOMES,32351704
Human,liver,"t and nk cells (cycling)
```",MKI67,32351704
Human,liver,"natural killer cells
```",NCAM1,32351704
Human,liver,"natural killer cells
```",KLRF1,32351704
Human,liver,"natural killer cells
```",CCR7,32351704
Human,liver,"natural killer cells
```",SELL,32351704
Human,liver,"natural killer cells
```",IL7R,32351704
Human,liver,"natural killer cells
```",IL18RAP,32351704
Human,liver,"natural killer cells
```",TNFRSF18,32351704
Human,liver,"t cell
```",CXCR6,32351704
Human,liver,"t cell
```",CD69,32351704
Human,liver,"nk cell and t cell
```",CXCR6,32351704
Human,liver,"cell_ontology_class='t cell', free_annotation='t cells'
```",CXCR6,32351704
Human,liver,"t cell
```",CCR7,32351704
Human,liver,"T cells and NK cells
```",GZMB,32351704
Human,liver,"T cells and NK cells
```",GZMK,32351704
Human,liver,"cell_ontology_class='macrophage', free_annotation='monocyte/macrophage'
```",CD14,32351704
Human,liver,"cell_ontology_class='monocyte', free_annotation='monocyte'
```",CD14,32351704
Human,liver,"cell_ontology_class='monocyte', free_annotation='monocytes'
```",CD16,32351704
Human,liver,"nk cell and t cell
```",CXCR6,32351704
Human,liver,"cell_ontology_class='t cell', free_annotation='t cells'
```",CXCR6,32351704
Human,liver,"t cell
```",CCR7,32351704
Human,liver,"T cells and NK cells
```",GZMB,32351704
Human,liver,"T cells and NK cells
```",GZMK,32351704
Human,liver,"cell_ontology_class='macrophage', free_annotation='monocyte/macrophage'
```",CD14,32351704
Human,liver,"cell_ontology_class='monocyte', free_annotation='monocyte'
```",CD14,32351704
Human,liver,"cell_ontology_class='monocyte', free_annotation='monocytes'
```",CD16,32351704
Human,spleen,"nk cell subsets (cxcr6+cd16−, cxcr6−cd16−, cxcr6−cd16+)
```",ki67,32351704
Human,spleen,"cell_ontology_class='macrophage', free_annotation='monocyte/macrophage'
```",MerTK,32351704
Human,spleen,"cell_ontology_class='macrophage', free_annotation='monocyte/macrophage'
```",CD206 (MRC1),32351704
Human,spleen,"memory b cell
```",TXNIP,32351704
Human,spleen,"memory b cell
```",COCH,32351704
Human,spleen,"memory b cell
```",SSPN,32351704
Human,spleen,"memory b cell
```",ITGAX,32351704
Human,spleen,"plasma cell
```",Interferon stimulated genes (ISG),32351704
Human,spleen,"memory b cell
```",ZBTB32,32351704
Human,spleen,"nk cell subsets (cxcr6+cd16−, cxcr6−cd16−, cxcr6−cd16+)
```",ki67,32351704
Human,spleen,"cell_ontology_class='macrophage', free_annotation='monocyte/macrophage'
```",MerTK,32351704
Human,spleen,"cell_ontology_class='macrophage', free_annotation='monocyte/macrophage'
```",CD206 (MRC1),32351704
Human,spleen,"memory b cell
```",TXNIP,32351704
Human,spleen,"memory b cell
```",COCH,32351704
Human,spleen,"memory b cell
```",SSPN,32351704
Human,spleen,"memory b cell
```",ITGAX,32351704
Human,spleen,"plasma cell
```",Interferon stimulated genes (ISG),32351704
Human,spleen,"memory b cell
```",ZBTB32,32351704
Human,liver,"t cell
```",CXCR6,32351704
Human,liver,"t lymphocytes
```",CX3CR1,32351704
Human,liver,"liver-resident natural killer cells
```",CXCR6,32351704
Human,liver,"natural killer cells
```",CX3CR1,32351704
Human,spleen,"classical monocyte
```",CD14,32351704
Human,spleen,"cell_ontology_class='classical monocyte', free_annotation='classical monocyte'
```",FCGR3A,32351704
Human,blood,"naive thymus-derived cd4-positive
```",SELL,32351704
Human,blood,"naive thymus-derived cd4-positive
```",CCR7,32351704
Human,blood,"naive thymus-derived cd4-positive
```",SOCS3,32351704
Human,blood,"naive thymus-derived cd4-positive
```",MYC,32351704
Human,blood,"naive thymus-derived cd4-positive
```",LEF1,32351704
Human,blood,"naive thymus-derived cd4-positive
```",TSHZ2,32351704
Human,blood,"naive thymus-derived cd4-positive
```",MAL,32351704
Human,blood,"naive thymus-derived cd4-positive
```",NOSIP,32351704
Human,blood,"naive thymus-derived cd4-positive
```",TCF7,32351704
Human,spleen,"cd4-positive
```",LTB,32351704
Human,spleen,"cd4-positive
```",IL7R,32351704
Human,spleen,"cd4-positive
```",CD52,32351704
Human,spleen,"cd4-positive
```",TNFRSF4,32351704
Human,spleen,"cd4-positive
```",AQP3,32351704
Human,spleen,"cd4-positive
```",TIMP1,32351704
Human,spleen,"naive thymus-derived cd4-positive
```",GPR183,32351704
Human,spleen,"naive thymus-derived cd4-positive
```",LTB,32351704
Human,spleen,"naive thymus-derived cd4-positive
```",CD40LG,32351704
Human,spleen,"naive thymus-derived cd4-positive
```",CXCR5,32351704
Human,spleen,"naive thymus-derived cd4-positive
```",MALAT1,32351704
Human,spleen,"cd4-positive regulatory T cell
```",FOXP3,32351704
Human,spleen,"cd4-positive regulatory T cell
```",RTKN2,32351704
Human,spleen,"cd4-positive regulatory T cell
```",CTLA4,32351704
Human,spleen,"cd4-positive regulatory T cell
```",FANK1,32351704
Human,spleen,"cd4-positive regulatory T cell
```",IL2RA,32351704
Human,spleen,"cd4-positive regulatory T cell
```",ICA1,32351704
Human,spleen,"cd4-positive regulatory T cell
```",ARID5B,32351704
Human,spleen,"cd4-positive regulatory T cell
```",CORO1B,32351704
Human,spleen,"cd4-positive regulatory T cell
```",GBP2,32351704
Human,spleen,"naive thymus-derived cd8-positive
```",SELL,32351704
Human,spleen,"naive thymus-derived cd8-positive
```",CCR7,32351704
Human,spleen,"naive thymus-derived cd8-positive
```",MYC,32351704
Human,spleen,"naive thymus-derived cd8-positive
```",LEF1,32351704
Human,spleen,"naive thymus-derived cd8-positive
```",TSHZ2,32351704
Human,spleen,"naive thymus-derived cd8-positive
```",MAL,32351704
Human,spleen,"naive thymus-derived cd8-positive
```",NOSIP,32351704
Human,spleen,"naive thymus-derived cd8-positive
```",TCF7,32351704
Human,spleen,"naive thymus-derived cd8-positive
```",RCAN3,32351704
Human,spleen,"naive thymus-derived cd8-positive
```",SOCS3,32351704
Human,blood,"cd8-positive T cell (effector memory)
```",CD8A/CD8B,32351704
Human,blood,"cd8-positive T cell (effector memory)
```",CXCR3,32351704
Human,blood,"cd8-positive T cell (effector memory)
```",CD52,32351704
Human,blood,"cd8-positive T cell (effector memory)
```",ITGA1,32351704
Human,spleen,"cd8-positive (trm)
```",KLRG1,32351704
Human,spleen,"cd8-positive (trm)
```",CXCR6,32351704
Human,spleen,"cd8-positive (trm)
```",KLRD1,32351704
Human,spleen,"cd8-positive (trm)
```",CCL4,32351704
Human,spleen,"cd8-positive (trm)
```",CCL5,32351704
Human,spleen,"cd8-positive (trm)
```",XCL2,32351704
Human,spleen,"cd8-positive (trm)
```",GZMK,32351704
Human,spleen,"cd8-positive (trm)
```",CMC1,32351704
Human,spleen,"cd8-positive
```",KLRB1,32351704
Human,spleen,"cd8-positive
```",KLRG1,32351704
Human,spleen,"cd8-positive
```",NCR3,32351704
Human,spleen,"cd8-positive
```",SLC4A10,32351704
Human,spleen,"cd8-positive
```",CXCR6,32351704
Human,spleen,"cd8-positive
```",JAML,32351704
Human,spleen,"cd8-positive
```",IL7R,32351704
Human,spleen,"cd8-positive
```",CD160,32351704
Human,blood,"cd8-positive
```",CX3CR1,32351704
Human,blood,"cd8-positive
```",LGALS1,32351704
Human,blood,"cd8-positive
```",FGFBP2,32351704
Human,blood,"cd8-positive
```",GNLY,32351704
Human,blood,"cd8-positive
```",GZMB,32351704
Human,blood,"cd8-positive
```",PTGDS,32351704
Human,blood,"cd8-positive
```",SPON2,32351704
Human,blood,"cd8-positive
```",PRF1,32351704
Human,blood,"cd8-positive
```",ZNF683,32351704
Human,blood,"cd8-positive
```",NKG7,32351704
Human,liver,"T cells
```",CD8A,32351704
Human,liver,"T cells
```",TRGC2,32351704
Human,liver,"T cells
```",CMC1,32351704
Human,liver,"T cells
```",ITGAD,32351704
Human,spleen,"type I NKT cell
```",XCL1,32351704
Human,spleen,"type I NKT cell
```",XCL2,32351704
Human,spleen,"type I NKT cell
```",CCL3,32351704
Human,spleen,"type I NKT cell
```",KLRC1,32351704
Human,spleen,"type I NKT cell
```",CD160,32351704
Human,spleen,"type I NKT cell
```",IL2RB,32351704
Human,spleen,"type I NKT cell
```",GSTP1,32351704
Human,spleen,"type I NKT cell
```",FCER1G,32351704
Human,spleen,"type I NKT cell
```",TYROBP,32351704
Human,spleen,"type I NKT cell
```",CXCR6,32351704
Human,spleen,"type I NKT cell
```",GZMK,32351704
Human,spleen,"type I NKT cell
```",CX3CR1,32351704
Human,spleen,"type I NKT cell
```",LGALS1,32351704
Human,spleen,"type I NKT cell
```",FGFBP2,32351704
Human,spleen,"type I NKT cell
```",GNLY,32351704
Human,spleen,"type I NKT cell
```",GZMB,32351704
Human,spleen,"type I NKT cell
```",PTGDS,32351704
Human,spleen,"type I NKT cell
```",SPON2,32351704
Human,spleen,"type I NKT cell
```",PRF1,32351704
Human,spleen,"type I NKT cell
```",TYROBP,32351704
Human,spleen,"type I NKT cell
```",NKG7,32351704
Human,spleen,"type I NKT cell
```",FCGR3A,32351704
Human,spleen,"type I NKT cell
```",PRF1,32351704
Human,spleen,"innate lymphoid cell
```",LST1,32351704
Human,spleen,"innate lymphoid cell
```",FXYD5,32351704
Human,spleen,"innate lymphoid cell
```",OTUD5,32351704
Human,spleen,"innate lymphoid cell
```",SPINK2,32351704
Human,spleen,"innate lymphoid cell
```",IL1R1,32351704
Human,spleen,"innate lymphoid cell
```",ALDOC,32351704
Human,spleen,"innate lymphoid cell
```",IL4I1,32351704
Human,spleen,"innate lymphoid cell
```",TNFRSF4,32351704
Human,spleen,"innate lymphoid cell
```",IL7R,32351704
Human,spleen,"innate lymphoid cell
```",TNFSF13B,32351704
Human,spleen,"type i nk t cell
```",STMN1,32351704
Human,spleen,"type i nk t cell
```",H4C3,32351704
Human,spleen,"type i nk t cell
```",HMGB2,32351704
Human,spleen,"type i nk t cell
```",TUBA1B,32351704
Human,spleen,"type i nk t cell
```",TUBB,32351704
Human,spleen,"type i nk t cell
```",TYMS,32351704
Human,spleen,"type i nk t cell
```",PCLAF,32351704
Human,spleen,"type i nk t cell
```",PCNA,32351704
Human,spleen,"type i nk t cell
```",MKI67,32351704
Human,spleen,"type i nk t cell
```",RRM2,32351704
Human,spleen,"type i nk t cell
```",DUT,32351704
Human,blood,"CD14-positive monocytes
```",LGALS2,32351704
Human,blood,"CD14-positive monocytes
```",VIM,32351704
Human,blood,"CD14-positive monocytes
```",CLEC4E,32351704
Human,blood,"CD14-positive monocytes
```",CRIP1,32351704
Human,blood,"CD14-positive monocytes
```",S100A8,32351704
Human,blood,"CD14-positive monocytes
```",S100A9,32351704
Human,blood,"CD14-positive monocytes
```",S100A12,32351704
Human,blood,"CD14-positive monocytes
```",RNASE2,32351704
Human,blood,"CD14-positive monocytes
```",PLBD1,32351704
Human,blood,"CD14-positive monocytes
```",CLU,32351704
