ori_tissue,ori_cell_type,corrected_tissue,corrected_cell_type,corrected
liver,liver-derived lymphocytes,,,False
liver,liver-derived lymphocytes,,,False
liver,liver-derived lymphocytes,,,False
liver,liver-derived lymphocytes,,,False
liver,liver-derived lymphocytes,,,False
liver,liver-derived lymphocytes,,,False
liver,tissue-resident nk (trnk) cells,,,False
liver,tissue-resident nk (trnk) cells,,,False
liver,cd8+ tissue-resident memory t (trm) cells,,,False
liver,cd8+ tissue-resident memory t (trm) cells,,,False
liver,mucosal-associated invariant t (mait) cells,,,False
liver,mucosal-associated invariant t (mait) cells,,,False
liver,γδ t cells,,,False
liver,γδ t cells,,,False
liver,immune cells,,,False
liver,trm cell,,,False
liver,trm cell,,,False
liver,trm cell,,,False
liver,trm cell,,,False
liver,trm cell,,,False
liver,trm cell,,,False
liver,trm cell,,,False
liver,trm cell,,,False
liver,mait cell,,,False
liver,mait cell,,,False
liver,mait cell,,,False
liver,mait cell,,,False
liver,mait cell,,,False
liver,mait cell,,,False
liver,trnk cell,,,False
liver,trnk cell,,,False
liver,trnk cell,,,False
liver,trnk cell,,,False
liver,trnk cell,,,False
liver,t and nk cells (cycling),,,False
liver,c7-cycling subset (nk-like),,,False
liver,c7-cycling subset (nk-like),,,False
liver,c7-cycling subset (nk-like),,,False
liver,c7-cycling subset (nk-like),,,False
liver,c7-cycling subset (nk-like),,,False
liver,c7-cycling subset (nk-like),,,False
liver,c7-cycling subset (nk-like),,,False
liver,trnk cell,,,False
liver,trnk cell,,,False
liver,lrt and lrnk cells,,,False
liver,"mait, cxcr6+ cd8+ trm cells, γδ t cells and cxcr6+ trnk cells",,,False
liver,naive/cm t cells,,,False
liver,tc and nk cells,,,False
liver,trm and trnk cells,,,False
liver,classic cd14+ monocytes,,,False
liver,tissue-derived cd14+ monocyte subset,,,False
liver,cd16+ monocytes,,,False
liver,lrt and lrnk cells,,,False
liver,"mait, cxcr6+ cd8+ trm cells, γδ t cells and cxcr6+ trnk cells",,,False
liver,naive/cm t cells,,,False
liver,tc and nk cells,,,False
liver,trm and trnk cells,,,False
liver,classic cd14+ monocytes,,,False
liver,tissue-derived cd14+ monocyte subset,,,False
liver,cd16+ monocytes,,,False
"blood, spleen, and lp","nk cell subsets (cxcr6+cd16−, cxcr6−cd16−, cxcr6−cd16+)",,,False
spleen and lp,"cd16+ monocytes, especially mertk+, cd206+ (mrc1) monocyte and macrophage",,,False
spleen and lp,"cd16+ monocytes, especially mertk+, cd206+ (mrc1) monocyte and macrophage",,,False
"blood, spleen, and lp",classical memory b (cmbc) cells (c3),,,False
"blood, spleen, and lp",classical memory b (cmbc) cells (c3),,,False
"blood, spleen, and lp",classical memory b (cmbc) cells (c3),,,False
"blood, spleen, and lp",age-associated b cells (abcs) (c4),,,False
"blood, spleen, and lp",isg+ b cells (c6),,,False
"blood, spleen, and lp",zbtb32+ b cells (c7),,,False
"blood, spleen, and lp","nk cell subsets (cxcr6+cd16−, cxcr6−cd16−, cxcr6−cd16+)",,,False
spleen and lp,"cd16+ monocytes, especially mertk+, cd206+ (mrc1) monocyte and macrophage",,,False
spleen and lp,"cd16+ monocytes, especially mertk+, cd206+ (mrc1) monocyte and macrophage",,,False
"blood, spleen, and lp",classical memory b (cmbc) cells (c3),,,False
"blood, spleen, and lp",classical memory b (cmbc) cells (c3),,,False
"blood, spleen, and lp",classical memory b (cmbc) cells (c3),,,False
"blood, spleen, and lp",age-associated b cells (abcs) (c4),,,False
"blood, spleen, and lp",isg+ b cells (c6),,,False
"blood, spleen, and lp",zbtb32+ b cells (c7),,,False
liver,t resident memory (trm) cells,,,False
liver,cytotoxic t cells (tc),,,False
liver,liver-resident nk (lrnk) cells,,,False
liver,conventional nk (cnk) cells,,,False
liver and spleen,tissue-cd14+ monocytes,,,False
liver and spleen,cd16+ monocytes,,,False
"blood, spleen, liver",cd4 t naive/cm,,,False
"blood, spleen, liver",cd4 t naive/cm,,,False
"blood, spleen, liver",cd4 t naive/cm,,,False
"blood, spleen, liver",cd4 t naive/cm,,,False
"blood, spleen, liver",cd4 t naive/cm,,,False
"blood, spleen, liver",cd4 t naive/cm,,,False
"blood, spleen, liver",cd4 t naive/cm,,,False
"blood, spleen, liver",cd4 t naive/cm,,,False
"blood, spleen, liver",cd4 t naive/cm,,,False
"blood, spleen, liver",cd4 t tem,,,False
"blood, spleen, liver",cd4 t tem,,,False
"blood, spleen, liver",cd4 t tem,,,False
"blood, spleen, liver",cd4 t tem,,,False
"blood, spleen, liver",cd4 t tem,,,False
"blood, spleen, liver",cd4 t tem,,,False
"spleen, liver",cd4 t tfh,,,False
"spleen, liver",cd4 t tfh,,,False
"spleen, liver",cd4 t tfh,,,False
"spleen, liver",cd4 t tfh,,,False
"spleen, liver",cd4 t tfh,,,False
"blood, spleen, liver",cd4 t treg,,,False
"blood, spleen, liver",cd4 t treg,,,False
"blood, spleen, liver",cd4 t treg,,,False
"blood, spleen, liver",cd4 t treg,,,False
"blood, spleen, liver",cd4 t treg,,,False
"blood, spleen, liver",cd4 t treg,,,False
"blood, spleen, liver",cd4 t treg,,,False
"blood, spleen, liver",cd4 t treg,,,False
"blood, spleen, liver",cd4 t treg,,,False
"blood, spleen, liver",cd8 t naive/cm,,,False
"blood, spleen, liver",cd8 t naive/cm,,,False
"blood, spleen, liver",cd8 t naive/cm,,,False
"blood, spleen, liver",cd8 t naive/cm,,,False
"blood, spleen, liver",cd8 t naive/cm,,,False
"blood, spleen, liver",cd8 t naive/cm,,,False
"blood, spleen, liver",cd8 t naive/cm,,,False
"blood, spleen, liver",cd8 t naive/cm,,,False
"blood, spleen, liver",cd8 t naive/cm,,,False
"blood, spleen, liver",cd8 t naive/cm,,,False
"blood, spleen, liver",cd8 t tem,,,False
"blood, spleen, liver",cd8 t tem,,,False
"blood, spleen, liver",cd8 t tem,,,False
"blood, spleen, liver",cd8 t tem,,,False
"liver, spleen",cd8 t trm,,,False
"liver, spleen",cd8 t trm,,,False
"liver, spleen",cd8 t trm,,,False
"liver, spleen",cd8 t trm,,,False
"liver, spleen",cd8 t trm,,,False
"liver, spleen",cd8 t trm,,,False
"liver, spleen",cd8 t trm,,,False
"liver, spleen",cd8 t trm,,,False
"liver, spleen",cd8 t mait,,,False
"liver, spleen",cd8 t mait,,,False
"liver, spleen",cd8 t mait,,,False
"liver, spleen",cd8 t mait,,,False
"liver, spleen",cd8 t mait,,,False
"liver, spleen",cd8 t mait,,,False
"liver, spleen",cd8 t mait,,,False
"liver, spleen",cd8 t mait,,,False
"blood, spleen, liver",cd8 t tc,,,False
"blood, spleen, liver",cd8 t tc,,,False
"blood, spleen, liver",cd8 t tc,,,False
"blood, spleen, liver",cd8 t tc,,,False
"blood, spleen, liver",cd8 t tc,,,False
"blood, spleen, liver",cd8 t tc,,,False
"blood, spleen, liver",cd8 t tc,,,False
"blood, spleen, liver",cd8 t tc,,,False
"blood, spleen, liver",cd8 t tc,,,False
"blood, spleen, liver",cd8 t tc,,,False
"liver, spleen",γδ t,,,False
"liver, spleen",γδ t,,,False
"liver, spleen",γδ t,,,False
"liver, spleen",γδ t,,,False
"liver, spleen",ilc trnk,,,False
"liver, spleen",ilc trnk,,,False
"liver, spleen",ilc trnk,,,False
"liver, spleen",ilc trnk,,,False
"liver, spleen",ilc trnk,,,False
"liver, spleen",ilc trnk,,,False
"liver, spleen",ilc trnk,,,False
"liver, spleen",ilc trnk,,,False
"liver, spleen",ilc trnk,,,False
"liver, spleen",ilc trnk,,,False
"liver, spleen",ilc trnk,,,False
"blood, spleen, liver",ilc cnk,,,False
"blood, spleen, liver",ilc cnk,,,False
"blood, spleen, liver",ilc cnk,,,False
"blood, spleen, liver",ilc cnk,,,False
"blood, spleen, liver",ilc cnk,,,False
"blood, spleen, liver",ilc cnk,,,False
"blood, spleen, liver",ilc cnk,,,False
"blood, spleen, liver",ilc cnk,,,False
"blood, spleen, liver",ilc cnk,,,False
"blood, spleen, liver",ilc cnk,,,False
"blood, spleen, liver",ilc cnk,,,False
"blood, spleen, liver",ilc cnk,,,False
"spleen, liver",ilc,,,False
"spleen, liver",ilc,,,False
"spleen, liver",ilc,,,False
"spleen, liver",ilc,,,False
"spleen, liver",ilc,,,False
"spleen, liver",ilc,,,False
"spleen, liver",ilc,,,False
"spleen, liver",ilc,,,False
"spleen, liver",ilc,,,False
"spleen, liver",ilc,,,False
"liver, spleen",cycling nk & t,,,False
"liver, spleen",cycling nk & t,,,False
"liver, spleen",cycling nk & t,,,False
"liver, spleen",cycling nk & t,,,False
"liver, spleen",cycling nk & t,,,False
"liver, spleen",cycling nk & t,,,False
"liver, spleen",cycling nk & t,,,False
"liver, spleen",cycling nk & t,,,False
"liver, spleen",cycling nk & t,,,False
"liver, spleen",cycling nk & t,,,False
"liver, spleen",cycling nk & t,,,False
"blood, spleen, liver",myeloid cells cd14+ mo,,,False
"blood, spleen, liver",myeloid cells cd14+ mo,,,False
"blood, spleen, liver",myeloid cells cd14+ mo,,,False
"blood, spleen, liver",myeloid cells cd14+ mo,,,False
"blood, spleen, liver",myeloid cells cd14+ mo,,,False
"blood, spleen, liver",myeloid cells cd14+ mo,,,False
"blood, spleen, liver",myeloid cells cd14+ mo,,,False
"blood, spleen, liver",myeloid cells cd14+ mo,,,False
"blood, spleen, liver",myeloid cells cd14+ mo,,,False
"blood, spleen, liver",myeloid cells cd14+ mo,,,False
"blood, spleen, liver",myeloid cells cd14+ mo,,,False
"blood, spleen, liver",myeloid cells cd14+ mo,,,False
"blood, spleen, liver",myeloid cells cd14+ mo,,,False
"blood, spleen, liver",myeloid cells cd14+ mo,,,False
"liver, spleen",myeloid cells tissue-cd14+ mo,,,False
"liver, spleen",myeloid cells tissue-cd14+ mo,,,False
"liver, spleen",myeloid cells tissue-cd14+ mo,,,False
"liver, spleen",myeloid cells tissue-cd14+ mo,,,False
"liver, spleen",myeloid cells tissue-cd14+ mo,,,False
"liver, spleen",myeloid cells tissue-cd14+ mo,,,False
"blood, spleen, liver",myeloid cells cd16+ mo,,,False
"blood, spleen, liver",myeloid cells cd16+ mo,,,False
"blood, spleen, liver",myeloid cells cd16+ mo,,,False
"blood, spleen, liver",myeloid cells cd16+ mo,,,False
"blood, spleen, liver",myeloid cells cd16+ mo,,,False
"blood, spleen, liver",myeloid cells cd16+ mo,,,False
"blood, spleen, liver",myeloid cells cd16+ mo,,,False
"blood, spleen, liver",myeloid cells cd16+ mo,,,False
"blood, spleen, liver",myeloid cells cd16+ mo,,,False
"blood, spleen, liver",myeloid cells cd16+ mo,,,False
"blood, spleen, liver",myeloid cells cd16+ mo,,,False
"blood, spleen, liver",myeloid cells cd16+ mo,,,False
"liver, spleen",myeloid cells macrophage,,,False
"liver, spleen",myeloid cells macrophage,,,False
"liver, spleen",myeloid cells macrophage,,,False
"liver, spleen",myeloid cells macrophage,,,False
"liver, spleen",myeloid cells macrophage,,,False
"liver, spleen",myeloid cells macrophage,,,False
"liver, spleen",myeloid cells macrophage,,,False
"liver, spleen",myeloid cells macrophage,,,False
"liver, spleen",myeloid cells macrophage,,,False
"liver, spleen",myeloid cells macrophage,,,False
"liver, spleen",myeloid cells macrophage,,,False
"liver, spleen",myeloid cells macrophage,,,False
"liver, spleen",myeloid cells macrophage,,,False
"blood, spleen",megakaryocyte,,,False
"blood, spleen",megakaryocyte,,,False
"blood, spleen",megakaryocyte,,,False
"blood, spleen",megakaryocyte,,,False
"blood, spleen",megakaryocyte,,,False
"blood, spleen",megakaryocyte,,,False
"blood, spleen",megakaryocyte,,,False
"blood, spleen",megakaryocyte,,,False
"blood, spleen",megakaryocyte,,,False
"blood, spleen",megakaryocyte,,,False
"spleen, liver",cdc1,,,False
"spleen, liver",cdc1,,,False
"spleen, liver",cdc1,,,False
"blood, spleen, liver",pdc,,,False
"blood, spleen, liver",pdc,,,False
"blood, spleen, liver",pdc,,,False
"blood, spleen, liver",pdc,,,False
"blood, spleen, liver",pdc,,,False
"spleen, liver",b cells,,,False
"spleen, liver",b cells,,,False
"spleen, liver",b cells,,,False
"spleen, liver",b cells,,,False
"spleen, liver",b cells,,,False
"spleen, liver",b cells,,,False
"spleen, liver",b cells,,,False
"spleen, liver",b cells,,,False
"spleen, liver",b cells,,,False
"blood, spleen, liver",naïve b,,,False
"blood, spleen, liver",naïve b,,,False
"blood, spleen, liver",naïve b,,,False
"blood, spleen, liver",naïve b,,,False
"blood, spleen, liver",naïve b,,,False
"blood, spleen, liver",naïve b,,,False
"blood, spleen, liver",naïve b,,,False
"blood, spleen, liver",naïve b,,,False
spleen,mzb,,,False
spleen,mzb,,,False
spleen,mzb,,,False
spleen,mzb,,,False
spleen,mzb,,,False
spleen,mzb,,,False
spleen,mzb,,,False
spleen,mzb,,,False
spleen,mzb,,,False
"blood, spleen, liver",cmbc,,,False
"blood, spleen, liver",cmbc,,,False
"blood, spleen, liver",cmbc,,,False
"blood, spleen, liver",cmbc,,,False
"blood, spleen, liver",cmbc,,,False
"blood, spleen, liver",cmbc,,,False
"blood, spleen, liver",cmbc,,,False
"spleen, liver",cd11c+ abc,,,False
"spleen, liver",cd11c+ abc,,,False
"spleen, liver",cd11c+ abc,,,False
"spleen, liver",cd11c+ abc,,,False
"spleen, liver",cd11c+ abc,,,False
"spleen, liver",cd11c+ abc,,,False
"spleen, liver",cd11c+ abc,,,False
"spleen, liver",cd11c+ abc,,,False
"spleen, liver",gcb,,,False
"spleen, liver",gcb,,,False
"spleen, liver",gcb,,,False
"spleen, liver",gcb,,,False
"spleen, liver",gcb,,,False
"spleen, liver",gcb,,,False
"spleen, liver",gcb,,,False
"spleen, liver",gcb,,,False
"spleen, liver",gcb,,,False
"spleen, liver",gcb,,,False
"spleen, liver",isg+ b,,,False
"spleen, liver",isg+ b,,,False
"spleen, liver",isg+ b,,,False
"spleen, liver",isg+ b,,,False
"spleen, liver",isg+ b,,,False
"spleen, liver",isg+ b,,,False
"spleen, liver",isg+ b,,,False
"spleen, liver",isg+ b,,,False
"spleen, liver",isg+ b,,,False
"spleen, liver",isg+ b,,,False
"spleen, liver",zbtb32+ b,,,False
"spleen, liver",zbtb32+ b,,,False
"spleen, liver",zbtb32+ b,,,False
"spleen, liver",zbtb32+ b,,,False
"spleen, liver",zbtb32+ b,,,False
"spleen, liver",zbtb32+ b,,,False
"spleen, liver",zbtb32+ b,,,False
"spleen, liver",zbtb32+ b,,,False
"spleen, liver",plasma cells,,,False
"spleen, liver",plasma cells,,,False
"spleen, liver",plasma cells,,,False
"spleen, liver",plasma cells,,,False
"spleen, liver",plasma cells,,,False
"spleen, liver",plasma cells,,,False
"spleen, liver",plasma cells,,,False
"spleen, liver",plasma cells,,,False
"spleen, liver",plasma cells,,,False
"spleen, liver",plasma cells,,,False
"spleen, liver",plasma cells,,,False
"spleen, liver",plasma cells,,,False
"spleen, liver",plasma cells,,,False
"blood, spleen, liver",pb,,,False
"blood, spleen, liver",pb,,,False
"blood, spleen, liver",pb,,,False
"blood, spleen, liver",pb,,,False
"blood, spleen, liver",c3-pc,,,False
"blood, spleen, liver",c3-pc,,,False
"blood, spleen, liver",c3-pc,,,False
"blood, spleen, liver",c3-pc,,,False
"blood, spleen, liver",c3-pc,,,False
"blood, spleen, liver",c3-pc,,,False
"blood, spleen, liver",c3-pc,,,False
"blood, spleen, liver",c3-pc,,,False
"blood, spleen, liver",c3-pc,,,False
"spleen, liver",c4-pc,,,False
"spleen, liver",c4-pc,,,False
"spleen, liver",c4-pc,,,False
"spleen, liver",c4-pc,,,False
blood,classical cd14++ monocytes (m1),,,False
blood,non-classical cd16++ (fcgr3a) cd14-/+ monocytes (m2),,,False
blood,intermediate cd14++ cd16+ monocytes (m3),,,False
blood,intermediate cd14++ cd16+ monocytes (m3),,,False
blood,cd1c+ cdc2 (m4),,,False
blood,clec9a+ cdc1 (m5),,,False
blood,pdc (clec4c+cd123+) (m6),,,False
blood,pdc (clec4c+cd123+) (m6),,,False
blood,classical cd14++ inﬂammatory monocytes (m1),,,False
blood,classical cd14++ inﬂammatory monocytes (m1),,,False
blood,classical cd14++ inﬂammatory monocytes (m1),,,False
blood,classical cd14++ inﬂammatory monocytes (m1),,,False
blood,classical cd14++ inﬂammatory monocytes (m1),,,False
blood,classical cd14++ inﬂammatory monocytes (m1),,,False
blood,classical cd14++ inﬂammatory monocytes (m1),,,False
blood,classical cd14++ inﬂammatory monocytes (m1),,,False
blood,classical cd14++ inﬂammatory monocytes (m1),,,False
blood,classical cd14++ inﬂammatory monocytes (m1),,,False
blood,nk cells,blood,nk cell,True
blood,nk cells,blood,nk cell,True
blood,nk cells,blood,nk cell,True
blood,nk cells,blood,nk cell,True
blood,cd56+cd16− nk cells (nk1),,,False
blood,cd56+cd16− nk cells (nk1),,,False
blood,cd56−cd16+ nk cells (nk2),,,False
blood,cd56−cd16+ nk cells (nk2),,,False
blood,cd4+ t cells,,,False
blood,cd4+ t cells,,,False
blood,naïve cd4+ t cells (t1),,,False
blood,naïve cd4+ t cells (t1),,,False
blood,naïve cd4+ t cells (t1),,,False
blood,"central memory cd4+ t cells (t2, cd4 tcm)",,,False
blood,"central memory cd4+ t cells (t2, cd4 tcm)",,,False
blood,"central memory cd4+ t cells (t2, cd4 tcm)",,,False
blood,"effector memory cd4+ t cells (t3, cd4 tem)",,,False
blood,"effector memory cd4+ t cells (t3, cd4 tem)",,,False
blood,"effector memory cd4+ t cells (t3, cd4 tem)",,,False
blood,"effector memory cd4+ t cells (t3, cd4 tem)",,,False
blood,"regulatory t cells (t4, treg)",,,False
blood,cd8+ t cells,,,False
blood,cd8+ t cells,,,False
blood,naïve cd8+ t cells (t5),,,False
blood,naïve cd8+ t cells (t5),,,False
blood,naïve cd8+ t cells (t5),,,False
blood,"effector memory cd8+ t cells (t6, cd8 tm)",,,False
blood,cytotoxic cd8+ lymphocytes (cd8+ ctl) (t7),,,False
blood,cytotoxic cd8+ lymphocytes (cd8+ ctl) (t7),,,False
blood,cytotoxic cd8+ lymphocytes (cd8+ ctl) (t7),,,False
blood,"proliferating t cells (t8, tprol)",,,False
blood,"proliferating t cells (t8, tprol)",,,False
pbmcs,myeloid cells,,,False
pbmcs,myeloid cells,,,False
pbmcs,myeloid cells,,,False
pbmcs,nk and t cells,,,False
pbmcs,nk and t cells,,,False
pbmcs,nk and t cells,,,False
pbmcs,nk and t cells,,,False
pbmcs,b cells,,,False
pbmcs,naïve b cells (b1),,,False
pbmcs,naïve b cells (b1),,,False
pbmcs,naïve b cells (b1),,,False
pbmcs,naïve b cells (b1),,,False
pbmcs,naïve b cells (b1),,,False
pbmcs,naïve b cells (b1),,,False
pbmcs,memory b cells (b2),,,False
pbmcs,memory b cells (b2),,,False
pbmcs,memory b cells (b2),,,False
pbmcs,immature b cells (b3),,,False
pbmcs,immature b cells (b3),,,False
pbmcs,plasma cells (b4),,,False
pbmcs,plasma cells (b4),,,False
peripheral blood,classical cd14++ monocytes,,,False
peripheral blood,non-classical cd16++ (fcgr3a) cd14-/+ monocytes,,,False
peripheral blood,cd1c+ cdc2,,,False
peripheral blood,clec9a+ cdc1,,,False
peripheral blood,pdc (clec4c+cd123+),,,False
peripheral blood,myeloid cells,,,False
blood,classical monocyte,blood,classical monocyte,True
blood,inflammatory monocyte,,,False
peripheral blood,naïve b cells,,,False
peripheral blood,naïve b cells,,,False
peripheral blood,memory b cells,,,False
peripheral blood,memory b cells,,,False
peripheral blood,immature b cells,,,False
peripheral blood,plasma cells,,,False
skin,dermal dcs,,,False
skin,cd1a+ cells,,,False
skin,dendritic cell (cd1a+),,,False
skin,dendritic cell (itgax+),,,False
peripheral blood,cd3+ t cell,,,False
peripheral blood,cd3+ t cell,,,False
peripheral blood,cd8+ t cell,,,False
peripheral blood,cd8+ t cell,,,False
peripheral blood,b cell,,,False
peripheral blood,cd14 monocyte,,,False
peripheral blood,nk cell,,,False
trabecular meshwork,tm cells,,,False
trabecular meshwork,tm cells,,,False
trabecular meshwork,tm cells,,,False
trabecular meshwork,tm cells,,,False
trabecular meshwork,schwann cell-like clusters,,,False
trabecular meshwork,schwann cell-like clusters,,,False
trabecular meshwork,tm1 fibroblast cell cluster,,,False
trabecular meshwork,tm1 fibroblast cell cluster,,,False
ciliary muscle,smooth muscle cluster,,,False
trabecular meshwork,tm2 and smooth muscle cluster,,,False
trabecular meshwork,lymphatic-like endothelial cell cluster,,,False
trabecular meshwork,lymphatic-like endothelial cell cluster,,,False
trabecular meshwork,lymphatic-like endothelial cell cluster,,,False
conventional outflow tract,tm2 and tm1 cell clusters,,,False
conventional outflow tract,all cell clusters (more preference for tm1 and tm2),,,False
conventional outflow tract,tm2 and smooth muscle cell clusters,,,False
conventional outflow tract,"all cell clusters (more preference for schwann cell-like, tm2, smooth muscle cell, melanocyte, and myelinating schwann cell clusters)",,,False
conventional outflow tract,"lymphatic-like and vascular endothelial and schwann cell-like cell clusters, with some tm1 and tm2 expression",,,False
conventional outflow tract,tm1 and tm2 cell clusters,,,False
conventional outflow tract,tm cells,,,False
conventional outflow tract,lymphatic-like and vascular endothelial cell clusters,,,False
conventional outflow tract,lymphatic-like and vascular endothelial cell clusters,,,False
conventional outflow tract,tm,,,False
conventional outflow tract,sc,,,False
eye,tm1 and tm2 cells (with preference for jct (tm1 cells)),,,False
eye,schlemm's canal (sc) and neighboring endothelial-lined vessels,,,False
eye,ciliary muscle,,,False
eye,macrophages,eye,macrophage,True
eye,macrophages,eye,macrophage,True
eye,lymphatic endothelial cells,,,False
eye,vascular endothelial cells,eye,retinal blood vessel endothelial cell,True
eye,lymphatic endothelial cells,,,False
eye,vascular endothelial cells,eye,retinal blood vessel endothelial cell,True
eye,vascular endothelial cells,eye,retinal blood vessel endothelial cell,True
eye,trabecular meshwork,,,False
eye,junctional region and schlemm's canal,,,False
eye,scleral spur and ciliary muscle cells,,,False
eye,scleral spur and ciliary muscle cells,,,False
eye,scleral spur and ciliary muscle cells,,,False
eye,scleral spur and ciliary muscle cells,,,False
eye,scleral spur and ciliary muscle cells,,,False
eye,scleral spur and ciliary muscle cells,,,False
eye,scleral spur and ciliary muscle cells,,,False
eye,scleral spur and ciliary muscle cells,,,False
eye,scleral spur and ciliary muscle cells,,,False
eye,scleral spur and ciliary muscle cells,,,False
eye,scleral spur and ciliary muscle cells,,,False
eye,scleral spur and ciliary muscle cells,,,False
eye,tm2-myofibroblast cell cluster,,,False
eye,tm2-myofibroblast cell cluster,,,False
eye,tm1-fibroblast cell cluster,,,False
eye,tm1-fibroblast cell cluster,,,False
eye,lymphatic-like endothelial cell cluster,,,False
eye,tm1 and tm2 cell clusters,,,False
eye,tm1 and tm2 cell clusters,,,False
eye,tm1 and tm2 cell clusters,,,False
eye,tm1 and tm2 cell clusters,,,False
eye,tm1 and tm2 cell clusters,,,False
eye,"lymphatic-like and vascular endothelial cell clusters (i.e., sc)",,,False
eye,"lymphatic-like and vascular endothelial cell clusters (i.e., sc)",,,False
eye,"lymphatic-like and vascular endothelial cell clusters (i.e., sc)",,,False
eye,"lymphatic-like and vascular endothelial cell clusters (i.e., sc)",,,False
eye,"lymphatic-like and vascular endothelial cell clusters (i.e., sc)",,,False
eye,"lymphatic-like and vascular endothelial cell clusters (i.e., sc)",,,False
eye,macrophages,eye,macrophage,True
eye,macrophages,eye,macrophage,True
eye,macrophages,eye,macrophage,True
eye,vascular endothelial cells,eye,retinal blood vessel endothelial cell,True
eye,tm2 cell cluster,,,False
gastric mucosa,chief cell,,,False
gastric mucosa,chief cell,,,False
gastric mucosa,immune-related cell,,,False
gastric mucosa,immune-related cell,,,False
gastric tissue,epithelial cell,,,False
gastric tissue,epithelial cell,,,False
gastric tissue,epithelial cell,,,False
gastric tissue,parietal cell,,,False
gastric tissue,endocrine cell,,,False
gastric tissue,b cell,,,False
gastric tissue,b cell,,,False
gastric tissue,t cell,,,False
gastric tissue,t cell,,,False
gastric tissue,t cell,,,False
gastric tissue,macrophage,,,False
gastric tissue,mast cell,,,False
gastric tissue,fibroblast,,,False
gastric tissue,fibroblast,,,False
gastric tissue,endotheliocyte,,,False
gastric tissue,endotheliocyte,,,False
gastric tissue,malignant epithelial cell,,,False
gastric tissue,malignant epithelial cell,,,False
gastric tissue,malignant epithelial cell,,,False
gastric tissue,malignant epithelial cell,,,False
gastric tissue,non-malignant epithelial cell,,,False
gastric tissue,non-malignant epithelial cell,,,False
gastric tissue,non-malignant epithelial cell,,,False
gastric tissue,non-malignant epithelial cell,,,False
stomach,surface cells,,,False
stomach,surface cells,,,False
stomach,surface cells,,,False
stomach,chief cells,,,False
stomach,chief cells,,,False
stomach,chief cells,,,False
stomach,mucous neck cells,,,False
stomach,mucous neck cells,,,False
stomach,metaplasia cells,,,False
stomach,metaplasia cells,,,False
stomach,metaplasia cells,,,False
stomach,metaplasia cells,,,False
gastric tumor,c2 (small intestine-like),,,False
gastric tumor,c2 (small intestine-like),,,False
gastric tumor,c1 (gastric epithelial-like),,,False
gastric tumor,c1 (gastric epithelial-like),,,False
gastric tumor,c4 (chief cell-like),,,False
gastric tumor,c4 (chief cell-like),,,False
gastric tumor,c4 (chief cell-like),,,False
stomach gland,ga-fg-ccp cells,,,False
stomach gland,ga-fg-ccp cells,,,False
intestinal-type gastric adenocarcinoma,ga-fg-ccp cells,,,False
gastric tissue,ebv+ malignant cells,,,False
gastric tissue,ebv+ malignant cells,,,False
gastric tissue,ebv+ malignant cells,,,False
gastric adenocarcinoma,immune cell,,,False
gastric adenocarcinoma,immune cell,,,False
gastric adenocarcinoma,tumor cell,,,False
gastric adenocarcinoma,immune cell,,,False
gastric adenocarcinoma,immune cell,,,False
gastric adenocarcinoma,tumor cell,,,False
yolk sac,progenitors,,,False
yolk sac,progenitors,,,False
yolk sac,progenitors,,,False
yolk sac,progenitors,,,False
fetal liver,hscs/mpps,,,False
agm region,naïve progenitors,,,False
agm region,naïve progenitors,,,False
fetal liver,hscs/mpps,,,False
esophageal tissue,fibroblast,,,False
esophageal tissue,fibroblast,,,False
esophagus,cd8+ t cell,,,False
esophagus,cd4+ t cell,,,False
esophagus,regulatory t cell,,,False
esophagus,effector t-helper type 2 cell,,,False
esophagus,effector t-helper type 2 cell,,,False
esophagus,t cell,,,False
esophagus,cd8+ interferon gamma–expressing cell,,,False
esophagus,fibroblast,,,False
esophagus,fibroblast,,,False
esophagus,myofibroblast,,,False
esophagus,eosinophil,,,False
esophagus,fibroblast,,,False
esophagus,fibroblast,,,False
esophagus,inflammatory fibroblast,,,False
esophagus,inflammatory fibroblast,,,False
esophagus,inflammatory fibroblast,,,False
esophagus,inflammatory fibroblast,,,False
esophagus,inflammatory fibroblast,,,False
esophagus,inflammatory fibroblast,,,False
esophagus,inflammatory fibroblast,,,False
esophagus,inflammatory fibroblast,,,False
esophagus,myofibroblast,,,False
esophagus,myofibroblast,,,False
esophagus,myofibroblast,,,False
esophagus,myofibroblast,,,False
esophagus,myofibroblast,,,False
esophagus,inflammatory fibroblast,,,False
esophagus,myofibroblast,,,False
esophagus,t cell,,,False
esophagus,t cell,,,False
esophagus,fibroblast,,,False
esophagus,fibroblast,,,False
esophagus,fibroblast,,,False
esophagus,fibroblast,,,False
esophagus,fibroblast,,,False
splanchnic mesenchyme-like lineages,smooth muscle (sm),,,False
splanchnic mesenchyme-like lineages,smooth muscle (sm),,,False
splanchnic mesenchyme-like lineages,smooth muscle (sm),,,False
splanchnic mesenchyme-like lineages,smooth muscle (sm),,,False
choroid,mhcii+cd11c-,,,False
choroid,mhcii+cd11c+,,,False
choroid,mhcii+cd11c− macrophages,,,False
choroid,mhcii+cd11c+ macrophages,,,False
choroid,mhcii+cd11c− macrophages,,,False
choroid,mhcii+cd11c+ macrophages,,,False
rpe-choroid,macrophage,,,False
rpe-choroid,macrophage,,,False
rpe-choroid,macrophage,,,False
