species,tissue_class,tissue_type,cell_name,marker,pmid
Human,Gastrointestinal tract,stomach,"epithelial cell
```",TFF2,32060101
Human,Gastrointestinal tract,fat,"mast cell
```",CTSW,32060101
Human,Gastrointestinal tract,bladder,"myofibroblast cell
```",COL1A1,32060101
Human,Gastrointestinal tract,spleen,"regulatory t cell
```",FOXP3,32060101
Human,Gastrointestinal tract,liver,"natural killer cell
```",XCL2,32060101
Human,Gastrointestinal tract,fat,"mast cell
```",GNLY,32060101
Human,Gastrointestinal tract,stomach,"macrophage
```",FCGR3A,32060101
Human,Gastrointestinal tract,stomach,"gastric stem cell
```",TNFRSF19,32060101
Human,Gastrointestinal tract,large_intestine,"fibroblast
```",CAV1,32060101
Human,Gastrointestinal tract,fat,"mast cell
```",KLRB1,32060101
Human,Gastrointestinal tract,bladder,"myofibroblast cell
```",LUM,32060101
Human,Gastrointestinal tract,stomach,"plasma cell
```",SDC1,32060101
Human,Gastrointestinal tract,liver,"natural killer cell
```",NKG7,32060101
Human,Gastrointestinal tract,stomach,"cell_ontology_class='t cell', free_annotation='t_cells'
```",ITGAE,32060101
Human,Gastrointestinal tract,stomach,"epithelial cell
```",TFF1,32060101
Human,Gastrointestinal tract,small_intestine,"intestinal enteroendocrine cell
```",TFF3,32060101
Human,Gastrointestinal tract,lung,"dendritic cell
```",HLA-DQA2,32060101
Human,Gastrointestinal tract,small_intestine,"b cell
```",MS4A1,32060101
Human,Gastrointestinal tract,lung,"dendritic cell
```",IL3RA,32060101
Human,Gastrointestinal tract,small_intestine,"cell_ontology_class='mast cell'
```",MS4A2,32060101
Human,Gastrointestinal tract,small_intestine,"b cell
```",CD19,32060101
Human,Gastrointestinal tract,stomach,"endothelial cell (free_annotation='endothelial cell')
```",ENG,32060101
Human,Gastrointestinal tract,stomach,"cell_ontology_class='t cell', free_annotation='t_cells'
```",ITGA1,32060101
Human,Gastrointestinal tract,stomach,"pericyte cell
```",RGS5,32060101
Human,Gastrointestinal tract,small_intestine,"cell_ontology_class='mast cell'
```",TPSB2,32060101
Human,Gastrointestinal tract,stomach,"epithelial cell
```",PGC,32060101
Human,Gastrointestinal tract,stomach,"epithelial cell
```",MUC6,32060101
Human,Blood,blood,"myeloid progenitor
```",S100A8,32114394
Human,Blood,blood,"plasmacytoid dendritic cell
```",MZB1,32114394
Human,Blood,blood,"naive b cell
```",ADAM28,32114394
Human,Blood,blood,"myeloid progenitor
```",PF4,32114394
Human,Blood,blood,"plasmacytoid dendritic cell
```",CLEC10A,32114394
Human,Blood,Blood,T cell,CD247,32114394
Human,Blood,blood,"naive b cell
```",JCHAIN,32114394
Human,Blood,blood,"naive b cell
```",CXCR4,32114394
Human,Blood,Blood,T cell,GIMAP7,32114394
Human,Blood,blood,"myeloid progenitor
```",FCN1,32114394
Human,Blood,blood,"myeloid progenitor
```",CLEC4C,32114394
Human,Blood,blood,"plasmacytoid dendritic cell
```",ITM2C,32114394
Human,Blood,blood,"naive b cell
```",FCER2,32114394
Human,Blood,Blood,T cell,IFITM1,32114394
Human,Blood,Blood,T cell,LCK,32114394
Human,Blood,blood,"naive b cell
```",BANK1,32114394
Human,Blood,blood,"myeloid progenitor
```",CD14,32114394
Human,Blood,blood,"plasmacytoid dendritic cell
```",CLEC4C,32114394
Human,Blood,blood,"myeloid progenitor
```",MS4A6A,32114394
Human,Blood,blood,"naive b cell
```",TCF4,32114394
Human,Blood,blood,"naive b cell
```",PMAIP1,32114394
Human,Blood,blood,"cd4-positive
```",LTB,32114394
Human,Blood,blood,"myeloid progenitor
```",LST1,32114394
Human,Blood,blood,"naive b cell
```",CR1P1,32114394
Human,Blood,blood,"myeloid progenitor
```",CDKN1C,32114394
Human,Blood,blood,"naive b cell
```",VPREB3,32114394
Human,Blood,blood,"naive b cell
```",TCL1A,32114394
Human,Blood,blood,"myeloid progenitor
```",FCGR3A,32114394
Human,Blood,blood,"myeloid progenitor
```",CST4,32114394
Human,Blood,blood,"myeloid progenitor
```",SERPINA1,32114394
Human,Blood,blood,"plasmacytoid dendritic cell
```",LILRA4,32114394
Human,Blood,blood,"myeloid progenitor
```",MNDA,32114394
Human,Eye,eye,"retinal ganglion cell
```",MAP2,32231223
Human,Eye,eye,"retinal pigment epithelial cell
```",BEST1,32231223
Human,Eye,eye,"retinal pigment epithelial cell
```",MITF,32231223
Human,Eye,eye,"retinal pigment epithelial cell
```",RPE65,32231223
Human,Eye,eye,"retinal ganglion cell
```",TUBB3,32231223
Human,Eye,eye,"retinal pigment epithelial cell
```",TYR,32231223
Human,Eye,eye,"retinal ganglion cell
```",POU5F1,32231223
Human,Blood,blood,"cell_ontology_class='nk cell', free_annotation='natural killer cell'
```",FCGR3A,32251406
Human,Blood,blood,"cell_ontology_class='nk cell', free_annotation='natural killer cell'
```",KLRF1,32251406
Human,Blood,blood,"t cell
```",CTLA4,32286271
Human,Blood,blood,"t cell
```",HLA-DPB1,32286271
Human,Blood,blood,"t cell
```",CD74,32286271
Human,Blood,blood,"cell_ontology_class='t cell', free_annotation='t cells'
```",GZMH,32286271
Human,Blood,blood,"cell_ontology_class='t cell', free_annotation='t cells'
```",CST7,32286271
Human,Blood,blood,"cd4-positive
```",LRRN3,32286271
Human,Blood,blood,"t cell
```",GZMK,32286271
Human,Blood,blood,"cell_ontology_class='t cell', free_annotation='t cells'
```",NKG7,32286271
Human,Blood,blood,"cell_ontology_class='t cell', free_annotation='t cells'
```",GZMA,32286271
Human,Blood,blood,"cd4-positive
```",CCR7,32286271
Human,Blood,blood,"cell_ontology_class='t cell', free_annotation='t cells'
```",CCL5,32286271
Human,Blood,blood,"t cell
```",ITGB1,32286271
Human,Blood,blood,"t cell
```",ANXA2,32286271
Human,Blood,blood,"cell_ontology_class='t cell', free_annotation='t cells'
```",CCL4,32286271
Human,Blood,blood,"t cell
```",CCR7,32286271
Human,Blood,blood,"t cell
```",HLA-DRB1,32286271
Human,Blood,blood,"t cell
```",HLA-DRB1,32286271
Human,Blood,blood,"cell_ontology_class='t cell', free_annotation='t cells'
```",GNLY,32286271
Human,Blood,blood,"t cell
```",LRRN3,32286271
Human,Blood,blood,"t cell
```",SELL,32286271
Human,Blood,blood,"t cell
```",KLRB1,32286271
Human,Blood,blood,"t cell
```",LGALS3,32286271
Human,Blood,blood,"t cell
```",IL7R,32286271
Human,Blood,blood,"cd4-positive
```",SELL,32286271
Human,Blood,blood,"t cell
```",NPM1,32286271
Human,Blood,blood,"t cell
```",IL2RA,32286271
Human,Blood,blood,"t cell
```",PASK,32286271
Human,Blood,blood,"t cell
```",VIM,32286271
Human,Blood,blood,"t cell
```",LGALS1,32286271
Human,Blood,blood,"t cell
```",TNFSF13B,32286271
Human,Blood,blood,"t cell
```",FOXP3,32286271
Human,Blood,Blood,Monocyte,LYZ,32286626
Human,Blood,Blood,Monocyte,FCGR3A,32286626
Human,Blood,blood,"plasmacytoid dendritic cell
```",FCER1A,32286626
Human,Blood,Blood,Monocyte,CD14,32286626
Human,Blood,Blood,Natural killer cell,GNLY,32286626
Human,Blood,Blood,T cell,IL7R,32286626
Human,Blood,blood,"naive b cell
```",CD19,32286626
Human,Eye,Eye,Endothelial cell,CCL21,32341164
Human,Eye,Eye,Endothelial cell,PECAM1,32341164
Human,Eye,Eye,Endothelial cell,FLT4,32341164
Human,Gastrointestinal tract,small_intestine,"intestinal crypt stem cell
```",SOX9,32345613
Human,Undefined,unspecified,"macrophage
```",CD163,32345613
Human,Undefined,skin,"stromal cell
```",VIM,32345613
Human,Undefined,fat,"mesenchymal stem cell
```",PROM1,32345613
Human,Undefined,fat,"mesenchymal stem cell
```",ITGA6,32345613
Human,Undefined,fat,"mesenchymal stem cell
```",ITGA6,32345613
Human,Undefined,fat,"mesenchymal stem cell
```",PROM1,32345613
Human,Undefined,fat,"mesenchymal stem cell
```",HES1,32345613
Human,Undefined,fat,"mesenchymal stem cell
```",ALDH1A1,32345613
Human,Undefined,uterus,"cycling immune cells
```",PTPRC,32345613
Human,Undefined,skin,"epithelial cell
```",EpCAM,32345613
Human,Blood,blood,"cd4-positive
```",TIGIT,32351504
Human,Blood,blood,"cd4-positive
```",TNFRSF9,32351504
Human,Blood,blood,"cd4-positive
```",IKZF2,32351504
Human,Blood,blood,"cd4-positive
```",FOXP3,32351504
Human,Blood,blood,"naive thymus-derived cd4-positive
```",TCF7,32351704
Human,Blood,blood,"naive thymus-derived cd4-positive
```",MAL,32351704
Human,Blood,blood,"naive thymus-derived cd4-positive
```",CCR7,32351704
Human,Blood,blood,"naive thymus-derived cd4-positive
```",MYC,32351704
Human,Blood,blood,"megakaryocyte
```",SPARC,32351704
Human,Blood,blood,"t cell
```",TIMP1,32351704
Human,Blood,blood,"megakaryocyte
```",PPBP,32351704
Human,Blood,blood,"naive thymus-derived cd8-positive
```",RCAN3,32351704
Human,Blood,blood,"megakaryocyte
```",ITGA2B,32351704
Human,Blood,blood,"megakaryocyte
```",TUBB1,32351704
Human,Blood,blood,"naive thymus-derived cd8-positive
```",MAL,32351704
Human,Blood,blood,"megakaryocyte
```",PF4,32351704
Human,Blood,blood,"megakaryocyte
```",NRGN,32351704
Human,Blood,blood,"central memory cd4-positive t cell
```",CCR7,32351704
Human,Blood,blood,"naive thymus-derived cd4-positive
```",TSHZ2,32351704
Human,Blood,blood,"naive thymus-derived cd8-positive
```",NOSIP,32351704
Human,Blood,blood,"t cell
```",LTB,32351704
Human,Blood,blood,"t cell
```",TNFRSF4,32351704
Human,Blood,blood,"megakaryocyte
```",PIG6B,32351704
Human,Blood,blood,"central memory cd8+ t cell
```",MYC,32351704
Human,Blood,blood,"t cell
```",CD52,32351704
Human,Blood,blood,"naive thymus-derived cd8-positive
```",LEF1,32351704
Human,Blood,blood,"megakaryocyte
```",GNG11,32351704
Human,Blood,blood,"naive thymus-derived cd8-positive
```",SELL,32351704
Human,Blood,blood,"cd141-positive myeloid dendritic cell
```",PPA1,32351704
Human,Blood,blood,"megakaryocyte
```",CAVIN2,32351704
Human,Blood,blood,"central memory cd4-positive t cell
```",MAL,32351704
Human,Blood,blood,"t cell
```",CORO1B,32351704
Human,Blood,blood,"central memory cd8+ t cell
```",SELL,32351704
Human,Blood,Blood,Naive B cell,PLPP5,32351704
Human,Blood,blood,"naive thymus-derived cd8-positive
```",TCF7,32351704
Human,Blood,blood,"central memory cd4-positive t cell
```",SELL,32351704
Human,Blood,blood,"central memory cd4-positive t cell
```",TSHZ2,32351704
Human,Blood,blood,"cd141-positive myeloid dendritic cell
```",FCER1A,32351704
Human,Blood,blood,"cd8-positive
```",CD8A,32351704
Human,Blood,Blood,Naive B cell,IGHD,32351704
Human,Blood,blood,"megakaryocyte
```",MYL9,32351704
Human,Blood,blood,"t cell
```",FANK1,32351704
Human,Blood,blood,"central memory cd4-positive t cell
```",LEF1,32351704
Human,Blood,blood,"cd141-positive myeloid dendritic cell
```",HLA-DQA1,32351704
Human,Blood,Blood,Naive B cell,APLP2,32351704
Human,Blood,blood,"naive thymus-derived cd8-positive
```",SOCS3,32351704
Human,Blood,blood,"t cell
```",FOXP3,32351704
Human,Blood,blood,"cd8-positive
```",CD52,32351704
Human,Blood,blood,"t cell
```",ARID5B,32351704
Human,Blood,blood,"central memory cd8+ t cell
```",MAL,32351704
Human,Blood,blood,"t cell
```",AQP3,32351704
Human,Blood,blood,"t cell
```",IL7R,32351704
Human,Blood,blood,"t cell
```",RTKN2,32351704
Human,Blood,blood,"central memory cd4-positive t cell
```",TCF7,32351704
Human,Blood,blood,"cd8-positive
```",CXCR3,32351704
Human,Blood,Blood,Plasma cell,JCHAIN,32351704
Human,Blood,blood,"naive thymus-derived cd4-positive
```",NOSIP,32351704
Human,Blood,blood,"naive thymus-derived cd4-positive
```",SOCS3,32351704
Human,Blood,blood,"central memory cd8+ t cell
```",SOCS3,32351704
Human,Blood,Blood,Plasma cell,DPEP1,32351704
Human,Blood,Blood,Naive B cell,IGHM,32351704
Human,Blood,blood,"central memory cd8+ t cell
```",LEF1,32351704
Human,Blood,Blood,Naive B cell,CXCR4,32351704
Human,Blood,blood,"central memory cd8+ t cell
```",NOSIP,32351704
Human,Blood,Blood,Naive B cell,TCL1A,32351704
Human,Blood,blood,"central memory cd8+ t cell
```",RCAN3,32351704
Human,Blood,blood,"cd141-positive myeloid dendritic cell
```",CD1C,32351704
Human,Blood,blood,"central memory cd4-positive t cell
```",MYC,32351704
Human,Blood,blood,"cd8-positive
```",CD8B,32351704
Human,Blood,blood,"cd8-positive
```",ITGA1,32351704
Human,Blood,Blood,Naive B cell,IL4R,32351704
Human,Blood,Blood,Naive B cell,FCER2,32351704
Human,Blood,blood,"central memory cd8+ t cell
```",TCF7,32351704
Human,Blood,blood,"t cell
```",CTLA4,32351704
Human,Blood,blood,"central memory cd8+ t cell
```",TSHZ2,32351704
Human,Blood,blood,"central memory cd4-positive t cell
```",NOSIP,32351704
Human,Blood,blood,"central memory cd4-positive t cell
```",SOCS3,32351704
Human,Blood,blood,"naive thymus-derived cd8-positive
```",TSHZ2,32351704
Human,Blood,blood,"t cell
```",GBP2,32351704
Human,Blood,Blood,Plasma cell,IGKC,32351704
Human,Blood,blood,"naive thymus-derived cd8-positive
```",MYC,32351704
Human,Blood,blood,"naive thymus-derived cd8-positive
```",CCR7,32351704
Human,Blood,Blood,Plasma cell,IGHA2,32351704
Human,Blood,blood,"cd141-positive myeloid dendritic cell
```",HLA-DQB1,32351704
Human,Blood,blood,"naive thymus-derived cd4-positive
```",SELL,32351704
Human,Blood,blood,"t cell
```",IL2RA,32351704
Human,Blood,blood,"central memory cd8+ t cell
```",CCR7,32351704
Human,Blood,blood,"naive thymus-derived cd4-positive
```",LEF1,32351704
Human,Blood,blood,"t cell
```",ICA1,32351704
Human,Liver,liver,"t cell
```",TNFRSF4,32351704
Human,Liver,liver,"t cell
```",TIMP1,32351704
Human,Liver,liver,"t cell
```",MAL,32351704
Human,Liver,liver,"t cell
```",SELL,32351704
Human,Liver,liver,"t cell
```",CCR7,32351704
Human,Liver,liver,"t cell
```",MYC,32351704
Human,Liver,liver,"liver dendritic cell
```",BCL11A,32351704
Human,Liver,liver,"t cell
```",LTB,32351704
Human,Liver,lymph_node,"naive b cell
```",PLPP5,32351704
Human,Liver,thymus,"t follicular helper cell
```",CD40LG,32351704
Human,Liver,Liver,Plasma cell,IGHA2,32351704
Human,Liver,Liver,Macrophage,FABP4,32351704
Human,Liver,thymus,"t follicular helper cell
```",GPR183,32351704
Human,Liver,liver,"t cell
```",NOSIP,32351704
Human,Liver,liver,"t cell
```",TCF7,32351704
Human,Liver,liver,"t cell
```",CCR7,32351704
Human,Liver,thymus,"t follicular helper cell
```",MALAT1,32351704
Human,Liver,Liver,Macrophage,SLC40A1,32351704
Human,Liver,liver,"t cell
```",CD52,32351704
Human,Liver,liver,"t cell
```",IL7R,32351704
Human,Liver,Liver,Macrophage,APOC1,32351704
Human,Liver,liver,"t cell (cell_ontology_class='t cell', free_annotation='t cells')
```",SOCS3,32351704
Human,Liver,liver,"t cell
```",CD8A,32351704
Human,Liver,lymph_node,"naive b cell
```",CXCR4,32351704
Human,Liver,thymus,"t follicular helper cell
```",LTB,32351704
Human,Liver,liver,"t cell
```",TCF7,32351704
Human,Liver,liver,"t cell (cell_ontology_class='t cell', free_annotation='t cells')
```",LEF1,32351704
Human,Liver,Liver,Macrophage,FTL,32351704
Human,Liver,liver,"liver dendritic cell
```",IRF8,32351704
Human,Liver,Liver,Plasma cell,DPEP1,32351704
Human,Liver,liver,"t cell
```",NOSIP,32351704
Human,Liver,liver,"liver dendritic cell
```",PPA1,32351704
Human,Liver,liver,"t cell
```",SOCS3,32351704
Human,Liver,liver,"liver dendritic cell
```",CCDC50,32351704
Human,Liver,liver,"liver dendritic cell
```",TCF4,32351704
Human,Liver,liver,"t cell
```",LEF1,32351704
Human,Liver,liver,"liver dendritic cell
```",SPIB,32351704
Human,Liver,liver,"t cell
```",LEF1,32351704
Human,Liver,liver,"t cell
```",ITGA1,32351704
Human,Liver,liver,"t cell
```",SOCS3,32351704
Human,Liver,liver,"cell_ontology_class='t cell', free_annotation='t cells'
```",FOXP3,32351704
Human,Liver,Liver,Macrophage,FABP5,32351704
Human,Liver,lymph_node,"naive b cell
```",TCL1A,32351704
Human,Liver,liver,"t cell (cell_ontology_class='t cell', free_annotation='t cells')
```",TSHZ2,32351704
Human,Liver,liver,"t cell (cell_ontology_class='t cell', free_annotation='t cells')
```",RCAN3,32351704
Human,Liver,liver,"t cell (cell_ontology_class='t cell', free_annotation='t cells')
```",NOSIP,32351704
Human,Liver,liver,"t cell
```",MAL,32351704
Human,Liver,liver,"cell_ontology_class='t cell', free_annotation='t cells'
```",CTLA4,32351704
Human,Liver,Liver,Macrophage,CD5L,32351704
Human,Liver,thymus,"t follicular helper cell
```",CXCR5,32351704
Human,Liver,liver,"liver dendritic cell
```",IRF7,32351704
Human,Liver,liver,"cell_ontology_class='t cell', free_annotation='t cells'
```",GBP2,32351704
Human,Liver,liver,"liver dendritic cell
```",ITM2C,32351704
Human,Liver,liver,"t cell
```",CXCR3,32351704
Human,Liver,liver,"cell_ontology_class='t cell', free_annotation='t cells'
```",FANK1,32351704
Human,Liver,liver,"t cell
```",CD8B,32351704
Human,Liver,lymph_node,"naive b cell
```",IGHM,32351704
Human,Liver,liver,"liver dendritic cell
```",HLA-DQB1,32351704
Human,Liver,liver,"t cell
```",MYC,32351704
Human,Liver,liver,"t cell
```",MAL,32351704
Human,Liver,liver,"t cell
```",CD52,32351704
Human,Liver,Liver,Macrophage,MRC1,32351704
Human,Liver,Liver,Macrophage,LGMN,32351704
Human,Liver,liver,"cell_ontology_class='t cell', free_annotation='t cells'
```",ICA1,32351704
Human,Liver,liver,"t cell
```",TSHZ2,32351704
Human,Liver,liver,"t cell
```",SOCS3,32351704
Human,Liver,liver,"liver dendritic cell
```",C12orf75,32351704
Human,Liver,Liver,Macrophage,APOE,32351704
Human,Liver,liver,"t cell
```",AQP3,32351704
Human,Liver,liver,"liver dendritic cell
```",LILRA4,32351704
Human,Liver,liver,"t cell
```",NOSIP,32351704
Human,Liver,liver,"t cell
```",LEF1,32351704
Human,Liver,liver,"t cell
```",TCF7,32351704
Human,Liver,liver,"t cell
```",MYC,32351704
Human,Liver,liver,"liver dendritic cell
```",H4C3,32351704
Human,Liver,liver,"t cell
```",TSHZ2,32351704
Human,Liver,liver,"t cell
```",SELL,32351704
Human,Liver,liver,"t cell
```",SELL,32351704
Human,Liver,liver,"t cell
```",CCR7,32351704
Human,Liver,liver,"cell_ontology_class='t cell', free_annotation='t cells'
```",ARID5B,32351704
Human,Liver,Liver,Macrophage,MARCO,32351704
Human,Liver,liver,"t cell
```",RCAN3,32351704
Human,Liver,Liver,Plasma cell,IGKC,32351704
Human,Liver,Liver,Macrophage,NUPR1,32351704
Human,Liver,liver,"t cell (cell_ontology_class='t cell', free_annotation='t cells')
```",SELL,32351704
Human,Liver,liver,"liver dendritic cell
```",HLA-DQA1,32351704
Human,Liver,liver,"t cell (cell_ontology_class='t cell', free_annotation='t cells')
```",MYC,32351704
Human,Liver,liver,"liver dendritic cell
```",CD1C,32351704
Human,Liver,Liver,Macrophage,HMOX1,32351704
Human,Liver,liver,"t cell (cell_ontology_class='t cell', free_annotation='t cells')
```",CCR7,32351704
Human,Liver,liver,"cell_ontology_class='t cell', free_annotation='t cells'
```",RTKN2,32351704
Human,Liver,liver,"cell_ontology_class='t cell', free_annotation='t cells'
```",IL2RA,32351704
Human,Liver,liver,"t cell (cell_ontology_class='t cell', free_annotation='t cells')
```",MAL,32351704
Human,Liver,liver,"liver dendritic cell
```",CLEC9A,32351704
Human,Liver,Liver,Macrophage,SELENOP,32351704
Human,Liver,liver,"cell_ontology_class='t cell', free_annotation='t cells'
```",CORO1B,32351704
Human,Liver,liver,"t cell (cell_ontology_class='t cell', free_annotation='t cells')
```",TCF7,32351704
Human,Liver,lymph_node,"naive b cell
```",FCER2,32351704
Human,Liver,liver,"liver dendritic cell
```",FCER1A,32351704
Human,Liver,liver,"t cell
```",TSHZ2,32351704
Human,Liver,lymph_node,"naive b cell
```",APLP2,32351704
Human,Liver,lymph_node,"naive b cell
```",IL4R,32351704
Human,Liver,liver,"liver dendritic cell
```",PTTG1,32351704
Human,Liver,lymph_node,"naive b cell
```",IGHD,32351704
Human,Liver,Liver,Plasma cell,JCHAIN,32351704
Human,Spleen,spleen,"naive thymus-derived cd8-positive
```",TCF7,32351704
Human,Spleen,Spleen,Naive B cell,APLP2,32351704
Human,Spleen,spleen,"naive thymus-derived cd8-positive
```",CCR7,32351704
Human,Spleen,spleen,"naive thymus-derived cd8-positive
```",MAL,32351704
Human,Spleen,spleen,"cd4-positive, central memory t cell
```",CCR7,32351704
Human,Spleen,spleen,"cd141-positive myeloid dendritic cell
```",PTTG1,32351704
Human,Spleen,spleen,"cd4-positive, central memory t cell
```",MYC,32351704
Human,Spleen,Spleen,Naive B cell,IGHD,32351704
Human,Spleen,spleen,"cell_ontology_class='macrophage', free_annotation='macrophage'
```",GNG11,32351704
Human,Spleen,spleen,"naive thymus-derived cd8-positive
```",TSHZ2,32351704
Human,Spleen,Spleen,Naive B cell,CXCR4,32351704
Human,Spleen,spleen,"naive thymus-derived cd8-positive
```",SELL,32351704
Human,Spleen,spleen,"naive thymus-derived cd8-positive
```",RCAN3,32351704
Human,Spleen,Spleen,Plasma cell,IGKC,32351704
Human,Spleen,spleen,"cd141-positive myeloid dendritic cell
```",CLEC9A,32351704
Human,Spleen,Spleen,Naive B cell,PLPP5,32351704
Human,Spleen,spleen,"naive thymus-derived cd8-positive
```",SOCS3,32351704
Human,Spleen,Spleen,Plasma cell,IGHA2,32351704
Human,Spleen,Spleen,Naive B cell,IL4R,32351704
Human,Spleen,spleen,"naive thymus-derived cd8-positive
```",MYC,32351704
Human,Spleen,spleen,"naive thymus-derived cd4-positive
```",NOSIP,32351704
Human,Spleen,spleen,"plasmacytoid dendritic cell
```",LILRA4,32351704
Human,Spleen,spleen,"naive thymus-derived cd4-positive
```",SELL,32351704
Human,Spleen,spleen,"cd8-positive
```",ITGA1,32351704
Human,Spleen,spleen,"regulatory t cell
```",CORO1B,32351704
Human,Spleen,Spleen,Plasma cell,DPEP1,32351704
Human,Spleen,spleen,"naive thymus-derived cd8-positive
```",LEF1,32351704
Human,Spleen,Spleen,Macrophage,APOC1,32351704
Human,Spleen,Spleen,Plasma cell,JCHAIN,32351704
Human,Spleen,Spleen,Macrophage,NUPR1,32351704
Human,Spleen,spleen,"cd8-positive
```",CXCR3,32351704
Human,Spleen,spleen,"cd8-positive
```",MAL,32351704
Human,Spleen,Spleen,Macrophage,FABP5,32351704
Human,Spleen,Spleen,Naive B cell,IGHM,32351704
Human,Spleen,spleen,"cell_ontology_class='macrophage', free_annotation='macrophage'
```",PIG6B,32351704
Human,Spleen,spleen,"cell_ontology_class='macrophage', free_annotation='macrophage'
```",NRGN,32351704
Human,Spleen,thymus,"t follicular helper cell
```",LTB,32351704
Human,Spleen,Spleen,Naive B cell,FCER2,32351704
Human,Spleen,spleen,"cell_ontology_class='macrophage', free_annotation='monocyte/macrophage'
```",CD14,32351704
Human,Spleen,spleen,"cd4-positive, central memory t cell
```",TSHZ2,32351704
Human,Spleen,spleen,"cd4-positive, central memory t cell
```",LEF1,32351704
Human,Spleen,Spleen,Macrophage,APOE,32351704
Human,Spleen,spleen,"naive thymus-derived cd4-positive
```",MAL,32351704
Human,Spleen,spleen,"naive thymus-derived cd8-positive
```",NOSIP,32351704
Human,Spleen,Spleen,Plasma cell,SDC1,32351704
Human,Spleen,spleen,"cd4-positive, central memory t cell
```",MAL,32351704
Human,Spleen,Spleen,Macrophage,CD5L,32351704
Human,Spleen,spleen,"cd4-positive, central memory t cell
```",SOCS3,32351704
Human,Spleen,spleen,"cd8-positive
```",RCAN3,32351704
Human,Spleen,spleen,"cell_ontology_class='macrophage', free_annotation='macrophage'
```",PPBP,32351704
Human,Spleen,spleen,"cd8-positive
```",NOSIP,32351704
Human,Spleen,spleen,"naive thymus-derived cd4-positive
```",MYC,32351704
Human,Spleen,spleen,"regulatory t cell
```",ICA1,32351704
Human,Spleen,spleen,"regulatory t cell
```",ARID5B,32351704
Human,Spleen,Spleen,Natural killer cell,KLRF1,32351704
Human,Spleen,spleen,"cd8-positive
```",CCR7,32351704
Human,Spleen,Spleen,Macrophage,MARCO,32351704
Human,Spleen,spleen,"naive thymus-derived cd4-positive
```",CCR7,32351704
Human,Spleen,spleen,"plasmacytoid dendritic cell
```",CCDC50,32351704
Human,Spleen,spleen,"cd1c-positive myeloid dendritic cell
```",HLA-DQA1,32351704
Human,Spleen,spleen,"cd141-positive myeloid dendritic cell
```",H4C3,32351704
Human,Spleen,spleen,"cd8-positive
```",TSHZ2,32351704
Human,Spleen,spleen,"naive thymus-derived cd4-positive
```",SOCS3,32351704
Human,Spleen,Spleen,Macrophage,HMOX1,32351704
Human,Spleen,spleen,"cd1c-positive myeloid dendritic cell
```",HLA-DQB1,32351704
Human,Spleen,spleen,"plasmacytoid dendritic cell
```",BCL11A,32351704
Human,Spleen,spleen,"regulatory t cell
```",CXCR6,32351704
Human,Spleen,spleen,"regulatory t cell
```",FANK1,32351704
Human,Spleen,spleen,"regulatory t cell
```",RTKN2,32351704
Human,Spleen,spleen,"cd8-positive
```",SOCS3,32351704
Human,Spleen,spleen,"cd8-positive
```",SELL,32351704
Human,Spleen,Spleen,Naive B cell,TCL1A,32351704
Human,Spleen,spleen,"regulatory t cell
```",IL2RA,32351704
Human,Spleen,spleen,"cell_ontology_class='macrophage', free_annotation='macrophage'
```",MYL9,32351704
Human,Spleen,spleen,"cd8-positive
```",TCF7,32351704
Human,Spleen,spleen,"cd8-positive
```",MYC,32351704
Human,Spleen,spleen,"regulatory t cell
```",FOXP3,32351704
Human,Spleen,spleen,"cd1c-positive myeloid dendritic cell
```",PPA1,32351704
Human,Spleen,spleen,"cd1c-positive myeloid dendritic cell
```",FCER1A,32351704
Human,Spleen,Spleen,Natural killer cell,CXCR6,32351704
Human,Spleen,spleen,"cd4-positive 或 cd8-positive（需进一步实验验证具体亚型）
```",TNFRSF4,32351704
Human,Spleen,spleen,"cell_ontology_class='macrophage', free_annotation='macrophage'
```",SPARC,32351704
Human,Spleen,spleen,"naive thymus-derived cd4-positive
```",LEF1,32351704
Human,Spleen,Spleen,Macrophage,LGMN,32351704
Human,Spleen,Spleen,Natural killer cell,CXCR5,32351704
Human,Spleen,Spleen,Macrophage,SELENOP,32351704
Human,Spleen,Spleen,Macrophage,MRC1,32351704
Human,Spleen,spleen,"plasmacytoid dendritic cell
```",ITM2C,32351704
Human,Spleen,spleen,"cd8-positive
```",CD8B,32351704
Human,Spleen,Spleen,Natural killer cell,CXCR3,32351704
Human,Spleen,Spleen,Natural killer cell,NCAM1,32351704
Human,Spleen,spleen,"cd8-positive
```",LEF1,32351704
Human,Spleen,spleen,"plasmacytoid dendritic cell
```",IRF8,32351704
Human,Spleen,spleen,"cd8-positive
```",CD8A,32351704
Human,Spleen,spleen,"cell_ontology_class='macrophage', free_annotation='macrophage'
```",CAVIN2,32351704
Human,Spleen,Spleen,Macrophage,SLC40A1,32351704
Human,Spleen,spleen,"regulatory t cell
```",CTLA4,32351704
Human,Spleen,Spleen,Macrophage,FTL,32351704
Human,Spleen,spleen,"naive thymus-derived cd4-positive
```",TSHZ2,32351704
Human,Spleen,spleen,"plasmacytoid dendritic cell
```",C12orf75,32351704
Human,Spleen,spleen,"cd4-positive, central memory t cell
```",TCF7,32351704
Human,Spleen,spleen,"cd4-positive, central memory t cell
```",NOSIP,32351704
Human,Spleen,spleen,"plasmacytoid dendritic cell
```",TCF4,32351704
Human,Spleen,spleen,"cd8-positive
```",CD52,32351704
