ori_tissue,ori_cell_type,prompt,corrected_tissue,corrected_cell,reason,status
retina,neurogenic retinal progenitor cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: neurogenic retinal progenitor cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 2: cell_ontology_class='radial glial cell', free_annotation='radial glia progenitor cells'
  候选细胞 3: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 4: cell_ontology_class='microglial cell', free_annotation='retina - microglia'
  候选细胞 5: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"radial glial cell
```","原始数据中的组织类型为 ""retina""，而候选匹配中提供了更广义的组织分类 ""eye""。在细胞类型方面，原始数据标注为 ""neurogenic retinal progenitor cell""，这是一种视网膜前体细胞，具有神经生成潜能。候选细胞 2 提到的 ""radial glial cell"" 是一种与神经发生相关的前体细胞类型，且其自由注释 ""radial glia progenitor cells"" 更贴近原始细胞类型的描述。因此，选择 ""eye"" 作为组织类型，并将细胞类型修正为 ""radial glial cell""。",found
retina,neuron,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: neuron

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'
  候选细胞 2: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 3: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 4: cell_ontology_class='microglial cell', free_annotation='retina - microglia'
  候选细胞 5: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"retinal ganglion cell
```","原始数据中的组织类型 ""retina"" 是眼（eye）的一部分，因此更合适的标准化组织类型应为 ""eye""。原始细胞类型标注为 ""neuron""，这是一个较为宽泛的术语，在视网膜中包含多种神经元亚型。根据候选匹配，""retinal ganglion cell"" 是视网膜中典型的神经元类型之一，且明确对应于视网膜的神经节细胞层，因此是最合适的细胞类型修正。",found
retina,microglial cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: microglial cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='microglial cell', free_annotation='retina - microglia'
  候选细胞 2: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 3: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 4: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 5: cell_ontology_class='radial glial cell', free_annotation='radial glia progenitor cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"microglial cell
```","原始数据中明确标注了组织为视网膜（retina），细胞类型为小胶质细胞（microglial cell）。在候选匹配中，候选组织 ""eye"" 是更广泛的解剖学结构，而视网膜是眼的一部分，因此可以接受。候选细胞 1 的 cell_ontology_class 明确标注为 ""microglial cell""，且其 free_annotation 中也提到 ""retina - microglia""，与原始数据完全一致。其他候选细胞类型与原始数据不符，因此排除。",found
retina,horizontal cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: horizontal cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retina horizontal cell', free_annotation='retina - horizontal cells'
  候选细胞 2: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 3: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 4: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 5: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"cell_ontology_class='retina horizontal cell', free_annotation='retina - horizontal cells'
```",原始数据中明确标注了组织为“retina”和细胞类型为“horizontal cell”。在候选匹配中，候选细胞 1 的描述与原始数据最为一致，其 cell_ontology_class 和 free_annotation 都明确指代“retina horizontal cell”，且候选组织 1 的“eye”是一个更广义但仍然准确的解剖学分类。,found
retina,microglial cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: microglial cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='microglial cell', free_annotation='retina - microglia'
  候选细胞 2: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 3: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 4: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 5: cell_ontology_class='radial glial cell', free_annotation='radial glia progenitor cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"microglial cell
```",原始数据中明确标注了组织为“retina”和细胞类型为“microglial cell”。在候选匹配中，候选组织“eye”是更广泛的解剖学分类，包含“retina”，因此更适合作为标准化的组织类型。对于细胞类型，候选细胞 1 的“cell_ontology_class='microglial cell'”与原始数据完全一致，并且其自由注释“retina - microglia”也进一步验证了该细胞类型的准确性。,found
retina,vascular cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: vascular cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal blood vessel endothelial cell', free_annotation='vascular endothelial cells'

候选组织 2: vasculature
  候选细胞 1: cell_ontology_class='mast cell', free_annotation='mast cell'
  候选细胞 2: cell_ontology_class='mast cell', free_annotation='mast cells'
  候选细胞 3: cell_ontology_class='epithelial cell', free_annotation='epithelial cells'
  候选细胞 4: cell_ontology_class='epithelial cell', free_annotation='epithelial cell'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"retinal blood vessel endothelial cell
```","原始数据中提到的组织是视网膜（retina），细胞类型为血管细胞（vascular cell）。候选匹配中，候选组织1 ""eye"" 是更符合视网膜解剖位置的选项，而候选组织2 ""vasculature"" 更偏向于广义的血管系统，与视网膜的具体定位不符。在细胞类型方面，候选细胞1 ""retinal blood vessel endothelial cell"" 明确指出了视网膜血管内皮细胞，这与原始数据中的 ""vascular cell"" 描述最为贴合。其他候选细胞类型如肥大细胞（mast cell）和上皮细胞（epithelial cell）与血管细胞无关，因此排除。",found
retina,retinal ganglion cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: retinal ganglion cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 2: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 3: cell_ontology_class='microglial cell', free_annotation='retina - microglia'
  候选细胞 4: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 5: cell_ontology_class='retina horizontal cell', free_annotation='retina - horizontal cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"retinal ganglion cell
```",原始数据中明确标注了组织为“retina”和细胞类型为“retinal ganglion cell”。在候选匹配中，候选组织“eye”是一个更广泛的解剖学分类，包含了“retina”，因此更适合标准化标注。对于细胞类型，候选细胞 1 的描述（cell_ontology_class='retinal ganglion cell' 和 free_annotation='retina - ganglion cells'）与原始数据完全一致，是最合适的匹配。,found
retina,vascular cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: vascular cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal blood vessel endothelial cell', free_annotation='vascular endothelial cells'

候选组织 2: vasculature
  候选细胞 1: cell_ontology_class='mast cell', free_annotation='mast cell'
  候选细胞 2: cell_ontology_class='mast cell', free_annotation='mast cells'
  候选细胞 3: cell_ontology_class='epithelial cell', free_annotation='epithelial cells'
  候选细胞 4: cell_ontology_class='epithelial cell', free_annotation='epithelial cell'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"retinal blood vessel endothelial cell
```",原始数据中提到的组织是视网膜（retina），而候选匹配中的“eye”更符合视网膜所属的解剖学结构。此外，原始细胞类型为“vascular cell”，在候选匹配中，“retinal blood vessel endothelial cell”明确指向视网膜血管内皮细胞，这与原始描述最为一致。其他候选组织和细胞类型（如“vasculature”和“mast cell”或“epithelial cell”）与视网膜及血管细胞的语义关联较弱，因此排除。,found
retina,rod cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: rod cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 2: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 3: cell_ontology_class='retina horizontal cell', free_annotation='retina - horizontal cells'
  候选细胞 4: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 5: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",retina,"eye photoreceptor cell
```","原始数据中提到的组织是 ""retina""，而候选匹配中的 ""eye"" 是更广泛的解剖结构，包含 retina。因此，原始标注 ""retina"" 更为精确，无需修正。对于细胞类型，原始标注为 ""rod cell""，这是一种光感受器细胞（photoreceptor cell）。在候选匹配中，""eye photoreceptor cell"" 最符合这一描述，因为 rod cell 属于光感受器细胞的一种。",found
retina,cone cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: cone cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 2: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 3: cell_ontology_class='retina horizontal cell', free_annotation='retina - horizontal cells'
  候选细胞 4: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 5: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"cell_ontology_class='eye photoreceptor cell'
```","原始数据中提到的组织是视网膜（retina），而候选组织 ""eye"" 是更广义的解剖结构，包含视网膜。因此，原始组织标注需要调整为更精确的 ""eye""。关于细胞类型，原始数据标注为 ""cone cell""（视锥细胞），这是一种光感受器细胞，属于视网膜中的光感受器类别。在候选匹配中，""eye photoreceptor cell"" 最符合视锥细胞的分类，因为视锥细胞是光感受器细胞的一种，并且 free_annotation 中也明确提到了 ""retina - photoreceptor cells""。因此，修正后的细胞类型应为 ""eye photoreceptor cell""。",found
retina,bipolar cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: bipolar cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'
  候选细胞 2: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 3: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 4: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 5: cell_ontology_class='b cell', free_annotation='b cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'
```",原始数据中明确标注了组织为视网膜（retina），细胞类型为双极细胞（bipolar cell）。在候选匹配中，候选组织“eye”是更广义的解剖结构，但视网膜作为其一部分，仍属于合理范围。候选细胞1的“cell_ontology_class='retinal bipolar neuron'”和“free_annotation='retina - bipolar cells'”与原始数据完全一致，因此是最合适的匹配。,found
retina,amacrine cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: amacrine cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 2: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 3: cell_ontology_class='microglial cell', free_annotation='retina - microglia'
  候选细胞 4: cell_ontology_class='melanocyte', free_annotation='melanocytes'
  候选细胞 5: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"amacrine cell
```",原始数据中明确标注组织为视网膜（retina），细胞类型为无长突细胞（amacrine cell）。在候选匹配中，虽然没有直接列出“amacrine cell”，但根据生物学知识，“amacrine cell”是视网膜中一种特化的神经元类型，属于视网膜的内在细胞。因此，最合适的组织应为“eye”（涵盖retina作为其一部分），而细胞类型需要保持与原始数据一致，即“amacrine cell”。,found
retina,retinal ganglion cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: retinal ganglion cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 2: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 3: cell_ontology_class='microglial cell', free_annotation='retina - microglia'
  候选细胞 4: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 5: cell_ontology_class='retina horizontal cell', free_annotation='retina - horizontal cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"retinal ganglion cell
```","原始数据中的组织类型为 ""retina""，而候选匹配中提供了更广义的组织分类 ""eye""，这更符合标准化的解剖学术语。此外，原始细胞类型 ""retinal ganglion cell"" 在候选匹配中明确对应到 cell_ontology_class='retinal ganglion cell'，且其 free_annotation='retina - ganglion cells' 也与原始描述一致，因此这是最合适的细胞类型匹配。",found
retina,vascular cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: vascular cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal blood vessel endothelial cell', free_annotation='vascular endothelial cells'

候选组织 2: vasculature
  候选细胞 1: cell_ontology_class='mast cell', free_annotation='mast cell'
  候选细胞 2: cell_ontology_class='mast cell', free_annotation='mast cells'
  候选细胞 3: cell_ontology_class='epithelial cell', free_annotation='epithelial cells'
  候选细胞 4: cell_ontology_class='epithelial cell', free_annotation='epithelial cell'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"retinal blood vessel endothelial cell
```","原始数据中提到的组织是视网膜（retina），细胞类型是血管细胞（vascular cell）。在候选匹配中，候选组织1 ""eye"" 更符合视网膜的解剖学归属，而候选细胞1中的 ""retinal blood vessel endothelial cell"" 是明确与视网膜血管相关的细胞类型。相比之下，候选组织2 ""vasculature"" 和其相关细胞类型（如肥大细胞和上皮细胞）与视网膜的背景信息不符。因此，选择候选组织1和候选细胞1作为最合适的修正结果。",found
retina,vascular cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: vascular cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal blood vessel endothelial cell', free_annotation='vascular endothelial cells'

候选组织 2: vasculature
  候选细胞 1: cell_ontology_class='mast cell', free_annotation='mast cell'
  候选细胞 2: cell_ontology_class='mast cell', free_annotation='mast cells'
  候选细胞 3: cell_ontology_class='epithelial cell', free_annotation='epithelial cells'
  候选细胞 4: cell_ontology_class='epithelial cell', free_annotation='epithelial cell'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"retinal blood vessel endothelial cell
```","原始数据中提到的组织是视网膜（retina），而原始细胞类型为血管细胞（vascular cell）。在候选匹配中，候选组织1 ""eye"" 更符合视网膜所属的解剖学结构。此外，候选细胞1 ""retinal blood vessel endothelial cell"" 是明确注释为视网膜血管内皮细胞的类型，与原始数据中的 ""vascular cell"" 最为接近且具体化。因此，选择候选组织1和候选细胞1作为修正结果。",found
retina,cone cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: cone cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 2: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 3: cell_ontology_class='retina horizontal cell', free_annotation='retina - horizontal cells'
  候选细胞 4: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 5: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",retina,"eye photoreceptor cell
```",原始数据中提到的组织是视网膜（retina），而候选组织“eye”是一个更广义的解剖结构，包含视网膜。因此，修正组织应保持为“retina”。原始细胞类型是“cone cell”，这是一种光感受器细胞，属于视网膜中的特定细胞类型。在候选匹配中，“eye photoreceptor cell”最符合这一描述，且其自由注释“retina - photoreceptor cells”也明确指向视网膜中的光感受器细胞。,found
retina,müller glial cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: müller glial cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='muller cell', free_annotation='retina - muller glia'
  候选细胞 2: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 3: cell_ontology_class='microglial cell', free_annotation='retina - microglia'
  候选细胞 4: cell_ontology_class='radial glial cell', free_annotation='radial glia progenitor cells'
  候选细胞 5: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"muller cell
```","原始数据中的组织类型为 ""retina""，而候选匹配中提供了更广义的组织类型 ""eye""。根据生物医学命名惯例，""retina"" 是 ""eye"" 的一部分，因此使用 ""eye"" 作为修正后的组织类型更为标准化。原始细胞类型为 ""müller glial cell""，在候选匹配中，""cell_ontology_class='muller cell'"" 和其注释 ""free_annotation='retina - muller glia'"" 完全符合原始描述，且 Müller cell 是 Müller glial cell 的标准术语。",found
retina,rod cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: rod cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 2: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 3: cell_ontology_class='retina horizontal cell', free_annotation='retina - horizontal cells'
  候选细胞 4: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 5: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",retina,"eye photoreceptor cell
```","原始数据中明确标注了组织为视网膜（retina），细胞类型为视杆细胞（rod cell）。根据候选匹配，""eye photoreceptor cell"" 是最接近的细胞本体分类，因为视杆细胞属于光感受器细胞（photoreceptor cells）的一种。此外，候选组织 ""eye"" 是更广义的解剖学结构，但原始数据中的 ""retina"" 更具体且准确，因此无需修正组织类型。",found
retina,amacrine cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: amacrine cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 2: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 3: cell_ontology_class='microglial cell', free_annotation='retina - microglia'
  候选细胞 4: cell_ontology_class='melanocyte', free_annotation='melanocytes'
  候选细胞 5: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",retina,"amacrine cell (cell_ontology_class='amacrine cell')
```",原始数据中明确标注了组织为视网膜（retina）和细胞类型为无长突细胞（amacrine cell）。在候选匹配中，虽然没有直接列出“amacrine cell”，但根据生物学知识，无长突细胞是视网膜中的一种特异性神经元，且其分类应归属于视网膜组织。因此，最合适的修正是保留原始组织为“retina”，并将细胞类型修正为与之对应的细胞本体术语。,found
retina,astrocyte,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: astrocyte

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 2: cell_ontology_class='adipocyte', free_annotation='adipocytes'
  候选细胞 3: cell_ontology_class='melanocyte', free_annotation='melanocytes'
  候选细胞 4: cell_ontology_class='monocyte', free_annotation='monocytes'
  候选细胞 5: cell_ontology_class='monocyte', free_annotation='monocyte'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"astrocyte
```","原始数据中明确标注组织为视网膜（retina），细胞类型为星形胶质细胞（astrocyte）。在候选匹配中，虽然没有直接提到 astrocyte，但候选组织 ""eye"" 是 retina 的上位概念，符合逻辑。此外，候选细胞中未列出 astrocyte 的具体匹配，因此保留原始细胞类型的准确性更为合适。",found
retina,rod cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: rod cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 2: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 3: cell_ontology_class='retina horizontal cell', free_annotation='retina - horizontal cells'
  候选细胞 4: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 5: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",retina,"eye photoreceptor cell
```","原始数据中提到的组织是 ""retina""，而候选匹配中的 ""eye"" 是更广泛的解剖结构，包含 retina。因此，保留原始组织标注 ""retina"" 更为准确。对于细胞类型，原始数据标注为 ""rod cell""，这是一种光感受器细胞，属于视网膜中的 photoreceptor cells。在候选细胞中，""eye photoreceptor cell"" 的描述与 rod cell 的分类最为接近，因此选择该候选细胞类型。",found
retina,astrocyte,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: astrocyte

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 2: cell_ontology_class='adipocyte', free_annotation='adipocytes'
  候选细胞 3: cell_ontology_class='melanocyte', free_annotation='melanocytes'
  候选细胞 4: cell_ontology_class='monocyte', free_annotation='monocytes'
  候选细胞 5: cell_ontology_class='monocyte', free_annotation='monocyte'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"astrocyte
```","原始数据中明确标注了组织为视网膜（retina），细胞类型为星形胶质细胞（astrocyte）。在候选匹配中，虽然没有直接列出 astrocyte，但根据生物学知识，星形胶质细胞是视网膜中的一种胶质细胞，属于中枢神经系统的组成部分。候选组织 ""eye"" 是视网膜的上一级解剖结构，因此更符合标准化需求。综合来看，原始标注基本准确，无需大幅调整。",found
