ori_tissue,ori_cell_type,prompt,corrected_tissue,corrected_cell,reason,status
blood,finally highly effector (temra) memory t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: finally highly effector (temra) memory t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd4-positive, alpha-beta memory t cell', free_annotation='cd4-positive memory t cell' (相似度: 0.56)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.36)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.27)
  候选细胞 4: cell_ontology_class='t cell', free_annotation='alpha beta t cell' (相似度: 0.27)
  候选细胞 5: cell_ontology_class='memory b cell', free_annotation='memory b cell' (相似度: 0.26)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd4-positive, alpha-beta memory t cell
```","原始细胞类型 ""finally highly effector (temra) memory t cell"" 是一种记忆 T 细胞的亚型，属于更广泛的 T 细胞类别。在候选匹配中，虽然没有完全一致的描述，但候选细胞 1 的 ""cd4-positive, alpha-beta memory t cell"" 是最接近的匹配，因为它明确提到了记忆 T 细胞，并且与原始数据中的 ""memory t cell"" 部分吻合。此外，候选细胞 1 的 free_annotation ""cd4-positive memory t cell"" 进一步支持了其相关性。因此，选择候选细胞 1 的 cell_ontology_class 作为修正结果。组织类型保持不变，因为原始组织和候选组织一致。",found
blood,finally highly effector (temra) memory t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: finally highly effector (temra) memory t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd4-positive, alpha-beta memory t cell', free_annotation='cd4-positive memory t cell' (相似度: 0.56)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.36)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.27)
  候选细胞 4: cell_ontology_class='t cell', free_annotation='alpha beta t cell' (相似度: 0.27)
  候选细胞 5: cell_ontology_class='memory b cell', free_annotation='memory b cell' (相似度: 0.26)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd4-positive, alpha-beta memory t cell
```","原始细胞类型 ""finally highly effector (temra) memory t cell"" 是一种高度分化的效应记忆 T 细胞，属于记忆 T 细胞的子类。候选匹配中，最接近的是 ""cd4-positive, alpha-beta memory t cell""，其 free_annotation 为 ""cd4-positive memory t cell""，虽然不完全一致，但符合记忆 T 细胞的定义，并且具有更高的相似度 (0.56)。其他候选细胞类型要么过于宽泛（如 ""t cell""），要么与原始数据不符（如 ""memory b cell""）。因此，选择候选细胞 1 作为修正结果。",found
blood,cd4+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: cd4+ t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd4-positive, alpha-beta t cell', free_annotation='cd4 t cell' (相似度: 0.72)
  候选细胞 2: cell_ontology_class='cd8-positive, alpha-beta t cell', free_annotation='cd4 t cell' (相似度: 0.62)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.47)
  候选细胞 4: cell_ontology_class='cd4-positive, alpha-beta memory t cell', free_annotation='cd4-positive memory t cell' (相似度: 0.36)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.35)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd4-positive, alpha-beta t cell
```","原始细胞类型 ""cd4+ t cell"" 与候选细胞 1 的 free_annotation ""cd4 t cell"" 高度匹配，且其对应的 cell_ontology_class 'cd4-positive, alpha-beta t cell' 是更精确的标准描述。候选组织 ""blood"" 也与原始组织一致，因此选择候选匹配 1 作为修正结果。",found
blood,effector memory t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: effector memory t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd4-positive, alpha-beta memory t cell', free_annotation='cd4-positive memory t cell' (相似度: 0.56)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.36)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.27)
  候选细胞 4: cell_ontology_class='t cell', free_annotation='alpha beta t cell' (相似度: 0.27)
  候选细胞 5: cell_ontology_class='memory b cell', free_annotation='memory b cell' (相似度: 0.26)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd4-positive, alpha-beta memory t cell
```","原始细胞类型 ""effector memory t cell"" 是一种记忆 T 细胞的亚型，与候选匹配中的 ""cd4-positive, alpha-beta memory t cell"" 最为接近。虽然原始数据未明确提到 CD4 阳性或 alpha-beta T 细胞受体，但其属于记忆 T 细胞的范畴，且相似度最高（0.56）。因此，选择该候选匹配作为修正结果。",found
blood,finally highly effector (temra) memory t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: finally highly effector (temra) memory t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd4-positive, alpha-beta memory t cell', free_annotation='cd4-positive memory t cell' (相似度: 0.56)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.36)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.27)
  候选细胞 4: cell_ontology_class='t cell', free_annotation='alpha beta t cell' (相似度: 0.27)
  候选细胞 5: cell_ontology_class='memory b cell', free_annotation='memory b cell' (相似度: 0.26)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd4-positive, alpha-beta memory t cell
```","原始细胞类型 ""finally highly effector (temra) memory t cell"" 描述了一种高度分化的效应记忆 T 细胞，属于记忆 T 细胞的一个亚型。在候选匹配中，候选细胞 1 的 cell_ontology_class 是 ""cd4-positive, alpha-beta memory t cell""，free_annotation 是 ""cd4-positive memory t cell""，与原始细胞类型最为接近，因为它们都描述了记忆 T 细胞的特定亚群，并且具有一定的包含关系（记忆 T 细胞的子集）。其他候选细胞要么过于宽泛（如 ""t cell""），要么不相关（如 ""memory b cell""）。因此，选择候选细胞 1 作为最合适的匹配。",found
blood,finally highly effector (temra) memory t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: finally highly effector (temra) memory t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd4-positive, alpha-beta memory t cell', free_annotation='cd4-positive memory t cell' (相似度: 0.56)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.36)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.27)
  候选细胞 4: cell_ontology_class='t cell', free_annotation='alpha beta t cell' (相似度: 0.27)
  候选细胞 5: cell_ontology_class='memory b cell', free_annotation='memory b cell' (相似度: 0.26)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd4-positive, alpha-beta memory t cell
```","原始细胞类型 ""finally highly effector (temra) memory t cell"" 是一种记忆 T 细胞的亚型，属于更广泛的 T 细胞类别。在候选匹配中，候选细胞 1 的 cell_ontology_class='cd4-positive, alpha-beta memory t cell' 和 free_annotation='cd4-positive memory t cell' 最为接近，因为它们明确提到了记忆 T 细胞，并且与原始数据中的 ""memory t cell"" 部分一致。此外，候选组织 ""blood"" 与原始组织完全匹配。因此，选择候选细胞 1 的 cell_ontology_class 作为修正结果。",found
blood,cd4+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: cd4+ t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd4-positive, alpha-beta t cell', free_annotation='cd4 t cell' (相似度: 0.72)
  候选细胞 2: cell_ontology_class='cd8-positive, alpha-beta t cell', free_annotation='cd4 t cell' (相似度: 0.62)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.47)
  候选细胞 4: cell_ontology_class='cd4-positive, alpha-beta memory t cell', free_annotation='cd4-positive memory t cell' (相似度: 0.36)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.35)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd4-positive, alpha-beta t cell
```","原始数据中的细胞类型 ""cd4+ t cell"" 与候选匹配中的 ""cell_ontology_class='cd4-positive, alpha-beta t cell', free_annotation='cd4 t cell'"" 最为匹配，其相似度最高 (0.72)，并且语义上完全一致。此外，组织类型 ""blood"" 在原始数据和候选匹配中是一致的，无需修正。",found
blood,finally highly effector (temra) memory t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: finally highly effector (temra) memory t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd4-positive, alpha-beta memory t cell', free_annotation='cd4-positive memory t cell' (相似度: 0.56)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.36)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.27)
  候选细胞 4: cell_ontology_class='t cell', free_annotation='alpha beta t cell' (相似度: 0.27)
  候选细胞 5: cell_ontology_class='memory b cell', free_annotation='memory b cell' (相似度: 0.26)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd4-positive, alpha-beta memory t cell
```","原始细胞类型 ""finally highly effector (temra) memory t cell"" 是一种记忆 T 细胞的亚型，属于 T 细胞的一种。在候选匹配中，候选细胞 1 的 cell_ontology_class='cd4-positive, alpha-beta memory t cell' 和 free_annotation='cd4-positive memory t cell' 提供了最接近的语义匹配，因为它们明确提到了记忆 T 细胞，并且与原始数据中的 ""memory t cell"" 部分一致。尽管原始数据更具体地描述了 TEMRA（终末效应记忆 T 细胞），但候选匹配中没有完全对应的类型，因此选择最接近的记忆 T 细胞作为修正结果。组织类型保持不变，因为原始组织和候选组织一致。",found
blood,natural regulatory t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: natural regulatory t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.56)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.43)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='alpha beta t cell' (相似度: 0.43)
  候选细胞 4: cell_ontology_class='t cell', free_annotation='t-cells' (相似度: 0.38)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='t cells' (相似度: 0.38)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"t cell
```","原始细胞类型 ""natural regulatory t cell"" 是一种特定的 T 细胞亚型，而候选匹配中所有细胞类型均归类为更广义的 ""t cell""（通过 cell_ontology_class 表示）。尽管没有精确匹配的 ""regulatory t cell"" 或类似注释，但 ""t cell"" 是其最接近的上位概念。此外，原始组织 ""blood"" 与候选组织一致，无需修正。",found
blood,natural regulatory t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: natural regulatory t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.56)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.43)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='alpha beta t cell' (相似度: 0.43)
  候选细胞 4: cell_ontology_class='t cell', free_annotation='t-cells' (相似度: 0.38)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='t cells' (相似度: 0.38)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"t cell
```",原始细胞类型“natural regulatory t cell”是一种特定亚型的T细胞，而候选匹配中所有细胞类型的cell_ontology_class均为“t cell”，这与原始细胞类型存在包含关系（即自然调节性T细胞属于T细胞的一种）。此外，候选细胞1的free_annotation为“t cell”，与其cell_ontology_class一致，是最接近的匹配。因此，选择“t cell”作为修正后的细胞类型，同时保持组织类型不变。,found
blood,finally highly effector (temra) memory t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: finally highly effector (temra) memory t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd4-positive, alpha-beta memory t cell', free_annotation='cd4-positive memory t cell' (相似度: 0.56)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.36)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.27)
  候选细胞 4: cell_ontology_class='t cell', free_annotation='alpha beta t cell' (相似度: 0.27)
  候选细胞 5: cell_ontology_class='memory b cell', free_annotation='memory b cell' (相似度: 0.26)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd4-positive, alpha-beta memory t cell
```","原始细胞类型 ""finally highly effector (temra) memory t cell"" 是一种记忆 T 细胞的亚型，属于更广义的记忆 T 细胞范畴。候选匹配中，候选细胞 1 的 ""cd4-positive, alpha-beta memory t cell"" 是最接近的匹配，因为其明确提到了记忆 T 细胞，并且相似度最高（0.56）。此外，原始组织 ""blood"" 和候选组织 ""blood"" 完全一致，无需修正。",found
blood,naive t(th0) cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: naive t(th0) cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='naive b cell', free_annotation='naive b cell' (相似度: 0.45)
  候选细胞 2: cell_ontology_class='naive thymus-derived cd4-positive, alpha-beta t cell', free_annotation='naive cd4-positive helper t cells' (相似度: 0.41)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.37)
  候选细胞 4: cell_ontology_class='t cell', free_annotation='t cells' (相似度: 0.30)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='t-cells' (相似度: 0.30)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"naive thymus-derived cd4-positive, alpha-beta t cell
```","原始细胞类型为 ""naive t(th0) cell""，其中 ""naive"" 和 ""t cell"" 是关键信息。在候选匹配中，候选细胞 2 的 ""naive thymus-derived cd4-positive, alpha-beta t cell"" 最符合原始数据的语义，因为它明确提到了 naive 状态和 T 细胞，并且与原始数据中的 ""th0""（未分化的初始 T 细胞）具有发育关系。此外，组织类型 ""blood"" 在原始数据和候选匹配中一致，无需修正。",found
blood,natural regulatory t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: natural regulatory t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.56)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.43)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='alpha beta t cell' (相似度: 0.43)
  候选细胞 4: cell_ontology_class='t cell', free_annotation='t-cells' (相似度: 0.38)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='t cells' (相似度: 0.38)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"t cell
```","原始细胞类型 ""natural regulatory t cell"" 是一种特定类型的 T 细胞，而候选匹配中所有细胞类型都属于更广义的 ""t cell"" 类别。尽管没有完全一致的匹配，但根据发育关系和包含关系，最接近的匹配是 cell_ontology_class='t cell'。原始组织 ""blood"" 与候选组织一致，无需修正。",found
blood,natural regulatory t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: natural regulatory t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.56)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.43)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='alpha beta t cell' (相似度: 0.43)
  候选细胞 4: cell_ontology_class='t cell', free_annotation='t-cells' (相似度: 0.38)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='t cells' (相似度: 0.38)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"t cell
```","原始细胞类型 ""natural regulatory t cell"" 是一种特定类型的 T 细胞，而候选匹配中所有细胞类型都归为 ""t cell""（cell_ontology_class）。尽管没有完全一致的匹配，但 ""natural regulatory t cell"" 属于 T 细胞的一个亚群，因此可以认为是包含关系。根据优先选择最匹配的组合的原则，修正结果应使用 ""t cell"" 作为细胞类型。",found
blood,finally highly effector (temra) memory t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: finally highly effector (temra) memory t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd4-positive, alpha-beta memory t cell', free_annotation='cd4-positive memory t cell' (相似度: 0.56)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.36)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.27)
  候选细胞 4: cell_ontology_class='t cell', free_annotation='alpha beta t cell' (相似度: 0.27)
  候选细胞 5: cell_ontology_class='memory b cell', free_annotation='memory b cell' (相似度: 0.26)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd4-positive, alpha-beta memory t cell
```","原始细胞类型 ""finally highly effector (temra) memory t cell"" 是一种高度分化的效应记忆 T 细胞，属于记忆 T 细胞的一个亚型。在候选匹配中，最接近的选项是 ""cd4-positive, alpha-beta memory t cell""，因为两者都属于记忆 T 细胞，并且具有相似的功能和发育关系。尽管原始数据未明确提到 CD4 阳性或 alpha-beta T 细胞受体，但这是记忆 T 细胞的常见亚型，因此可以认为是合理的匹配。其他选项如 ""t cell"" 或 ""memory b cell"" 要么过于宽泛，要么完全不相关。",found
blood,naive t(th0) cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: naive t(th0) cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='naive b cell', free_annotation='naive b cell' (相似度: 0.45)
  候选细胞 2: cell_ontology_class='naive thymus-derived cd4-positive, alpha-beta t cell', free_annotation='naive cd4-positive helper t cells' (相似度: 0.41)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.37)
  候选细胞 4: cell_ontology_class='t cell', free_annotation='t cells' (相似度: 0.30)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='t-cells' (相似度: 0.30)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"naive thymus-derived cd4-positive, alpha-beta t cell
```","原始细胞类型为 ""naive t(th0) cell""，与候选匹配中的 ""naive thymus-derived cd4-positive, alpha-beta t cell"" 最为接近。虽然相似度仅为 0.41，但该候选细胞明确提到了 ""naive"" 和 ""t cell""，并且是更具体的描述，符合原始数据的含义。其他候选细胞如 ""naive b cell"" 完全不相关，而通用的 ""t cell"" 则过于宽泛，无法准确反映原始数据中 ""naive t(th0)"" 的特性。因此，选择最匹配的候选细胞类型。",found
