ori_tissue,ori_cell_type,corrected_tissue,corrected_cell_type,corrected
spleen,central memory cd8+ t cell,,,False
spleen,regulatory t (treg) cell,,,False
spleen,conventional dendritic cell 2(cdc2),,,False
spleen,conventional dendritic cell 2(cdc2),,,False
spleen,natural killer cell,spleen,nk cell,True
spleen,effector memory t cell,,,False
spleen,megakaryocyte,,,False
spleen,naive cd4 t cell,,,False
spleen,macrophage,spleen,macrophage,True
spleen,natural killer cell,spleen,nk cell,True
spleen,macrophage,spleen,macrophage,True
spleen,macrophage,spleen,macrophage,True
spleen,plasmacytoid dendritic cell(pdc),,,False
spleen,effector memory cd8+ t cell,,,False
spleen,natural killer cell,spleen,nk cell,True
spleen,natural killer cell,spleen,nk cell,True
spleen,central memory cd8+ t cell,,,False
spleen,plasmacytoid dendritic cell(pdc),,,False
spleen,effector memory cd8+ t cell,,,False
spleen,megakaryocyte,,,False
spleen,macrophage,spleen,macrophage,True
spleen,regulatory t (treg) cell,,,False
spleen,macrophage,spleen,macrophage,True
spleen,naive cd4 t cell,,,False
spleen,plasmacytoid dendritic cell(pdc),,,False
spleen,central memory cd4+ t cell,,,False
spleen,central memory cd4+ t cell,,,False
spleen,plasmacytoid dendritic cell(pdc),,,False
spleen,effector memory cd8+ t cell,,,False
spleen,macrophage,spleen,macrophage,True
spleen,t follicular helper(tfh) cell,,,False
spleen,central memory cd4+ t cell,,,False
spleen,effector memory t cell,,,False
spleen,conventional dendritic cell 2(cdc2),,,False
spleen,natural killer cell,spleen,nk cell,True
spleen,t follicular helper(tfh) cell,,,False
spleen,b cell,,,False
spleen,naive cd4 t cell,,,False
spleen,natural killer cell,spleen,nk cell,True
spleen,megakaryocyte,,,False
spleen,t cell,,,False
spleen,plasmacytoid dendritic cell(pdc),,,False
spleen,t cell,,,False
spleen,t follicular helper(tfh) cell,,,False
spleen,t cell,,,False
spleen,effector memory t cell,,,False
spleen,megakaryocyte,,,False
spleen,t cell,,,False
spleen,regulatory t (treg) cell,,,False
spleen,plasmacytoid dendritic cell(pdc),,,False
spleen,megakaryocyte,,,False
spleen,t cell,,,False
spleen,t follicular helper(tfh) cell,,,False
spleen,effector memory t cell,,,False
spleen,effector memory t cell,,,False
spleen,effector memory t cell,,,False
blood,t cell,blood,t cell,True
blood,myeloid cell,,,False
blood,natural killer cell,blood,nk cell,True
blood,t cell,blood,t cell,True
blood,natural killer cell,blood,nk cell,True
blood,myeloid cell,,,False
blood,natural killer cell,blood,nk cell,True
blood,t cell,blood,t cell,True
blood,myeloid cell,,,False
blood,b cell,,,False
blood,natural killer cell,blood,nk cell,True
blood,t cell,blood,t cell,True
blood,myeloid cell,,,False
blood,lymphocyte,,,False
blood,lymphocyte,,,False
blood,myeloid cell,,,False
blood,myeloid cell,,,False
blood,lymphocyte,,,False
undefined,cd8+ t cell,,,False
undefined,cd8+ t cell,,,False
undefined,b cell,,,False
undefined,natural killer cell,,,False
eye,vascular endothelial cell,,,False
eye,lymphatic endothelial cell,,,False
eye,vascular endothelial cell,,,False
eye,vascular endothelial cell,,,False
eye,vascular endothelial cell,,,False
eye,vascular endothelial cell,,,False
eye,lymphatic endothelial cell,,,False
eye,trabecular meshwork cell,,,False
eye,lymphatic endothelial cell,,,False
eye,lymphatic endothelial cell,,,False
eye,vascular endothelial cell,,,False
eye,vascular endothelial cell,,,False
eye,vascular endothelial cell,,,False
eye,vascular endothelial cell,,,False
eye,trabecular meshwork cell,,,False
eye,vascular endothelial cell,,,False
eye,trabecular meshwork cell,,,False
eye,vascular endothelial cell,,,False
eye,lymphatic endothelial cell,,,False
eye,trabecular meshwork cell,,,False
eye,vascular endothelial cell,,,False
gastrointestinal tract,t cell,,,False
gastrointestinal tract,b cell,,,False
gastrointestinal tract,t cell,,,False
gastrointestinal tract,b cell,,,False
gastrointestinal tract,endocrine cell,,,False
gastrointestinal tract,endothelial cell,,,False
gastrointestinal tract,macrophage,,,False
gastrointestinal tract,endothelial cell,,,False
gastrointestinal tract,fibroblast,,,False
gastrointestinal tract,epithelial cell,,,False
gastrointestinal tract,mast cell,,,False
gastrointestinal tract,epithelial cell,,,False
gastrointestinal tract,t cell,,,False
gastrointestinal tract,fibroblast,,,False
gastrointestinal tract,parietal cell,,,False
gastrointestinal tract,epithelial cell,,,False
yolk sac,progenitor cell,,,False
undefined,megakaryocyte,,,False
undefined,megakaryocyte,,,False
undefined,multipotent progenitor cell,,,False
undefined,multipotent progenitor cell,,,False
undefined,granulocyte,,,False
undefined,megakaryocyte,,,False
undefined,multipotent progenitor cell,,,False
undefined,leukocyte,,,False
undefined,hematopoietic stem cell,,,False
undefined,red blood cell (erythrocyte),,,False
undefined,macrophage,,,False
undefined,leukocyte,,,False
undefined,red blood cell (erythrocyte),,,False
undefined,multipotent progenitor cell,,,False
undefined,progenitor cell,,,False
undefined,hematopoietic stem cell,,,False
undefined,multipotent progenitor cell,,,False
undefined,red blood cell (erythrocyte),,,False
undefined,naive progenitor cell,,,False
undefined,progenitor cell,,,False
undefined,naive 1 progenitor cell,,,False
undefined,hematopoietic stem cell,,,False
undefined,hematopoietic stem cell,,,False
undefined,red blood cell (erythrocyte),,,False
undefined,naive 1 progenitor cell,,,False
undefined,primitive hematopoiesis cell,,,False
undefined,progenitor cell,,,False
undefined,granulocyte,,,False
undefined,progenitor cell,,,False
undefined,progenitor cell,,,False
undefined,naive progenitor cell,,,False
undefined,progenitor cell,,,False
undefined,progenitor cell,,,False
undefined,hematopoietic stem cell,,,False
undefined,progenitor cell,,,False
undefined,leukocyte,,,False
undefined,multipotent progenitor cell,,,False
undefined,progenitor cell,,,False
undefined,hematopoietic stem cell,,,False
undefined,naive progenitor cell,,,False
undefined,progenitor cell,,,False
undefined,mesoderm cell,,,False
undefined,red blood cell (erythrocyte),,,False
undefined,multipotent progenitor cell,,,False
undefined,progenitor cell,,,False
undefined,progenitor cell,,,False
undefined,endothelial cell,,,False
undefined,hematopoietic stem cell,,,False
undefined,progenitor cell,,,False
esophagus,myofibroblast,,,False
esophagus,myofibroblast,,,False
esophagus,fibroblast,,,False
esophagus,myofibroblast,,,False
esophagus,fibroblast,,,False
esophagus,myofibroblast,,,False
esophagus,myofibroblast,,,False
esophagus,myofibroblast,,,False
esophagus,fibroblast,,,False
esophagus,fibroblast,,,False
esophagus,fibroblast,,,False
esophagus,fibroblast,,,False
retinal pigment epithelium,effector t(teff) cell,,,False
retinal pigment epithelium,b cell,,,False
retinal pigment epithelium,effector t(teff) cell,,,False
retinal pigment epithelium,macrophage,,,False
retinal pigment epithelium,macrophage,,,False
retinal pigment epithelium,effector natural killer cell,,,False
retinal pigment epithelium,macrophage,,,False
retinal pigment epithelium,mast cell,,,False
retinal pigment epithelium,mast cell,,,False
retinal pigment epithelium,effector t(teff) cell,,,False
retinal pigment epithelium,macrophage,,,False
retinal pigment epithelium,effector natural killer cell,,,False
retinal pigment epithelium,effector natural killer cell,,,False
esophagus,cancer cell,,,False
esophagus,cancer cell,,,False
esophagus,cancer cell,,,False
esophagus,cancer cell,,,False
esophagus,cancer cell,,,False
esophagus,cancer cell,,,False
esophagus,cancer cell,,,False
esophagus,cancer cell,,,False
esophagus,cancer cell,,,False
retina,retina cell,,,False
eye,retinal pigment epithelial cell,eye,retinal pigment epithelial cell,True
eye,retinal pigment epithelial cell,eye,retinal pigment epithelial cell,True
eye,retinal pigment epithelial cell,eye,retinal pigment epithelial cell,True
eye,retinal pigment epithelial cell,eye,retinal pigment epithelial cell,True
eye,retinal pigment epithelial cell,eye,retinal pigment epithelial cell,True
eye,retinal pigment epithelial cell,eye,retinal pigment epithelial cell,True
eye,retinal pigment epithelial cell,eye,retinal pigment epithelial cell,True
eye,retinal pigment epithelial cell,eye,retinal pigment epithelial cell,True
eye,retinal pigment epithelial cell,eye,retinal pigment epithelial cell,True
eye,retinal pigment epithelial cell,eye,retinal pigment epithelial cell,True
retina,retina cell,,,False
eye,retinal pigment epithelial cell,eye,retinal pigment epithelial cell,True
eye,retinal pigment epithelial cell,eye,retinal pigment epithelial cell,True
eye,retinal pigment epithelial cell,eye,retinal pigment epithelial cell,True
retina,retina cell,,,False
eye,retinal pigment epithelial cell,eye,retinal pigment epithelial cell,True
eye,retinal pigment epithelial cell,eye,retinal pigment epithelial cell,True
eye,retinal pigment epithelial cell,eye,retinal pigment epithelial cell,True
retina,retina cell,,,False
eye,retinal pigment epithelial cell,eye,retinal pigment epithelial cell,True
eye,retinal pigment epithelial cell,eye,retinal pigment epithelial cell,True
eye,retinal pigment epithelial cell,eye,retinal pigment epithelial cell,True
head and neck,conventional cd4 t cell,,,False
head and neck,conventional cd4 t cell,,,False
head and neck,conventional cd4 t cell,,,False
retinal organoid,rod cell,,,False
retinal organoid,photoreceptor cell,,,False
retinal organoid,photoreceptor cell,,,False
retinal organoid,cone cell,,,False
retinal organoid,rod cell,,,False
retinal organoid,cone cell,,,False
esophagus,monocyte,,,False
esophagus,monocyte,,,False
esophagus,mast cell,,,False
esophagus,conventional dendritic cell(cdc),,,False
esophagus,plasmacytoid dendritic cell(pdc),,,False
esophagus,monocyte,,,False
esophagus,langerhans cell,,,False
esophagus,langerhans cell,,,False
esophagus,macrophage,,,False
esophagus,conventional dendritic cell(cdc),,,False
lacrimal gland,endothelial cell,,,False
lacrimal gland,ductal cell,,,False
lacrimal gland,myoepithelial cell,,,False
lacrimal gland,myoepithelial cell,,,False
lacrimal gland,epithelial cell,,,False
lacrimal gland,epithelial cell,,,False
lacrimal gland,myoepithelial cell,,,False
lacrimal gland,acinar cell,,,False
lacrimal gland,lymphocyte,,,False
lacrimal gland,acinar cell,,,False
lacrimal gland,ductal cell,,,False
lacrimal gland,acinar cell,,,False
lacrimal gland,epithelial cell,,,False
lacrimal gland,myoepithelial cell,,,False
lacrimal gland,lymphocyte,,,False
lacrimal gland,endothelial cell,,,False
lacrimal gland,myoepithelial cell,,,False
lacrimal gland,acinar cell,,,False
esophagus,classical barrett’s esophagus cell,,,False
esophagus,classical barrett’s esophagus cell,,,False
esophagus,classical barrett’s esophagus cell,,,False
esophagus,classical barrett’s esophagus cell,,,False
esophagus,classical barrett’s esophagus cell,,,False
lateral ganglionic eminence,d2-msn(medium spiny neuron),,,False
lateral ganglionic eminence,intermediate progenitor cell,,,False
lateral ganglionic eminence,lge-lineage cell (lateral ganglionic eminence),,,False
lateral ganglionic eminence,mature msn(medium spiny neuron),,,False
lateral ganglionic eminence,pre-msn(medium spiny neuron),,,False
lateral ganglionic eminence,d2-msn(medium spiny neuron),,,False
lateral ganglionic eminence,gabaergic neuron,,,False
lateral ganglionic eminence,early progenitor cell,,,False
lateral ganglionic eminence,medium spiny neuron(msn),,,False
lateral ganglionic eminence,d1-msn(medium spiny neuron),,,False
lateral ganglionic eminence,d2-msn(medium spiny neuron),,,False
lateral ganglionic eminence,neuron,,,False
lateral ganglionic eminence,d1-msn(medium spiny neuron),,,False
lateral ganglionic eminence,d1-msn(medium spiny neuron),,,False
lateral ganglionic eminence,d1-msn(medium spiny neuron),,,False
lateral ganglionic eminence,d2-msn(medium spiny neuron),,,False
blood,memory b cell,blood,memory b cell,True
blood,memory b cell,blood,memory b cell,True
gall bladder,squamous cell,,,False
gall bladder,exhausted cd8+ t cell,,,False
gall bladder,squamous cell,,,False
gall bladder,m2 macrophage,,,False
gall bladder,m2 macrophage,,,False
gall bladder,exhausted cd8+ t cell,,,False
gall bladder,m2 macrophage,,,False
gall bladder,exhausted cd8+ t cell,,,False
gall bladder,regulatory t(treg) cell,,,False
gall bladder,m2 macrophage,,,False
blood,monocyte,blood,monocyte,True
blood,regulatory cd4+ t cell,,,False
blood,monocyte,blood,monocyte,True
blood,dendritic cell,,,False
blood,t cell,blood,t cell,True
blood,t cell,blood,t cell,True
blood,memory cd4+ t cell,,,False
blood,regulatory cd4+ t cell,,,False
blood,b cell,,,False
blood,natural killer cell,blood,nk cell,True
esophagus,cancer cell,,,False
esophagus,cancer cell,,,False
esophagus,t cell,,,False
esophagus,fibroblast,,,False
esophagus,t cell,,,False
esophagus,plasma cell,,,False
esophagus,endothelial cell,,,False
esophagus,cancer cell,,,False
esophagus,b cell,,,False
esophagus,naive t(th0) cell,,,False
esophagus,mast cell,,,False
esophagus,b cell,,,False
esophagus,mast cell,,,False
esophagus,myeloid cell,,,False
esophagus,follicular b cell,,,False
esophagus,plasma cell,,,False
esophagus,fibroblast,,,False
esophagus,epithelial cell,,,False
esophagus,endothelial cell,,,False
esophagus,naive t(th0) cell,,,False
esophagus,myeloid cell,,,False
esophagus,naive t(th0) cell,,,False
esophagus,epithelial cell,,,False
peripheral blood,monocyte,,,False
serum,cancer cell,,,False
serum,cancer cell,,,False
serum,cancer cell,,,False
serum,cancer cell,,,False
peripheral blood,memory t cell,,,False
peripheral blood,naive t(th0) cell,,,False
peripheral blood,memory t cell,,,False
peripheral blood,naive t(th0) cell,,,False
peripheral blood,naive t(th0) cell,,,False
peripheral blood,memory t cell,,,False
peripheral blood,naive t(th0) cell,,,False
peripheral blood,memory t cell,,,False
peripheral blood,memory t cell,,,False
peripheral blood,naive t(th0) cell,,,False
peripheral blood,memory t cell,,,False
peripheral blood,memory t cell,,,False
peripheral blood,naive t(th0) cell,,,False
peripheral blood,memory t cell,,,False
peripheral blood,naive t(th0) cell,,,False
peripheral blood,naive t(th0) cell,,,False
eye,haematopoietic progenitor cell,,,False
eye,endothelial cell,eye,endothelial cell,True
choroid,hematopoietic stem cell,,,False
eye,endothelial cell,eye,endothelial cell,True
choriocapillaris,choriocapillaris cell,,,False
eye,endothelial cell,eye,endothelial cell,True
eye,endothelial cell,eye,endothelial cell,True
artery,endothelial cell,,,False
blood,naive cd4+ t cell,,,False
blood,terminal effector cd8+ t cell,,,False
blood,naive cd4+ t cell,,,False
blood,naive cd4+ t cell,,,False
blood,naive cd8+ t cell,,,False
blood,regulatory cd4+ t cell,,,False
blood,naive cd4+ t cell,,,False
blood,transitional cd8+ t cell,,,False
blood,naive cd8+ t cell,,,False
blood,central memory cd8+ t cell,,,False
blood,naive cd8+ t cell,,,False
blood,terminal effector cd8+ t cell,,,False
blood,central memory cd8+ t cell,,,False
blood,terminal effector cd8+ t cell,,,False
blood,naive cd8+ t cell,,,False
blood,regulatory cd4+ t cell,,,False
blood,terminal effector cd8+ t cell,,,False
blood,regulatory cd4+ t cell,,,False
blood,regulatory cd4+ t cell,,,False
blood,central memory cd8+ t cell,,,False
blood,yolk sac-derived myeloid-biased progenitor cell(ysmp),,,False
blood,yolk sac-derived myeloid-biased progenitor cell(ysmp),,,False
blood,yolk sac-derived myeloid-biased progenitor cell(ysmp),,,False
blood,yolk sac-derived myeloid-biased progenitor cell(ysmp),,,False
blood,yolk sac-derived myeloid-biased progenitor cell(ysmp),,,False
blood,effector regulatory t(etreg) cell,,,False
blood,effector regulatory t(etreg) cell,,,False
blood,effector regulatory t(etreg) cell,,,False
blood,effector regulatory t(etreg) cell,,,False
blood,effector regulatory t(etreg) cell,,,False
peripheral blood,natural killer cell,,,False
peripheral blood,cd4+ t cell,,,False
peripheral blood,activated cd4+ t cell,,,False
peripheral blood,activated cd4+ t cell,,,False
peripheral blood,monocyte,,,False
peripheral blood,immature b cell,,,False
peripheral blood,mature b cell,,,False
peripheral blood,cd4+ t cell,,,False
peripheral blood,activated cd4+ t cell,,,False
peripheral blood,activated cd8+ t cell,,,False
peripheral blood,gamma delta(γδ) t cell,,,False
peripheral blood,cd4+ t cell,,,False
peripheral blood,natural killer cell,,,False
peripheral blood,monocyte,,,False
peripheral blood,cd4+ t cell,,,False
peripheral blood,natural killer cell,,,False
peripheral blood,cd4+ t cell,,,False
peripheral blood,monocyte,,,False
peripheral blood,activated cd8+ t cell,,,False
peripheral blood,mature b cell,,,False
peripheral blood,activated cd4+ t cell,,,False
peripheral blood,immature b cell,,,False
peripheral blood,natural killer cell,,,False
peripheral blood,gamma delta(γδ) t cell,,,False
peripheral blood,regulatory t(treg) cell,,,False
peripheral blood,monocyte,,,False
peripheral blood,immature b cell,,,False
peripheral blood,gamma delta(γδ) t cell,,,False
peripheral blood,monocyte,,,False
peripheral blood,gamma delta(γδ) t cell,,,False
peripheral blood,immature b cell,,,False
peripheral blood,natural killer cell,,,False
peripheral blood,monocyte,,,False
peripheral blood,immature b cell,,,False
peripheral blood,activated cd8+ t cell,,,False
peripheral blood,natural killer cell,,,False
peripheral blood,activated cd8+ t cell,,,False
peripheral blood,mature b cell,,,False
peripheral blood,activated cd8+ t cell,,,False
peripheral blood,regulatory t(treg) cell,,,False
peripheral blood,gamma delta(γδ) t cell,,,False
peripheral blood,regulatory t(treg) cell,,,False
peripheral blood,mature b cell,,,False
peripheral blood,mature b cell,,,False
peripheral blood,activated cd8+ t cell,,,False
peripheral blood,mature b cell,,,False
peripheral blood,immature b cell,,,False
peripheral blood,regulatory t(treg) cell,,,False
peripheral blood,regulatory t(treg) cell,,,False
blood,natural killer cell,blood,nk cell,True
blood,natural killer cell,blood,nk cell,True
esophagus,transitional basal progenitor cell,,,False
esophagus,residual embryonic cell,,,False
esophagus,transitional basal progenitor cell,,,False
esophagus,residual embryonic cell,,,False
esophagus,stem cell,,,False
esophagus,transitional basal progenitor cell,,,False
intestine,stem cell,,,False
esophagus,duodenal epithelial cell,,,False
esophagus,granulocyte,,,False
esophagus,myeloid cell,,,False
esophagus,fibroblast,,,False
esophagus,t cell,,,False
esophagus,mast cell,,,False
esophagus,esophageal epithelial cell,,,False
esophagus,plasma cell,,,False
esophagus,endothelial cell,,,False
esophagus,epithelial cell,,,False
esophagus,goblet cell,,,False
esophagus,goblet cell,,,False
esophagus,glandular barrett's esophagus cell,,,False
esophagus,goblet cell,,,False
esophagus,epithelial cell,,,False
esophagus,goblet cell,,,False
esophagus,epithelial cell,,,False
esophagus,stratified esophageal cell,,,False
esophagus,goblet cell,,,False
blood,monocyte,blood,monocyte,True
blood,b cell,,,False
blood,platelet,blood,platelet,True
esophagus,b cell,,,False
esophagus,b cell,,,False
esophagus,b cell,,,False
esophagus,b cell,,,False
esophagus,b cell,,,False
esophagus,endothelial cell,,,False
esophagus,epithelial cell,,,False
esophagus,fibroblast,,,False
esophagus,epithelial cell,,,False
esophagus,myeloid cell,,,False
esophagus,endothelial cell,,,False
esophagus,endothelial cell,,,False
esophagus,epithelial cell,,,False
esophagus,fibroblast,,,False
esophagus,myeloid cell,,,False
esophagus,myeloid cell,,,False
esophagus,t cell,,,False
esophagus,pericyte,,,False
esophagus,myeloid cell,,,False
esophagus,pericyte,,,False
esophagus,endothelial cell,,,False
esophagus,fibroblastic reticular cell,,,False
esophagus,myeloid cell,,,False
esophagus,fibroblast,,,False
esophagus,epithelial cell,,,False
esophagus,t cell,,,False
esophagus,fibroblast,,,False
esophagus,t cell,,,False
esophagus,fibroblastic reticular cell,,,False
esophagus,myeloid cell,,,False
esophagus,fibroblast,,,False
esophagus,pericyte,,,False
esophagus,t cell,,,False
esophagus,fibroblast,,,False
esophagus,myeloid cell,,,False
retina,t cell,,,False
retina,t cell,,,False
eye,iris puttative stem cell,,,False
eye,smooth muscle cell,,,False
eye,iris puttative stem cell,,,False
eye,corneal epithelial cell,eye,corneal epithelial cell,True
eye,corneal epithelial cell,eye,corneal epithelial cell,True
eye,iris puttative stem cell,,,False
eye,retina ganglion cell,,,False
eye,rod cell,,,False
eye,monocyte,eye,monocyte,True
eye,activated t cell,,,False
eye,schwann cell,,,False
eye,melanocyte,eye,melanocyte,True
eye,monocyte,eye,monocyte,True
eye,bipolar cell,,,False
eye,fibroblast,eye,fibroblast,True
eye,schwann cell,,,False
eye,mueller glia cell,,,False
eye,rod cell,,,False
eye,retina ganglion cell,,,False
eye,rod cell,,,False
eye,retinal pigment epithelial cell,eye,retinal pigment epithelial cell,True
eye,retinal pigment epithelial cell,eye,retinal pigment epithelial cell,True
eye,ciliary body cell,,,False
eye,fibroblast,eye,fibroblast,True
eye,mueller glia cell,,,False
eye,smooth muscle cell,,,False
eye,bipolar cell,,,False
eye,cone cell,,,False
eye,melanocyte,eye,melanocyte,True
eye,cone cell,,,False
eye,amacrine cell,,,False
eye,amacrine cell,,,False
eye,schwann cell,,,False
eye,corneal epithelial cell,eye,corneal epithelial cell,True
eye,classical dendritic cell a(cdca),,,False
eye,classical dendritic cell a(cdca),,,False
eye,granulocyte,,,False
eye,mature dendritic cell,,,False
eye,gamma delta(γδ) t cell,,,False
eye,gamma delta(γδ) t cell,,,False
eye,mature dendritic cell,,,False
eye,regulatory t(treg) cell,,,False
eye,cd8+ t cell,,,False
eye,myeloid cell,,,False
eye,cd4+ t cell,,,False
eye,granulocyte,,,False
eye,plasmacytoid dendritic cell(pdc),,,False
eye,natural killer cell,,,False
eye,classical dendritic cell b(cdcb),,,False
eye,myeloid cell,,,False
eye,cd8+ t cell,,,False
eye,natural killer cell,,,False
eye,plasma cell,eye,plasma cell,True
eye,classical dendritic cell b(cdcb),,,False
eye,naive b cell,,,False
eye,cd4+ t cell,,,False
eye,regulatory t(treg) cell,,,False
eye,plasmacytoid dendritic cell(pdc),,,False
esophagus,cancer cell,,,False
gall bladder,cancer cell,,,False
retinal pigment epithelium,epithelial cell,,,False
retinal pigment epithelium,epithelial cell,,,False
retinal pigment epithelium,epithelial cell,,,False
retinal pigment epithelium,epithelial cell,,,False
retinal pigment epithelium,epithelial cell,,,False
retinal pigment epithelium,epithelial cell,,,False
esophagus,basal cell,,,False
esophagus,basal cell,,,False
esophagus,basal cell,,,False
corneal endothelium,endothelial cell,,,False
corneal endothelium,endothelial cell,,,False
corneal endothelium,endothelial cell,,,False
corneal endothelium,endothelial cell,,,False
corneal endothelium,endothelial cell,,,False
corneal endothelium,endothelial cell,,,False
eye,effector memory t cell,,,False
eye,effector memory t cell,,,False
eye,effector memory t cell,,,False
eye,effector memory t cell,,,False
eye,effector memory t cell,,,False
eye,effector memory t cell,,,False
cornea,t cell,,,False
cornea,t cell,,,False
cornea,t cell,,,False
gut,regulatory t(treg) cell,,,False
gut,regulatory t(treg) cell,,,False
gut,regulatory t(treg) cell,,,False
