species,tissue_type,cell_name,marker,pmid
Human,Gastric tissue,NK cells,GNLY,32060101
Human,Gastric tissue,B cells,MS4A1,32060101
Human,Gastric tissue,Plasma cells,Immunoglobulin genes,32060101
Human,Gastric tissue,Mast cells,TPSAB1,32060101
Human,Gastric tissue,Macrophages,CD68,32060101
Human,Gastric tissue,Macrophages,CD14,32060101
Human,Gastric tissue,Macrophages,FCGR3A,32060101
Human,Gastric tissue,Epithelial cells (GC type 1),TFF3,32060101
Human,Gastric tissue,Epithelial cells (GC type 1),FABP1,32060101
Human,Gastric tissue,Epithelial cells (GC type 1),SPINK4,32060101
Human,Gastric tissue,Epithelial cells (GC type 1),MUC13,32060101
Human,Gastric tissue,Epithelial cells (GC type 1),REG4,32060101
Human,Gastric tissue,Epithelial cells (GC type 2),KRT7,32060101
Human,Gastric tissue,Epithelial cells (GC type 2),KRT17,32060101
Human,Gastric tissue,Epithelial cells (GC type 2),SOX4,32060101
Human,Gastric tissue,Epithelial cells (GC type 2),HES1,32060101
Human,Gastric TME,CD4 helper T cell,CD4,32060101
Human,Gastric TME,CD8 T cell,CD8A,32060101
Human,Gastric TME,Treg cell,Treg,32060101
Human,Gastric TME,B cell,HLA-B,32060101
Human,Gastric TME,Cytotoxic CD8 T lymphocyte (CTL),GZMB,32060101
Human,Gastric TME,Cytotoxic CD8 T lymphocyte (CTL),GZMA,32060101
Human,Gastric TME,Cytotoxic CD8 T lymphocyte (CTL),PRF1,32060101
Human,Gastric TME,Cytotoxic CD8 T lymphocyte (CTL),IFNG,32060101
Human,Gastric TME,Cytotoxic CD8 T lymphocyte (CTL),NKG7,32060101
Human,Gastric TME,Exhausted T cell (TEx),PDCD1,32060101
Human,Gastric TME,Exhausted T cell (TEx),TIGIT,32060101
Human,Gastric TME,Exhausted T cell (TEx),CD96,32060101
Human,Gastric TME,Exhausted T cell (TEx),HAVCR2 (TIM3),32060101
Human,Gastric TME,Exhausted T cell (TEx),LAG3,32060101
Human,Gastric TME,Exhausted T cell (TEx),CTLA4,32060101
Human,Gastric TME,Exhausted T cell (TEx),VSIR,32060101
Human,Gastric TME,Exhausted T cell (TEx),ICOS,32060101
Human,Gastric TME,Exhausted T cell (TEx),TNFRSF18 (GITR),32060101
Human,Gastric TME,Exhausted T cell (TEx),CD27,32060101
Human,Gastric TME,Exhausted T cell (TEx),TNFRSF9,32060101
Human,Gastric TME,Exhausted T cell (TEx),CD40,32060101
Human,Gastric TME,Exhausted T cell (TEx),CD226,32060101
Human,Gastric TME,Exhausted T cell (TEx),TNFRSF4,32060101
Human,Gastric TME,Exhausted T cell (TEx),CXCL13,32060101
Human,Tumor,Effector CTLs (subclass 2),CXCL13,32060101
Human,Tumor,Effector CTLs (subclass 2),RBPJ,32060101
Human,Tumor,Effector CTLs (subclass 2),NR3C1,32060101
Human,Tumor,Effector CTLs (subclass 2),BATF,32060101
Human,Tumor,Memory T cells,CD45RO,32060101
Human,Tumor,T cells,CD3,32060101
Human,Tumor,Exhausted effector T cells,PDCD1,32060101
Human,Tumor,Tregs (subclass 1),MKI67,32060101
Human,Tumor,Tregs (subclass 1),TYMS,32060101
Human,Tumor,Naïve CD4 T cells,CCR7,32060101
Human,Tumor,Naïve CD4 T cells,SELL,32060101
Human,Tumor,Effector CD4 T cells,GZMA,32060101
Human,Tumor,Effector CD4 T cells,GZMB,32060101
Human,Tumor,Effector CD4 T cells,CXCL13,32060101
Human,Tumor,Effector CD4 T cells,BATF,32060101
Human,Tumor,Effector CD4 T cells,HLA genes,32060101
Human,Blood,NK cell,CD3-CD7+GZMB+,32114394
Human,blood,"t cell
```",CD3D,32114394
Human,blood,"t cell
```",CD3E,32114394
Human,blood,"t cell
```",IL32,32114394
Human,blood,"t cell
```",CD2,32114394
Human,blood,"t cell
```",IFITM1,32114394
Human,blood,"t cell
```",GIMAP7,32114394
Human,blood,"t cell
```",CD247,32114394
Human,blood,"t cell
```",LCK,32114394
Human,blood,"myeloid progenitor
```",Lyz,32114394
Human,blood,"myeloid progenitor
```",S100A9,32114394
Human,blood,"myeloid progenitor
```",S100A8,32114394
Human,blood,"myeloid progenitor
```",S100A12,32114394
Human,blood,"myeloid progenitor
```",CD14,32114394
Human,blood,"myeloid progenitor
```",FCN1,32114394
Human,blood,"myeloid progenitor
```",CST4,32114394
Human,blood,"myeloid progenitor
```",SERPINA1,32114394
Human,blood,"myeloid progenitor
```",MNDA,32114394
Human,blood,"myeloid progenitor
```",LST1,32114394
Human,blood,"myeloid progenitor
```",MS4A6A,32114394
Human,blood,"b cell
```",CD79A,32114394
Human,blood,"b cell
```",CD79B,32114394
Human,blood,"b cell
```",MS4A1,32114394
Human,blood,"b cell
```",BANK1,32114394
Human,blood,"b cell
```",VPREB3,32114394
Human,blood,"b cell
```",FCER2,32114394
Human,blood,"b cell
```",ADAM28,32114394
Human,blood,"nk cell
```",CD3-CD7+GZMB+,32114394
Human,Retina,Retinal pigment epithelial cell,PDGFRB,32231223
Human,Retina,Retinal pigment epithelial cell,NCAM1,32231223
Human,Retina,Retinal pigment epithelial cell,GD2,32231223
Human,Retina,Retinal pigment epithelial cell,CXCR4,32231223
Human,Optic vesicle,RPE cells,PDGFRB,32231223
Human,Optic vesicle,RPE cells,ITGB4,32231223
Human,Optic vesicle,Alternative lineages,GD2,32231223
Human,Optic vesicle,Alternative lineages,CXCR4,32231223
Human,Retina,hPSC-RPE cell,PDGFRB,32231223
Human,Retina,hPSC-RPE cell,BEST1,32231223
Human,Retina,hPSC-RPE cell,TYR,32231223
Human,Retina,hPSC-RPE cell,RPE65,32231223
Human,Retina,hPSC-RPE cell,POU5F1,32231223
Human,Retina,hPSC-RPE cell,MAP2,32231223
Human,Retina,hPSC-RPE cell,TUBB3,32231223
Human,Retina,hPSC-RPE cell,MITF,32231223
Human,Embryoid bodies,Pigmented cells,PDGFRB,32231223
Human,Embryoid bodies,Pigmented cells,GD2,32231223
Human,Embryoid bodies,Pigmented cells,CXCR4,32231223
Human,hPSC-RPE,hPSC-RPE cells,BEST1,32231223
Human,hPSC-RPE,hPSC-RPE cells,PDGFRB,32231223
Human,Retina,RPE cell,PDGFRB,32231223
Human,Retina,RPE cell,BEST1,32231223
Human,Retina,RPE cell,MITF,32231223
Human,Retina,RPE cell,RLBP1,32231223
Human,Retina,RPE cell,RPE65,32231223
Human,Retina,Eye-field progenitors,NCAM1,32231223
Human,Retina,RPE (Retinal Pigment Epithelium),MITF,32231223
Human,Retina,RPE (Retinal Pigment Epithelium),RLBP1,32231223
Human,Retina,RPE (Retinal Pigment Epithelium),PMEL,32231223
Human,Retina,RPE (Retinal Pigment Epithelium),TYR,32231223
Human,Retina,RPE (Retinal Pigment Epithelium),RPE65,32231223
Human,Retina,RPE (Retinal Pigment Epithelium),BEST1,32231223
Human,Retina,Retinal Pigment Epithelial (RPE) cell,PDGFRB,32231223
Human,Retina,Retinal Pigment Epithelial (RPE) cell,BEST1,32231223
Human,Retina,Retinal Pigment Epithelial (RPE) cell,MITF,32231223
Human,Retina,Retinal Pigment Epithelial (RPE) cell,RLBP1,32231223
Human,Pluripotent Stem Cell,Undifferentiated cell,TRA,32231223
Human,eye,"radial glial cell
```",SIX3,32231223
Human,eye,"radial glial cell
```",PAX6,32231223
Human,eye,"radial glial cell
```",LHX2,32231223
Human,eye,"radial glial cell
```",OTX2,32231223
Human,Retina,hPSC-RPE (Retinal Pigment Epithelium) cells,MITF,32231223
Human,Retina,hPSC-RPE (Retinal Pigment Epithelium) cells,BEST1,32231223
Human,Retina,hPSC-RPE (Retinal Pigment Epithelium) cells,RLBP1,32231223
Human,Retina,hPSC-RPE (Retinal Pigment Epithelium) cells,PMEL,32231223
Human,Retina,hPSC-RPE (Retinal Pigment Epithelium) cells,TYR,32231223
Human,Retina,hPSC-RPE (Retinal Pigment Epithelium) cells,RPE65,32231223
Human,Retina,Eye-field progenitors,SIX6,32231223
Human,Retina,Eye-field progenitors,VSX2,32231223
Human,Retina,Eye-field progenitors,PAX6,32231223
Human,Retina,Eye-field progenitors,OTX2,32231223
Human,Retina,Eye-field progenitors,SIX3,32231223
Human,Retina,Eye-field progenitors,LHX2,32231223
Human,Retina,Eye-field progenitors,RAX,32231223
Human,Retina,Eye-field progenitors,ZIC1,32231223
Human,Retina,Myogenic lineage cells,MYOZ2,32231223
Human,Retina,Myogenic lineage cells,CASQ2,32231223
Human,Retina,Myogenic lineage cells,MYOD1,32231223
Human,Retina,Myogenic lineage cells,KLHL41,32231223
Human,Retina,hPSC-RPE (Retinal Pigment Epithelium) cells,CD56 (NCAM1),32231223
Human,Retina,hPSC-RPE (Retinal Pigment Epithelium) cells,PDGFRB,32231223
Human,Retina,hPSC-RPE (Retinal Pigment Epithelium) cells,ITGB4,32231223
Human,Retina,hPSC-RPE (Retinal Pigment Epithelium) cells,CXCR4,32231223
Human,Retina,hPSC-RPE (Retinal Pigment Epithelium) cells,GD2,32231223
Human,blood,"cd4-positive, alpha-beta t cell
```",CD4,32286271
Human,blood,"naive thymus-derived cd4-positive, alpha-beta t cell
```",CCR7,32286271
Human,blood,"t cell
```",CCR7,32286271
Human,blood,"t cell
```",CCR7,32286271
Human,blood,"t cell
```",FOXP3,32286271
Human,PBMCs,B cells,CD19,32286626
Human,PBMCs,T cells,IL7R,32286626
Human,PBMCs,Monocytes,LYZ,32286626
Human,PBMCs,Monocytes,FCGR3A,32286626
Human,PBMCs,Monocytes,CD14,32286626
Human,PBMCs,Dendritic cells,FCER1A,32286626
Human,PBMCs,NK cells,GNLY,32286626
Human,Trabecular meshwork and associated structures,Beam A cells,FABP4,32341164
Human,Trabecular meshwork and associated structures,Beam B cells,TMEFF2,32341164
Human,Trabecular meshwork and associated structures,Junctional cells (JCT),CHI3L1,32341164
Human,Trabecular meshwork and associated structures,Junctional cells (JCT),ANGPTL7,32341164
Human,Trabecular meshwork and associated structures,Schwalbe line cells,AQP1,32341164
Human,Trabecular meshwork and associated structures,Trabecular meshwork cells,MYOC,32341164
Human,Trabecular meshwork and associated structures,Trabecular meshwork cells,MGP,32341164
Human,Trabecular meshwork and associated structures,Trabecular meshwork cells,PDPN,32341164
Human,Trabecular meshwork and associated structures,Trabecular meshwork cells,RARRES1,32341164
Human,Conventional outflow pathway,Vascular endothelium,PECAM1,32341164
Human,Conventional outflow pathway,Vascular endothelium,CDH5,32341164
Human,Conventional outflow pathway,Vascular endothelium,CLDN5,32341164
Human,Conventional outflow pathway,Vascular endothelium,VWF,32341164
Human,Conventional outflow pathway,Vascular endothelium,PLAT,32341164
Human,Conventional outflow pathway,Schlemm's canal (SC) endothelium,CCL21,32341164
Human,Conventional outflow pathway,Schlemm's canal (SC) endothelium,FLT4,32341164
Human,Conventional outflow pathway,Schlemm's canal (SC) endothelium,PROX1,32341164
Human,Conventional outflow pathway,Schlemm's canal (SC) endothelium,LYVE1,32341164
Human,Conventional outflow pathway,Schlemm's canal (SC) endothelium,POSTN,32341164
Human,Conventional outflow pathway,Schlemm's canal (SC) endothelium,TFF3,32341164
Human,Conventional outflow pathway,Trabecular meshwork (TM) cells,PDPN,32341164
Human,Conventional outflow pathway,Trabecular meshwork (TM) cells,RARRES1,32341164
Human,Conventional outflow pathway,Beam cells,TMEFF2,32341164
Human,Conventional outflow pathway,Beam cells,PPP1R1B,32341164
Human,Conventional outflow pathway,Junctional cells of the TM (JCT),ANGPTL7,32341164
Human,Conventional outflow pathway,Junctional cells of the TM (JCT),CHI3L1,32341164
Human,Conventional outflow pathway,"Corneoscleral rim, scleral fibroblasts",ADH1B,32341164
Human,Conventional outflow pathway,Schwalbe line cells,AQP1,32341164
Human,Retina,RGCs,POU6F2,32341164
Human,Corneal endothelium,Schwalbe line cells,POU6F2,32341164
Human,Trabecular meshwork,Beam cells and JCT,LOXL1,32341164
Human,Retina,RGCs,CACNA1A,32341164
Human,Trabecular meshwork,"TM cell types (C3, C5, and C8)",PDPN,32341164
Human,Gastric cancer,Cancer stem cells (CSCs),YAP1,32345613
Human,Gastric cancer,Cancer stem cells (CSCs),SOX9,32345613
Human,Gastric cancer,Cancer stem cells (CSCs),ALDH1A1,32345613
Human,Pancreatic cancer tissue,Malignant PC cell,YAP1,32345613
Human,Pancreatic cancer tissue,Epithelial cell,EpCAM,32345613
Human,Pancreatic cancer tissue,Epithelial cell,Cytokeratin,32345613
Human,Pancreatic cancer tissue,Nonepithelial cell,VIM,32345613
Human,Pancreatic cancer tissue,T lymphocyte,CD3,32345613
Human,Pancreatic cancer tissue,Epithelial tumor cell,EpCAM,32345613
Human,Pancreatic cancer tissue,Immune cell,PTPRC,32345613
Human,Pancreatic cancer tissue,Macrophage,CD163,32345613
Human,Pancreatic cancer tissue,Stromal cell,VIM,32345613
Human,Pancreatic cancer tissue,Malignant PC cell,YAP1,32345613
Human,Pancreatic cancer tissue,Epithelial cell,EpCAM,32345613
Human,Pancreatic cancer tissue,Epithelial cell,Cytokeratin,32345613
Human,Pancreatic cancer tissue,Nonepithelial cell,VIM,32345613
Human,Pancreatic cancer tissue,T lymphocyte,CD3,32345613
Human,Pancreatic cancer tissue,Epithelial tumor cell,EpCAM,32345613
Human,Pancreatic cancer tissue,Immune cell,PTPRC,32345613
Human,Pancreatic cancer tissue,Macrophage,CD163,32345613
Human,Pancreatic cancer tissue,Stromal cell,VIM,32345613
Human,Liver,T cell,CD3D,32351704
Human,Liver,NK cell,KLRF1,32351704
Human,liver,"b cell
```",CD19,32351704
Human,Liver,Plasma cell,SDC1,32351704
Human,Liver,Monocyte,CD14,32351704
Human,liver,"macrophage
```",FCGR3A,32351704
Human,liver,"t cell
```",MT2A,32351704
Human,liver,"t cell
```",MT1X,32351704
Human,liver,"t cell
```",GZMA,32351704
Human,liver,"t cell
```",NKG7,32351704
Human,liver,"t cell
```",CCL4,32351704
Human,liver,"t cell
```",KLRB1,32351704
Human,liver,"t cell
```",IER2,32351704
Human,liver,"nk cell
```",CD69,32351704
Human,liver,"nk cell
```",CXCR6,32351704
Human,liver,"t cell
```",CD69,32351704
Human,liver,"t cell
```",CXCR6,32351704
Human,liver,"t cell
```",CD69,32351704
Human,liver,"t cell
```",CXCR6,32351704
Human,liver,"t cell
```",CD69,32351704
Human,liver,"t cell
```",CXCR6,32351704
Human,liver,"t cell
```",MT2A,32351704
Human,liver,"t cell
```",XCL2,32351704
Human,liver,"t cell
```",CCL3,32351704
Human,liver,"t cell
```",CCL4,32351704
Human,liver,"t cell
```",ICAM1,32351704
Human,liver,"t cell
```",VCAM1,32351704
Human,liver,"t cell
```",ITGAD,32351704
Human,liver,"t cell
```",EOMES,32351704
Human,liver,"t cell
```",IKZF2,32351704
Human,liver,"t cell
```",SLC4A10,32351704
Human,liver,"t cell
```",KLRB1,32351704
Human,liver,"t cell
```",CXCR6,32351704
Human,liver,"t cell
```",CCR5,32351704
Human,liver,"t cell
```",CCR6,32351704
Human,liver,"t cell
```",ZBTB16,32351704
Human,liver,"t cell
```",KLRB1,32351704
Human,liver,"t cell
```",GZMK,32351704
Human,liver,"t cell
```",CD160,32351704
Human,liver,"t cell
```",CXCR6,32351704
Human,liver,"t cell
```",EOMES,32351704
Human,liver,"t and nk cells (cycling)
```",MKI67,32351704
Human,liver,"nk cell
```",NCAM1,32351704
Human,liver,"nk cell
```",KLRF1,32351704
Human,liver,"nk cell
```",CCR7,32351704
Human,liver,"nk cell
```",SELL,32351704
Human,liver,"nk cell
```",IL7R,32351704
Human,liver,"nk cell
```",IL18RAP,32351704
Human,liver,"nk cell
```",TNFRSF18,32351704
Human,liver,"t cell
```",CXCR6,32351704
Human,liver,"t cell
```",CD69,32351704
Human,liver,"lrt and lrnk cells
```",CXCR6,32351704
Human,liver,"t cell
```",CXCR6,32351704
Human,liver,"t cell
```",CCR7,32351704
Human,liver,"nk cell
```",GZMB,32351704
Human,liver,"trm and trnk cells
```",GZMK,32351704
Human,liver,"monocyte
```",CD14,32351704
Human,liver,"monocyte
```",CD14,32351704
Human,liver,"monocyte
```",CD16,32351704
Human,liver,"lrt and lrnk cells
```",CXCR6,32351704
Human,liver,"t cell
```",CXCR6,32351704
Human,liver,"t cell
```",CCR7,32351704
Human,liver,"nk cell
```",GZMB,32351704
Human,liver,"trm and trnk cells
```",GZMK,32351704
Human,liver,"monocyte
```",CD14,32351704
Human,liver,"monocyte
```",CD14,32351704
Human,liver,"monocyte
```",CD16,32351704
Human,blood,"nk cell
```",ki67,32351704
Human,spleen,"macrophage
```",MerTK,32351704
Human,spleen,"macrophage
```",CD206 (MRC1),32351704
Human,blood,"memory b cell
```",TXNIP,32351704
Human,blood,"memory b cell
```",COCH,32351704
Human,blood,"memory b cell
```",SSPN,32351704
Human,spleen,"memory b cell
```",ITGAX,32351704
Human,spleen,"memory b cell
```",Interferon stimulated genes (ISG),32351704
Human,spleen,"naive b cell
```",ZBTB32,32351704
Human,blood,"nk cell
```",ki67,32351704
Human,spleen,"macrophage
```",MerTK,32351704
Human,spleen,"macrophage
```",CD206 (MRC1),32351704
Human,blood,"memory b cell
```",TXNIP,32351704
Human,blood,"memory b cell
```",COCH,32351704
Human,blood,"memory b cell
```",SSPN,32351704
Human,spleen,"memory b cell
```",ITGAX,32351704
Human,spleen,"memory b cell
```",Interferon stimulated genes (ISG),32351704
Human,spleen,"naive b cell
```",ZBTB32,32351704
Human,liver,"t cell
```",CXCR6,32351704
Human,liver,"t cell
```",CX3CR1,32351704
Human,liver,"nk cell
```",CXCR6,32351704
Human,liver,"nk cell
```",CX3CR1,32351704
Human,liver,"monocyte
```",CD14,32351704
Human,liver,"monocyte
```",FCGR3A,32351704
Human,blood,"naive thymus-derived cd4-positive, alpha-beta t cell
```",SELL,32351704
Human,blood,"naive thymus-derived cd4-positive, alpha-beta t cell
```",CCR7,32351704
Human,blood,"naive thymus-derived cd4-positive, alpha-beta t cell
```",SOCS3,32351704
Human,blood,"naive thymus-derived cd4-positive, alpha-beta t cell
```",MYC,32351704
Human,blood,"naive thymus-derived cd4-positive, alpha-beta t cell
```",LEF1,32351704
Human,blood,"naive thymus-derived cd4-positive, alpha-beta t cell
```",TSHZ2,32351704
Human,blood,"naive thymus-derived cd4-positive, alpha-beta t cell
```",MAL,32351704
Human,blood,"naive thymus-derived cd4-positive, alpha-beta t cell
```",NOSIP,32351704
Human,blood,"naive thymus-derived cd4-positive, alpha-beta t cell
```",TCF7,32351704
Human,spleen,"cd4-positive, alpha-beta memory t cell
```",LTB,32351704
Human,spleen,"cd4-positive, alpha-beta memory t cell
```",IL7R,32351704
Human,spleen,"cd4-positive, alpha-beta memory t cell
```",CD52,32351704
Human,spleen,"cd4-positive, alpha-beta memory t cell
```",TNFRSF4,32351704
Human,spleen,"cd4-positive, alpha-beta memory t cell
```",AQP3,32351704
Human,spleen,"cd4-positive, alpha-beta memory t cell
```",TIMP1,32351704
Human,spleen,"cd8-positive, alpha-beta t cell
```",GPR183,32351704
Human,spleen,"cd8-positive, alpha-beta t cell
```",LTB,32351704
Human,spleen,"cd8-positive, alpha-beta t cell
```",CD40LG,32351704
Human,spleen,"cd8-positive, alpha-beta t cell
```",CXCR5,32351704
Human,spleen,"cd8-positive, alpha-beta t cell
```",MALAT1,32351704
Human,blood,"cd4-positive, alpha-beta t cell
```",FOXP3,32351704
Human,blood,"cd4-positive, alpha-beta t cell
```",RTKN2,32351704
Human,blood,"cd4-positive, alpha-beta t cell
```",CTLA4,32351704
Human,blood,"cd4-positive, alpha-beta t cell
```",FANK1,32351704
Human,blood,"cd4-positive, alpha-beta t cell
```",IL2RA,32351704
Human,blood,"cd4-positive, alpha-beta t cell
```",ICA1,32351704
Human,blood,"cd4-positive, alpha-beta t cell
```",ARID5B,32351704
Human,blood,"cd4-positive, alpha-beta t cell
```",CORO1B,32351704
Human,blood,"cd4-positive, alpha-beta t cell
```",GBP2,32351704
Human,spleen,"naive thymus-derived cd8-positive, alpha-beta t cell
```",SELL,32351704
Human,spleen,"naive thymus-derived cd8-positive, alpha-beta t cell
```",CCR7,32351704
Human,spleen,"naive thymus-derived cd8-positive, alpha-beta t cell
```",MYC,32351704
Human,spleen,"naive thymus-derived cd8-positive, alpha-beta t cell
```",LEF1,32351704
Human,spleen,"naive thymus-derived cd8-positive, alpha-beta t cell
```",TSHZ2,32351704
Human,spleen,"naive thymus-derived cd8-positive, alpha-beta t cell
```",MAL,32351704
Human,spleen,"naive thymus-derived cd8-positive, alpha-beta t cell
```",NOSIP,32351704
Human,spleen,"naive thymus-derived cd8-positive, alpha-beta t cell
```",TCF7,32351704
Human,spleen,"naive thymus-derived cd8-positive, alpha-beta t cell
```",RCAN3,32351704
Human,spleen,"naive thymus-derived cd8-positive, alpha-beta t cell
```",SOCS3,32351704
Human,spleen,"cd8-positive, alpha-beta memory t cell
```",CD8A/CD8B,32351704
Human,spleen,"cd8-positive, alpha-beta memory t cell
```",CXCR3,32351704
Human,spleen,"cd8-positive, alpha-beta memory t cell
```",CD52,32351704
Human,spleen,"cd8-positive, alpha-beta memory t cell
```",ITGA1,32351704
Human,spleen,"cd8-positive, alpha-beta memory t cell
```",KLRG1,32351704
Human,spleen,"cd8-positive, alpha-beta memory t cell
```",CXCR6,32351704
Human,spleen,"cd8-positive, alpha-beta memory t cell
```",KLRD1,32351704
Human,spleen,"cd8-positive, alpha-beta memory t cell
```",CCL4,32351704
Human,spleen,"cd8-positive, alpha-beta memory t cell
```",CCL5,32351704
Human,spleen,"cd8-positive, alpha-beta memory t cell
```",XCL2,32351704
Human,spleen,"cd8-positive, alpha-beta memory t cell
```",GZMK,32351704
Human,spleen,"cd8-positive, alpha-beta memory t cell
```",CMC1,32351704
Human,spleen,"cd8-positive, alpha-beta t cell
```",KLRB1,32351704
Human,spleen,"cd8-positive, alpha-beta t cell
```",KLRG1,32351704
Human,spleen,"cd8-positive, alpha-beta t cell
```",NCR3,32351704
Human,spleen,"cd8-positive, alpha-beta t cell
```",SLC4A10,32351704
Human,spleen,"cd8-positive, alpha-beta t cell
```",CXCR6,32351704
Human,spleen,"cd8-positive, alpha-beta t cell
```",JAML,32351704
Human,spleen,"cd8-positive, alpha-beta t cell
```",IL7R,32351704
Human,spleen,"cd8-positive, alpha-beta t cell
```",CD160,32351704
Human,blood,"cd8-positive, alpha-beta t cell
```",CX3CR1,32351704
Human,blood,"cd8-positive, alpha-beta t cell
```",LGALS1,32351704
Human,blood,"cd8-positive, alpha-beta t cell
```",FGFBP2,32351704
Human,blood,"cd8-positive, alpha-beta t cell
```",GNLY,32351704
Human,blood,"cd8-positive, alpha-beta t cell
```",GZMB,32351704
Human,blood,"cd8-positive, alpha-beta t cell
```",PTGDS,32351704
Human,blood,"cd8-positive, alpha-beta t cell
```",SPON2,32351704
Human,blood,"cd8-positive, alpha-beta t cell
```",PRF1,32351704
Human,blood,"cd8-positive, alpha-beta t cell
```",ZNF683,32351704
Human,blood,"cd8-positive, alpha-beta t cell
```",NKG7,32351704
Human,liver,"t cell
```",CD8A,32351704
Human,liver,"t cell
```",TRGC2,32351704
Human,liver,"t cell
```",CMC1,32351704
Human,liver,"t cell
```",ITGAD,32351704
Human,"Liver, spleen",ILC TrNK,XCL1,32351704
Human,"Liver, spleen",ILC TrNK,XCL2,32351704
Human,"Liver, spleen",ILC TrNK,CCL3,32351704
Human,"Liver, spleen",ILC TrNK,KLRC1,32351704
Human,"Liver, spleen",ILC TrNK,CD160,32351704
Human,"Liver, spleen",ILC TrNK,IL2RB,32351704
Human,"Liver, spleen",ILC TrNK,GSTP1,32351704
Human,"Liver, spleen",ILC TrNK,FCER1G,32351704
Human,"Liver, spleen",ILC TrNK,TYROBP,32351704
Human,"Liver, spleen",ILC TrNK,CXCR6,32351704
Human,"Liver, spleen",ILC TrNK,GZMK,32351704
Human,"Blood, spleen, liver",ILC cNK,CX3CR1,32351704
Human,"Blood, spleen, liver",ILC cNK,LGALS1,32351704
Human,"Blood, spleen, liver",ILC cNK,FGFBP2,32351704
Human,"Blood, spleen, liver",ILC cNK,GNLY,32351704
Human,"Blood, spleen, liver",ILC cNK,GZMB,32351704
Human,"Blood, spleen, liver",ILC cNK,PTGDS,32351704
Human,"Blood, spleen, liver",ILC cNK,SPON2,32351704
Human,"Blood, spleen, liver",ILC cNK,PRF1,32351704
Human,"Blood, spleen, liver",ILC cNK,TYROBP,32351704
Human,"Blood, spleen, liver",ILC cNK,NKG7,32351704
Human,"Blood, spleen, liver",ILC cNK,FCGR3A,32351704
Human,"Blood, spleen, liver",ILC cNK,PRF1,32351704
Human,"Spleen, liver",ILC,LST1,32351704
Human,"Spleen, liver",ILC,FXYD5,32351704
Human,"Spleen, liver",ILC,OTUD5,32351704
Human,"Spleen, liver",ILC,SPINK2,32351704
Human,"Spleen, liver",ILC,IL1R1,32351704
Human,"Spleen, liver",ILC,ALDOC,32351704
Human,"Spleen, liver",ILC,IL4I1,32351704
Human,"Spleen, liver",ILC,TNFRSF4,32351704
Human,"Spleen, liver",ILC,IL7R,32351704
Human,"Spleen, liver",ILC,TNFSF13B,32351704
Human,spleen,"type i nk t cell
```",STMN1,32351704
Human,spleen,"type i nk t cell
```",H4C3,32351704
Human,spleen,"type i nk t cell
```",HMGB2,32351704
Human,spleen,"type i nk t cell
```",TUBA1B,32351704
Human,spleen,"type i nk t cell
```",TUBB,32351704
Human,spleen,"type i nk t cell
```",TYMS,32351704
Human,spleen,"type i nk t cell
```",PCLAF,32351704
Human,spleen,"type i nk t cell
```",PCNA,32351704
Human,spleen,"type i nk t cell
```",MKI67,32351704
Human,spleen,"type i nk t cell
```",RRM2,32351704
Human,spleen,"type i nk t cell
```",DUT,32351704
Human,liver,"macrophage
```",LGALS2,32351704
Human,liver,"macrophage
```",VIM,32351704
Human,liver,"macrophage
```",CLEC4E,32351704
Human,liver,"macrophage
```",CRIP1,32351704
Human,liver,"macrophage
```",S100A8,32351704
Human,liver,"macrophage
```",S100A9,32351704
Human,liver,"macrophage
```",S100A12,32351704
Human,liver,"macrophage
```",RNASE2,32351704
Human,liver,"macrophage
```",PLBD1,32351704
Human,liver,"macrophage
```",CLU,32351704
Human,liver,"macrophage
```",RETN,32351704
Human,liver,"macrophage
```",VCAN,32351704
Human,liver,"macrophage
```",MNDA,32351704
Human,liver,"macrophage
```",LYZ,32351704
Human,liver,"macrophage
```",MT1X,32351704
Human,liver,"macrophage
```",MT1E,32351704
Human,liver,"macrophage
```",MT1G,32351704
Human,liver,"macrophage
```",VCAN,32351704
Human,liver,"macrophage
```",FOLR3,32351704
Human,liver,"macrophage
```",IER2,32351704
Human,liver,"macrophage
```",HLA-DPB1,32351704
Human,liver,"macrophage
```",HLA-DPA1,32351704
Human,liver,"macrophage
```",CD74,32351704
Human,liver,"macrophage
```",HLA-DRB1,32351704
Human,liver,"macrophage
```",MS4A7,32351704
Human,liver,"macrophage
```",C1QA,32351704
Human,liver,"macrophage
```",C1QB,32351704
Human,liver,"macrophage
```",C1QC,32351704
Human,liver,"macrophage
```",FCGR3A,32351704
Human,liver,"macrophage
```",RHOC,32351704
Human,liver,"macrophage
```",PELATON,32351704
Human,liver,"macrophage
```",CSF1R,32351704
Human,liver,"macrophage
```",FTL,32351704
Human,liver,"macrophage
```",SELENOP,32351704
Human,liver,"macrophage
```",HMOX1,32351704
Human,liver,"macrophage
```",FABP5,32351704
Human,liver,"macrophage
```",CD5L,32351704
Human,liver,"macrophage
```",APOE,32351704
Human,liver,"macrophage
```",APOC1,32351704
Human,liver,"macrophage
```",FABP4,32351704
Human,liver,"macrophage
```",NUPR1,32351704
Human,liver,"macrophage
```",MARCO,32351704
Human,liver,"macrophage
```",LGMN,32351704
Human,liver,"macrophage
```",SLC40A1,32351704
Human,liver,"macrophage
```",MRC1,32351704
Human,"Blood, spleen",Megakaryocyte,PPBP,32351704
