ori_tissue,ori_cell_type,prompt,corrected_tissue,corrected_cell,reason,status
choroid,endothelial cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: choroid
    - 原始细胞类型: endothelial cell

    候选匹配:
候选组织 1: skin
  候选细胞 1: cell_ontology_class='endothelial cell', free_annotation='endothelial'
  候选细胞 2: cell_ontology_class='endothelial cell', free_annotation='endothelial cell'
  候选细胞 3: cell_ontology_class='endothelial cell', free_annotation='endothelial cells'

候选组织 2: kidney
  候选细胞 1: cell_ontology_class='endothelial cell', free_annotation='endothelial'

候选组织 3: trachea
  候选细胞 1: cell_ontology_class='endothelial cell', free_annotation='endothelial'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",choroid,"endothelial cell
```",原始数据中提到的组织类型为脉络膜(choroid)，这是一种位于眼球后部的血管化组织，主要包含丰富的血管和色素细胞。根据解剖学知识，脉络膜中的主要细胞类型包括内皮细胞(endothelial cell)，它们构成血管内壁。在候选匹配中，没有直接提到脉络膜作为组织类型，因此需要选择一个与原始数据最接近的合理替代。由于脉络膜的主要功能与血管相关，且内皮细胞是其核心组成部分，这里选择保持原始标注不变以反映其实际生物学背景。,found
rpe/choroid,schwann cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: rpe/choroid
    - 原始细胞类型: schwann cell

    候选匹配:
候选组织 1: tongue
  候选细胞 1: cell_ontology_class='schwann cell', free_annotation='schwann_cell'

候选组织 2: spleen
  候选细胞 1: cell_ontology_class='erythrocyte', free_annotation='erythrocyte'
  候选细胞 2: cell_ontology_class='erythrocyte', free_annotation='erythrocytes'
  候选细胞 3: cell_ontology_class='endothelial cell', free_annotation='endothelial_cells'
  候选细胞 4: cell_ontology_class='endothelial cell', free_annotation='endothelium'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",tongue,"schwann cell
```",原始数据中组织类型为“rpe/choroid”（视网膜色素上皮/脉络膜），而候选匹配中的组织类型（tongue和spleen）与原始组织不相关。此外，原始细胞类型为“schwann cell”（施万细胞），这种细胞通常存在于周围神经系统中，而不是在rpe/choroid中。因此，原始标注可能存在错误。根据候选匹配，tongue组织的候选细胞1明确标注为“schwann cell”，这与原始细胞类型一致，因此最合适的修正是将组织类型改为tongue，细胞类型保持为schwann cell。,found
rpe/choroid,endothelial cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: rpe/choroid
    - 原始细胞类型: endothelial cell

    候选匹配:
候选组织 1: trachea
  候选细胞 1: cell_ontology_class='endothelial cell', free_annotation='endothelial'
  候选细胞 2: cell_ontology_class='endothelial cell', free_annotation='endothelial_cells'

候选组织 2: pancreas
  候选细胞 1: cell_ontology_class='endothelial cell', free_annotation='endothelial'

候选组织 3: prostate
  候选细胞 1: cell_ontology_class='endothelial cell', free_annotation='endothelial_cells'

候选组织 4: skin
  候选细胞 1: cell_ontology_class='endothelial cell', free_annotation='endothelial_cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",skin,"endothelial cell
```",原始数据中的组织类型为“rpe/choroid”（视网膜色素上皮/脉络膜），而候选匹配中没有直接对应此组织的选项。然而，原始细胞类型为“endothelial cell”，这与所有候选组织中的细胞类型一致。考虑到“endothelial cell”在多种组织中广泛存在，并且原始组织“rpe/choroid”包含丰富的血管结构（由内皮细胞构成），最接近的合理修正是选择一个血管化程度较高的组织。皮肤（skin）是一个高度血管化的组织，因此是最佳选择。对于细胞类型，所有候选匹配均一致标注为“endothelial cell”，因此无需进一步调整。,found
rpe/choroid,endothelial cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: rpe/choroid
    - 原始细胞类型: endothelial cell

    候选匹配:
候选组织 1: trachea
  候选细胞 1: cell_ontology_class='endothelial cell', free_annotation='endothelial'
  候选细胞 2: cell_ontology_class='endothelial cell', free_annotation='endothelial_cells'

候选组织 2: pancreas
  候选细胞 1: cell_ontology_class='endothelial cell', free_annotation='endothelial'

候选组织 3: prostate
  候选细胞 1: cell_ontology_class='endothelial cell', free_annotation='endothelial_cells'

候选组织 4: skin
  候选细胞 1: cell_ontology_class='endothelial cell', free_annotation='endothelial_cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",skin,"endothelial cell
```",原始数据中的组织类型为“rpe/choroid”（视网膜色素上皮/脉络膜），这与候选匹配中的任何组织（气管、胰腺、前列腺、皮肤）均不完全一致。然而，原始细胞类型“endothelial cell”（内皮细胞）在所有候选匹配中均有出现，并且描述一致。考虑到“rpe/choroid”中含有丰富的血管结构，其中的内皮细胞可能来源于脉络膜血管，因此最接近的修正是选择一个包含血管相关内皮细胞的组织类型。在候选组织中，“skin”（皮肤）也含有血管结构，其内皮细胞注释与原始数据最为一致。,found
rpe/choroid,endothelial cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: rpe/choroid
    - 原始细胞类型: endothelial cell

    候选匹配:
候选组织 1: trachea
  候选细胞 1: cell_ontology_class='endothelial cell', free_annotation='endothelial'
  候选细胞 2: cell_ontology_class='endothelial cell', free_annotation='endothelial_cells'

候选组织 2: pancreas
  候选细胞 1: cell_ontology_class='endothelial cell', free_annotation='endothelial'

候选组织 3: prostate
  候选细胞 1: cell_ontology_class='endothelial cell', free_annotation='endothelial_cells'

候选组织 4: skin
  候选细胞 1: cell_ontology_class='endothelial cell', free_annotation='endothelial_cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",retina,"endothelial cell
```",原始数据中组织类型为'rpe/choroid'（视网膜色素上皮/脉络膜），而候选匹配中的组织类型（如气管、胰腺、前列腺和皮肤）均与原始组织不相关。因此，候选组织无法直接匹配原始组织。然而，原始细胞类型'endothelial cell'（内皮细胞）在所有候选细胞中均有出现，并且其注释一致。基于此，我们保留原始细胞类型的准确性，同时修正组织类型为更符合原始数据的描述。,found
rpe/choroid,smooth muscle cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: rpe/choroid
    - 原始细胞类型: smooth muscle cell

    候选匹配:
候选组织 1: muscle
  候选细胞 1: cell_ontology_class='smooth muscle cell', free_annotation='smooth muscle cells'
  候选细胞 2: cell_ontology_class='smooth muscle cell', free_annotation='smooth muscle cell'
  候选细胞 3: cell_ontology_class='smooth muscle cell', free_annotation='smooth_muscle_cells'

候选组织 2: skin
  候选细胞 1: cell_ontology_class='smooth muscle cell', free_annotation='smooth muscle cells'
  候选细胞 2: cell_ontology_class='smooth muscle cell', free_annotation='smooth muscle cell'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",muscle,"smooth muscle cell
```",原始数据中提到的组织类型是“rpe/choroid”（视网膜色素上皮/脉络膜），这与候选匹配中的“muscle”或“skin”均不完全一致。然而，根据解剖学知识，脉络膜中含有平滑肌细胞（smooth muscle cell），这些细胞主要分布在血管壁中，因此原始标注可能是试图描述脉络膜中的平滑肌细胞。在候选匹配中，“muscle”比“skin”更符合这一背景。对于细胞类型，所有候选细胞都一致标注为“smooth muscle cell”，因此无需进一步调整。,found
rpe/choroid,smooth muscle cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: rpe/choroid
    - 原始细胞类型: smooth muscle cell

    候选匹配:
候选组织 1: muscle
  候选细胞 1: cell_ontology_class='smooth muscle cell', free_annotation='smooth muscle cells'
  候选细胞 2: cell_ontology_class='smooth muscle cell', free_annotation='smooth muscle cell'
  候选细胞 3: cell_ontology_class='smooth muscle cell', free_annotation='smooth_muscle_cells'

候选组织 2: skin
  候选细胞 1: cell_ontology_class='smooth muscle cell', free_annotation='smooth muscle cells'
  候选细胞 2: cell_ontology_class='smooth muscle cell', free_annotation='smooth muscle cell'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",muscle,"smooth muscle cell
```",原始数据中的组织类型为'rpe/choroid'（视网膜色素上皮/脉络膜），与候选匹配中的'muscle'和'skin'均不完全一致。然而，原始细胞类型为'smooth muscle cell'，这与候选匹配中提供的细胞类型一致。考虑到脉络膜中含有平滑肌细胞（如血管壁中的平滑肌细胞），最接近的组织匹配应为'muscle'而非'skin'。在细胞类型的标注上，所有候选细胞均一致描述为'smooth muscle cell'，因此无需进一步调整。,found
rpe/choroid,fibroblast,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: rpe/choroid
    - 原始细胞类型: fibroblast

    候选匹配:
候选组织 1: prostate
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblasts'
  候选细胞 2: cell_ontology_class='fibroblast', free_annotation='fibroblast'

候选组织 2: pancreas
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblast'
  候选细胞 2: cell_ontology_class='fibroblast', free_annotation='fibroblasts'

候选组织 3: lung
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblasts'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",rpe/choroid,"fibroblast
```",原始数据中的组织类型为“rpe/choroid”（视网膜色素上皮/脉络膜），与候选匹配中的“prostate”（前列腺）、“pancreas”（胰腺）和“lung”（肺）均不一致。因此，候选匹配的组织类型无法直接用于修正。然而，原始细胞类型“fibroblast”（成纤维细胞）在所有候选匹配中均有出现，并且其标注一致性较高（cell_ontology_class 和 free_annotation 均支持）。基于此，可以保留原始细胞类型的标注，但组织类型需要进一步确认或保持原始标注。,found
rpe/choroid,rpe cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: rpe/choroid
    - 原始细胞类型: rpe cell

    候选匹配:
候选组织 1: lung
  候选细胞 1: cell_ontology_class='respiratory goblet cell', free_annotation='respiratory goblet cell'

候选组织 2: bone_marrow
  候选细胞 1: cell_ontology_class='erythrocyte', free_annotation='erythrocytes'
  候选细胞 2: cell_ontology_class='erythrocyte', free_annotation='erythrocyte'

候选组织 3: lymph_node
  候选细胞 1: cell_ontology_class='erythrocyte', free_annotation='erythrocytes'
  候选细胞 2: cell_ontology_class='erythrocyte', free_annotation='erythrocyte'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",retinal pigment epithelium/choroid,"retinal pigment epithelial cell
```","原始数据中的组织类型为“rpe/choroid”，细胞类型为“rpe cell”，这明确指向视网膜色素上皮（retinal pigment epithelium, RPE）及其所在的脉络膜（choroid）区域。候选匹配中提供的组织类型（lung、bone_marrow、lymph_node）和细胞类型（respiratory goblet cell、erythrocyte）均与原始数据的生物学背景不符。因此，修正结果应基于原始数据的准确性，保留其描述。",found
rpe/choroid,rpe cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: rpe/choroid
    - 原始细胞类型: rpe cell

    候选匹配:
候选组织 1: lung
  候选细胞 1: cell_ontology_class='respiratory goblet cell', free_annotation='respiratory goblet cell'

候选组织 2: bone_marrow
  候选细胞 1: cell_ontology_class='erythrocyte', free_annotation='erythrocytes'
  候选细胞 2: cell_ontology_class='erythrocyte', free_annotation='erythrocyte'

候选组织 3: lymph_node
  候选细胞 1: cell_ontology_class='erythrocyte', free_annotation='erythrocytes'
  候选细胞 2: cell_ontology_class='erythrocyte', free_annotation='erythrocyte'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",rpe/choroid,"retinal pigment epithelial cell
```",原始数据中的组织类型为“rpe/choroid”，即视网膜色素上皮（RPE）和脉络膜，而原始细胞类型为“rpe cell”，这明确指向视网膜色素上皮细胞。候选匹配中提供的组织类型（lung、bone_marrow、lymph_node）和细胞类型（respiratory goblet cell、erythrocyte）均与原始数据的生物学背景不符。因此，修正结果应保持与原始数据一致。,found
rpe/choroid,leukocyte,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: rpe/choroid
    - 原始细胞类型: leukocyte

    候选匹配:
候选组织 1: lymph_node
  候选细胞 1: cell_ontology_class='erythrocyte', free_annotation='erythrocytes'
  候选细胞 2: cell_ontology_class='erythrocyte', free_annotation='erythrocyte'

候选组织 2: blood
  候选细胞 1: cell_ontology_class='erythrocyte', free_annotation='erythrocyte'
  候选细胞 2: cell_ontology_class='erythrocyte', free_annotation='erythrocytes'

候选组织 3: bone_marrow
  候选细胞 1: cell_ontology_class='erythrocyte', free_annotation='erythrocytes'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",rpe/choroid,"leukocyte
```",原始数据中的组织类型为'rpe/choroid'（视网膜色素上皮/脉络膜），这与候选匹配中的'lymph_node'（淋巴结）、'blood'（血液）和'bone_marrow'（骨髓）均不一致。原始细胞类型为'leukocyte'（白细胞），而所有候选细胞类型均为'erythrocyte'（红细胞），与原始数据不符。因此，候选匹配无法提供合适的修正结果，应保留原始标注或进一步查找更相关的匹配。,found
rpe/choroid,b cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: rpe/choroid
    - 原始细胞类型: b cell

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='b cell', free_annotation='b cells'
  候选细胞 2: cell_ontology_class='b cell', free_annotation='b_cells'

候选组织 2: trachea
  候选细胞 1: cell_ontology_class='b cell', free_annotation='b cell'
  候选细胞 2: cell_ontology_class='b cell', free_annotation='b cells'

候选组织 3: kidney
  候选细胞 1: cell_ontology_class='b cell', free_annotation='b_cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"b cells
```","原始组织 ""rpe/choroid"" 明确指向眼部结构（视网膜色素上皮和脉络膜），因此候选组织 ""eye"" 是最合适的匹配。原始细胞类型 ""b cell"" 在多个候选中均有出现，但根据标准化需求，应选择描述一致且无歧义的标注形式。候选细胞 1 的 ""free_annotation='b cells'"" 更符合复数形式的标准化表达。",found
rpe/choroid,t cell/nk cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: rpe/choroid
    - 原始细胞类型: t cell/nk cell

    候选匹配:
候选组织 1: lymph_node
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t-cells'

候选组织 2: skin
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'

候选组织 3: blood
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"t cell
```",原始数据中的组织类型为“rpe/choroid”（视网膜色素上皮/脉络膜），这与候选匹配中的“lymph_node”、“skin”和“blood”均不一致。然而，原始细胞类型标注为“t cell/nk cell”，这表明样本可能包含免疫相关细胞。在候选匹配中，“blood”是最符合免疫细胞分布的组织类型，因为T细胞和NK细胞主要存在于血液中。此外，候选细胞类型的标注均明确指向“t cell”，因此可以确认细胞类型为“t cell”。综合判断，最合适的修正是将组织类型改为“blood”，并将细胞类型标准化为“t cell”。,found
rpe/choroid,monocyte/macrophage,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: rpe/choroid
    - 原始细胞类型: monocyte/macrophage

    候选匹配:
候选组织 1: prostate
  候选细胞 1: cell_ontology_class='myeloid cell', free_annotation='monocyte/macrophage'

候选组织 2: pancreas
  候选细胞 1: cell_ontology_class='myeloid cell', free_annotation='monocyte/macrophage'

候选组织 3: blood
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='monocyte/macrophage'

候选组织 4: bone_marrow
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='monocyte/macrophage'

候选组织 5: heart
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='monocyte/macrophage'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"macrophage
```",原始数据中的组织类型为“rpe/choroid”（视网膜色素上皮/脉络膜），这是一个与眼睛相关的组织。然而，候选匹配中没有直接对应的眼睛相关组织选项。考虑到原始细胞类型为“monocyte/macrophage”，这是一种髓系来源的免疫细胞，广泛分布于多种组织中。在候选匹配中，“macrophage”作为更具体的细胞类型比“myeloid cell”更适合描述原始细胞类型。此外，血液（blood）是单核细胞（monocyte）的主要来源，而巨噬细胞（macrophage）通常由单核细胞分化而来，因此选择“blood”作为组织来源更为合理。,found
rpe/choroid,mast cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: rpe/choroid
    - 原始细胞类型: mast cell

    候选匹配:
候选组织 1: prostate
  候选细胞 1: cell_ontology_class='mast cell', free_annotation='mast_cells'
  候选细胞 2: cell_ontology_class='mast cell', free_annotation='mast cells'
  候选细胞 3: cell_ontology_class='mast cell', free_annotation='mast cell'

候选组织 2: muscle
  候选细胞 1: cell_ontology_class='mast cell', free_annotation='mast_cells'
  候选细胞 2: cell_ontology_class='mast cell', free_annotation='mast cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",rpe/choroid,"mast cell
```","原始组织 ""rpe/choroid"" 指的是视网膜色素上皮和脉络膜，这是一种眼部组织，与候选匹配中的 ""prostate""（前列腺）或 ""muscle""（肌肉）无关。因此，候选组织均不适用。原始细胞类型 ""mast cell""（肥大细胞）在候选匹配中多次出现，且标注一致，表明其准确性较高。综合判断，修正结果应保留原始细胞类型并明确原始组织。",found
retina,schwann cell (myelinating),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: schwann cell (myelinating)

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 2: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 3: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 4: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'
  候选细胞 5: cell_ontology_class='retina horizontal cell', free_annotation='retina - horizontal cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"retinal ganglion cell
```",原始数据中提到的组织是视网膜（retina），而候选匹配中的组织“eye”是一个更广泛的解剖结构，包含视网膜。因此，“eye”可以作为修正后的组织类型。原始细胞类型为“Schwann cell (myelinating)”，但施万细胞通常存在于周围神经系统中，而不是视网膜中。根据候选细胞类型的描述，没有直接与施万细胞匹配的选项，因此需要选择一个与视网膜相关的细胞类型作为替代。在候选细胞中，“retinal ganglion cell”是最接近视网膜功能的主要细胞类型之一。,found
retina,schwann cell (myelinating),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: schwann cell (myelinating)

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 2: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 3: cell_ontology_class='retinal pigment epithelial cell', free_annotation='retina - retinal pigment epithelium'
  候选细胞 4: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'
  候选细胞 5: cell_ontology_class='retina horizontal cell', free_annotation='retina - horizontal cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"retinal ganglion cell
```","原始数据中标注的组织为 ""retina""，这实际上是眼睛 (eye) 的一部分，因此更合适的组织类型应为 ""eye""。原始细胞类型标注为 ""schwann cell (myelinating)""，但施万细胞主要存在于周围神经系统中，负责形成髓鞘，而视网膜中的细胞类型并不包括施万细胞。根据候选匹配，所有列出的细胞类型均为视网膜中存在的细胞类型。由于原始数据未提供足够的信息来明确具体是哪一种视网膜细胞，因此选择一个更具代表性的细胞类型，例如 ""retinal ganglion cell""，作为修正结果。",found
retina,schwann cell (nonmyelinating),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: schwann cell (nonmyelinating)

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 2: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 3: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'
  候选细胞 4: cell_ontology_class='retina horizontal cell', free_annotation='retina - horizontal cells'

候选组织 2: tongue
  候选细胞 1: cell_ontology_class='schwann cell', free_annotation='schwann_cell'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",tongue,"schwann cell
```",原始数据中组织类型为 retina，属于 eye 的一部分，而原始细胞类型为 schwann cell (nonmyelinating)，这与 retina 中常见的细胞类型（如 photoreceptor cells、ganglion cells 等）不符。Schwann cells 通常存在于周围神经系统中，而不是视网膜中。在候选匹配中，候选组织 tongue 提供了与 schwann cell 相关的正确注释，因此更符合原始细胞类型的描述。,found
retina,schwann cell (nonmyelinating),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: schwann cell (nonmyelinating)

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 2: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 3: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'
  候选细胞 4: cell_ontology_class='retina horizontal cell', free_annotation='retina - horizontal cells'

候选组织 2: tongue
  候选细胞 1: cell_ontology_class='schwann cell', free_annotation='schwann_cell'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"retinal ganglion cell
```",原始数据中组织类型为 retina，属于 eye 的一部分，而原始细胞类型为 schwann cell (nonmyelinating)，这与 retina 中常见的细胞类型（如 photoreceptor cells、ganglion cells 等）不匹配。Schwann cells 通常存在于周围神经系统中，而不是视网膜中。因此，候选组织 1（eye）更符合原始组织描述，但候选细胞需要重新选择以匹配 retina 的典型细胞类型。根据候选匹配，retinal ganglion cell 是视网膜中的重要细胞类型之一，且标注清晰。,found
retina,schwann cell (nonmyelinating),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: retina
    - 原始细胞类型: schwann cell (nonmyelinating)

    候选匹配:
候选组织 1: eye
  候选细胞 1: cell_ontology_class='eye photoreceptor cell', free_annotation='retina - photoreceptor cells'
  候选细胞 2: cell_ontology_class='retinal ganglion cell', free_annotation='retina - ganglion cells'
  候选细胞 3: cell_ontology_class='retinal bipolar neuron', free_annotation='retina - bipolar cells'
  候选细胞 4: cell_ontology_class='retina horizontal cell', free_annotation='retina - horizontal cells'

候选组织 2: tongue
  候选细胞 1: cell_ontology_class='schwann cell', free_annotation='schwann_cell'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",eye,"schwann cell (nonmyelinating)
```",原始数据中组织类型为 retina，这属于 eye 的一部分，因此修正组织应为 eye。原始细胞类型为 schwann cell (nonmyelinating)，但根据候选匹配，schwann cell 仅出现在 tongue 中，与原始组织 retina 不符。视网膜中不存在施万细胞，而候选细胞类型均为视网膜特异性细胞。由于原始细胞类型的标注可能有误，且没有更合适的候选细胞类型匹配，这里选择保留原始细胞类型作为修正结果。,found
