ori_tissue,ori_cell_type,search_result
gastric tme,cytotoxic cd8 t lymphocyte (ctl),"organ_tissue=large_intestine, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta cytotoxic t cell, free_annotation=cd8-positive cytotoxic t cells; organ_tissue=thymus, cell_ontology_class=cd8-positive, alpha-beta cytotoxic t cell, free_annotation=cd8-positive cytotoxic t cells; organ_tissue=small_intestine, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=large_intestine, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell"
gastric tme,cytotoxic cd8 t lymphocyte (ctl),"organ_tissue=large_intestine, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta cytotoxic t cell, free_annotation=cd8-positive cytotoxic t cells; organ_tissue=thymus, cell_ontology_class=cd8-positive, alpha-beta cytotoxic t cell, free_annotation=cd8-positive cytotoxic t cells; organ_tissue=small_intestine, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=large_intestine, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell"
gastric tme,cytotoxic cd8 t lymphocyte (ctl),"organ_tissue=large_intestine, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta cytotoxic t cell, free_annotation=cd8-positive cytotoxic t cells; organ_tissue=thymus, cell_ontology_class=cd8-positive, alpha-beta cytotoxic t cell, free_annotation=cd8-positive cytotoxic t cells; organ_tissue=small_intestine, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=large_intestine, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell"
gastric tme,cytotoxic cd8 t lymphocyte (ctl),"organ_tissue=large_intestine, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta cytotoxic t cell, free_annotation=cd8-positive cytotoxic t cells; organ_tissue=thymus, cell_ontology_class=cd8-positive, alpha-beta cytotoxic t cell, free_annotation=cd8-positive cytotoxic t cells; organ_tissue=small_intestine, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=large_intestine, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell"
gastric tme,exhausted t cell (tex),"organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells"
gastric tme,exhausted t cell (tex),"organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells"
gastric tme,exhausted t cell (tex),"organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells"
gastric tme,exhausted t cell (tex),"organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells"
gastric tme,exhausted t cell (tex),"organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells"
gastric tme,exhausted t cell (tex),"organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells"
gastric tme,exhausted t cell (tex),"organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells"
gastric tme,exhausted t cell (tex),"organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells"
gastric tme,exhausted t cell (tex),"organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells"
gastric tme,exhausted t cell (tex),"organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells"
gastric tme,exhausted t cell (tex),"organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells"
gastric tme,exhausted t cell (tex),"organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells"
gastric tme,exhausted t cell (tex),"organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells"
gastric tme,exhausted t cell (tex),"organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells"
gastric tme,exhausted t cell (tex),"organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=trachea, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells"
tumor,effector ctls (subclass 2),"organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=lung, cell_ontology_class=endothelial cell of artery, free_annotation=artery cells (endothelial cells); organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cell"
tumor,effector ctls (subclass 2),"organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=lung, cell_ontology_class=endothelial cell of artery, free_annotation=artery cells (endothelial cells); organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cell"
tumor,effector ctls (subclass 2),"organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=lung, cell_ontology_class=endothelial cell of artery, free_annotation=artery cells (endothelial cells); organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cell"
tumor,effector ctls (subclass 2),"organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=lung, cell_ontology_class=endothelial cell of artery, free_annotation=artery cells (endothelial cells); organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t cell"
tumor,memory t cells,"organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=muscle, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=skin, cell_ontology_class=t cell, free_annotation=t cells"
tumor,t cells,"organ_tissue=skin, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=skin, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=skin, cell_ontology_class=t cell, free_annotation=t cell"
tumor,exhausted effector t cells,"organ_tissue=skin, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=skin, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t-cells"
tumor,tregs (subclass 1),"organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=muscle, cell_ontology_class=tendon cell, free_annotation=tendon cell; organ_tissue=skin, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=fat, cell_ontology_class=macrophage, free_annotation=monocyte/macrophage; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cell"
tumor,tregs (subclass 1),"organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=muscle, cell_ontology_class=tendon cell, free_annotation=tendon cell; organ_tissue=skin, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=fat, cell_ontology_class=macrophage, free_annotation=monocyte/macrophage; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cell"
tumor,naïve cd4 t cells,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=naive thymus-derived cd4-positive, alpha-beta t cell, free_annotation=naive cd4-positive helper t cells; organ_tissue=skin, cell_ontology_class=naive thymus-derived cd4-positive, alpha-beta t cell, free_annotation=naive cd4-positive helper t cells; organ_tissue=skin, cell_ontology_class=cd4-positive helper t cell, free_annotation=cd4 helper t cell; organ_tissue=lung, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell"
tumor,naïve cd4 t cells,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=naive thymus-derived cd4-positive, alpha-beta t cell, free_annotation=naive cd4-positive helper t cells; organ_tissue=skin, cell_ontology_class=naive thymus-derived cd4-positive, alpha-beta t cell, free_annotation=naive cd4-positive helper t cells; organ_tissue=skin, cell_ontology_class=cd4-positive helper t cell, free_annotation=cd4 helper t cell; organ_tissue=lung, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell"
tumor,effector cd4 t cells,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=skin, cell_ontology_class=cd4-positive helper t cell, free_annotation=cd4 helper t cell; organ_tissue=lung, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=muscle, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=thymus, cell_ontology_class=cd4-positive helper t cell, free_annotation=cd4 helper t cell"
tumor,effector cd4 t cells,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=skin, cell_ontology_class=cd4-positive helper t cell, free_annotation=cd4 helper t cell; organ_tissue=lung, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=muscle, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=thymus, cell_ontology_class=cd4-positive helper t cell, free_annotation=cd4 helper t cell"
tumor,effector cd4 t cells,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=skin, cell_ontology_class=cd4-positive helper t cell, free_annotation=cd4 helper t cell; organ_tissue=lung, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=muscle, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=thymus, cell_ontology_class=cd4-positive helper t cell, free_annotation=cd4 helper t cell"
tumor,effector cd4 t cells,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=skin, cell_ontology_class=cd4-positive helper t cell, free_annotation=cd4 helper t cell; organ_tissue=lung, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=muscle, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=thymus, cell_ontology_class=cd4-positive helper t cell, free_annotation=cd4 helper t cell"
tumor,effector cd4 t cells,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=skin, cell_ontology_class=cd4-positive helper t cell, free_annotation=cd4 helper t cell; organ_tissue=lung, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=muscle, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=thymus, cell_ontology_class=cd4-positive helper t cell, free_annotation=cd4 helper t cell"
peripheral blood mononuclear cells (pbmcs),t cells,"organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t lymphocytes"
peripheral blood mononuclear cells (pbmcs),t cells,"organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t lymphocytes"
peripheral blood mononuclear cells (pbmcs),t cells,"organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t lymphocytes"
peripheral blood mononuclear cells (pbmcs),t cells,"organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t lymphocytes"
peripheral blood mononuclear cells (pbmcs),t cells,"organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t lymphocytes"
peripheral blood mononuclear cells (pbmcs),t cells,"organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t lymphocytes"
peripheral blood mononuclear cells (pbmcs),t cells,"organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t lymphocytes"
peripheral blood mononuclear cells (pbmcs),t cells,"organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t lymphocytes"
peripheral blood mononuclear cells (pbmcs),myeloid cells,"organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=blood, cell_ontology_class=myeloid progenitor, free_annotation=myeloid progenitor; organ_tissue=prostate, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=monocyte/macrophage; organ_tissue=mammary, cell_ontology_class=pericyte cell, free_annotation=perivascular"
peripheral blood mononuclear cells (pbmcs),myeloid cells,"organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=blood, cell_ontology_class=myeloid progenitor, free_annotation=myeloid progenitor; organ_tissue=prostate, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=monocyte/macrophage; organ_tissue=mammary, cell_ontology_class=pericyte cell, free_annotation=perivascular"
peripheral blood mononuclear cells (pbmcs),myeloid cells,"organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=blood, cell_ontology_class=myeloid progenitor, free_annotation=myeloid progenitor; organ_tissue=prostate, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=monocyte/macrophage; organ_tissue=mammary, cell_ontology_class=pericyte cell, free_annotation=perivascular"
peripheral blood mononuclear cells (pbmcs),myeloid cells,"organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=blood, cell_ontology_class=myeloid progenitor, free_annotation=myeloid progenitor; organ_tissue=prostate, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=monocyte/macrophage; organ_tissue=mammary, cell_ontology_class=pericyte cell, free_annotation=perivascular"
peripheral blood mononuclear cells (pbmcs),myeloid cells,"organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=blood, cell_ontology_class=myeloid progenitor, free_annotation=myeloid progenitor; organ_tissue=prostate, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=monocyte/macrophage; organ_tissue=mammary, cell_ontology_class=pericyte cell, free_annotation=perivascular"
peripheral blood mononuclear cells (pbmcs),myeloid cells,"organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=blood, cell_ontology_class=myeloid progenitor, free_annotation=myeloid progenitor; organ_tissue=prostate, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=monocyte/macrophage; organ_tissue=mammary, cell_ontology_class=pericyte cell, free_annotation=perivascular"
peripheral blood mononuclear cells (pbmcs),myeloid cells,"organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=blood, cell_ontology_class=myeloid progenitor, free_annotation=myeloid progenitor; organ_tissue=prostate, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=monocyte/macrophage; organ_tissue=mammary, cell_ontology_class=pericyte cell, free_annotation=perivascular"
peripheral blood mononuclear cells (pbmcs),myeloid cells,"organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=blood, cell_ontology_class=myeloid progenitor, free_annotation=myeloid progenitor; organ_tissue=prostate, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=monocyte/macrophage; organ_tissue=mammary, cell_ontology_class=pericyte cell, free_annotation=perivascular"
peripheral blood mononuclear cells (pbmcs),myeloid cells,"organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=blood, cell_ontology_class=myeloid progenitor, free_annotation=myeloid progenitor; organ_tissue=prostate, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=monocyte/macrophage; organ_tissue=mammary, cell_ontology_class=pericyte cell, free_annotation=perivascular"
peripheral blood mononuclear cells (pbmcs),myeloid cells,"organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=blood, cell_ontology_class=myeloid progenitor, free_annotation=myeloid progenitor; organ_tissue=prostate, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=monocyte/macrophage; organ_tissue=mammary, cell_ontology_class=pericyte cell, free_annotation=perivascular"
peripheral blood mononuclear cells (pbmcs),myeloid cells,"organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=blood, cell_ontology_class=myeloid progenitor, free_annotation=myeloid progenitor; organ_tissue=prostate, cell_ontology_class=myeloid cell, free_annotation=myeloid cell; organ_tissue=pancreas, cell_ontology_class=myeloid cell, free_annotation=monocyte/macrophage; organ_tissue=mammary, cell_ontology_class=pericyte cell, free_annotation=perivascular"
peripheral blood mononuclear cells (pbmcs),b cells,"organ_tissue=pancreas, cell_ontology_class=b cell, free_annotation=b lymphocytes; organ_tissue=blood, cell_ontology_class=memory b cell, free_annotation=memory b cell; organ_tissue=pancreas, cell_ontology_class=b cell, free_annotation=b cells; organ_tissue=mammary, cell_ontology_class=b cell, free_annotation=b lymphocytes; organ_tissue=pancreas, cell_ontology_class=b cell, free_annotation=b cell"
peripheral blood mononuclear cells (pbmcs),b cells,"organ_tissue=pancreas, cell_ontology_class=b cell, free_annotation=b lymphocytes; organ_tissue=blood, cell_ontology_class=memory b cell, free_annotation=memory b cell; organ_tissue=pancreas, cell_ontology_class=b cell, free_annotation=b cells; organ_tissue=mammary, cell_ontology_class=b cell, free_annotation=b lymphocytes; organ_tissue=pancreas, cell_ontology_class=b cell, free_annotation=b cell"
peripheral blood mononuclear cells (pbmcs),b cells,"organ_tissue=pancreas, cell_ontology_class=b cell, free_annotation=b lymphocytes; organ_tissue=blood, cell_ontology_class=memory b cell, free_annotation=memory b cell; organ_tissue=pancreas, cell_ontology_class=b cell, free_annotation=b cells; organ_tissue=mammary, cell_ontology_class=b cell, free_annotation=b lymphocytes; organ_tissue=pancreas, cell_ontology_class=b cell, free_annotation=b cell"
peripheral blood mononuclear cells (pbmcs),b cells,"organ_tissue=pancreas, cell_ontology_class=b cell, free_annotation=b lymphocytes; organ_tissue=blood, cell_ontology_class=memory b cell, free_annotation=memory b cell; organ_tissue=pancreas, cell_ontology_class=b cell, free_annotation=b cells; organ_tissue=mammary, cell_ontology_class=b cell, free_annotation=b lymphocytes; organ_tissue=pancreas, cell_ontology_class=b cell, free_annotation=b cell"
peripheral blood mononuclear cells (pbmcs),b cells,"organ_tissue=pancreas, cell_ontology_class=b cell, free_annotation=b lymphocytes; organ_tissue=blood, cell_ontology_class=memory b cell, free_annotation=memory b cell; organ_tissue=pancreas, cell_ontology_class=b cell, free_annotation=b cells; organ_tissue=mammary, cell_ontology_class=b cell, free_annotation=b lymphocytes; organ_tissue=pancreas, cell_ontology_class=b cell, free_annotation=b cell"
peripheral blood mononuclear cells (pbmcs),b cells,"organ_tissue=pancreas, cell_ontology_class=b cell, free_annotation=b lymphocytes; organ_tissue=blood, cell_ontology_class=memory b cell, free_annotation=memory b cell; organ_tissue=pancreas, cell_ontology_class=b cell, free_annotation=b cells; organ_tissue=mammary, cell_ontology_class=b cell, free_annotation=b lymphocytes; organ_tissue=pancreas, cell_ontology_class=b cell, free_annotation=b cell"
peripheral blood mononuclear cells (pbmcs),b cells,"organ_tissue=pancreas, cell_ontology_class=b cell, free_annotation=b lymphocytes; organ_tissue=blood, cell_ontology_class=memory b cell, free_annotation=memory b cell; organ_tissue=pancreas, cell_ontology_class=b cell, free_annotation=b cells; organ_tissue=mammary, cell_ontology_class=b cell, free_annotation=b lymphocytes; organ_tissue=pancreas, cell_ontology_class=b cell, free_annotation=b cell"
peripheral blood,cd3-cd7+gzmb+ cells,"organ_tissue=muscle, cell_ontology_class=pericyte cell, free_annotation=perivascular; organ_tissue=vasculature, cell_ontology_class=pericyte cell, free_annotation=perivascular; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=mammary, cell_ontology_class=pericyte cell, free_annotation=perivascular; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell"
retina,retinal pigment epithelial cell,"organ_tissue=eye, cell_ontology_class=retinal pigment epithelial cell, free_annotation=retina - retinal pigment epithelium; organ_tissue=eye, cell_ontology_class=eye photoreceptor cell, free_annotation=retina - photoreceptor cells; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cells; organ_tissue=skin, cell_ontology_class=epithelial cell, free_annotation=epithelial cell; organ_tissue=eye, cell_ontology_class=retinal blood vessel endothelial cell, free_annotation=vascular endothelial cells"
