original,corrected,candidates,reason
?Wt1,WT1,"[{'symbol': 'WT1-AS', 'alias_symbol': 'WIT-1 WT1AS WT1-AS1', 'prev_symbol': 'WIT1', 'name': 'WT1 antisense RNA', 'alias_name': '', 'prev_name': ''}, {'symbol': 'WTIP', 'alias_symbol': '', 'prev_symbol': '', 'name': 'WT1 interacting protein', 'alias_name': '', 'prev_name': ''}, {'symbol': 'WT1', 'alias_symbol': 'WAGR WIT-2 AWT1 NPHS4 WT-1', 'prev_symbol': 'GUD', 'name': 'WT1 transcription factor', 'alias_name': '', 'prev_name': ''}, {'symbol': 'PAWRP1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'pro-apoptotic WT1 regulator pseudogene 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'PAWRP2', 'alias_symbol': '', 'prev_symbol': '', 'name': 'pro-apoptotic WT1 regulator pseudogene 2', 'alias_name': '', 'prev_name': ''}]","原始标记""?Wt1""最可能指代的是与WT1相关的基因，而在候选信息中，'WT1'的别名包含了'WIT-2'、'AWT1'等与原始标记相似的部分，并且其名称为'WT1 transcription factor'，这与原始标记高度相关。其他候选信息如'WT1-AS'和'WTIP'虽然与WT1有一定关联，但它们的功能或命名不直接匹配原始标记。因此，选择'WT1'作为标准化结果。"
Tdgf1,CRIPTO,"[{'symbol': 'CRIPTO', 'alias_symbol': 'CR Cripto-1 CR-1', 'prev_symbol': 'TDGF1', 'name': 'cripto, EGF-CFC family member', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-LIPCAR', 'alias_symbol': 'uc022bqs.1 LIPCAR', 'prev_symbol': '', 'name': 'mitochondrially encoded long non-coding cardiac associated RNA', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND6', 'alias_symbol': 'NAD6 ND6', 'prev_symbol': 'MTND6', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个条目包含'prev_symbol': 'TDGF1'，这与原始标记""Tdgf1""完全匹配（大小写不影响匹配）。因此，选择该条目的'symbol'作为标准化结果。"
Mist1,BHLHA15,"[{'symbol': 'BHLHA15', 'alias_symbol': 'MIST1', 'prev_symbol': 'BHLHB8', 'name': 'basic helix-loop-helix family member a15', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，第一个候选信息的'alias_symbol'字段为'MIST1'，与原始标记'Mist1'完全匹配（忽略大小写）。因此，选择该候选信息中的'symbol'字段'BHLHA15'作为标准化结果。
Troy,TNFRSF19,"[{'symbol': 'TNFRSF19', 'alias_symbol': 'TAJ-alpha TROY TAJ TRADE', 'prev_symbol': '', 'name': 'TNF receptor superfamily member 19', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP1', 'alias_symbol': '', 'prev_symbol': 'MTHSP1', 'name': 'mitochondrially encoded major H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，第一个条目'symbol'为'TNFRSF19'，其'alias_symbol'包含'TROY'，这与原始标记'Troy'完全匹配（大小写忽略）。因此，该条目是最符合的标准化结果。
HLA©\DPA1,HLA-DPA1,"[{'symbol': 'HLA-DPA1', 'alias_symbol': '', 'prev_symbol': 'HLA-DP1A', 'name': 'major histocompatibility complex, class II, DP alpha 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'HLA-DOA', 'alias_symbol': 'HLA-D0-alpha', 'prev_symbol': 'HLA-DZA HLA-DNA', 'name': 'major histocompatibility complex, class II, DO alpha', 'alias_name': '', 'prev_name': ''}, {'symbol': 'HLA-F-AS1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'HLA-F antisense RNA 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'HLA-DRB9', 'alias_symbol': 'D6S206 D6S206E', 'prev_symbol': 'HLA-DRB1L HLA-DR1BL', 'name': 'major histocompatibility complex, class II, DR beta 9 (pseudogene)', 'alias_name': '', 'prev_name': ''}, {'symbol': 'HLA-J', 'alias_symbol': 'CDA12 HLA-59', 'prev_symbol': 'HLA-CDA12 D6S203', 'name': 'major histocompatibility complex, class I, J (pseudogene)', 'alias_name': '', 'prev_name': ''}]","在候选信息中，第一个条目{'symbol': 'HLA-DPA1', 'prev_symbol': 'HLA-DP1A'}的'symbol'与原始标记""HLA©\DPA1""非常接近。尽管原始标记包含特殊字符""©\""，但其核心部分""DPA1""与标准化符号""HLA-DPA1""完全一致。因此，这是最匹配的结果。"
CNBG3,CNBG3,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，未找到与原始标记""CNBG3""直接匹配的'symbol'、'alias_symbol'、'prev_symbol'、'name'或其他相关信息。因此，无法将原始标记标准化为候选信息中的任何结果。"
CRALBP,RLBP1,"[{'symbol': 'RLBP1', 'alias_symbol': 'CRALBP', 'prev_symbol': '', 'name': 'retinaldehyde binding protein 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-OHR', 'alias_symbol': '', 'prev_symbol': 'MTOHR', 'name': 'mitochondrially encoded heavy strand origin of replication', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}]","在候选信息中，第一个条目 {'symbol': 'RLBP1', 'alias_symbol': 'CRALBP', ...} 的 'alias_symbol' 包含了原始标记 'CRALBP'，这表明它与原始标记高度匹配。因此，选择该条目的 'symbol' 作为标准化结果。"
HLA©\DRA,HLA-DRA,"[{'symbol': 'HLA-DRA', 'alias_symbol': '', 'prev_symbol': 'HLA-DRA1', 'name': 'major histocompatibility complex, class II, DR alpha', 'alias_name': '', 'prev_name': ''}, {'symbol': 'HLA-DOA', 'alias_symbol': 'HLA-D0-alpha', 'prev_symbol': 'HLA-DZA HLA-DNA', 'name': 'major histocompatibility complex, class II, DO alpha', 'alias_name': '', 'prev_name': ''}, {'symbol': 'SLC26A3', 'alias_symbol': '', 'prev_symbol': 'DRA CLD', 'name': 'solute carrier family 26 member 3', 'alias_name': '', 'prev_name': ''}, {'symbol': 'HLA-F-AS1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'HLA-F antisense RNA 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'HLA-DRB9', 'alias_symbol': 'D6S206 D6S206E', 'prev_symbol': 'HLA-DRB1L HLA-DR1BL', 'name': 'major histocompatibility complex, class II, DR beta 9 (pseudogene)', 'alias_name': '', 'prev_name': ''}]","原始标记""HLA©\DRA""看起来是一个与HLA-DRA相关的基因符号，尽管存在特殊字符和格式问题。在候选信息列表中，有一个条目'symbol': 'HLA-DRA'，其名称、别名和先前符号都表明它与原始标记匹配。其他条目涉及不同的基因（如HLA-DOA、SLC26A3等），与原始标记无直接关联。因此，最匹配的结果是'HLA-DRA'。"
HLA©\DPB1,HLA-DPB1,"[{'symbol': 'HLA-DPB1', 'alias_symbol': '', 'prev_symbol': 'HLA-DP1B', 'name': 'major histocompatibility complex, class II, DP beta 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'HLA-DOA', 'alias_symbol': 'HLA-D0-alpha', 'prev_symbol': 'HLA-DZA HLA-DNA', 'name': 'major histocompatibility complex, class II, DO alpha', 'alias_name': '', 'prev_name': ''}, {'symbol': 'HLA-F-AS1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'HLA-F antisense RNA 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'HLA-DRB9', 'alias_symbol': 'D6S206 D6S206E', 'prev_symbol': 'HLA-DRB1L HLA-DR1BL', 'name': 'major histocompatibility complex, class II, DR beta 9 (pseudogene)', 'alias_name': '', 'prev_name': ''}, {'symbol': 'HLA-J', 'alias_symbol': 'CDA12 HLA-59', 'prev_symbol': 'HLA-CDA12 D6S203', 'name': 'major histocompatibility complex, class I, J (pseudogene)', 'alias_name': '', 'prev_name': ''}]","在候选信息中，第一个候选信息的'symbol'为'HLA-DPB1'，与原始标记""HLA©\DPB1""非常相似。尽管原始标记中包含特殊字符""©\""，但可以合理推测这是由于输入错误或格式问题导致的，实际上应对应到标准基因符号'HLA-DPB1'。此外，该候选信息的'name'字段明确表明这是一个主要组织相容性复合体II类DP beta 1基因，进一步验证了匹配的正确性。其他候选信息与原始标记无明显关联，因此选择'HLA-DPB1'作为标准化结果。"
NGN2,NEUROG2,"[{'symbol': 'NEUROG2', 'alias_symbol': 'Atoh4 Math4A ngn-2 bHLHa8 NGN2', 'prev_symbol': '', 'name': 'neurogenin 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个候选信息的'alias_symbol'字段包含原始标记""NGN2""，且其'symbol'字段为""NEUROG2""，这表明""NEUROG2""是""NGN2""的标准化基因符号。其他候选信息与原始标记无直接关联。"
TGF¦Â2,TGF¦Â2,"[{'symbol': 'TBILA', 'alias_symbol': '', 'prev_symbol': '', 'name': 'TGF-beta induced lncRNA', 'alias_name': '', 'prev_name': ''}, {'symbol': 'LITATS1', 'alias_symbol': 'LOC728431', 'prev_symbol': 'LINC01137 ZC3H12A-DT', 'name': 'lncRNA induced by TGF-beta and antagonizes TGF-beta signaling 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'LNCRNA-ATB', 'alias_symbol': '', 'prev_symbol': '', 'name': 'lncRNA activated by TGF-beta', 'alias_name': '', 'prev_name': ''}, {'symbol': 'TAB3P1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'TGF-beta activated kinase 1/MAP3K7 binding protein 3 pseudogene 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'TILAM', 'alias_symbol': '', 'prev_symbol': 'LINC01969', 'name': 'TGF-beta induced lncRNA activating myofibroblasts', 'alias_name': '', 'prev_name': ''}]","原始标记""TGF¦Â2""可能是""TGF-beta 2""的非标准表示，但候选信息列表中没有直接与""TGF-beta 2""相关的条目。所有候选信息均涉及TGF-beta相关的长链非编码RNA（lncRNA）或其他间接相关基因，而非TGF-beta 2本身。因此无法找到确切匹配的标准化结果，返回原始标记名称。"
¦¡¦±¦¯¦¥,¦¡¦±¦¯¦¥,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","原始标记""¦¡¦±¦¯¦¥""是一个无法识别的字符串，与候选信息列表中的任何'symbol'、'alias_symbol'、'prev_symbol'、'name'、'alias_name'或'prev_name'均无匹配。因此，无法找到合适的标准化结果。"
DARC,ACKR1,"[{'symbol': 'ACKR1', 'alias_symbol': 'CCBP1 GPD Dfy CD234', 'prev_symbol': 'FY DARC', 'name': 'atypical chemokine receptor 1 (Duffy blood group)', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}]",在候选信息中，第一个条目'symbol'为'ACKR1'，其'prev_symbol'包含'DARC'，这表明'DARC'是该基因的旧符号。因此，根据标准化规则，应选择该候选信息的'symbol'作为修正结果。
4-Sep,SELENOP,"[{'symbol': 'PLXNB1', 'alias_symbol': 'SEP KIAA0407', 'prev_symbol': 'PLXN5', 'name': 'plexin B1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'SELENOP', 'alias_symbol': 'SeP SELP SEPP', 'prev_symbol': 'SEPP1', 'name': 'selenoprotein P', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MMEL1', 'alias_symbol': 'SEP NL1 NL2 NEPII', 'prev_symbol': 'MMEL2', 'name': 'membrane metalloendopeptidase like 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'SEPSECS', 'alias_symbol': 'SLA/LP SLA SLA-p35 SecS', 'prev_symbol': '', 'name': 'Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IGHV4-4', 'alias_symbol': '', 'prev_symbol': '', 'name': 'immunoglobulin heavy variable 4-4', 'alias_name': '', 'prev_name': ''}]","原始标记""4-Sep""与候选信息中的""SEP""部分匹配，且在候选信息中，""SELENOP""的别名(alias_symbol)包含""SeP""，这是与""Sep""最接近的匹配。其他候选信息没有更符合的匹配项。"
IL3RC,IL3RC,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，没有找到与原始标记""IL3RC""相关的任何匹配信息，包括symbol、alias_symbol、prev_symbol等字段。因此无法根据候选信息修正该标记。"
PIFO,CIMAP3,"[{'symbol': 'CIMAP3', 'alias_symbol': 'FLJ23853 pitchfork', 'prev_symbol': 'C1orf88 PIFO', 'name': 'ciliary microtubule associated protein 3', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-OLR', 'alias_symbol': 'OriL', 'prev_symbol': 'MTOLR', 'name': 'mitochondrially encoded light strand origin of replication', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND6', 'alias_symbol': 'NAD6 ND6', 'prev_symbol': 'MTND6', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个候选信息的'prev_symbol'字段包含""PIFO""，这与原始标记完全匹配。因此，根据规则，选择该候选信息的'symbol'字段作为标准化结果。"
H2AFZ,H2AZ1,"[{'symbol': 'H2AZ1', 'alias_symbol': 'H2A.Z', 'prev_symbol': 'H2AZ H2AFZ', 'name': 'H2A.Z variant histone 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}]",在候选信息中，第一个条目包含原始标记'H2AFZ'作为其'prev_symbol'的一部分，且其'symbol'为'H2AZ1'，这表明'H2AFZ'是'H2AZ1'的先前符号。因此，该候选信息与原始标记最匹配。
LEFT,LEFTY1,"[{'symbol': 'LEFTY3P', 'alias_symbol': 'LEFTY3', 'prev_symbol': '', 'name': 'left-right determination factor 3, pseudogene', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CIROP', 'alias_symbol': '', 'prev_symbol': 'LMLN2', 'name': 'ciliated left-right organizer metallopeptidase', 'alias_name': '', 'prev_name': ''}, {'symbol': 'LEFTY1', 'alias_symbol': 'LEFTYB', 'prev_symbol': 'LEFTB', 'name': 'left-right determination factor 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'LEFTY2', 'alias_symbol': 'LEFTA LEFTYA', 'prev_symbol': 'TGFB4 EBAF', 'name': 'left-right determination factor 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CIROZ', 'alias_symbol': 'FLJ37118', 'prev_symbol': 'C1orf127', 'name': 'ciliated left-right organizer protein containing ZP-N domains', 'alias_name': '', 'prev_name': ''}]","原始标记""LEFT""与候选信息中的多个条目部分匹配，但最符合的应该是""LEFTY1""。虽然""LEFTY1""的名称和别名中没有直接出现""LEFT""，但其相关性最高，因为它明确提到""left-right determination factor""，这与""LEFT""可能指代的生物学功能一致。其他条目如""LEFTY3P""是一个假基因，""CIROP""和""CIROZ""则涉及不同的功能领域，与""LEFT""的关联性较低。"
FOXG1+,FOXG1,"[{'symbol': 'FOXG1-AS1', 'alias_symbol': 'FOXG1-AS', 'prev_symbol': '', 'name': 'FOXG1 antisense RNA 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FOXG1', 'alias_symbol': 'HFK2 QIN BF1 HFK1 HFK3 HBF-3', 'prev_symbol': 'FKHL2 FOXG1B FKHL4 FKH2 FKHL1 FOXG1C FKHL3 FOXG1A', 'name': 'forkhead box G1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，'FOXG1' 的别名包含 'FOXG1+' 的原始标记，且其名称和相关信息与原始标记高度相关。其他候选信息与原始标记不匹配。
AP2A,AP2A,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，没有任何一个条目的symbol、alias_symbol、prev_symbol或name与原始标记""AP2A""相匹配。因此，无法找到合适的标准化结果。"
GIF,CBLIF,"[{'symbol': 'MT3', 'alias_symbol': 'GIF', 'prev_symbol': '', 'name': 'metallothionein 3', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MIF', 'alias_symbol': 'GIF', 'prev_symbol': 'GLIF', 'name': 'macrophage migration inhibitory factor', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CBLIF', 'alias_symbol': 'TCN3 IF IFMH INF', 'prev_symbol': 'GIF', 'name': 'cobalamin binding intrinsic factor', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，有三个条目包含与原始标记""GIF""相关的信息：'MT3'、'MIF' 和 'CBLIF'。其中，'MT3' 和 'MIF' 的 alias_symbol 包含 ""GIF""，而 'CBLIF' 的 prev_symbol 是 ""GIF""。根据优先级规则，prev_symbol 通常更直接反映基因名称的历史变更情况，因此选择 'CBLIF' 作为标准化结果。"
