marker,in_mygene
GZMH,True
NKG7,True
FGFBP2,True
GZMK,True
KLRB1,True
LYAR4,False
PPBP,True
PF4,True
GNG11,True
FCER1G,True
GZMB,True
GNLY,True
SPON2,True
PRF1,True
CD7,True
MYOM2,True
KLRF1,True
GZMH,True
FGFBP2,True
GNLY,True
KLRC2 (NKG2),False
CD3-CD7+GZMB+,False
CD3-CD7+GZMB+,False
IFITM1,True
GIMAP7,True
CD247,True
LCK,True
BANK1,True
VPREB3,True
FCER2,True
ADAM28,True
FCN1,True
CST4,True
SERPINA1,True
MNDA,True
LST1,True
MS4A6A,True
NKG2,False
GZMB,True
SPON2,True
CD3-CD7+GZMB+,False
CD161 (KLRB1),False
c-Kit,False
CD31,False
CD31,False
CD31,False
c-Kit,False
Sca-1,False
CD34,True
CD45,False
tdTomato,False
CD144,False
CD31,False
VCAM1,True
e-NOS,False
c-Kit-PE,False
Sca-1-PE,False
CD31-PE/Cy7,False
CD34-AF647,False
CD29-FITC,False
CD45-PerCP/Cy5.5,False
CD105-PE,False
CD140a-PE,False
α-SMA-AF488,False
c-Kit,False
CD31,False
CD144,False
Myh11,True
Cnn1,True
Acta2,True
Tagln,True
Pecam1,True
Vwf,True
Cd79a,True
Cd79b,True
Lum,True
Dcn,True
Cd3d,True
Cd3g,True
Rora,True
Gata3,True
Cd14,True
Fcgr3,False
Cd14,True
Fcgr3,False
Csf1r,True
Adgre1,True
Gzma,True
Nkg7,True
Gypa,True
Alas2,True
Ly6a,False
Cd34,True
Pdgfra,True
Pdgfrb,True
Itgb1,True
Cd44,True
Eng,True
Thy1,True
Procr,True
Kit,True
Kdr,True
Gli1,True
Nefm,True
Nes,True
Bst1,True
Emcn,True
Mcam,True
Cspg4,True
Nt5e,True
Ptprc,True
Ly6a,False
Cd34,True
c-Kit,False
Ly6a,False
Cd34,True
c-Kit,False
c-Kit,False
c-Kit,False
c-Kit,False
Sca-1,False
Ly6a,False
Cd34,True
CD45,False
CD31,False
Myh11,True
Cdh5,True
CD31,False
c-Kit,False
CD144,False
Cdh5,True
Pecam1,True
Nos3,True
Kdr,True
Vwf,True
Ly6a,False
Cd34,True
Pdgfra,True
CD31,False
CD144,False
VCAM1,True
e-NOS,False
Sca-1,False
CD34,True
CD140a (PDGFRa),False
CD105,False
c-Kit,False
Pecam1,True
Cdh5,True
Kdr,True
Nos3,True
Flt1,True
Vwf,True
CD31,False
CD144,False
CD31,False
CD144,False
Pecam1,True
Cdh5,True
CD31,False
CD144,False
c-Kit,False
CD31hiEmcnhi,False
Procr,True
CD157,False
CD34+CD31loVEGFR2−,False
CD45,False
CD140b,False
CD56,False
GD2,False
CD184,False
CD140b,False
CD104,False
GD2,False
CD184,False
CD140b,False
BEST-1,False
TYR,True
RPE65,True
POU5F1,True
MAP2,True
TUBB3,True
MITF,True
CD140b,False
GD2,False
CD184,False
BEST-1,False
CD140b,False
CD140b,False
BEST-1,False
MITF,True
CRALBP,False
RPE65,True
NCAM1/CD56,False
MITF,True
CRALBP,False
PMEL,True
TYR,True
RPE65,True
BEST-1,False
CD140b,False
CD56,False
TRA-1-60,False
GD2,False
CD184,False
MITF,True
BEST-1,False
PMEL,True
RPE65,True
CD104,False
CD140b,False
BEST-1,False
MITF,True
CRALBP,False
TRA-1-60,False
SIX3/6,False
PAX6,True
LHX2,True
OTX2,True
NCAM1/CD56,False
CD140b,False
MITF,True
BEST-1,False
RLBP1,True
PMEL,True
TYR,True
RPE65,True
MYOD1,True
MITF,True
BEST-1,False
RLBP1,True
PMEL,True
TYR,True
RPE65,True
SIX6,True
VSX2,True
PAX6,True
OTX2,True
SIX3,True
LHX2,True
RAX,True
ZIC1,True
MYOZ2,True
CASQ2,True
MYOD1,True
KLHL41,True
CD56 (NCAM1),False
CD140b,False
CD104,False
CD184,False
GD2,False
CD140b,False
CD56,False
TRA-1-60,False
CD184,False
GD2,False
CD104,False
PAX6,True
NANOG,True
BEST-1,False
MITF,True
ZO-1,False
CRALBP,False
PDGFRB,True
CD56,False
CXCR4,True
ganglioside GD2,False
NuMA,False
CD140b/PDGFRB,False
CD56/NCAM1,False
CD140b/PDGFRB,False
CD184,False
BEST-1,False
CD56/NCAM1,False
GZMB,True
PRF1,True
GNLY,True
CCL5,True
GZMB,True
PRF1,True
GZMB,True
PRF1,True
GNLY,True
FCGR3A,True
XCL2,True
KLRF1,True
TRDC,True
GZMK,True
CD27,True
ISG20,True
CCR7,True
TOP2A,True
PCNA,True
HIST1H4C,False
CD16 (FCRG3A),False
KLRF1,True
CD3 (CD3D,False
CD3E,True
CD3G),False
TRDC,True
FCGR3A,True
CD3D,True
CD3G,True
CD16,False
FCGR3A,True
CD31,False
Sparc,True
Col18a1,True
Pi16,True
activation markers and matricellular proteins,False
genes involved in fenestration and VEGF signaling,False
genes involved in fenestration and VEGF signaling,False
markers of large caliber vessels,False
shear stress,False
CEC signature of resident endothelial stem cells (ESCs),False
Lyve-1,False
Lyve-1,False
Pgf,True
Gja4,True
Nr2f2,True
ELN,True
CXCL12,True
VEGFR2,False
VWF,True
SELP,True
APLNR,True
PlGF,False
LXN,True
CXCR4,True
SPARCL1,True
Aplnr,True
CD31,False
CD34,True
von Willebrand factor,False
Fli-1,False
DARC/ACKR1,False
CD157,False
CD31,False
CD102,False
Pecam1,True
Cdh5,True
Prox1,True
Col1a1,True
Ptprc,True
Pdgfrb,True
Acta2,True
Nr2f2,True
Gja4,True
CD105,False
CDH5,True
PECAM1,True
GZMA,True
GZMB,True
IFIT1,True
IFI44L,True
IFI44,True
IFIT3,True
IFIT5,True
OAS3,True
OAS2,True
MX1,True
MX2,True
PRF1,True
GBP1,True
GBP4,True
SMAD9,True
CD96,True
CD38,True
AHR,True
CCL5,True
BASP1,True
RUNX1,True
ITGA4,True
CXCR4,True
BACH2,True
RRAS,True
FOXP4,True
PTK2,True
PRG4,True
CD70,True
TDRD7,True
TRIP10,True
RASGRP4,True
SEMA7A,True
LMNA,True
NCKAP1,True
ETHE1,True
LSR,True
TNFSF14,True
GATA3,True
TBX21,True
FOXP3,True
ANXA3,True
MAOA,True
LIMA1,True
MRPS26,True
TNFRSF8,True
RUNX1,True
PALLD,True
LMCD1,True
LGALS3,True
CCL5,True
PRF1,True
CCL4,True
GZMA,True
GZMH,True
SELL,True
CCR7,True
LRRN3,True
GZMA,True
GZMB,True
PRF1,True
IL32,True
CCL4,True
CCL5,True
FOXP3,True
CTLA4,True
TNFRSF8,True
IL2,True
DUSP2,True
REL,True
TNF,True
CTLA4,True
IL17F,True
RORA,True
FOXP3,True
CTLA4,True
IL17F,True
OAS2,True
OAS3,True
MX1,True
MX2,True
GZMA,True
GZMB,True
CD4,True
CCR7+CD45RA+,False
CCR7+CD45RA-,False
CCR7-CD45RA-,False
FOXP3,True
CD19,True
IL7R,True
LYZ,True
FCGR3A,True
CD14,True
FCER1A,True
GNLY,True
IL7R,True
CD14,True
FABP4,True
TMEFF2,True
CHI3L1,True
ANGPTL7,True
AQP1,True
MYOC,True
MGP,True
PDPN,True
RARRES1,True
PECAM1,True
CDH5,True
CLDN5,True
VWF,True
PLAT,True
CCL21,True
FLT4,True
PROX1,True
LYVE1,True
POSTN,True
TFF3,True
PDPN,True
RARRES1,True
TMEFF2,True
PPP1R1B,True
ANGPTL7,True
CHI3L1,True
ADH1B,True
AQP1,True
PECAM-1 (CD31),False
ALPL,True
ACKR1 (DARC),False
SELE,True
SELP,True
COL15A1,True
ADH1B,True
FBLN2,True
TIMP2,True
TNXB,True
COL1A2,True
COL6A1,True
COL6A2,True
COL6A3,True
COL14A1,True
AQP3,True
AQP5,True
KRT5,True
DES,True
CNN1,True
MYH11,True
MYLK,True
ACTC1,True
ATP2A1/SERCA1,False
ALPL,True
PECAM-1 (CD31),False
ALPL,True
ACKR1 (DARC),False
SELE,True
SELP,True
COL15A1,True
ADH1B,True
FBLN2,True
TIMP2,True
TNXB,True
COL1A2,True
COL6A1,True
COL6A2,True
COL6A3,True
COL14A1,True
AQP3,True
AQP5,True
KRT5,True
DES,True
CNN1,True
MYH11,True
MYLK,True
ACTC1,True
ATP2A1/SERCA1,False
ALPL,True
CDH19,True
MBP,True
MPZ,True
PMP2,True
MLANA,True
PMEL,True
MITF,True
TRPM1,True
TYR,True
LYVE1,True
CD68,True
CXCL8,True
IL1B,True
TREM2,True
IL1RL1,True
CALB2,True
ELAVL4,True
CHRNA3,True
UCHL1,True
SCG2,True
GAP43,True
IL1RL1,True
CPA3,True
RGS13,True
KIT,True
CD27,True
CD79A,True
IGHM,True
IGKC,True
MZB1,True
JCHAIN,True
CD2,True
CD3D,True
IL7R,True
TRAC,True
GZMA,True
GZMB,True
NKG7,True
POU6F2,True
POU6F2,True
LOXL1,True
CACNA1A,True
BMP5,True
EDN3,True
ANGPTL7,True
CHI3L1,True
CYP1B1,True
MGARP,True
BMP5,True
EDN3,True
MYOC,True
MGP,True
ANGPTL7,True
FMOD,True
CEMIP,True
ANGPTL5,True
COL6A3,True
AQP1,True
POU3F3,True
SFRP4,True
TMEFF2,True
PON1,True
FMO1,True
RARRES1,True
CCN3,True
FMO3,True
CEMIP,True
BMP3,True
PDPN,True
CYP1B1,True
MGP,True
CFH,True
NR2F1,True
CCL21,True
PROX1,True
LYVE1,True
DES,True
ACTA2,True
Myoc,True
Mgp,True
Pdpn,True
Chil1,False
Nell2,True
Chad,True
Tnmd,True
Sfrp4,True
Tmeff2,True
Fmo2,True
Postn,True
FOXC1,True
PITX2,True
MYOC,True
MYOC,True
MYOC,True
LOXL1,True
KALRN,True
CYP1B1,True
FOXC1,True
PITX2,True
MYOC,True
MYOC,True
KALRN,True
FOXC1,True
PITX2,True
MYOC,True
LOXL1,True
CYP1B1,True
FOXC1,True
PITX2,True
MYOC,True
KALRN,True
Chil1,False
Postn,True
Pecam1,True
PDPN,True
CCL2,True
VCAM1,True
CCL21,True
FLT4/VEGFR3,False
ACKR1,True
PECAM1,True
TIE1,True
LYVE1,True
CD163,True
CD68,True
PDPN,True
RARRES1,True
CHI3L1,True
ANGPTL7,True
MYOC,True
EDN3,True
RBP4,True
CYP1B1,True
EFEMP1,True
MYOC,True
PITX2,True
FOXC1,True
KALRN,True
TMCO1,True
YAP1,True
EpCAM,True
CD45,False
Vimentin,False
CD163,True
Cytokeratin,False
YAP1,True
EpCAM,True
ALDH1A1,True
ITGA6 (CD49f),False
PROM1 (CD133),False
CD44,True
SOX9,True
HES1,True
EpCAM,True
YAP1,True
ALDH1,False
SOX9,True
HES1,True
EGR3,True
ALDH3A1,True
CDH11,True
DKK1,True
MFAP5,True
IGFBP2,True
IGFBP3,True
YAP1,True
SOX9,True
ALDH1,False
YAP1,True
EpCAM,True
Cytokeratin,False
Vimentin,False
CD3,False
EpCAM,True
CD45,False
CD163,True
Vimentin,False
YAP1,True
EpCAM,True
Cytokeratin,False
Vimentin,False
CD3,False
EpCAM,True
CD45,False
CD163,True
Vimentin,False
YAP1,True
EpCAM,True
SOX9,True
HES1,True
CD133,False
CD49f,False
ALDH1,False
CCL5,True
GZMK,True
CXCR3,True
LYAR,True
NKG7,True
FOXP3,True
IKZF2,True
TIGIT,True
CD4,True
CD25hi,False
CD127lo,False
CD4,True
CD127+,False
CXCR3,True
FOXP3,True
IKZF2,True
CCL5,True
GZMK,True
CXCR3,True
LYAR,True
NKG7,True
FOXP3,True
IKZF2,True
CCL5,True
GZMK,True
CXCR3,True
LYAR,True
NKG7,True
BHLHE40,True
IFNG,True
TBX21,True
KLRB1 (CD161),False
TGFB1,True
IL12RB2,True
JUNB,True
DUSP2,True
ITGB1,True
IDI1,True
FCRL3,True
ID3,True
S100A4,True
S100A10,True
DUSP4,True
LGALS1,True
LGALS3,True
TNFRSF4,True
TNFRSF18,True
PRDM1,True
CCR4,True
FOXP3,True
IKZF2,True
KLRB1,True
IFNG,True
CD40LG,True
GZMA,True
GZMB,True
CCR6,True
RORC,True
LGALS3,True
LGMN,True
HES1,True
IKZF2,True
TIGIT,True
TNFRSF9,True
SOX4,True
GBP1,True
STAT1,True
GPR55,True
DST,True
TCF4,True
THEMIS,True
FOXP3,True
CTLA4,True
TIGIT,True
FOXP3,True
CD226,True
CD73,False
CD95L,False
CD28,True
CD28,True
HLA-DR,False
HLA-DR,False
TIGIT,True
TIGIT,True
CD95,False
CD95,False
CD197,False
CD197,False
CD194,False
CD194,False
CCL5,True
CXCR3,True
BHLHE40,True
NKG7,True
IFNG,True
TBX21,True
KLRB1,True
TGFB1,True
IL12RB2,True
CCR6,True
RORC,True
GZMK,True
LYAR,True
FOXP3,True
IKZF2,True
IFNG,True
CCL5,True
CXCR3,True
S100A4,True
DUSP4,True
S100A10,True
LGALS1,True
LGALS3,True
JUNB,True
DUSP2,True
ITGB1,True
IDI1,True
FCRL3,True
ID3,True
GZMK,True
LYAR,True
NKG7,True
FOXP3,True
IKZF2,True
TIGIT,True
TNFRSF9,True
GZMA,True
GZMB,True
GNLY,True
IL7R,True
IL18RAP,True
LGALS3,True
LGMN,True
HES1,True
IKZF2,True
SOX4,True
TIGIT,True
TNFRSF9,True
GBP1,True
STAT1,True
GPR55,True
DST,True
TCF4,True
THEMIS,True
TIGIT,True
CD69,True
PD-1,False
HLA-DR,False
CD28,True
CD226,True
CD73,False
CD95L,False
CXCR3,True
CD3D,True
KLRF1,True
CD19,True
SDC1,True
CD14,True
FCGR3A,True
MT2A,True
MT1X,True
GZMA,True
NKG7,True
CCL4,True
KLRB1,True
IER2,True
CD69,True
CXCR6,True
CD69,True
CXCR6,True
CD69,True
CXCR6,True
CD69,True
CXCR6,True
MT2A,True
XCL2,True
CCL3,True
CCL4,True
ICAM1,True
VCAM1,True
ITGAD,True
EOMES,True
IKZF2,True
SLC4A10,True
KLRB1,True
CXCR6,True
CCR5,True
CCR6,True
ZBTB16,True
KLRB1,True
GZMK,True
CD160,True
CXCR6,True
EOMES,True
MKI67,True
NCAM1,True
KLRF1,True
CCR7,True
SELL,True
IL7R,True
IL18RAP,True
TNFRSF18,True
CXCR6,True
CD69,True
CCR7,True
CXCR3,True
CXCR5,True
CXCR6,True
CXCR6,True
CXCR6,True
CXCR6,True
CX3CR1,True
CX3CR1,True
CXCR6,True
CXCR6,True
CCR7,True
GZMB,True
GZMK,True
CD14,True
CD14,True
CD16,False
CXCR6,True
CXCR6,True
CCR7,True
GZMB,True
GZMK,True
CD14,True
CD14,True
CD16,False
ki67,False
MerTK,True
CD206 (MRC1),False
TXNIP,True
COCH,True
SSPN,True
ITGAX,True
Interferon stimulated genes (ISG),False
ZBTB32,True
ki67,False
MerTK,True
CD206 (MRC1),False
TXNIP,True
COCH,True
SSPN,True
ITGAX,True
Interferon stimulated genes (ISG),False
ZBTB32,True
PRDM1,True
IRF4,True
PRDM1,True
IRF4,True
BCL11A,True
PAX5,True
MS4A1,True
CD79B,True
TNFRSF17,True
CD38,True
XBP1,True
CCR7,True
CXCR3,True
CXCR6,True
CX3CR1,True
CXCR6,True
CX3CR1,True
CXCR6,True
CX3CR1,True
CD14highCD16−,False
CD14highCD16+,False
CD14lowCD16+,False
CD14+,False
CD16+,False
SELL,True
CCR7,True
SOCS3,True
MYC,True
LEF1,True
TSHZ2,True
MAL,True
NOSIP,True
TCF7,True
LTB,True
IL7R,True
CD52,True
TNFRSF4,True
AQP3,True
TIMP1,True
GPR183,True
LTB,True
CD40LG,True
CXCR5,True
MALAT1,True
FOXP3,True
RTKN2,True
CTLA4,True
FANK1,True
IL2RA,True
ICA1,True
ARID5B,True
CORO1B,True
GBP2,True
SELL,True
CCR7,True
MYC,True
LEF1,True
TSHZ2,True
MAL,True
NOSIP,True
TCF7,True
RCAN3,True
SOCS3,True
CD8A/CD8B,False
CXCR3,True
CD52,True
ITGA1,True
KLRG1,True
CXCR6,True
KLRD1,True
CCL4,True
CCL5,True
XCL2,True
GZMK,True
CMC1,True
KLRB1,True
KLRG1,True
NCR3,True
SLC4A10,True
CXCR6,True
JAML,True
IL7R,True
CD160,True
CX3CR1,True
LGALS1,True
FGFBP2,True
GNLY,True
GZMB,True
PTGDS,True
SPON2,True
PRF1,True
ZNF683,True
NKG7,True
CD8A/B-,False
TRDC/TRGC2+,False
CMC1,True
ITGAD,True
XCL1,True
XCL2,True
CCL3,True
KLRC1,True
CD160,True
IL2RB,True
GSTP1,True
FCER1G,True
TYROBP,True
CXCR6,True
GZMK,True
CX3CR1,True
LGALS1,True
FGFBP2,True
GNLY,True
GZMB,True
PTGDS,True
SPON2,True
PRF1,True
TYROBP,True
NKG7,True
FCGR3A,True
PRF1,True
LST1,True
FXYD5,True
OTUD5,True
SPINK2,True
IL1R1,True
ALDOC,True
IL4I1,True
TNFRSF4,True
IL7R,True
TNFSF13B,True
STMN1,True
HIST1H4C,False
HMGB2,True
TUBA1B,True
TUBB,True
TYMS,True
PCLAF,True
PCNA,True
MKI67,True
RRM2,True
DUT,True
LGALS2,True
VIM,True
CLEC4E,True
CRIP1,True
S100A8,True
S100A9,True
S100A12,True
RNASE2,True
PLBD1,True
CLU,True
RETN,True
VCAN,True
MNDA,True
LYZ,True
MT1X,True
MT1E,True
MT1G,True
VCAN,True
FOLR3,True
IER2,True
HLA-DPB1,True
HLA-DPA1,True
CD74,True
HLA-DRB1,True
MS4A7,True
C1QA,True
C1QB,True
C1QC,True
FCGR3A,True
RHOC,True
SMIM25,False
CSF1R,True
FTL,True
SELENOP,True
HMOX1,True
FABP5,True
CD5L,True
APOE,True
APOC1,True
FABP4,True
NUPR1,True
MARCO,True
LGMN,True
SLC40A1,True
MRC1,True
PPBP,True
PF4,True
GNG11,True
CAVIN2,True
NRGN,True
MYL9,True
SPARC,True
TUBB1,True
ITGA2B,True
PIG6B,False
CLEC9A,True
PTTG1,True
HIST1H4C,False
HLA-DQA1,True
HLA-DQB1,True
CD1C,True
PPA1,True
FCER1A,True
LILRA4,True
TCF4,True
CCDC50,True
IRF8,True
BCL11A,True
ITM2C,True
C12orf75,True
IRF7,True
SPIB,True
TCL1A,True
IGHD,True
IGHM,True
FCER2,True
CXCR4,True
APLP2,True
PLPP5,True
IL4R,True
SMIM14,True
CD27,True
CR2,True
KLK1,True
ITM2C,True
DNASE1L3,True
HES4,True
ABI3,True
CHI3L2,True
TSC22D3,True
CRIP1,True
COCH,True
CD27,True
ITGB1,True
ANXA2,True
IGHA2,True
FGR,True
FCRL5,True
MPP6,False
FCRL3,True
MACROD2,True
HSPB1,True
CELC2D,False
CD72,True
EGR3,True
CD83,True
DUSP2,True
EGR2,True
NR4A1,True
MYC,True
TNF,True
NFKBID,True
NFKBIA,True
CD69,True
ISG15,True
IFI6,True
IFIT3,True
IFIT1,True
IFI44L,True
MX1,True
ISG20,True
IRF7,True
SAMD9L,True
IFI44,True
ARPC1B,True
CD1C,True
PCLAF,True
ZBTB32,True
STAC3,True
DUS2,True
PTPN1,True
CPNE5,True
UBE2C,True
TOP2A,True
CKS2,True
KPNA2,True
CDC20,True
UBE2S,True
TUBB4B,True
PTTG1,True
HIST1H4C,False
RRM2,True
PCLAF,True
DUT,True
MKI67,True
JCHAIN,True
DPEP1,True
IGHA2,True
IGKC,True
HERPUD1,True
SLC3A2,True
PSAT1,True
SLC1A5,True
EIF1,True
MTHFD2,True
WARS,False
EIF4EBP1,True
HSPA5,True
IGLL5,True
IGLL1,True
SSR4,True
SDC1,True
CD14,True
CD16,False
CD14,True
CD16,False
CD1C,True
CLEC9A,True
CLEC4C,True
CD123,False
IL1β,False
JUN,True
FOS,True
JUNB,True
KLF6,True
CCL4,True
CXCR4,True
IFRD1,True
IRF1,True
IFI6,True
NCAM1,True
KLRF1,True
KLRC1,True
KLRD1,True
CD56,False
CD16,False
CD16,False
CD56,False
CD3E,True
CD4,True
CCR7,True
LEF1,True
TCF7,True
CCR7,True
AQP3,True
CD69,True
CCR6,True
CXCR6,True
CCL5,True
PRDM1,True
FOXP3,True
CD8A,True
CD8B,True
CCR7,True
LEF1,True
TCF7,True
GZMK,True
GZMB,True
GNLY,True
PRF1,True
TYMS,True
MKI67,True
CD14,True
CD1C,True
FCGR3A,True
CD3E,True
CD4,True
CD8A,True
NCAM1,True
CD19,True
CD19,True
CD20 (MS4A1),False
IGHD,True
IGHM,True
IL4R,True
TCL1A,True
CD27,True
CD38,True
IGHG,False
CD19,True
CD20 (MS4A1),False
XBP1,True
MZB1,True
CD14,True
FCGR3A,True
CD1C,True
CLEC9A,True
CLEC4C,True
IL-1β,False
CD14,True
CD14+IL1β,False
CD56,False
CD16,False
CD4,True
CCR7,True
GZMK,True
CD8A,True
GZMK,True
GNLY,True
MKI67,True
FCGR3A,True
IL-1β,False
MME,True
IL4R,True
CD38,True
CD27,True
MZB1,True
IGHA1,True
CD1a,True
CD11c,False
MHC class II,False
CD1a,True
CD11c,False
CD14,True
CD83,True
HLA-DR,False
CD1A,True
CD1B,True
CD1C,True
CD11c,False
CD14,True
CD1a,True
CD11c,False
CD83,True
HLA-DR,False
ITGAX (CD11c),False
CD1a,True
CSF1R,True
CSF2RA,True
CSF2RB,True
CSF3R,True
CD14,True
CD1A,True
CD1B,True
CD1C,True
CD1E,True
HLA-DRA,True
HLA-DPB1,True
HLA-DQA1,True
CD83,True
CD86,True
CD206,False
CD208,False
cathepsin C,False
CLEC4A,True
Fc epsilon receptor,False
CD1a,True
ITGAX,True
CD11c,False
CD14,True
CD1a,True
CD11c,False
CD1A,True
CD1B,True
CD1C,True
HLA-DRA,True
HLA-DPB1,True
HLA-DQA1,True
FCGR3A (CD16),False
LST1,True
S100A6,True
FCER1G,True
TIMP1,True
IFI30,True
CXCL8,True
CXCL2,True
CXCL3,True
PLIN2,True
IL1B,True
CD3D,True
CD3E,True
CD3E,True
CD8A,True
CD79A,True
CD14,True
NKG7,True
CHI3L1,True
MGP,True
AQP1,True
MYOC,True
AQP7P1,True
SCN7A,True
DCN,True
PDGFRA,True
MYH11,True
TAGLN,True
LYVE1,True
C1QB,True
TYROBP,True
FLT4,True
FN1,True
FLT1,True
FLT4,True
FN1,True
FLT1,True
MYOC,True
MYOC,True
MYOC,True
ANGPTL7,True
ANGPTL7,True
CAV1,True
CAV2,True
CAV1,True
CAV2,True
CAV1,True
CAV2,True
CAV1,True
CAV2,True
CAV1,True
CAV2,True
CAV1,True
CAV2,True
CAV1,True
CAV2,True
ENPP2,True
ENPP2,True
DCN,True
PDGFRA,True
CHI3L1,True
MGP,True
AQP1,True
CRYAB,True
PLAT,True
PDPN (D2-40),False
Angpt1,True
Tek (Tie2),False
Angpt2,True
Myocilin,False
PECAM1 (CD31),False
RSPO2,True
LYVE1,True
MYH11,True
LYVE1,True
C1QB,True
FLT4,True
FN1,True
MMRN1,True
VWF,True
FLT1,True
MYOC,True
ANGPTL7,True
CAV1,True
CAV2,True
NOS3,True
ANGPT1,True
ANGPT2,True
TEK,True
CRYAB,True
CHI3L1,True
PDPN,True
AQP1,True
MGP,True
PLAT,True
RSPO2,True
RSPO4,True
DCN,True
PDGFRA,True
FN1,True
MYOC,True
ANGPTL7,True
PDPN,True
CHI3L1,True
ANGPT1,True
CAV1,True
CAV2,True
NOS3,True
TEK,True
PLAT,True
ANGPT2,True
LYVE1,True
C1QB,True
TYROBP,True
PECAM1,True
R-spondin-2,False
LIPF,True
PGC,True
LY6K,True
Major histocompatibility complex class II,False
EPCAM,True
KRT18,True
KRT8,True
ATP4A,True
CHGA,True
MS4A1,True
CD79A,True
CD2,True
CD3D,True
CD3E,True
CD14,True
CPA3,True
ACTA2,True
COL1A2,True
ENG,True
VWF,True
CLDN4,True
CLDN7,True
TFF3,True
REG4,True
MUC5AC,True
GKN1,True
PGC,True
LIPF,True
TFF2,True
GKN1,True
MUC5AC,True
PGA3,True
PGA4,True
LIPF,True
PGA3,True
MUC6,True
TFF2,True
CD44,True
SOX9,True
HLA-DPA1,True
APOA1,True
FABP2,True
CLDN18,True
TFF2,True
LIPF,True
PGC,True
PGA3,True
MUC6,True
PGA3,True
CTNNB1,True
LY6K,True
HLA-DPA1,True
HLA-DPB1,True
HLA-DPA1,True
HLA-DPB1,True
LY6K,True
HLA-DPA1,True
HLA-DPB1,True
LY6K,True
CD44,True
CD326,False
ICAM2/CD9,False
CD18,False
CD235a CD43-,False
KIT,True
GATA2,True
GP9,True
PF4,True
GYPA,True
KLF1,True
AZU1,True
PRNT3,False
MYC,True
GATA1,True
TAL1,True
FLI1,True
CD44,True
ITGB2/CD18,False
CD33,True
CD44+ CD18-,False
CD44+ CD18+,False
CD44- CD18-,False
CD235a,False
CD41,False
25F9,False
CD44,True
CD44,True
RUNX1C-GFP,False
CD144,False
CD44,True
CD45,False
CD44,True
CD45,False
CD144,False
CD44,True
EPCAM,True
CD326,False
CD235a,False
ITGA2B (CD41),False
GP9,True
PF4,True
ICAM2,True
CD9,True
MPO,True
AZU1,True
RNASE2,True
ITGB2/CD18,False
RUNX3,True
CD163,True
SPINK2,True
CD34,True
CD34,True
CD44,True
CD33,True
CD132,False
CD52,True
CD180,True
IL3RA,True
FRZB,True
HBE1,True
SPINK1,True
SPINK2,True
HLA genes,False
CD44,True
CD44,True
LMO4,True
LMO4,True
SPINK2,True
CD45,False
CD45,False
CD45,False
CD45,False
Epcam,True
Cdh5,True
CD45,False
CD45,False
CD45,False
CD45,False
Birc5,True
Mki67,True
Top2a,True
Ube2c,True
Gstm1,True
Gstm2,True
Adh7,True
Aldh3a1,True
Jun,True
Junb,True
Zfp36,True
Atf3,True
Krt4,True
Krt13,True
S100a8,True
S100a9,True
Mmp13,True
Itga6,True
Vegfa,True
Aldh3a1,True
Atf3,True
S100a8,True
Itga6,True
Mmp14,True
Nqo1,True
Aldh3a1,True
Gstp1,True
Junb,True
Fos,True
Cxcl1,True
Il6,True
Tnf,True
Csf3,True
Hif1a,True
Bcl2,True
Xiap,True
Ccl7,True
Ccl7,True
Cxcl12,True
Pdcd1,True
Lag3,True
Gzmk,True
Gzmb,True
Prf1,True
Tbx21,True
Gzmb,True
Ifng,True
Iftm1,False
Iftm2,False
Rora,True
Uncertain marker genes mentioned,False
but not specified,False
Il22,True
Il17a,True
Rorc,True
Il10,True
Cd274,True
Pdcd1lg2,True
Ido1,True
Arg1,True
Adora2b,True
Icosl,False
Mmp9,True
Prok2,True
Vegfa,True
Nos2,True
HVEM,False
ICAM1,True
CD8,False
CD4,True
T7 (implied by regulatory T cell–associated phenotype),False
IL13,True
IL5,True
LIGHT,False
IFNG (implied by interferon gamma–expressing),False
CD90,False
Vimentin,False
α-SMA,False
EPX,True
ICAM-1,False
VCAM-1,False
ICAM1,True
CD74,True
IL32,True
IL33,True
C3,True
RBP5,True
TNFSF13B,True
IRF8,True
ACTA2,True
MYH11,True
TAGLN,True
FLNA,True
ACTG2,True
VCAM-1,False
a-SMA,False
CD3,False
LIGHT,False
α-SMA,False
ICAM-1,False
VCAM-1,False
CD90,False
Vimentin,False
Foxa1/2,False
Cdh1,True
Epcam,True
Foxf1,True
Vim,True
Pdgfra,True
Tbx1,True
Nkx2-1,True
Foxa2,True
Sox2,True
Sox2,True
Osr1,True
Alb,True
Prox1,True
Afp,True
HNF4a,True
Sox17,True
Pdx1,True
Mnx1,True
Pdx1,True
Cdx2,True
Otx2,True
Sox2,True
Sp5,True
Osr1,True
Irx1,True
Hhex,True
Nkx2-3,True
Cdx2,True
Tbx1,True
Prrx1,True
Isl1,True
Mtus2,True
Nkx6-1,True
Gata4,True
Wnt2,True
Nkx6-1,True
Sfrp2,True
Wnt4,True
Barx1,True
Hlx,True
Hand1,True
Hoxc8,True
Alcam,True
Wnt2,True
Gata4,True
Tbx5,True
Wnt2,True
Gata4,True
Vsnl1,True
Msx1,True
Wnt2,True
Hand1,True
Col1a1,True
Wt1,True
Gata4,True
Uroplakin,False
Foxf1,True
Cdh1,True
Tbx1,True
