species,tissue_type,cell_name,marker,pmid
Human,Retina,Horizontal cells,ONECUT1,31653841
Human,Retina,Horizontal cells,ONECUT2,31653841
Human,Retina,Horizontal cells,LHX1,31653841
Human,Retina,Müller glia and astrocytes,GLUL,31653841
Human,Retina,Müller glia and astrocytes,CLU,31653841
Human,Retina,Müller glia and astrocytes,APOE,31653841
Human,Retina,Resident microglia,C1QA,31653841
Human,Retina,Resident microglia,TMEM119,31653841
Human,Retina,Resident microglia,AIF1,31653841
Human,Retina,Resident microglia,CD163,31653841
Human,Retina,Cells lining the retinal vasculature,CD34,31653841
Human,Retina,Cells lining the retinal vasculature,CDH5,31653841
Human,Retina,Cells lining the retinal vasculature,RGS5,31653841
Human,Retina,Cells lining the retinal vasculature,ADAMTS9,31653841
Human,Retina,Astrocytes (subtype 1),FOS,31653841
Human,Retina,Astrocytes (subtype 1),FTL,31653841
Human,Retina,Astrocytes (subtype 1),COL4A3,31653841
Human,Retina,Astrocyte,GFAP,31653841
Human,Retina,Astrocyte,SPARCL1,31653841
Human,Retina,Astrocyte,FOS,31653841
Human,Retina,Astrocyte,FOSB,31653841
Human,Retina,Astrocyte,JUN,31653841
Human,Retina,Astrocyte,EGR1,31653841
Human,Retina,Astrocyte,CD44,31653841
Human,Retina,Müller glia (subtype 2),COL4A3,31653841
Human,Retina,Müller glia (subtype 2),VEGFA,31653841
Human,Retina,Müller glia (subtype 2),HTRA1,31653841
Human,Retina,Müller glia (subtype 2),SLC2A1/GLUT1,31653841
Human,Retina,Müller glia (subtype 2),SLC1A3/GLAST1,31653841
Human,Retina,Müller glia (subtype 2),SHMT2,31653841
Human,Retina,Müller glia (subtype 2),HIF1A,31653841
Human,Retina,Müller glia (subtype 3),FTH1,31653841
Human,Retina,Müller glia (subtype 3),FTL,31653841
Human,Retina,Müller glia (subtype 3),DBI,31653841
Human,Retina,Müller Glia,GS,31653841
Human,Retina,Müller Glia,FOS,31653841
Human,Retina,Müller Glia,COL4A3,31653841
Human,Retina,Müller Glia,FTL,31653841
Human,Retina,Astrocytes,GS,31653841
Human,Retina,Astrocytes,FOS,31653841
Human,Retina,Astrocytes,COL4A3,31653841
Human,Retina,Astrocytes,FTL,31653841
Human,Retina,Müller Glia,APOE,31653841
Human,Retina,Vascular cells,TM4SF1,31653841
Human,Retina,Müller Glia,TIMP3,31653841
Human,Retina,Vascular cells,TIMP3,31653841
Human,Retina,Macroglia,FTL,31653841
Human,Retina,Macroglia,FOS,31653841
Human,Retina,Macroglia,COL4A3,31653841
Human,Retina,Macroglia,Glutamine synthetase,31653841
Human,Retina,Macroglia,FTL,31653841
Human,Retina,Macroglia,FOS,31653841
Human,Retina,Macroglia,COL4A3,31653841
Human,Retina,Macroglia,Glutamine synthetase,31653841
Human,Retina,Müller glia,APOE,31653841
Human,Retina,Müller glia,GS,31653841
Human,Retina,Vascular endothelium,TM4SF1,31653841
Human,Retina,Müller glia,CFI,31653841
Human,Retina,Müller glia,TIMP3,31653841
Human,Retina,Vascular endothelium,TIMP3,31653841
Human,Retina,Müller glia,APOE,31653841
Human,Retina,Müller glia,GS,31653841
Human,Retina,Müller glia,CFI,31653841
Human,Retina,Müller glia,TIMP3,31653841
Human,Retina,Vascular endothelium,TM4SF1,31653841
Human,Retina,Vascular endothelium,TIMP3,31653841
Human,RPE-choroid,Choriocapillaris endothelial cell,RGCC,31712411
Human,Choroid,Endothelial cell,HLA class I self-peptides,31712411
Human,Choroid,Endothelial cell,ICAM-1,31712411
Human,Choroid,Endothelial cell,CA4,31712411
Human,RPE/choroid,Schwann cell,PLP1,31712411
Human,RPE/choroid,Endothelial cell,VWF,31712411
Human,RPE/choroid,Endothelial cell,CD34,31712411
Human,RPE/choroid,Endothelial cell,ICAM2,31712411
Human,RPE/choroid,Smooth muscle cell,ACTA2,31712411
Human,RPE/choroid,Smooth muscle cell,RGS5,31712411
Human,RPE/choroid,Fibroblast,IGF2,31712411
Human,RPE/choroid,RPE cell,RPE65,31712411
Human,RPE/choroid,RPE cell,BEST1,31712411
Human,RPE/choroid,Leukocyte,PTPRC,31712411
Human,RPE/choroid,B cell,CD79A,31712411
Human,RPE/choroid,T cell/NK cell,CD2,31712411
Human,RPE/choroid,Monocyte/Macrophage,AIF1,31712411
Human,RPE/choroid,Mast cell,KIT,31712411
Human,Retina,Schwann cell (myelinating),MPZ,31712411
Human,Retina,Schwann cell (myelinating),MBP,31712411
Human,Retina,Schwann cell (nonmyelinating),SCN7A,31712411
Human,Retina,Schwann cell (nonmyelinating),NGFR,31712411
Human,Retina,Schwann cell (nonmyelinating),NCAM1,31712411
Human,Retina,Schwann cell (nonmyelinating),L1CAM,31712411
Human,Retina,RPE (macular),CXCL14,31712411
Human,Retina,RPE (macular),WFDC1,31712411
Human,Retina,RPE (peripheral),TFPI2,31712411
Human,Retina,RPE (peripheral),IGFBP5,31712411
H. sapiens,RPE/choroid,Endothelial cell,CLDN5,31712411
H. sapiens,RPE/choroid,Endothelial cell,SLC2A1,31712411
H. sapiens,RPE/choroid,Endothelial cell,VCAM1,31712411
H. sapiens,RPE/choroid,Endothelial cell,CCL2,31712411
H. sapiens,RPE/choroid,Endothelial cell,SELP,31712411
H. sapiens,RPE/choroid,Endothelial cell,ICAM1,31712411
H. sapiens,RPE/choroid,Endothelial cell,CLU,31712411
Human,Retina,Endothelial cell (venous),DARC,31712411
Human,Retina,Endothelial cell (venous),MMRN1,31712411
Human,Retina,Choriocapillaris endothelial cell,CA4,31712411
Human,Retina,Choriocapillaris endothelial cell,PLVAP,31712411
Human,Retina,Arterial endothelial cell,FBLN2,31712411
Human,Retina,Arterial endothelial cell,SEMA3G,31712411
Human,Retina,Arterial endothelial cell,GJA4,31712411
Human,Retina,Arterial endothelial cell,GJA5,31712411
Human,Retina,Arterial endothelial cell,HEY1,31712411
Human,Retina,Venous endothelial cell,SELE,31712411
Human,Retina,Venous endothelial cell,VCAM1,31712411
Human,Retina,Venous endothelial cell,CCL23,31712411
Human,Retina,Choriocapillaris endothelial cell,SIPR3,31712411
Human,Retina,Choriocapillaris endothelial cell,SPARC,31712411
Human,Retina,Choriocapillaris endothelial cell,PCDH12,31712411
Human,Retina/Choroid,Endothelial cell,VWF,31712411
Human,Vein endothelial cell,Endothelial cell,DARC,31712411
Human,Vein endothelial cell,Endothelial cell,MMRN1,31712411
Human,Choriocapillaris endothelial cell,Endothelial cell,CA4,31712411
Human,Choriocapillaris endothelial cell,Endothelial cell,PLVAP,31712411
Human,Arterial endothelial cell,Endothelial cell,HEY1,31712411
Human,Arterial endothelial cell,Endothelial cell,SEMA3G,31712411
Human,Choriocapillaris endothelial cell,Endothelial cell,RGCC,31712411
Human,Choroid,Endothelial cell,ICAM1,31712411
Human,Choroid,Endothelial cell,PLVAP,31712411
Human,Choroid,Endothelial cell,MHC class I antigens,31712411
Human,Choroid,Endothelial cell,CA4,31712411
Human,Choroid,Choriocapillaris endothelial cell,S1PR3,31712411
Human,Choroid,Endothelial cell,CD34,31712411
Human,Choroid,Endothelial cell,CD31,31712411
Mouse,Retina,Müller cells,c1s,31775049
Mouse,Retina,Müller cells,c3,31775049
Mouse,Retina,Müller cells,c4,31775049
Mouse,Retina,Müller cells,cfb,31775049
Mouse,Retina,Retinal pigment epithelium (RPE),cfh,31775049
Mouse,Retina,Neurons,cfi,31775049
Mouse,Retina,Neurons,cfp,31775049
Mouse,Retina,Müller cells/astrocytes,gfap,31775049
Mouse,Retina,Bipolar cells,cfi,31775049
Mouse,Retina,Microglia/macrophages,tmem119,31775049
Mouse,Retina,Müller cells,C1s,31775049
Mouse,Retina,Müller cells,CFB,31775049
Mouse,Retina,Müller cells,CFP,31775049
Mouse,Retina,Müller cells,CFD,31775049
Mouse,Retina,Müller cells,CFI,31775049
Mouse,Retina,Müller cells,C6,31775049
Mouse,Retina,Müller cells,C7,31775049
Mouse,Retina,Neurons,C1s,31775049
Mouse,Retina,Neurons,CFB,31775049
Mouse,Retina,Neurons,CFP,31775049
Mouse,Retina,Neurons,C3,31775049
Mouse,Retina,Neurons,CFH,31775049
Mouse,Retina,Neurons,CFI,31775049
Mouse,Retina,Neurons,C6,31775049
Mouse,Retina,Neurons,C7,31775049
Mouse,Retina,RPE,C1s,31775049
Mouse,Retina,RPE,CFB,31775049
Mouse,Retina,RPE,CFP,31775049
Mouse,Retina,RPE,C3,31775049
Mouse,Retina,RPE,CFH,31775049
Mouse,Retina,RPE,CFI,31775049
Mouse,Retina,RPE,CFD,31775049
Mouse,Retina,Microglia,C1s,31775049
Mouse,Retina,Microglia,CFB,31775049
Mouse,Retina,Microglia,CFP,31775049
Mouse,Retina,Microglia,CFH,31775049
Mouse,Retina,Microglia,CFI,31775049
Mouse,Retina,Vascular cells,C1s,31775049
Mouse,Retina,Vascular cells,CFB,31775049
Mouse,Retina,Vascular cells,CFP,31775049
Mouse,Retina,RPE cells,cfh,31775049
Mouse,Retina,Neurons (specifically rod bipolar cells),cfi,31775049
Mouse,Retina,Microglia,cfi,31775049
Mouse,Retina,Müller glia,cfh,31775049
Mouse,Retina,Müller glia,cfi,31775049
Mouse,Retina,RPE cells,c1s,31775049
Mouse,Retina,RPE cells,c3,31775049
Mouse,Retina,RPE cells,cfb,31775049
Mouse,Retina,RPE cells,cfp,31775049
Mouse,Retina,Müller cells,c1s,31775049
Mouse,Retina,Müller cells,c3,31775049
Mouse,Retina,Microglia,cfp,31775049
Mouse,Retina,Vascular cells,cfp,31775049
Mouse,Retina,RPE cells,cfd,31775049
Mouse,Retina,RPE cells,c5-c9,31775049
Mouse,Retina,RPE cells,cfh,31775049
Mouse,Retina,RPE cells,rpe65,31775049
Mouse,Retina,Microglia,c3,31775049
Mouse,Retina,Microglia,cfb,31775049
Mouse,Retina,Müller cells,C1q,31775049
Mouse,Retina,Müller cells,C5a-receptor,31775049
Mouse,Retina,Rod bipolar cells,cfi,31775049
Mouse,Retina,Vascular cells,cfh,31775049
Mouse,Retina,RPE cells,cfh,31775049
Mouse,Retina,Microglia,c3,31775049
Mouse,Retina,Microglia,cfb,31775049
Mouse,Retina,Müller cells,C1q,31775049
Mouse,Retina,Müller cells,C5a-receptor,31775049
Mouse,Retina,Rod bipolar cells,cfi,31775049
Mouse,Retina,Vascular cells,cfh,31775049
Mouse,Retina,RPE cells,cfh,31775049
,Retina,Microglial cells,CD11b,31775049
,Retina,Vascular cells,CD31,31775049
,Retina,Müller glia,CD29,31775049
Mouse,Retina,Microglia,Iba1,31775049
Mouse,Retina,Astrocyte,gfap,31775049
Mouse,Retina,Bipolar cell,gsg1,31775049
Mouse,Retina,Müller cell,Glul,31775049
Mouse,RPE/Choroid,RPE,Rpe65,31775049
Mouse,Retina,Microglia,Iba1,31775049
Mouse,Retina,Müller cell,GLUL,31775049
Human,Retina,Rod cells,PDE6A,31848347
Human,Retina,Bipolar cells,NETO1,31848347
Human,Retina,Müller glial cells,SLC1A3,31848347
Human,Retina,Amacrine cells,GAD1,31848347
Human,Retina,Horizontal cells,SEPT4,31848347
Human,Retina,Cone cells,ARR3,31848347
Human,Retina,Retinal ganglion cells,RBPMS,31848347
Human,Retina,Cone cell,AHI1,31848347
Human,Retina,Cone cell,ATXN7,31848347
Human,Retina,Cone cell,KCNV2,31848347
Human,Retina,Cone cell,PROM1,31848347
Human,Retina,Cone cell,RD3,31848347
Human,Retina,Cone cell,RPGRIP1,31848347
Mouse,Retina,Cone cell,GUCA1A,31848347
Human,Retina,Cone cell,RHO,31848347
Human,Retina,Rod cell,RHO,31848347
Human,Retina,Cone cell,RPGRIP1,31848347
Human,Retina,Rod cell,RPGRIP1,31848347
Human,Retina,Cone cell,RD3,31848347
Human,Retina,Rod cell,RD3,31848347
,Retina,Cone cell,SLC24A2,31848347
,Retina,Cone cell,OPN1MW,31848347
,Esophagus,Stromal cells,FLNA,31892341
,Esophagus,Stromal cells,MYH11,31892341
,Esophagus,Keratinocytes,KRT4,31892341
,Esophagus,Keratinocytes,KRT5,31892341
,Spleen,Macrophages,APOE,31892341
,Spleen,Macrophages,CD5L,31892341
,Spleen,Macrophages,VCAM1,31892341
,Spleen,Macrophages,HMOX1,31892341
,Spleen,Macrophages,C1QA,31892341
,Spleen,Macrophages,C1QC,31892341
,Spleen,Plasma cells,JCHAIN,31892341
,Spleen,Plasma cells,IGHA1,31892341
,Spleen,Plasma cells,IGLC3,31892341
Human,Uveal melanoma,CD8+ T cells,LAG3,31980621
,,M2 macrophages,CD163,31980621
,,M2 macrophages,CD14,31980621
,,M2 macrophages,CSF1R,31980621
,,M2 macrophages,CLEC10A,31980621
,,M2 macrophages,MMP9,31980621
,,M2 macrophages,IL10,31980621
,,M2 macrophages,TNF,31980621
,,M2 macrophages,MARCO,31980621
,,M2 macrophages,S100A12,31980621
,,Plasma cells,IGHG1,31980621
,,Plasma cells,MZB1,31980621
,,Naive T cells,PD1,31980621
,,Naive T cells,CTLA4,31980621
,,Naive T cells,HAVCR2 (TIM3),31980621
,,Naive T cells,TNFRSF9,31980621
,,Naive T cells,LAG3,31980621
,,CD8+ T effector memory cells,PD1,31980621
,,CD8+ T effector memory cells,CTLA4,31980621
,,CD8+ T effector memory cells,LAG3,31980621
,,CD8+ cytotoxic T cells,PD1,31980621
,,CD8+ cytotoxic T cells,CTLA4,31980621
,,CD8+ cytotoxic T cells,LAG3,31980621
,,NK cells,LAG3,31980621
,,CD4+ regulatory T cells,LAG3,31980621
,,CD4+ regulatory T cells,FOXP3,31980621
,,Macrophage/monocytes,LAG3,31980621
Human,Uveal melanoma,CD8+ T cells,LAG3,31980621
Human,Uveal melanoma,CD8+ T cells,TIGIT,31980621
Human,Uveal melanoma,CD8+ T cells,PD1,31980621
Human,Uveal melanoma,CD8+ T cells,CTLA4,31980621
Human,Uveal melanoma,CD8+ T cells,TIM3,31980621
Human,Uveal melanoma,CD8+ T cells,TNFRSF9,31980621
Human,Uveal melanoma,T regulatory cells,FOXP3,31980621
Human,Uveal melanoma,T regulatory cells,TNFRSF4,31980621
Human,Uveal melanoma,T regulatory cells,IKZF2,31980621
Human,Uveal melanoma,T regulatory cells,IL2RA,31980621
Human,Uveal melanoma,Follicular T cells,CD200,31980621
Human,Uveal melanoma,Follicular T cells,GNG4,31980621
Human,Uveal melanoma,Follicular T cells,CHN1,31980621
Human,Uveal melanoma,Follicular T cells,IGFL2,31980621
Human,Uveal melanoma,Follicular T cells,ITM2A,31980621
Human,Uveal melanoma,Follicular T cells,CPM,31980621
Human,Uveal melanoma,Follicular T cells,NR3C1,31980621
Human,Uveal melanoma,Naive T cells,IL7R,31980621
Human,Uveal melanoma,CD8+ T effector memory cells,CD8A,31980621
Human,Uveal melanoma,CD8+ T effector memory cells,ZNF683,31980621
Human,Uveal melanoma,CD8+ resident memory cells,KLRK1,31980621
Human,Uveal melanoma,CD8+ resident memory cells,ITGAE [CD103],31980621
Human,Uveal melanoma,Cytotoxic CD8+ T cells,PRF1,31980621
Human,Uveal melanoma,Cytotoxic CD8+ T cells,GZMA,31980621
Human,Uveal melanoma,Cytotoxic CD8+ T cells,GZMK,31980621
Human,Uveal melanoma,Cytotoxic CD8+ T cells,NKG7,31980621
,,CD8+ T cells,CTLA4,31980621
,,CD8+ T cells,TIGIT,31980621
,,CD8+ T cells,HAVCR2 [TIM3],31980621
,,CD8+ T cells,TNFRSF9 [4-1BB],31980621
,,CD8+ gamma delta T cells,TRDC,31980621
,,CD8+ gamma delta T cells,TRDG2,31980621
,,Mitotic CD8+ T cells,MKI67,31980621
,,Mitotic CD8+ T cells,STMN1,31980621
,,Mitotic CD8+ T cells,HMGB2,31980621
,,Mitotic CD8+ T cells,TUBB,31980621
,,Mitotic CD8+ T cells,TUBA1B,31980621
,,Dendritic cells,CD1C,31980621
,,Monocytes,S100A12,31980621
,,Monocytes,CLEC10A,31980621
,,M2 macrophages,CD163,31980621
,,M2 macrophages,C1QA,31980621
,,M2 macrophages,C1QB,31980621
,,M2 macrophages,C1QC,31980621
,,M2 macrophages,IL10,31980621
,,M1 macrophages,C1QA,31980621
,,M1 macrophages,C1QB,31980621
,,M1 macrophages,C1QC,31980621
,,Mitotic macrophages,MKI67,31980621
Human,Retina,Retinal progenitors,SOX2,32023475
Human,Retina,Retinal progenitors,PAX6,32023475
Human,Retina,Retinal ganglion cells,HUC/D,32023475
Human,Retina,Amacrine cells,TFAP2A,32023475
Human,Retina,Horizontal cells,ONECUT2,32023475
Human,Retina,Photoreceptors,OTX2,32023475
Human,Retina,Progenitor cells (G2/M-phase),MKI67,32023475
Human,Retina,T1 population (intermediate developmental state),ATOH7,32023475
Human,Retina,Progenitor cells,VSX2,32023475
Human,Retina,Ganglion cells,SNGC,32023475
,Retina,Bipolar cells,OTX2/RCVRN,32023475
,Retina,Photoreceptors,OTX2/RCVRN,32023475
,Retina,Müller glia,SOX2,32023475
,Retina,"RGC, amacrine, or horizontal cells",AP2A/HUC/D,32023475
,Retina,Amacrine cells (ACs),TFAP2A,32023475
,Retina,Amacrine cells (ACs),ONECUT2,32023475
,Retina,Horizontal cells (HCs),TFAP2A,32023475
,Retina,Horizontal cells (HCs),ONECUT2,32023475
,Retina,T1 state,ATOH7,32023475
,Retina,T2 state,PRDM13,32023475
,Retina,T2 state,PTF1A,32023475
,Retina,T2 state,HSPB1,32023475
,Retina,T3 state,FABP7,32023475
,Retina,T3 state,OTX2,32023475
,Retina,T3 state,DLL3,32023475
Human,Retina,T1 transition cells,ATOH7,32023475
Human,Retina,T3 cells,FABP7,32023475
Human,Retina,T2 cells,PRDM13,32023475
Human,Retina,T3 cells,DLL3,32023475
Human,Retina,Progenitor cells,SOX2,32023475
Human,Retina,Differentiating neurons,AP2A,32023475
Human,Retina,Differentiating neurons,OTX2,32023475
Human,Retina,Photoreceptors (PRs),OTX2,32023475
Human,Retina,Photoreceptors (PRs),RCVRN,32023475
Human,Retina,Bipolar cells (BCs),OTX2,32023475
Human,Retina,Bipolar cells (BCs),VSX2,32023475
Human,Retina,Bipolar cells (BCs),RCVRN,32023475
Human,Retina,Amacrine cells (ACs),AP2A,32023475
Human,Retina,Amacrine cells (ACs),CALB1,32023475
Human,Retina,T1-like cluster cells,SOX11,32023475
Human,Retina,T1-like cluster cells,GAL,32023475
Human,Retina,T1-like cluster cells,ELAVL3,32023475
Human,Retina,RGCs,BRN3,32023475
Human,Retina,PRs,RCVRN,32023475
Human,Retina,Progenitors,PAX6,32023475
Human,Retina,T1 population cells,ATOH7,32023475
Human,Retina,T1 population cells,HES6,32023475
Human,Retina,T1 cell,DLL3,32023475
Human,Retina,Progenitor cell,SOX2,32023475
Human,Retina,Progenitor cell,LHX2,32023475
Human,Retina,RGC (Retinal Ganglion Cell),POU4F1,32023475
Human,Retina,RGC (Retinal Ganglion Cell),NEFL,32023475
Human,Retina,Photoreceptor (PR) cell,NRL-GFP,32023475
Human,Retina,Amacrine cell (AC),HUC/D,32023475
Human,Retina,T1 cell,ATOH7,32023475
Human,Retina,T3 cell,FABP7,32023475
Human,Retina,Müller glia,RLBP1,32023475
Human,Retina,Müller glia,AQP4,32023475
Human,Retina,Müller glia,SLC1A3,32023475
Human,Retina,Bipolar cells (BCs),VSX1,32023475
Human,Retina,Bipolar cells (BCs),CABP5,32023475
Human,Retina,Bipolar cells (BCs),GRM6,32023475
Human,Retina,Progenitor cells,ASCL1,32023475
Human,Retina,T1 cells,ATOH7,32023475
,Retina,T2 cells (precursors for Amacrine Cells or Horizontal Cells),PRDM13,32023475
,Retina,T2 cells (precursors for Amacrine Cells or Horizontal Cells),PTF1A,32023475
,Retina,Transition cells (precursors for Photoreceptor cells and Bipolar Cells),FABP7,32023475
,Retina,Transition cells (precursors for Photoreceptor cells and Bipolar Cells),OTX2,32023475
,Retina,Transition cells (precursors for Photoreceptor cells and Bipolar Cells),DLL3,32023475
,Retina,T1 cells,HES6,32023475
,Retina,T1 and T3 cells,DLL3,32023475
Human,Retina,Progenitor cells,MKI67,32023475
Human,Retina,Progenitor cells,ATOH7,32023475
Human,Retina,Progenitor cells,OTX2,32023475
Human,Retina,Progenitor cells,NEUROD1,32023475
Human,Retina,Progenitor cells,Gal,32023475
Human,Retina,Progenitor cells,Sox11,32023475
Human,Retina,Progenitor cells,Elavl3,32023475
Human,Retina,Later-stage progenitor cells,Rgs16,32023475
Human,Retina,Later-stage progenitor cells,Fabp7,32023475
Human,Retina,Late progenitor cells transitioning to immature Müller glia,NFI family genes,32023475
Mouse,Retina,Progenitors near the end of neurogenesis,NFI family genes,32023475
,Retina,T1 cells,ATOH7,32023475
,Retina,T2 cells,PRDM13,32023475
,Retina,T3 cells,FABP7,32023475
,Retina,Progenitor cells,VSX2,32023475
,Retina,Progenitor cells,SOX2,32023475
,Retina,Photoreceptors,OTX2,32023475
,Retina,RPE,OTX2,32023475
,Retina,RGCs,BRN3,32023475
,Retina,RGCs,PAX6,32023475
,Retina,Photoreceptors,RCVRN,32023475
,Retina,Bipolar cells,VSX1,32023475
,Retina,Bipolar cells,GRM6,32023475
,Retina,Müller glia,RLBP1,32023475
,Retina,Müller glia,SLC1A3,32023475
,Retina,Rods,NRL,32023475
,Retina,Amacrine cells,AP2A,32023475
,Retina,Cone photoreceptors,SWS-OPN,32023475
,Retina,Amacrine cells,HUC/D,32023475
,Retina,Ganglion cells,HUC/D,32023475
,Retina,Bipolar cells,OTX2,32023475
,Retina,Rod photoreceptors,NR2E3,32023475
Human,Gastric tissue,Epithelial cells,PGC,32060101
Human,Gastric tissue,Epithelial cells,TFF1,32060101
Human,Gastric tissue,Epithelial cells,MUC5AC,32060101
Human,Gastric tissue,Epithelial cells,EPCAM,32060101
Human,Gastric tissue,Epithelial cells,GIF,32060101
Human,Gastric tissue,Epithelial cells,CHGA,32060101
Human,Gastric tissue,Fibroblasts,THY1,32060101
Human,Gastric tissue,Fibroblasts,DCN,32060101
Human,Gastric tissue,Fibroblasts,COL4A1,32060101
Human,Gastric tissue,Fibroblasts,FAP,32060101
Human,Gastric tissue,Endothelial cells,PECAM,32060101
Human,Gastric tissue,Endothelial cells,ENG,32060101
Human,Gastric tissue,Endothelial cells,VWF,32060101
Human,Gastric tissue,Endothelial cells,SELE,32060101
Human,Gastric tissue,Immune cells,PTPRC,32060101
Human,Gastric tissue,CD4 T cells,CD3D,32060101
Human,Gastric tissue,CD4 T cells,CD4,32060101
Human,Gastric tissue,CD4 T cells,IL7R,32060101
Human,Gastric tissue,Cytotoxic T cells,CD3D,32060101
Human,Gastric tissue,Cytotoxic T cells,CD8A,32060101
Human,Gastric tissue,Cytotoxic T cells,CD8B,32060101
Human,Gastric tissue,Regulatory T cells,FOXP3,32060101
Human,Gastric tissue,Regulatory T cells,IL2RA,32060101
Human,Gastric tissue,NK cells,NKG7,32060101
Human,Gastric tissue,NK cells,GNLY,32060101
Human,Gastric tissue,B cells,MS4A1,32060101
Human,Gastric tissue,Plasma cells,Immunoglobulin genes,32060101
Human,Gastric tissue,Mast cells,TPSAB1,32060101
Human,Gastric tissue,Macrophages,CD68,32060101
Human,Gastric tissue,Macrophages,CD14,32060101
Human,Gastric tissue,Macrophages,FCGR3A,32060101
Human,Gastric tissue,Epithelial cells (GC type 1),TFF3,32060101
Human,Gastric tissue,Epithelial cells (GC type 1),FABP1,32060101
Human,Gastric tissue,Epithelial cells (GC type 1),SPINK4,32060101
Human,Gastric tissue,Epithelial cells (GC type 1),MUC13,32060101
Human,Gastric tissue,Epithelial cells (GC type 1),REG4,32060101
Human,Gastric tissue,Epithelial cells (GC type 2),KRT7,32060101
Human,Gastric tissue,Epithelial cells (GC type 2),KRT17,32060101
Human,Gastric tissue,Epithelial cells (GC type 2),SOX4,32060101
Human,Gastric tissue,Epithelial cells (GC type 2),HES1,32060101
,,Monocyte-macrophage,CD14,32060101
,,Monocyte-macrophage,FCGR3A,32060101
,,Monocyte-macrophage,CD68,32060101
,,Dendritic cell (DC),CLEC4C,32060101
,,Dendritic cell (DC),ID2,32060101
,,Dendritic cell (DC),IRF4,32060101
,,Dendritic cell (DC),CD83,32060101
,,Macrophage M1,CCL19,32060101
,,Macrophage M1,TNF,32060101
,,Macrophage M1,CCL5,32060101
,,Macrophage M2,MRC1,32060101
,,Macrophage M2,CCL18,32060101
,,Macrophage M2,CCL13,32060101
,,Macrophage M2,CD163,32060101
,,Plasmacytoid DC,IL3RA (CD123),32060101
,,Plasmacytoid DC,CLEC4C (CD303),32060101
,,TME-infiltrating DC,CD83,32060101
,,TME-infiltrating DC,CCR7,32060101
,,TME-infiltrating DC,IL7R,32060101
,,TME-infiltrating DC,ID2,32060101
Human,Gastric TME,CD4 helper T cell,CD4,32060101
Human,Gastric TME,CD8 T cell,CD8,32060101
Human,Gastric TME,Treg cell,Treg,32060101
Human,Gastric TME,B cell,B,32060101
Human,Gastric TME,Cytotoxic CD8 T lymphocyte (CTL),GZMB,32060101
Human,Gastric TME,Cytotoxic CD8 T lymphocyte (CTL),GZMA,32060101
Human,Gastric TME,Cytotoxic CD8 T lymphocyte (CTL),PRF1,32060101
Human,Gastric TME,Cytotoxic CD8 T lymphocyte (CTL),IFNG,32060101
Human,Gastric TME,Cytotoxic CD8 T lymphocyte (CTL),NKG7,32060101
Human,Gastric TME,Exhausted T cell (TEx),PDCD1,32060101
Human,Gastric TME,Exhausted T cell (TEx),TIGIT,32060101
Human,Gastric TME,Exhausted T cell (TEx),CD96,32060101
Human,Gastric TME,Exhausted T cell (TEx),HAVCR2 (TIM3),32060101
Human,Gastric TME,Exhausted T cell (TEx),LAG3,32060101
Human,Gastric TME,Exhausted T cell (TEx),CTLA4,32060101
Human,Gastric TME,Exhausted T cell (TEx),VSIR,32060101
Human,Gastric TME,Exhausted T cell (TEx),ICOS,32060101
Human,Gastric TME,Exhausted T cell (TEx),TNFRSF18 (GITR),32060101
Human,Gastric TME,Exhausted T cell (TEx),CD27,32060101
Human,Gastric TME,Exhausted T cell (TEx),TNFRSF9,32060101
Human,Gastric TME,Exhausted T cell (TEx),CD40,32060101
Human,Gastric TME,Exhausted T cell (TEx),CD226,32060101
Human,Gastric TME,Exhausted T cell (TEx),TNFRSF4,32060101
Human,Gastric TME,Exhausted T cell (TEx),CXCL13,32060101
Human,Tumor,Effector CTLs (subclass 2),CXCL13,32060101
Human,Tumor,Effector CTLs (subclass 2),RBPJ,32060101
Human,Tumor,Effector CTLs (subclass 2),NR3C1,32060101
Human,Tumor,Effector CTLs (subclass 2),BATF,32060101
Human,Tumor,Memory T cells,CD45RO,32060101
Human,Tumor,T cells,CD3,32060101
Human,Tumor,Exhausted effector T cells,PD-1,32060101
Human,Tumor,Tregs (subclass 1),MKI67,32060101
Human,Tumor,Tregs (subclass 1),TYMS,32060101
Human,Tumor,Naïve CD4 T cells,CCR7,32060101
Human,Tumor,Naïve CD4 T cells,SELL,32060101
Human,Tumor,Effector CD4 T cells,GZMA,32060101
Human,Tumor,Effector CD4 T cells,GZMB,32060101
Human,Tumor,Effector CD4 T cells,CXCL13,32060101
Human,Tumor,Effector CD4 T cells,BATF,32060101
Human,Tumor,Effector CD4 T cells,HLA genes,32060101
Human,,Endothelial cell,PECAM,32060101
Human,,Endothelial cell,ENG,32060101
Human,,Endothelial cell,VWF,32060101
Human,,Endothelial cell,SELE,32060101
Human,,Fibroblast,THY1,32060101
Human,,Fibroblast,DCN,32060101
Human,,Fibroblast,COL4A1,32060101
Human,,Fibroblast,FAP,32060101
Human,,Pericyte,RSG5,32060101
Human,,Pericyte,PDGFRB,32060101
Human,,Endothelial cell,ESM1,32060101
Human,,Endothelial cell,ANGPT2,32060101
Human,,Endothelial cell,COL4A1,32060101
Human,,Endothelial cell,COL4A2,32060101
Human,,Endothelial cell,DLL4,32060101
Human,,Endothelial cell,MARCKSL1,32060101
Human,,Endothelial cell,ACKR1,32060101
