pmid,species,tissue_type,cell_name,markers
31422913,Mouse,Gastric corpus epithelium,Isthmus stem cells (IsthSCs),"['Sox2', 'Runx1', 'Lrig1', 'Mist1 (Bhlha15)', 'Bmi1']"
31422913,Mouse,Gastric corpus glands,IsthSCs (Isthmus stem cells),['Stmn1']
31422913,Mouse,Gastric corpus glands,Isthmus cells,"['Sox2', 'Mist1', 'Runx1', 'Ki67', 'Lrig1']"
31422913,Mouse,Isthmus region,G1/early S phase cells,['Cdt1']
31422913,Mouse,Isthmus region,G2/M phase cells,['Ccnb1']
31422913,Mouse,Isthmus region,Neck cells,['Muc6']
31422913,Mouse,Isthmus region,Pit cells,['Muc5ac']
31422913,Mouse,Isthmus region,Proliferative cells,['Ki67']
31422913,Mouse,Isthmus region,Stmn1high cells,['Stmn1']
31422913,Mouse,Isthmus region,Stmn1low cells,['Stmn1']
31422913,Mouse,Stomach,Proliferating cells,"['Stmn1', 'Ki67']"
31422913,Mouse,Stomach corpus,Isthmus progenitor,"['Mki67', 'Stmn1']"
31422913,Mouse,Stomach corpus epithelium,Neck cells,"['Muc6', 'Muc6']"
31422913,Mouse,Stomach corpus glands,Chief cells,['Pgc']
31422913,Mouse,Stomach corpus glands,IsthSC,"['Muc5ac', 'Muc6', 'Cib1', 'Ndufb8', 'Psma7']"
31422913,Mouse,Stomach corpus glands,NL progenitor,['Muc6']
31422913,Mouse,Stomach corpus glands,Neck cells,['GS-II']
31422913,Mouse,Stomach corpus glands,PL progenitor,['Muc5ac']
31422913,Mouse,Stomach corpus glands,Parietal cells,['Atp4b']
31422913,Mouse,Stomach corpus glands,Pit cells,['Muc5ac']
31422913,Mouse,Stomach corpus glands,Proliferating cells,['Ki67']
31422913,,,IsthSCs,"['Stmn1', 'Ki67', 'Muc5ac', 'Muc6']"
31422913,,,Stmn1+ cells (G1/S phase),"['Stmn1', 'Mki67']"
31422913,,,Stmn1+ cells (G2/M phase),"['Cdt1', 'Ccnb1']"
31422913,,,chief (stem) cells,"['Troy', 'Lgr5']"
31422913,,,neck cell lineage (NL),['Muc6']
31422913,,,pit cell lineage (PL),['Muc5ac']
31436334,Human,Retina,Amacrine cells,"['GAD1', 'CALB1', 'CHAT']"
31436334,Human,Retina,Bipolar cells,"['VSX2', 'OTX2']"
31436334,Human,Retina,Cone photoreceptor,"['ARR3', 'CNBG3', 'GNAT2', 'GNGT2', 'GRK7', 'GUCA1C', 'PDE6C', 'PDE6H', 'OPN1LW', 'RXRG', 'THRB']"
31436334,Human,Retina,Cone photoreceptor (L/M-cones),['OPN1LW/OPN1MW']
31436334,Human,Retina,Cone photoreceptor (S-cones),['OPN1SW']
31436334,Human,Retina,Cone photoreceptors,"['ARR3', 'GNGT2', 'GUCA1C']"
31436334,Human,Retina,Horizontal cells,"['ONECUT1', 'ONECUT2']"
31436334,Human,Retina,L-cone photoreceptor,['OPN1LW']
31436334,Human,Retina,L/M-cone photoreceptor,['THRB']
31436334,Human,Retina,M-cone photoreceptor,['OPN1MW']
31436334,Human,Retina,Microglia,"['HLA-DPA1', 'HLA-DPB1', 'HLA-DRA']"
31436334,Human,Retina,Müller glia,"['RLBP1/CRALBP', 'RLBP1', 'RGR']"
31436334,Human,Retina,Müller glia and retinal astrocytes,"['VIM', 'GLUL', 'S100A1']"
31436334,Human,Retina,OFF-bipolar cells,['GRIK1']
31436334,Human,Retina,ON-bipolar cells (Diffuse bipolar subtype DB4),['TTR']
31436334,Human,Retina,ON-bipolar cells (Rod bipolar cells),['PRKCA']
31436334,Human,Retina,Retinal astrocytes,"['GFAP', 'GFAP', 'S100B']"
31436334,Human,Retina,Retinal ganglion cells,"['NEFL', 'GAP43', 'SNCG']"
31436334,Human,Retina,Rod photoreceptor,"['MALAT1', 'MALAT1']"
31436334,Human,Retina,Rod photoreceptor (MALAT1-hi),['MALAT1']
31436334,Human,Retina,Rod photoreceptor (MALAT1-lo),['MALAT1']
31436334,Human,Retina,Rod photoreceptors,"['PDE6A', 'CNGA1', 'RHO', 'RHO', 'GNGT1', 'SAG', 'NRL', 'ROM1', 'GNAT1', 'CNGA1']"
31436334,Human,Retina,S-cone photoreceptor,"['OPN1SW', 'CCDC136']"
31543471,Human,Retina,Multipotent RPCs,"['JAG1', 'GJA1']"
31543471,Human,Retina,Neurogenic RPCs,"['DCX', 'ASCL1']"
31543471,Human,Retina,Neuronal cell,"['ISLET1', 'ISLET1']"
31543471,Human,Retina,Photoreceptor precursor,"['BLIMP1', 'BLIMP1']"
31543471,Human,Retina,Retinal progenitor cell (RPC),"['ASCL1', 'ASCL1']"
31543471,Human,Retinal organoid,Interneuron,"['ONECUT1', 'PROX1']"
31543471,Human,Retinal organoid,Photoreceptor,"['NEUROD1', 'PRDM1']"
31543471,Human,Retinal organoid,Photoreceptor precursor,['BLIMP1']
31543471,Human,Retinal organoid,Retinal ganglion cell (RGC),"['ELAVL3/4', 'ATOH7', 'POU4F2']"
31543471,Human,Retinal organoid,Retinal progenitor cell (RPC),"['VSX2', 'PAX6']"
31543471,Human,Retinal organoids,Multipotent retinal progenitor cells (RPCs),"['JAG1', 'GJA1']"
31543471,Human,Retinal organoids,Neurogenic retinal progenitor cells (RPCs),"['ASCL1', 'RTN4', 'GPM6A', 'EFNB2', 'GPM6B', 'FZD3', 'RUFY3', 'ISLR2', 'DCX', 'ISLET1', 'NEUROD1', 'BLIMP1', 'DCLK1', 'SEMA5A', 'NRCAM', 'NGN2']"
31543471,Human,Retinal organoids,Quiescent neural stem cells (NSCs),"['GJA1', 'ATP1A2', 'PCDH9', 'PFN1', 'TMSB10']"
31543471,Human,Retinal organoids,Retinal progenitor cells (RPCs),"['ASCL1', 'NGN2', 'INSM1', 'BHLHE22', 'ISLR2', 'CCND1', 'LIN28A', 'LIN28B', 'JAG1', 'BMP7', 'TGFb2', 'IGFBP5']"
31543471,Mouse,,Retinal Progenitor Cells (RPCs),['CCND1']
31543471,,,Neurogenic RPC,"['ASCL1', 'NGN2', 'DCX']"
31543471,,,Retinal Progenitor Cell (RPC),"['GJA1', 'JAG1']"
31543471,,,Retinal Progenitor Cells (RPCs),"['HES1', 'HES5', 'ASCL1', 'LHX2', 'NR2E1']"
31543471,,,Terminally differentiated neurons,['HES6']
31625146,Human,Retina,Müller cell,"['Clrn1', 'Clrn1']"
31625146,Human,Retina,Müller glia,"['CLRN1', 'CLRN1', 'CLRN1']"
31625146,Mouse,Retina,Müller cell,"['Clrn1', 'Clrn1']"
31625146,Mouse,Retina,Müller glia,"['Clrn1', 'Clrn1', 'Clrn1']"
31653841,Human,Retina,Amacrine cells,"['GAD1', 'C1QL2']"
31653841,Human,Retina,Astrocyte,"['GFAP', 'SPARCL1', 'FOS', 'FOSB', 'JUN', 'EGR1', 'CD44']"
31653841,Human,Retina,Astrocytes,"['GS', 'FOS', 'COL4A3', 'FTL']"
31653841,Human,Retina,Astrocytes (subtype 1),"['FOS', 'FTL', 'COL4A3']"
31653841,Human,Retina,Bipolar cells,"['CAMK2B', 'GRM6', 'TMEM215', 'TRPM1']"
31653841,Human,Retina,Cells lining the retinal vasculature,"['CD34', 'CDH5', 'RGS5', 'ADAMTS9']"
31653841,Human,Retina,Cone photoreceptors,"['GNAT2', 'OPN1SW', 'OPN1MW', 'OPN1LW']"
31653841,Human,Retina,Horizontal cells,"['ONECUT1', 'ONECUT2', 'LHX1']"
31653841,Human,Retina,Macroglia,"['FTL', 'FOS', 'COL4A3', 'Glutamine synthetase', 'FTL', 'FOS', 'COL4A3', 'Glutamine synthetase']"
31653841,Human,Retina,Müller Glia,"['GS', 'FOS', 'COL4A3', 'FTL', 'APOE', 'TIMP3']"
31653841,Human,Retina,Müller glia,"['APOE', 'GS', 'CFI', 'TIMP3', 'APOE', 'GS', 'CFI', 'TIMP3']"
31653841,Human,Retina,Müller glia (subtype 2),"['COL4A3', 'VEGFA', 'HTRA1', 'SLC2A1/GLUT1', 'SLC1A3/GLAST1', 'SHMT2', 'HIF1A']"
31653841,Human,Retina,Müller glia (subtype 3),"['FTH1', 'FTL', 'DBI']"
31653841,Human,Retina,Müller glia and astrocytes,"['GLUL', 'CLU', 'APOE']"
31653841,Human,Retina,Photoreceptor cells,"['PDE6A', 'PPEF2', 'NR2E3']"
31653841,Human,Retina,Resident microglia,"['C1QA', 'TMEM119', 'AIF1', 'CD163']"
31653841,Human,Retina,Retinal ganglion cells,"['NEFM', 'SLC17A6']"
31653841,Human,Retina,Vascular cells,"['TM4SF1', 'TIMP3']"
31653841,Human,Retina,Vascular endothelium,"['TM4SF1', 'TIMP3', 'TM4SF1', 'TIMP3']"
31712411,H. sapiens,RPE/choroid,Endothelial cell,"['CLDN5', 'SLC2A1', 'VCAM1', 'CCL2', 'SELP', 'ICAM1', 'CLU']"
31712411,Human,Arterial endothelial cell,Endothelial cell,"['HEY1', 'SEMA3G']"
31712411,Human,Choriocapillaris endothelial cell,Endothelial cell,"['CA4', 'PLVAP', 'RGCC']"
31712411,Human,Choroid,Choriocapillaris endothelial cell,['S1PR3']
31712411,Human,Choroid,Endothelial cell,"['HLA class I self-peptides', 'ICAM-1', 'CA4', 'ICAM1', 'PLVAP', 'MHC class I antigens', 'CA4', 'CD34', 'CD31']"
31712411,Human,RPE-choroid,Choriocapillaris endothelial cell,['RGCC']
31712411,Human,RPE/choroid,B cell,['CD79A']
31712411,Human,RPE/choroid,Endothelial cell,"['VWF', 'CD34', 'ICAM2']"
31712411,Human,RPE/choroid,Fibroblast,['IGF2']
31712411,Human,RPE/choroid,Leukocyte,['PTPRC']
31712411,Human,RPE/choroid,Mast cell,['KIT']
31712411,Human,RPE/choroid,Monocyte/Macrophage,['AIF1']
31712411,Human,RPE/choroid,RPE cell,"['RPE65', 'BEST1']"
31712411,Human,RPE/choroid,Schwann cell,['PLP1']
31712411,Human,RPE/choroid,Smooth muscle cell,"['ACTA2', 'RGS5']"
31712411,Human,RPE/choroid,T cell/NK cell,['CD2']
31712411,Human,Retina,Arterial endothelial cell,"['FBLN2', 'SEMA3G', 'GJA4', 'GJA5', 'HEY1']"
31712411,Human,Retina,Choriocapillaris endothelial cell,"['CA4', 'PLVAP', 'SIPR3', 'SPARC', 'PCDH12']"
31712411,Human,Retina,Endothelial cell (venous),"['DARC', 'MMRN1']"
31712411,Human,Retina,RPE (macular),"['CXCL14', 'WFDC1']"
31712411,Human,Retina,RPE (peripheral),"['TFPI2', 'IGFBP5']"
31712411,Human,Retina,Schwann cell (myelinating),"['MPZ', 'MBP']"
31712411,Human,Retina,Schwann cell (nonmyelinating),"['SCN7A', 'NGFR', 'NCAM1', 'L1CAM']"
31712411,Human,Retina,Venous endothelial cell,"['SELE', 'VCAM1', 'CCL23']"
31712411,Human,Retina/Choroid,Endothelial cell,['VWF']
31712411,Human,Vein endothelial cell,Endothelial cell,"['DARC', 'MMRN1']"
31775049,Mouse,RPE/Choroid,RPE,['Rpe65']
31775049,Mouse,Retina,Astrocyte,['gfap']
31775049,Mouse,Retina,Bipolar cell,['gsg1']
31775049,Mouse,Retina,Bipolar cells,['cfi']
31775049,Mouse,Retina,Microglia,"['C1s', 'CFB', 'CFP', 'CFH', 'CFI', 'cfi', 'cfp', 'c3', 'cfb', 'c3', 'cfb', 'Iba1', 'Iba1']"
31775049,Mouse,Retina,Microglia/macrophages,['tmem119']
31775049,Mouse,Retina,Müller cell,"['Glul', 'GLUL']"
31775049,Mouse,Retina,Müller cells,"['c1s', 'c3', 'c4', 'cfb', 'C1s', 'CFB', 'CFP', 'CFD', 'CFI', 'C6', 'C7', 'c1s', 'c3', 'C1q', 'C5a-receptor', 'C1q', 'C5a-receptor']"
31775049,Mouse,Retina,Müller cells/astrocytes,['gfap']
31775049,Mouse,Retina,Müller glia,"['cfh', 'cfi']"
31775049,Mouse,Retina,Neurons,"['cfi', 'cfp', 'C1s', 'CFB', 'CFP', 'C3', 'CFH', 'CFI', 'C6', 'C7']"
31775049,Mouse,Retina,Neurons (specifically rod bipolar cells),['cfi']
31775049,Mouse,Retina,RPE,"['C1s', 'CFB', 'CFP', 'C3', 'CFH', 'CFI', 'CFD']"
31775049,Mouse,Retina,RPE cells,"['cfh', 'c1s', 'c3', 'cfb', 'cfp', 'cfd', 'c5-c9', 'cfh', 'rpe65', 'cfh', 'cfh']"
31775049,Mouse,Retina,Retinal pigment epithelium (RPE),['cfh']
31775049,Mouse,Retina,Rod bipolar cells,"['cfi', 'cfi']"
31775049,Mouse,Retina,Vascular cells,"['C1s', 'CFB', 'CFP', 'cfp', 'cfh', 'cfh']"
31775049,,Retina,Microglial cells,['CD11b']
31775049,,Retina,Müller glia,['CD29']
31775049,,Retina,Vascular cells,['CD31']
31848347,Human,Retina,Amacrine cells,['GAD1']
31848347,Human,Retina,Bipolar cells,['NETO1']
31848347,Human,Retina,Cone cell,"['AHI1', 'ATXN7', 'KCNV2', 'PROM1', 'RD3', 'RPGRIP1', 'RHO', 'RPGRIP1', 'RD3']"
31848347,Human,Retina,Cone cells,['ARR3']
31848347,Human,Retina,Horizontal cells,['SEPT4']
31848347,Human,Retina,Müller glial cells,['SLC1A3']
31848347,Human,Retina,Retinal ganglion cells,['RBPMS']
31848347,Human,Retina,Rod cell,"['RHO', 'RPGRIP1', 'RD3']"
31848347,Human,Retina,Rod cells,['PDE6A']
31848347,Mouse,Retina,Cone cell,['GUCA1A']
31848347,,Retina,Cone cell,"['SLC24A2', 'OPN1MW']"
31892341,,Esophagus,Keratinocytes,"['KRT4', 'KRT5']"
31892341,,Esophagus,Stromal cells,"['FLNA', 'MYH11']"
31892341,,Spleen,Macrophages,"['APOE', 'CD5L', 'VCAM1', 'HMOX1', 'C1QA', 'C1QC']"
31892341,,Spleen,Plasma cells,"['JCHAIN', 'IGHA1', 'IGLC3']"
31980621,Human,Uveal melanoma,CD8+ T cells,"['LAG3', 'LAG3', 'TIGIT', 'PD1', 'CTLA4', 'TIM3', 'TNFRSF9']"
31980621,Human,Uveal melanoma,CD8+ T effector memory cells,"['CD8A', 'ZNF683']"
31980621,Human,Uveal melanoma,CD8+ resident memory cells,"['KLRK1', 'ITGAE [CD103]']"
31980621,Human,Uveal melanoma,Cytotoxic CD8+ T cells,"['PRF1', 'GZMA', 'GZMK', 'NKG7']"
31980621,Human,Uveal melanoma,Follicular T cells,"['CD200', 'GNG4', 'CHN1', 'IGFL2', 'ITM2A', 'CPM', 'NR3C1']"
31980621,Human,Uveal melanoma,Naive T cells,['IL7R']
31980621,Human,Uveal melanoma,T regulatory cells,"['FOXP3', 'TNFRSF4', 'IKZF2', 'IL2RA']"
31980621,,,CD4+ regulatory T cells,"['LAG3', 'FOXP3']"
31980621,,,CD8+ T cells,"['CTLA4', 'TIGIT', 'HAVCR2 [TIM3]', 'TNFRSF9 [4-1BB]']"
31980621,,,CD8+ T effector memory cells,"['PD1', 'CTLA4', 'LAG3']"
31980621,,,CD8+ cytotoxic T cells,"['PD1', 'CTLA4', 'LAG3']"
31980621,,,CD8+ gamma delta T cells,"['TRDC', 'TRDG2']"
31980621,,,Dendritic cells,['CD1C']
31980621,,,M1 macrophages,"['C1QA', 'C1QB', 'C1QC']"
31980621,,,M2 macrophages,"['CD163', 'CD14', 'CSF1R', 'CLEC10A', 'MMP9', 'IL10', 'TNF', 'MARCO', 'S100A12', 'CD163', 'C1QA', 'C1QB', 'C1QC', 'IL10']"
31980621,,,Macrophage/monocytes,['LAG3']
31980621,,,Mitotic CD8+ T cells,"['MKI67', 'STMN1', 'HMGB2', 'TUBB', 'TUBA1B']"
31980621,,,Mitotic macrophages,['MKI67']
31980621,,,Monocytes,"['S100A12', 'CLEC10A']"
31980621,,,NK cells,['LAG3']
31980621,,,Naive T cells,"['PD1', 'CTLA4', 'HAVCR2 (TIM3)', 'TNFRSF9', 'LAG3']"
31980621,,,Plasma cells,"['IGHG1', 'MZB1']"
32023475,Human,Retina,Amacrine cell (AC),['HUC/D']
32023475,Human,Retina,Amacrine cells,['TFAP2A']
32023475,Human,Retina,Amacrine cells (ACs),"['AP2A', 'CALB1']"
32023475,Human,Retina,Bipolar cells (BCs),"['OTX2', 'VSX2', 'RCVRN', 'VSX1', 'CABP5', 'GRM6']"
32023475,Human,Retina,Differentiating neurons,"['AP2A', 'OTX2']"
32023475,Human,Retina,Ganglion cells,['SNGC']
32023475,Human,Retina,Horizontal cells,['ONECUT2']
32023475,Human,Retina,Late progenitor cells transitioning to immature Müller glia,['NFI family genes']
32023475,Human,Retina,Later-stage progenitor cells,"['Rgs16', 'Fabp7']"
32023475,Human,Retina,Müller glia,"['RLBP1', 'AQP4', 'SLC1A3']"
32023475,Human,Retina,PRs,['RCVRN']
32023475,Human,Retina,Photoreceptor (PR) cell,['NRL-GFP']
32023475,Human,Retina,Photoreceptors,['OTX2']
32023475,Human,Retina,Photoreceptors (PRs),"['OTX2', 'RCVRN']"
32023475,Human,Retina,Progenitor cell,"['SOX2', 'LHX2']"
32023475,Human,Retina,Progenitor cells,"['VSX2', 'SOX2', 'ASCL1', 'MKI67', 'ATOH7', 'OTX2', 'NEUROD1', 'Gal', 'Sox11', 'Elavl3']"
32023475,Human,Retina,Progenitor cells (G2/M-phase),['MKI67']
32023475,Human,Retina,Progenitors,['PAX6']
32023475,Human,Retina,RGC (Retinal Ganglion Cell),"['POU4F1', 'NEFL']"
32023475,Human,Retina,RGCs,['BRN3']
32023475,Human,Retina,Retinal ganglion cells,['HUC/D']
32023475,Human,Retina,Retinal progenitors,"['SOX2', 'PAX6']"
32023475,Human,Retina,T1 cell,"['DLL3', 'ATOH7']"
32023475,Human,Retina,T1 cells,['ATOH7']
32023475,Human,Retina,T1 population (intermediate developmental state),['ATOH7']
32023475,Human,Retina,T1 population cells,"['ATOH7', 'HES6']"
32023475,Human,Retina,T1 transition cells,['ATOH7']
32023475,Human,Retina,T1-like cluster cells,"['SOX11', 'GAL', 'ELAVL3']"
32023475,Human,Retina,T2 cells,['PRDM13']
32023475,Human,Retina,T3 cell,['FABP7']
32023475,Human,Retina,T3 cells,"['FABP7', 'DLL3']"
32023475,Mouse,Retina,Progenitors near the end of neurogenesis,['NFI family genes']
32023475,,Retina,Amacrine cells,"['AP2A', 'HUC/D']"
32023475,,Retina,Amacrine cells (ACs),"['TFAP2A', 'ONECUT2']"
32023475,,Retina,Bipolar cells,"['OTX2/RCVRN', 'VSX1', 'GRM6', 'OTX2']"
32023475,,Retina,Cone photoreceptors,['SWS-OPN']
32023475,,Retina,Ganglion cells,['HUC/D']
32023475,,Retina,Horizontal cells (HCs),"['TFAP2A', 'ONECUT2']"
32023475,,Retina,Müller glia,"['SOX2', 'RLBP1', 'SLC1A3']"
32023475,,Retina,Photoreceptors,"['OTX2/RCVRN', 'OTX2', 'RCVRN']"
32023475,,Retina,Progenitor cells,"['VSX2', 'SOX2']"
32023475,,Retina,"RGC, amacrine, or horizontal cells",['AP2A/HUC/D']
32023475,,Retina,RGCs,"['BRN3', 'PAX6']"
32023475,,Retina,RPE,['OTX2']
32023475,,Retina,Rod photoreceptors,['NR2E3']
32023475,,Retina,Rods,['NRL']
32023475,,Retina,T1 and T3 cells,['DLL3']
32023475,,Retina,T1 cells,"['HES6', 'ATOH7']"
32023475,,Retina,T1 state,['ATOH7']
32023475,,Retina,T2 cells,['PRDM13']
32023475,,Retina,T2 cells (precursors for Amacrine Cells or Horizontal Cells),"['PRDM13', 'PTF1A']"
32023475,,Retina,T2 state,"['PRDM13', 'PTF1A', 'HSPB1']"
32023475,,Retina,T3 cells,['FABP7']
32023475,,Retina,T3 state,"['FABP7', 'OTX2', 'DLL3']"
32023475,,Retina,Transition cells (precursors for Photoreceptor cells and Bipolar Cells),"['FABP7', 'OTX2', 'DLL3']"
32060101,Human,Gastric TME,B cell,['B']
32060101,Human,Gastric TME,CD4 helper T cell,['CD4']
32060101,Human,Gastric TME,CD8 T cell,['CD8']
32060101,Human,Gastric TME,Cytotoxic CD8 T lymphocyte (CTL),"['GZMB', 'GZMA', 'PRF1', 'IFNG', 'NKG7']"
32060101,Human,Gastric TME,Exhausted T cell (TEx),"['PDCD1', 'TIGIT', 'CD96', 'HAVCR2 (TIM3)', 'LAG3', 'CTLA4', 'VSIR', 'ICOS', 'TNFRSF18 (GITR)', 'CD27', 'TNFRSF9', 'CD40', 'CD226', 'TNFRSF4', 'CXCL13']"
32060101,Human,Gastric TME,Treg cell,['Treg']
32060101,Human,Gastric tissue,B cells,['MS4A1']
32060101,Human,Gastric tissue,CD4 T cells,"['CD3D', 'CD4', 'IL7R']"
32060101,Human,Gastric tissue,Cytotoxic T cells,"['CD3D', 'CD8A', 'CD8B']"
32060101,Human,Gastric tissue,Endothelial cells,"['PECAM', 'ENG', 'VWF', 'SELE']"
32060101,Human,Gastric tissue,Epithelial cells,"['PGC', 'TFF1', 'MUC5AC', 'EPCAM', 'GIF', 'CHGA']"
32060101,Human,Gastric tissue,Epithelial cells (GC type 1),"['TFF3', 'FABP1', 'SPINK4', 'MUC13', 'REG4']"
32060101,Human,Gastric tissue,Epithelial cells (GC type 2),"['KRT7', 'KRT17', 'SOX4', 'HES1']"
32060101,Human,Gastric tissue,Fibroblasts,"['THY1', 'DCN', 'COL4A1', 'FAP']"
32060101,Human,Gastric tissue,Immune cells,['PTPRC']
32060101,Human,Gastric tissue,Macrophages,"['CD68', 'CD14', 'FCGR3A']"
32060101,Human,Gastric tissue,Mast cells,['TPSAB1']
32060101,Human,Gastric tissue,NK cells,"['NKG7', 'GNLY']"
32060101,Human,Gastric tissue,Plasma cells,['Immunoglobulin genes']
32060101,Human,Gastric tissue,Regulatory T cells,"['FOXP3', 'IL2RA']"
32060101,Human,Tumor,Effector CD4 T cells,"['GZMA', 'GZMB', 'CXCL13', 'BATF', 'HLA genes']"
32060101,Human,Tumor,Effector CTLs (subclass 2),"['CXCL13', 'RBPJ', 'NR3C1', 'BATF']"
32060101,Human,Tumor,Exhausted effector T cells,['PD-1']
32060101,Human,Tumor,Memory T cells,['CD45RO']
32060101,Human,Tumor,Naïve CD4 T cells,"['CCR7', 'SELL']"
32060101,Human,Tumor,T cells,['CD3']
32060101,Human,Tumor,Tregs (subclass 1),"['MKI67', 'TYMS']"
32060101,Human,,Endothelial cell,"['PECAM', 'ENG', 'VWF', 'SELE', 'ESM1', 'ANGPT2', 'COL4A1', 'COL4A2', 'DLL4', 'MARCKSL1', 'ACKR1', 'CD36', 'SELP', 'SOX18', 'SOX7', 'KDR', 'FLT1', 'FLT4', 'PDGFB', 'TEK']"
32060101,Human,,Fibroblast,"['THY1', 'DCN', 'COL4A1', 'FAP', 'ACTA2', 'EGR2']"
32060101,Human,,Pericyte,"['RSG5', 'PDGFRB', 'FOXF2']"
32060101,,,Dendritic cell (DC),"['CLEC4C', 'ID2', 'IRF4', 'CD83']"
32060101,,,Macrophage M1,"['CCL19', 'TNF', 'CCL5']"
32060101,,,Macrophage M2,"['MRC1', 'CCL18', 'CCL13', 'CD163']"
32060101,,,Monocyte-macrophage,"['CD14', 'FCGR3A', 'CD68']"
32060101,,,Plasmacytoid DC,"['IL3RA (CD123)', 'CLEC4C (CD303)']"
32060101,,,TME-infiltrating DC,"['CD83', 'CCR7', 'IL7R', 'ID2']"
32071204,Mouse,Retina,Amacrine and horizontal cells,"['Ptf1a', 'Tfap2a', 'Tfap2b', 'Prox1', 'Lhx9', 'Foxn4', 'Ptf1a', 'Ikzf1', 'Casz1']"
32071204,Mouse,Retina,Amacrine cell,"['Pax6', 'Calretinin', 'GAD65']"
32071204,Mouse,Retina,Amacrine cells,"['Pax6', 'Calretinin', 'GAD65', 'Calbindin']"
32071204,Mouse,Retina,Bipolar cell,['Chx10']
32071204,Mouse,Retina,Bipolar cells,['Chx10']
32071204,Mouse,Retina,Cone cell,"['Cone opsin', 'Arrestin']"
32071204,Mouse,Retina,Cones,"['Cone opsins (M and S opsins)', 'Cone arrestin']"
32071204,Mouse,Retina,Horizontal cell,['Foxn4']
32071204,Mouse,Retina,Horizontal cells,"['Lhx1', 'Lhx1', 'Lhx1', 'Calbindin']"
32071204,Mouse,Retina,Müller cell,['Sox9']
32071204,Mouse,Retina,Müller cells,['Sox9']
32071204,Mouse,Retina,Photoreceptor cell,"['Rxrg', 'Nr2e3']"
32071204,Mouse,Retina,Photoreceptor cells,"['Otx2', 'Crx', 'Nrl', 'Prdm1', 'Rxrg', 'Pdc', 'Gnat2', 'Gnb3', 'Abca4', 'Otx2', 'Crx', 'Nrl', 'Nr2e3', 'Thrb', 'Prdm1', 'Rxrg']"
32071204,Mouse,Retina,"RPCs (early-born cell types including RGCs, amacrine, and horizontal cells)",['Ikzf1']
32071204,Mouse,Retina,RPCs (mid/late-born cell types including rod and bipolar cells),['Casz1']
32071204,Mouse,Retina,Retinal ganglion cell,"['Pou4f3', 'Ebf3', 'Irx2', 'Tfap2d', 'Gap43', 'Nell2', 'Rbpms2', 'Nefm', 'Irx3', 'Zic1', 'Mapt']"
32071204,Mouse,Retina,Retinal ganglion cell (RGC),['Pou4f1']
32071204,Mouse,Retina,Retinal ganglion cells (RGCs),"['Pou4f1/Brn3a', 'Rxrg', 'Pou4f1', 'Pou4f1']"
32071204,Mouse,Retina,Rod bipolar cell,['Protein kinase Cα']
32071204,Mouse,Retina,Synapse,"['Bassoon', 'Ribeye', 'Synaptophysin']"
32114394,Human,Blood,NK cell,['CD3-CD7+GZMB+']
32114394,Human,Peripheral Blood Mononuclear Cells (PBMCs),B cells,"['CD79A', 'CD79B', 'MS4A1', 'BANK1', 'VPREB3', 'FCER2', 'ADAM28']"
32114394,Human,Peripheral Blood Mononuclear Cells (PBMCs),Myeloid cells,"['Lyz', 'S100A9', 'S100A8', 'S100A12', 'CD14', 'FCN1', 'CST4', 'SERPINA1', 'MNDA', 'LST1', 'MS4A6A']"
32114394,Human,Peripheral Blood Mononuclear Cells (PBMCs),T cells,"['CD3D', 'CD3E', 'IL32', 'CD2', 'IFITM1', 'GIMAP7', 'CD247', 'LCK']"
32114394,Human,Peripheral blood,CD3-CD7+GZMB+ cells,['CD3-CD7+GZMB+']
32114394,Human,,Activated B cell (B2 and B4),"['PMAIP1', 'ABCA6', 'TCF4']"
32114394,Human,,Activated CD4+ T cell (T6 and T8),"['LTb (TNFSF3)', 'AQP3', 'GPR183', 'LDHB']"
32114394,Human,,B cell,"['BANK1', 'VPREB3', 'FCER2', 'ADAM28']"
32114394,Human,,B cell (subset B1),['Exhausted B cell marker']
32114394,Human,,CD4+ T cell (T1),['CCR7']
32114394,Human,,"Classical monocyte (M1, M2, M4)","['S100A9', 'S100A12', 'RETN', 'S100A8']"
32114394,Human,,Classical monocyte (M3),"['IL1B', 'CCL3', 'IL8']"
32114394,Human,,Classical monocyte (M5),"['PPBP', 'PF4']"
32114394,Human,,Cytotoxic CD8+ effector T cell (T3 and T4),"['GZMH', 'NKG7', 'FGFBP2']"
32114394,Human,,Dendritic cell-like subset (M10),['CLEC10A']
32114394,Human,,Follicular B cell (B1 and B5),"['TCL1A', 'CD79A', 'CD79B', 'MS4A1']"
32114394,Human,,Intermediate monocyte,['CD14+CD16+']
32114394,Human,,Intermediate monocyte (M6),"['HLA-DPB1', 'HLA-DPA1', 'CCL3']"
32114394,Human,,M6 monocyte,['CD14+CD16+']
32114394,Human,,MAIT cells,['CD161 (KLRB1)']
32114394,Human,,Mature B cell (B3),"['MS4A1', 'CD79A', 'CRIP1', 'IGJ', 'low TCL1A', 'low PMAIP1']"
32114394,Human,,Megakaryocyte-like (M13),"['PPBP', 'PF4', 'GNG11']"
32114394,Human,,Megakaryocyte-like cells (T9),"['PPBP', 'PF4', 'GNG11']"
32114394,Human,,Mesenchymal cell-like (M12),"['COL1A1', 'IGFBP7', 'COL1A2', 'SERPINH1']"
