original,corrected,candidates,reason
IL-4,IL4,"[{'symbol': 'IL4', 'alias_symbol': 'BSF1 IL-4 BCGF1 BCGF-1 MGC79402', 'prev_symbol': '', 'name': 'interleukin 4', 'alias_name': '', 'prev_name': ''}, {'symbol': 'STAT6', 'alias_symbol': 'D12S1644 IL-4-STAT', 'prev_symbol': '', 'name': 'signal transducer and activator of transcription 6', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL22', 'alias_symbol': 'ILTIF IL-21 zcyto18 IL-TIF IL-D110 TIFa TIFIL-23 IL-22 MGC79382 MGC79384', 'prev_symbol': '', 'name': 'interleukin 22', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL36G', 'alias_symbol': 'IL-1H1 IL-1RP2 IL-1F9 IL1H1 IL1E', 'prev_symbol': 'IL1F9', 'name': 'interleukin 36 gamma', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL37', 'alias_symbol': 'FIL1 FIL1Z FIL1(ZETA) IL-1H4 IL-1RP1 IL-1F7', 'prev_symbol': 'IL1F7', 'name': 'interleukin 37', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，第一个候选信息的'symbol'为'IL4'，其'alias_symbol'包含'IL-4'，这与原始标记完全匹配。因此，选择该候选信息的'symbol'作为标准化结果。
IL-13,IL13,"[{'symbol': 'IL13', 'alias_symbol': 'P600 IL-13 ALRH BHR1 MGC116786 MGC116788 MGC116789', 'prev_symbol': '', 'name': 'interleukin 13', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL22', 'alias_symbol': 'ILTIF IL-21 zcyto18 IL-TIF IL-D110 TIFa TIFIL-23 IL-22 MGC79382 MGC79384', 'prev_symbol': '', 'name': 'interleukin 22', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL36G', 'alias_symbol': 'IL-1H1 IL-1RP2 IL-1F9 IL1H1 IL1E', 'prev_symbol': 'IL1F9', 'name': 'interleukin 36 gamma', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL37', 'alias_symbol': 'FIL1 FIL1Z FIL1(ZETA) IL-1H4 IL-1RP1 IL-1F7', 'prev_symbol': 'IL1F7', 'name': 'interleukin 37', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL25', 'alias_symbol': 'IL-25 IL-17E', 'prev_symbol': 'IL17E', 'name': 'interleukin 25', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，第一个候选信息的'symbol'为'IL13'，并且其'alias_symbol'中包含原始标记'IL-13'。这表明'IL13'是该基因的标准符号，因此选择它作为标准化结果。
NFAT1,NFATC2,"[{'symbol': 'NFATC2', 'alias_symbol': 'NF-ATP NFATp NFAT1', 'prev_symbol': '', 'name': 'nuclear factor of activated T cells 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，第一个候选信息的'symbol'为'NFATC2'，其'alias_symbol'包含'NFAT1'，这表明'NFAT1'是'NFATC2'的一个别名。因此，原始标记'NFAT1'可以标准化为'NFATC2'。
NFkappaB1,NFkappaB1,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，没有找到与原始标记""NFkappaB1""相关的基因符号或别名。所有候选信息中的'symbol'、'alias_symbol'、'prev_symbol'等字段均与""NFkappaB1""不匹配，因此无法修正为标准化结果。"
PTGDR2 CRTH2 ,PTGDR2,"[{'symbol': 'PTGDR2', 'alias_symbol': 'CRTH2 CD294 DP2', 'prev_symbol': 'GPR44', 'name': 'prostaglandin D2 receptor 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP1', 'alias_symbol': '', 'prev_symbol': 'MTHSP1', 'name': 'mitochondrially encoded major H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","原始标记""PTGDR2 CRTH2""中包含""PTGDR2""和""CRTH2""，在候选信息列表中，第一个候选信息的'symbol'为""PTGDR2""，并且其'alias_symbol'字段包含""CRTH2""，这与原始标记完全匹配。因此，选择该候选信息的'symbol'作为标准化结果。"
IL1RL1 ST2L ,IL1RL1,"[{'symbol': 'IL1RL1', 'alias_symbol': 'ST2 FIT-1 ST2L ST2V DER4 T1 IL33R', 'prev_symbol': '', 'name': 'interleukin 1 receptor like 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'TMED1', 'alias_symbol': 'ST2L MGC1270 IL1RL1LG Il1rl1l p24gamma1 p24g1', 'prev_symbol': '', 'name': 'transmembrane p24 trafficking protein 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP1', 'alias_symbol': '', 'prev_symbol': 'MTHSP1', 'name': 'mitochondrially encoded major H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","原始标记""IL1RL1 ST2L""中包含""IL1RL1""和""ST2L""，在候选信息列表中，第一个候选信息的'symbol'为""IL1RL1""，并且其'alias_symbol'字段中包含""ST2L""，这与原始标记完全匹配。其他候选信息与原始标记无关。"
IL-2,IL2,"[{'symbol': 'IL2', 'alias_symbol': 'IL-2 TCGF', 'prev_symbol': '', 'name': 'interleukin 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL22', 'alias_symbol': 'ILTIF IL-21 zcyto18 IL-TIF IL-D110 TIFa TIFIL-23 IL-22 MGC79382 MGC79384', 'prev_symbol': '', 'name': 'interleukin 22', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL36G', 'alias_symbol': 'IL-1H1 IL-1RP2 IL-1F9 IL1H1 IL1E', 'prev_symbol': 'IL1F9', 'name': 'interleukin 36 gamma', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL37', 'alias_symbol': 'FIL1 FIL1Z FIL1(ZETA) IL-1H4 IL-1RP1 IL-1F7', 'prev_symbol': 'IL1F7', 'name': 'interleukin 37', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL25', 'alias_symbol': 'IL-25 IL-17E', 'prev_symbol': 'IL17E', 'name': 'interleukin 25', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个候选信息的'symbol'为'IL2'，其'alias_symbol'包含'IL-2'，与原始标记""IL-2""完全匹配。因此，选择该候选信息的'symbol'作为标准化结果。"
TNF-alpha,TNF,"[{'symbol': 'TNF', 'alias_symbol': 'TNFSF2 DIF TNF-alpha', 'prev_symbol': 'TNFA', 'name': 'tumor necrosis factor', 'alias_name': '', 'prev_name': ''}, {'symbol': 'TNFAIP8L1', 'alias_symbol': 'MGC17791', 'prev_symbol': '', 'name': 'TNF alpha induced protein 8 like 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'TNFAIP8L2', 'alias_symbol': 'FLJ23467', 'prev_symbol': '', 'name': 'TNF alpha induced protein 8 like 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'TNFAIP3', 'alias_symbol': 'A20 OTUD7C', 'prev_symbol': '', 'name': 'TNF alpha induced protein 3', 'alias_name': '', 'prev_name': ''}, {'symbol': 'TNFAIP8L3', 'alias_symbol': 'FLJ41287', 'prev_symbol': '', 'name': 'TNF alpha induced protein 8 like 3', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，第一个候选信息的'symbol'为'TNF'，其'alias_symbol'包含'TNF-alpha'，这与原始标记完全匹配。因此选择该候选信息的'symbol'作为标准化结果。
IFN-gamma,IFN-gamma,"[{'symbol': 'MACORIS', 'alias_symbol': '', 'prev_symbol': '', 'name': 'macrophage enriched lincRNA repressor of IFN-gamma signaling', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IFNA1', 'alias_symbol': 'IFNA@ IFL IFN IFN-ALPHA IFNA13 IFN-alphaD', 'prev_symbol': '', 'name': 'interferon alpha 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IFNA5', 'alias_symbol': 'IFN-alphaG', 'prev_symbol': '', 'name': 'interferon alpha 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IFNA6', 'alias_symbol': 'IFN-alphaK', 'prev_symbol': '', 'name': 'interferon alpha 6', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IFNA8', 'alias_symbol': 'IFN-alphaB', 'prev_symbol': '', 'name': 'interferon alpha 8', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，没有一个'symbol'直接匹配""IFN-gamma""。虽然有一个候选信息的'name'字段提到了""IFN-gamma""（MACORIS），但它的'symbol'并不是""IFN-gamma""，并且其描述表明它是一个与IFN-gamma信号相关的lincRNA，而不是IFN-gamma本身。因此，无法找到确切的标准化结果。"
IL2RA/CD25,IL2RA,"[{'symbol': 'IL2RA', 'alias_symbol': 'CD25', 'prev_symbol': 'IL2R IDDM10', 'name': 'interleukin 2 receptor subunit alpha', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL2RA-AS1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'IL2RA antisense RNA 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'LIRIL2R', 'alias_symbol': '', 'prev_symbol': '', 'name': 'lincRNA regulator of IL2RA', 'alias_name': '', 'prev_name': ''}, {'symbol': 'ISG20', 'alias_symbol': 'HEM45 CD25', 'prev_symbol': '', 'name': 'interferon stimulated exonuclease gene 20', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个候选信息的'symbol'为'IL2RA'，并且其'alias_symbol'包含'CD25'，这与原始标记""IL2RA/CD25""完全匹配。其他候选信息中的符号和别名均无法与原始标记匹配，因此选择该候选信息的'symbol'作为标准化结果。"
CD4+,CD4,"[{'symbol': 'CD4', 'alias_symbol': 'T4 Leu-3', 'prev_symbol': '', 'name': 'CD4 molecule', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-LIPCAR', 'alias_symbol': 'uc022bqs.1 LIPCAR', 'prev_symbol': '', 'name': 'mitochondrially encoded long non-coding cardiac associated RNA', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个条目{'symbol': 'CD4', 'alias_symbol': 'T4 Leu-3'}明确提到了'CD4'作为标准化符号，并且其别名'T4 Leu-3'与原始标记""CD4+""具有高度相关性。其他条目与""CD4+""无关。"
FOXP3+,FOXP3,"[{'symbol': 'FLICR', 'alias_symbol': '', 'prev_symbol': '', 'name': 'FOXP3 regulating long intergenic non-coding RNA', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FOXP3', 'alias_symbol': 'JM2 XPID AIID PIDX DIETER SCURFIN', 'prev_symbol': 'IPEX', 'name': 'forkhead box P3', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，第二个候选信息的'symbol'为'FOXP3'，并且其'alias_symbol'包含'FOXP3'，这与原始标记'FOXP3+'高度匹配。虽然原始标记带有'+'符号，但根据基因命名规范，标准化结果应使用核心符号'FOXP3'。其他候选信息与原始标记无直接关联，因此选择'FOXP3'作为标准化结果。
IL-10+,IL10,"[{'symbol': 'IL10', 'alias_symbol': 'CSIF TGIF IL10A IL-10', 'prev_symbol': '', 'name': 'interleukin 10', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL22', 'alias_symbol': 'ILTIF IL-21 zcyto18 IL-TIF IL-D110 TIFa TIFIL-23 IL-22 MGC79382 MGC79384', 'prev_symbol': '', 'name': 'interleukin 22', 'alias_name': '', 'prev_name': ''}, {'symbol': 'KRTAP10-10', 'alias_symbol': 'KAP10.10 KAP18.10 KRTAP18-10', 'prev_symbol': '', 'name': 'keratin associated protein 10-10', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL36G', 'alias_symbol': 'IL-1H1 IL-1RP2 IL-1F9 IL1H1 IL1E', 'prev_symbol': 'IL1F9', 'name': 'interleukin 36 gamma', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL37', 'alias_symbol': 'FIL1 FIL1Z FIL1(ZETA) IL-1H4 IL-1RP1 IL-1F7', 'prev_symbol': 'IL1F7', 'name': 'interleukin 37', 'alias_name': '', 'prev_name': ''}]","原始标记""IL-10+""中的""IL-10""与候选信息中symbol为""IL10""的条目高度匹配，且该条目的alias_symbol中明确包含""IL-10""，表明其是标准化的基因符号。其他候选信息与原始标记无关。"
CTLA4+,CTLA4,"[{'symbol': 'CTLA4', 'alias_symbol': 'CD152 CD GSE CTLA-4', 'prev_symbol': 'CELIAC3 IDDM12', 'name': 'cytotoxic T-lymphocyte associated protein 4', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ATP8', 'alias_symbol': 'ATP8 A6L URFA6L', 'prev_symbol': 'MTATP8', 'name': 'mitochondrially encoded ATP synthase membrane subunit 8', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND6', 'alias_symbol': 'NAD6 ND6', 'prev_symbol': 'MTND6', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}]","原始标记""CTLA4+""的核心部分是""CTLA4""，这与候选信息中第一个条目的'symbol'字段完全匹配。此外，该候选信息的'alias_symbol'字段包含""CTLA-4""，这也与原始标记的形式高度相关。其他候选信息与原始标记无明显关联。"
IL-2A CD25 +,IL2RA,"[{'symbol': 'RNVU1-2A', 'alias_symbol': 'vU1.2a RNVU1.2a', 'prev_symbol': '', 'name': 'RNA, variant U1 small nuclear 2A', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL22', 'alias_symbol': 'ILTIF IL-21 zcyto18 IL-TIF IL-D110 TIFa TIFIL-23 IL-22 MGC79382 MGC79384', 'prev_symbol': '', 'name': 'interleukin 22', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL2RA', 'alias_symbol': 'CD25', 'prev_symbol': 'IL2R IDDM10', 'name': 'interleukin 2 receptor subunit alpha', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL36G', 'alias_symbol': 'IL-1H1 IL-1RP2 IL-1F9 IL1H1 IL1E', 'prev_symbol': 'IL1F9', 'name': 'interleukin 36 gamma', 'alias_name': '', 'prev_name': ''}, {'symbol': 'EIF2A', 'alias_symbol': 'EIF-2A', 'prev_symbol': '', 'name': 'eukaryotic translation initiation factor 2A', 'alias_name': '', 'prev_name': ''}]","原始标记""IL-2A CD25 +""中包含""CD25""，而候选信息中有一个条目'symbol'为""IL2RA""，其'alias_symbol'明确包含""CD25""。这表明""IL2RA""是与原始标记最匹配的标准化结果。"
IL-1R1/R2+,IL-1R1/R2+,"[{'symbol': 'IL22', 'alias_symbol': 'ILTIF IL-21 zcyto18 IL-TIF IL-D110 TIFa TIFIL-23 IL-22 MGC79382 MGC79384', 'prev_symbol': '', 'name': 'interleukin 22', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL36G', 'alias_symbol': 'IL-1H1 IL-1RP2 IL-1F9 IL1H1 IL1E', 'prev_symbol': 'IL1F9', 'name': 'interleukin 36 gamma', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL37', 'alias_symbol': 'FIL1 FIL1Z FIL1(ZETA) IL-1H4 IL-1RP1 IL-1F7', 'prev_symbol': 'IL1F7', 'name': 'interleukin 37', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FOXR2', 'alias_symbol': 'MGC21658 FOXN6', 'prev_symbol': '', 'name': 'forkhead box R2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL25', 'alias_symbol': 'IL-25 IL-17E', 'prev_symbol': 'IL17E', 'name': 'interleukin 25', 'alias_name': '', 'prev_name': ''}]","原始标记""IL-1R1/R2+""中的""IL-1R1""和""IL-1R2""可能指代白介素-1受体相关的基因，但候选信息列表中没有任何条目包含与""IL-1R1""或""IL-1R2""直接相关的信息（包括symbol、alias_symbol、prev_symbol等字段）。因此无法找到匹配的标准化结果。"
CD4+,CD4,"[{'symbol': 'CD4', 'alias_symbol': 'T4 Leu-3', 'prev_symbol': '', 'name': 'CD4 molecule', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-LIPCAR', 'alias_symbol': 'uc022bqs.1 LIPCAR', 'prev_symbol': '', 'name': 'mitochondrially encoded long non-coding cardiac associated RNA', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个候选信息的'symbol'为'CD4'，其'alias_symbol'包含'T4 Leu-3'，这与原始标记""CD4+""高度相关。虽然原始标记带有""+""号，但根据基因命名规则，""CD4""是标准化的符号，且能够唯一匹配到该候选信息。其他候选信息与原始标记无直接关联。"
GATA3+,GATA3,"[{'symbol': 'GATA3-AS1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'GATA3 antisense RNA 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'GATA3', 'alias_symbol': 'HDR', 'prev_symbol': '', 'name': 'GATA binding protein 3', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-TK', 'alias_symbol': 'trnK', 'prev_symbol': 'MERRF MTTK', 'name': 'mitochondrially encoded tRNA-Lys (AAA/G)', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息中，""GATA3""的symbol与原始标记""GATA3+""最为匹配。虽然原始标记包含一个额外的""+""符号，但其核心部分""GATA3""明确指向基因""GATA binding protein 3""，而其他候选信息与原始标记无关。因此，选择""GATA3""作为标准化结果。"
IL-4+,IL4,"[{'symbol': 'IL4', 'alias_symbol': 'BSF1 IL-4 BCGF1 BCGF-1 MGC79402', 'prev_symbol': '', 'name': 'interleukin 4', 'alias_name': '', 'prev_name': ''}, {'symbol': 'STAT6', 'alias_symbol': 'D12S1644 IL-4-STAT', 'prev_symbol': '', 'name': 'signal transducer and activator of transcription 6', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL22', 'alias_symbol': 'ILTIF IL-21 zcyto18 IL-TIF IL-D110 TIFa TIFIL-23 IL-22 MGC79382 MGC79384', 'prev_symbol': '', 'name': 'interleukin 22', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL36G', 'alias_symbol': 'IL-1H1 IL-1RP2 IL-1F9 IL1H1 IL1E', 'prev_symbol': 'IL1F9', 'name': 'interleukin 36 gamma', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL37', 'alias_symbol': 'FIL1 FIL1Z FIL1(ZETA) IL-1H4 IL-1RP1 IL-1F7', 'prev_symbol': 'IL1F7', 'name': 'interleukin 37', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，第一个候选信息的'symbol'为'IL4'，其'alias_symbol'包含'IL-4'，与原始标记'IL-4+'高度匹配。其他候选信息的符号或别名均不直接对应原始标记。因此，选择'IL4'作为标准化结果。
IL-5+,IL5,"[{'symbol': 'IL5', 'alias_symbol': 'IL-5 EDF TRF', 'prev_symbol': '', 'name': 'interleukin 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL22', 'alias_symbol': 'ILTIF IL-21 zcyto18 IL-TIF IL-D110 TIFa TIFIL-23 IL-22 MGC79382 MGC79384', 'prev_symbol': '', 'name': 'interleukin 22', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL36G', 'alias_symbol': 'IL-1H1 IL-1RP2 IL-1F9 IL1H1 IL1E', 'prev_symbol': 'IL1F9', 'name': 'interleukin 36 gamma', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL37', 'alias_symbol': 'FIL1 FIL1Z FIL1(ZETA) IL-1H4 IL-1RP1 IL-1F7', 'prev_symbol': 'IL1F7', 'name': 'interleukin 37', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL25', 'alias_symbol': 'IL-25 IL-17E', 'prev_symbol': 'IL17E', 'name': 'interleukin 25', 'alias_name': '', 'prev_name': ''}]","在候选信息中，第一个条目{'symbol': 'IL5', 'alias_symbol': 'IL-5 EDF TRF'}的'alias_symbol'字段包含与原始标记""IL-5+""高度相似的部分""IL-5""。虽然原始标记包含一个额外的""+""符号，但根据基因命名规则，核心部分""IL-5""已经明确指向""IL5""这个标准化符号。因此，选择该候选信息的'symbol'作为修正结果。"
IL-13+,IL13,"[{'symbol': 'IL13', 'alias_symbol': 'P600 IL-13 ALRH BHR1 MGC116786 MGC116788 MGC116789', 'prev_symbol': '', 'name': 'interleukin 13', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL22', 'alias_symbol': 'ILTIF IL-21 zcyto18 IL-TIF IL-D110 TIFa TIFIL-23 IL-22 MGC79382 MGC79384', 'prev_symbol': '', 'name': 'interleukin 22', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL36G', 'alias_symbol': 'IL-1H1 IL-1RP2 IL-1F9 IL1H1 IL1E', 'prev_symbol': 'IL1F9', 'name': 'interleukin 36 gamma', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL37', 'alias_symbol': 'FIL1 FIL1Z FIL1(ZETA) IL-1H4 IL-1RP1 IL-1F7', 'prev_symbol': 'IL1F7', 'name': 'interleukin 37', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL25', 'alias_symbol': 'IL-25 IL-17E', 'prev_symbol': 'IL17E', 'name': 'interleukin 25', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个条目'symbol'为'IL13'，其'alias_symbol'包含'IL-13'，这与原始标记""IL-13+""高度匹配。其他候选信息的符号或别名均未提及""IL-13""或类似内容，因此可以确定最匹配的结果是'IL13'。"
